orthogroup	AAL
MZ22509320	600.5555555999999
MZ22509321	461.8421053
MZ22509322	577.1764706
MZ22509323	693.5294117999999
MZ22509324	487.27777779999997
MZ22509326	541.8125
MZ22509327	648.0
MZ22509330	500.85714289999993
MZ22509333	1126.8421050000002
MZ22509336	496.22222220000003
MZ22509337	567.7222222
MZ22509338	535.7777778
MZ22509342	537.6666667000001
MZ22509345	588.2631579
MZ22509347	692.0
MZ22509350	499.8421053
MZ22509354	391.0
MZ22509356	503.72222220000003
MZ22509357	588.3684211
MZ22509358	545.6666667000001
MZ22509364	494.72222220000003
MZ22509365	608.2105263
MZ22509368	548.3888889
MZ22509372	365.0
MZ22509373	486.75
MZ22509375	565.95
MZ22509376	670.5789474
MZ22509377	661.3333332999999
MZ22509379	470.36842110000003
MZ22509381	601.2631579
MZ22509382	532.7777778
MZ22509383	942.7826087000001
MZ22509384	463.33333330000005
MZ22509388	585.4444444000001
MZ22509389	463.66666669999995
MZ22509392	620.6842105000001
MZ22509393	476.14285710000007
MZ22509394	487.1176471
MZ22509397	512.2105263000001
MZ22509401	527.375
MZ22509403	376.3
MZ22509405	489.4
MZ22509408	444.4545455
MZ22509412	530.6315789
MZ22509416	858.1578947
MZ22509417	652.85
MZ22509421	865.2105263000001
MZ22509422	632.1666667000001
MZ22509423	472.1052632
MZ22509424	664.1538462
MZ22509427	525.1
MZ22509429	518.0526316
MZ22509430	558.1578947
MZ22509432	485.5
MZ22509434	500.47368420000004
MZ22509435	558.1052632
MZ22509436	664.6842105000001
MZ22509437	456.9411765
MZ22509440	518.5263158
MZ22509441	668.8947368
MZ22509444	463.9333333000001
MZ22509447	611.3333332999999
MZ22509448	528.3043478
MZ22509450	480.66666669999995
MZ22509451	539.3157894999999
MZ22509453	550.6
MZ22509454	778.0
MZ22509456	434.2307692
MZ22509462	501.0
MZ22509466	534.4736842
MZ22509468	532.6315789
MZ22509469	482.2105263
MZ22509470	557.8421053
MZ22509473	654.8823529
MZ22509478	486.3809524
MZ22509483	460.83333330000005
MZ22509485	609.25
MZ22509486	432.4
MZ22509487	521.0555555999999
MZ22509488	375.23529410000003
MZ22509492	674.2727272999999
MZ22509494	469.84615379999997
MZ22509495	487.1
MZ22509496	504.7368421
MZ22509497	562.1764706
MZ22509498	245.4827586
MZ22509502	578.95
MZ22509503	591.75
MZ22509506	399.14285710000007
MZ22509507	496.6190476
MZ22509508	548.5789474
MZ22509510	746.0526316
MZ22509511	528.3684211
MZ22509514	566.8947368
MZ22509515	518.6666667
MZ22509516	508.57894739999995
MZ22509518	507.72222220000003
MZ22509519	571.8
MZ22509520	323.76470589999997
MZ22509521	470.7142857
MZ22509523	482.66666669999995
MZ22509524	473.1052632
MZ22509525	554.2631579
MZ22509526	593.6666667000001
MZ22509535	542.5
MZ22509536	419.0
MZ22509537	647.8823529
MZ22509538	466.85
MZ22509542	574.3157894999999
MZ22509543	563.3333332999999
MZ22509545	834.9473684
MZ22509548	456.4444444
MZ22509550	537.8235294
MZ22509551	581.2631579
MZ22509552	886.75
MZ22509555	464.2666666999999
MZ22509560	505.9
MZ22509562	485.2631579
MZ22509566	454.72222220000003
MZ22509568	497.1578947
MZ22509570	683.7894737
MZ22509573	506.7058824
MZ22509574	419.9411765
MZ22509576	352.4
MZ22509577	786.375
MZ22509581	500.0
MZ22509585	540.6842105000001
MZ22509586	388.0
MZ22509591	497.54166669999995
MZ22509592	459.8947368
MZ22509596	520.75
MZ22509599	647.5882353
MZ22509600	556.2777778
MZ22509601	1141.086957
MZ22509603	567.7894737
MZ22509605	500.9
MZ22509608	474.9444444
MZ22509609	518.4117646999999
MZ22509610	462.6363636
MZ22509611	484.0
MZ22509612	506.8888888999999
MZ22509618	886.8
MZ22509619	524.3157894999999
MZ22509621	485.0
MZ22509623	472.3125
MZ22509625	478.23529410000003
MZ22509626	482.1176471
MZ22509628	534.2352941
MZ22509629	505.33333330000005
MZ22509632	519.4736842
MZ22509633	496.6
MZ22509635	586.5555555999999
MZ22509638	637.8823529
MZ22509642	492.8421053
MZ22509643	536.3529411999999
MZ22509644	461.125
MZ22509647	506.1111111000001
MZ22509650	518.8333333
MZ22509651	520.4
MZ22509652	539.5263158
MZ22509654	490.47368420000004
MZ22509656	512.7894736999999
MZ22509657	558.6842105000001
MZ22509658	615.25
MZ22509659	592.6666667000001
MZ22509661	380.05
MZ22509663	468.6111111000001
MZ22509664	460.25
MZ22509666	484.83333330000005
MZ22509669	521.0526316
MZ22509673	561.3684211
MZ22509675	483.8421053
MZ22509676	635.8421053
MZ22509677	621.3333332999999
MZ22509679	459.47368420000004
MZ22509681	581.5789474
MZ22509683	659.6315789
MZ22509686	475.8947368
MZ22509687	485.83333330000005
MZ22509692	547.6666667000001
MZ22509695	921.2
MZ22509697	530.0
MZ22509698	443.2941176
MZ22509699	466.15384620000003
MZ22509701	468.3
MZ22509702	500.4117647
MZ22509703	493.4
MZ22509704	502.66666669999995
MZ22509705	805.875
MZ22509706	483.3888888999999
MZ22509707	507.2857143
MZ22509712	516.0
MZ22509715	616.3125
MZ22509716	655.7619047999999
MZ22509719	434.5
MZ22509722	503.68421050000006
MZ22509723	510.33333330000005
MZ22509724	557.7368421
MZ22509725	604.1904762
MZ22509729	484.7
MZ22509730	473.0555556
MZ22509731	764.6842105000001
MZ22509734	510.0555556
MZ22509741	529.3888889
MZ22509743	473.2631579
MZ22509745	463.94736839999996
MZ22509749	626.4736842
MZ22509751	957.8947367999999
MZ22509753	550.3333332999999
MZ22509755	345.2105263
MZ22509756	856.8888889000001
MZ22509757	457.2631579
MZ22509759	484.05263160000004
MZ22509760	458.05
MZ22509762	409.2105263
MZ22509766	461.8421053
MZ22509767	527.0526316
MZ22509770	455.1
MZ22509774	1035.277778
MZ22509775	433.0588235
MZ22509778	407.4210526
MZ22509779	487.6111111000001
MZ22509780	474.94736839999996
MZ22509782	540.0
MZ22509783	592.8
MZ22509784	495.0666666999999
MZ22509786	485.42105260000005
MZ22509787	391.75
MZ22509788	422.64864860000006
MZ22509789	384.1
MZ22509791	474.77777779999997
MZ22509792	545.2777778
MZ22509793	608.6470588
MZ22509794	544.0
MZ22509798	512.6923077
MZ22509799	541.1578947
MZ22509802	575.65
MZ22509803	492.9444444
MZ22509804	485.33333330000005
MZ22509806	698.3333332999999
MZ22509807	630.1666667000001
MZ22509810	411.0
MZ22509814	471.0555556
MZ22509817	528.0
MZ22509818	522.5
MZ22509821	443.9444444
MZ22509823	507.6470588
MZ22509824	511.7368421
MZ22509825	594.8333332999999
MZ22509827	529.0
MZ22509831	547.2777778
MZ22509832	541.9473684
MZ22509836	478.0
MZ22509839	592.0
MZ22509841	460.52631579999996
MZ22509842	507.65
MZ22509845	499.25
MZ22509846	504.47368420000004
MZ22509848	652.0
MZ22509853	468.6875
MZ22509854	539.6363636
MZ22509856	541.0
MZ22509857	506.0
MZ22509858	457.1
MZ22509859	552.8947368
MZ22509860	608.3684211
MZ22509862	483.94736839999996
MZ22509864	777.75
MZ22509865	521.3684211
MZ22509866	520.25
MZ22509867	638.0
MZ22509869	423.66666669999995
MZ22509870	747.75
MZ22509872	469.7857143
MZ22509873	465.31578949999994
MZ22509874	585.5714286
MZ22509879	528.5714286
MZ22509883	479.1052632
MZ22509884	455.5
MZ22509885	497.5454545
MZ22509888	647.3333332999999
MZ22509889	467.36842110000003
MZ22509892	527.625
MZ22509894	526.0
MZ22509896	533.2941176
MZ22509900	488.8823529
MZ22509903	471.85
MZ22509905	410.2727273
MZ22509906	758.3888889
MZ22509907	447.8421053
MZ22509909	637.35
MZ22509911	436.47368420000004
MZ22509914	392.25
MZ22509916	487.0
MZ22509918	543.3684211
MZ22509919	526.6111111
MZ22509920	531.7
MZ22509921	490.57894739999995
MZ22509926	440.63157889999997
MZ22509930	453.7368421
MZ22509933	452.77777779999997
MZ22509936	585.1666667000001
MZ22509937	480.77777779999997
MZ22509938	412.0
MZ22509940	586.1052632
MZ22509942	554.3333332999999
MZ22509943	569.8888889
MZ22509945	433.07142860000005
MZ22509946	371.4
MZ22509948	474.45
MZ22509949	534.6666667
MZ22509951	599.5
MZ22509952	725.5
MZ22509954	455.83333330000005
MZ22509959	538.3333332999999
MZ22509960	458.16666669999995
MZ22509962	510.7058824
MZ22509964	440.7142857
MZ22509970	483.8421053
MZ22509973	495.57894739999995
MZ22509977	441.66666669999995
MZ22509978	451.0
MZ22509979	544.1052632
MZ22509983	464.57142860000005
MZ22509987	511.52631579999996
MZ22509988	448.2105263
MZ22509990	477.23529410000003
MZ22509992	475.9411765
MZ22509993	594.875
MZ22509994	656.2222222
MZ22509995	562.6315789
MZ22509997	667.75
MZ22509999	459.77777779999997
MZ22510000	467.27777779999997
MZ22510001	473.6
MZ22510002	453.92307689999996
MZ22510004	508.1111111000001
MZ22510005	435.53846150000004
MZ22510007	572.3333332999999
MZ22510008	669.5263158
MZ22510009	703.9
MZ22510011	443.22222220000003
MZ22510014	565.0
MZ22510016	482.72222220000003
MZ22510017	501.13333330000006
MZ22510021	499.57894739999995
MZ22510026	655.952381
MZ22510027	975.5263158
MZ22510028	544.3142857
MZ22510029	454.33333330000005
MZ22510033	460.4705882
MZ22510035	508.35
MZ22510036	401.92
MZ22510039	469.4
MZ22510041	428.6
MZ22510042	603.8421053
MZ22510047	483.8947368
MZ22510049	449.22222220000003
MZ22510054	562.2727272999999
MZ22510057	542.0555555999999
MZ22510059	583.2941176
MZ22510060	563.0
MZ22510061	495.31578949999994
MZ22510063	438.125
MZ22510064	524.7368421
MZ22510067	574.2727272999999
MZ22510068	957.6315788999999
MZ22510069	464.8421053
MZ22510071	481.7368421
MZ22510072	527.9444444000001
MZ22510073	365.32142860000005
MZ22510076	463.36842110000003
MZ22510078	483.68421050000006
MZ22510081	453.5555556
MZ22510083	510.57894739999995
MZ22510085	486.94736839999996
MZ22510086	594.4444444000001
MZ22510088	672.7368421
MZ22510089	543.2916667000001
MZ22510092	810.8095238
MZ22510098	518.8333333
MZ22510104	487.63157889999997
MZ22510107	455.42105260000005
MZ22510110	471.7894737
MZ22510111	496.68421050000006
MZ22510112	506.8888888999999
MZ22510113	537.3
MZ22510115	1034.285714
MZ22510117	451.65
MZ22510119	585.1111111
MZ22510122	501.8235294
MZ22510123	602.1290323
MZ22510125	1597.8
MZ22510127	414.0
MZ22510128	489.2
MZ22510129	508.23529410000003
MZ22510133	1007.0
MZ22510134	774.1052632
MZ22510136	491.45
MZ22510140	491.8888888999999
MZ22510145	581.7
MZ22510146	793.2
MZ22510148	435.35
MZ22510151	455.72222220000003
MZ22510154	467.8235294
MZ22510155	481.0
MZ22510156	498.2631579
MZ22510157	478.66666669999995
MZ22510160	533.8695652
MZ22510161	438.8421053
MZ22510163	615.6842105000001
MZ22510165	430.23529410000003
MZ22510168	474.22222220000003
MZ22510169	332.64
MZ22510171	483.2
MZ22510172	503.36842110000003
MZ22510173	443.36842110000003
MZ22510174	622.047619
MZ22510175	422.4444444
MZ22510178	401.9230769
MZ22510179	482.1764706
MZ22510181	544.7894737
MZ22510184	522.75
MZ22510185	537.8333332999999
MZ22510187	426.0
MZ22510188	417.3846154
MZ22510193	576.2222222
MZ22510194	536.7142857
MZ22510196	487.42105260000005
MZ22510197	518.4210526
MZ22510198	496.7894737
MZ22510199	499.0
MZ22510200	603.1428571
MZ22510201	682.8947368
MZ22510203	611.4
MZ22510205	466.85
MZ22510208	668.65
MZ22510210	449.63157889999997
MZ22510216	579.25
MZ22510220	510.35
MZ22510222	893.2727273
MZ22510225	448.31578949999994
MZ22510227	600.6842105000001
MZ22510231	348.2962963
MZ22510234	503.72222220000003
MZ22510235	434.1
MZ22510240	320.5454545
MZ22510241	470.68421050000006
MZ22510243	448.42105260000005
MZ22510244	508.1
MZ22510249	414.3157895
MZ22510250	456.33333330000005
MZ22510251	469.75
MZ22510252	531.3157894999999
MZ22510254	438.5555556
MZ22510257	484.6190476
MZ22510260	450.42105260000005
MZ22510261	461.1176471
MZ22510262	401.63157889999997
MZ22510264	640.8888889
MZ22510265	763.2631579
MZ22510268	447.0
MZ22510271	598.7368421
MZ22510272	743.5238095
MZ22510274	474.25
MZ22510277	478.0
MZ22510279	619.15
MZ22510281	378.875
MZ22510283	460.1
MZ22510286	466.61538459999997
MZ22510288	485.2
MZ22510291	440.5882353
MZ22510292	546.8421053
MZ22510293	564.3571429
MZ22510294	1396.05
MZ22510295	422.68421050000006
MZ22510296	434.7894737
MZ22510298	547.5294117999999
MZ22510299	478.31578949999994
MZ22510300	503.5882353
MZ22510301	370.73469389999997
MZ22510302	573.4210526
MZ22510303	501.23529410000003
MZ22510305	446.15384620000003
MZ22510306	531.0
MZ22510307	511.27777779999997
MZ22510308	832.2105263
MZ22510313	470.0
MZ22510316	457.5
MZ22510317	525.8947368
MZ22510319	509.1764706
MZ22510320	457.77777779999997
MZ22510321	504.52631579999996
MZ22510322	514.6666667
MZ22510326	392.8421053
MZ22510328	350.75
MZ22510331	610.2
MZ22510333	566.8333332999999
MZ22510334	648.6666667000001
MZ22510337	492.68421050000006
MZ22510339	539.8421053
MZ22510343	577.6428571
MZ22510345	415.6842105
MZ22510346	467.04761900000005
MZ22510347	503.2857143
MZ22510349	659.1904762
MZ22510351	464.31578949999994
MZ22510353	392.76470589999997
MZ22510354	452.1578947
MZ22510356	623.6666667000001
MZ22510359	430.8888888999999
MZ22510360	466.35
MZ22510362	486.16666669999995
MZ22510365	429.1578947
MZ22510366	462.3529412
MZ22510369	396.4545455
MZ22510379	506.53333330000004
MZ22510382	426.1052632
MZ22510385	475.33333330000005
MZ22510387	445.05263160000004
MZ22510390	464.72222220000003
MZ22510391	412.6666667
MZ22510392	440.4444444
MZ22510394	462.8125
MZ22510396	492.83333330000005
MZ22510397	490.5555556
MZ22510398	487.0
MZ22510401	435.05263160000004
MZ22510403	382.0909091
MZ22510404	459.4
MZ22510405	509.2
MZ22510406	314.4583333
MZ22510408	602.9375
MZ22510411	452.66666669999995
MZ22510414	487.1052632
MZ22510417	447.85
MZ22510419	464.05263160000004
MZ22510423	460.1
MZ22510424	498.52380949999997
MZ22510426	678.9
MZ22510427	777.0526316
MZ22510428	537.1052632
MZ22510429	515.4736842
MZ22510435	814.0357142999999
MZ22510437	451.2307692
MZ22510438	457.1111111000001
MZ22510440	501.53333330000004
MZ22510443	345.9375
MZ22510444	746.16
MZ22510445	591.3333332999999
MZ22510446	518.375
MZ22510447	662.4
MZ22510450	609.0
MZ22510451	463.2631579
MZ22510452	366.4
MZ22510453	415.6842105
MZ22510454	534.25
MZ22510455	797.0
MZ22510457	418.0
MZ22510460	452.66666669999995
MZ22510463	486.8235294
MZ22510465	426.9090909
MZ22510466	599.0
MZ22510469	446.52631579999996
MZ22510472	499.31578949999994
MZ22510473	784.0
MZ22510477	396.0
MZ22510478	374.9230769
MZ22510480	467.95
MZ22510482	531.0526316
MZ22510483	508.8181818
MZ22510484	548.4666667
MZ22510487	778.375
MZ22510489	508.0
MZ22510492	1110.4375
MZ22510493	597.1052632
MZ22510495	499.5294118
MZ22510496	450.0588235
MZ22510498	504.8888888999999
MZ22510499	507.4444444
MZ22510508	478.7058824
MZ22510511	468.0
MZ22510515	437.7894737
MZ22510516	489.0294118
MZ22510519	502.77777779999997
MZ22510529	680.5555555999999
MZ22510530	444.31578949999994
MZ22510533	365.1111111
MZ22510534	698.05
MZ22510535	399.3076923
MZ22510537	489.7368421
MZ22510538	537.0
MZ22510539	511.23529410000003
MZ22510540	587.7368421
MZ22510542	534.7222222
MZ22510543	430.38461540000003
MZ22510544	468.2631579
MZ22510548	561.8333332999999
MZ22510550	394.0
MZ22510556	568.5789474
MZ22510560	931.6666667000002
MZ22510561	334.63157889999997
MZ22510562	436.5625
MZ22510566	595.35
MZ22510567	474.7058824
MZ22510568	476.52631579999996
MZ22510569	378.0454545
MZ22510570	448.9142857
MZ22510572	401.89473680000003
MZ22510573	537.4736842
MZ22510574	721.5
MZ22510575	436.1578947
MZ22510583	472.0
MZ22510585	472.2941176
MZ22510586	681.7894737
MZ22510589	481.66666669999995
MZ22510591	466.36842110000003
MZ22510592	417.6842105
MZ22510593	446.0
MZ22510594	469.68421050000006
MZ22510595	569.6842105000001
MZ22510596	586.5263158
MZ22510599	753.0
MZ22510604	435.7894737
MZ22510610	428.6470588
MZ22510612	493.125
MZ22510617	414.85
MZ22510619	355.5
MZ22510624	482.94736839999996
MZ22510625	441.2105263
MZ22510626	354.47058819999995
MZ22510629	547.9444444000001
MZ22510630	559.4117647
MZ22510631	693.15
MZ22510632	481.9642857
MZ22510633	401.3529412
MZ22510635	454.57894739999995
MZ22510642	613.95
MZ22510643	856.3333332999998
MZ22510644	429.85
MZ22510647	394.27777779999997
MZ22510649	462.42105260000005
MZ22510653	474.8947368
MZ22510657	527.6315789
MZ22510658	660.3333332999999
MZ22510659	441.45
MZ22510662	515.3333333
MZ22510664	496.8421053
MZ22510668	393.952381
MZ22510669	676.6363636
MZ22510671	443.08333330000005
MZ22510675	484.13333330000006
MZ22510677	430.42105260000005
MZ22510680	456.7894737
MZ22510682	477.05
MZ22510684	519.6842105000001
MZ22510687	510.8181818
MZ22510688	330.55555560000005
MZ22510689	618.0
MZ22510691	437.0
MZ22510694	465.77777779999997
MZ22510695	672.1
MZ22510699	539.0
MZ22510700	444.45
MZ22510701	482.91666669999995
MZ22510704	443.47368420000004
MZ22510706	459.0
MZ22510707	499.1578947
MZ22510709	496.5
MZ22510713	682.9473684
MZ22510716	413.36842110000003
MZ22510721	615.0952381
MZ22510732	497.55
MZ22510734	492.23529410000003
MZ22510738	495.6
MZ22510740	452.05263160000004
MZ22510742	389.27777779999997
MZ22510743	559.7777778
MZ22510744	425.75
MZ22510745	474.0
MZ22510748	620.5263158
MZ22510751	551.4210526
MZ22510753	591.8421053
MZ22510755	453.92307689999996
MZ22510756	420.5
MZ22510759	429.4545455
MZ22510761	460.52631579999996
MZ22510763	489.1578947
MZ22510764	517.0
MZ22510765	730.2631579
MZ22510766	621.9333333
MZ22510768	389.70588239999995
MZ22510769	465.5
MZ22510771	536.7333333
MZ22510773	423.0
MZ22510775	449.9090909
MZ22510778	597.0555555999999
MZ22510782	465.2631579
MZ22510784	306.78787880000004
MZ22510786	518.1111111
MZ22510787	429.8125
MZ22510789	481.4444444
MZ22510790	513.7777778
MZ22510791	495.5
MZ22510793	431.31578949999994
MZ22510794	419.0
MZ22510795	465.23529410000003
MZ22510798	505.4
MZ22510799	513.4736842
MZ22510801	412.0666667
MZ22510802	426.8421053
MZ22510804	460.4444444
MZ22510805	600.7037037
MZ22510807	668.0
MZ22510808	487.66666669999995
MZ22510812	522.5789474
MZ22510816	524.25
MZ22510817	543.7777778
MZ22510820	468.94736839999996
MZ22510822	476.63157889999997
MZ22510827	380.10526319999997
MZ22510828	457.8947368
MZ22510830	432.3888888999999
MZ22510832	435.85714289999993
MZ22510833	420.2631579
MZ22510834	482.22222220000003
MZ22510836	476.15
MZ22510837	549.3333332999999
MZ22510840	452.0
MZ22510841	500.7894737
MZ22510845	438.4444444
MZ22510847	430.9375
MZ22510850	455.69230769999996
MZ22510852	514.9
MZ22510854	435.72222220000003
MZ22510855	446.05263160000004
MZ22510856	497.57142860000005
MZ22510857	358.3157895
MZ22510859	457.94736839999996
MZ22510860	469.1764706
MZ22510861	484.3888888999999
MZ22510862	510.33333330000005
MZ22510863	312.20588239999995
MZ22510864	428.8823529
MZ22510865	439.75
MZ22510870	456.57894739999995
MZ22510872	362.1875
MZ22510879	415.8666667
MZ22510881	516.7368421
MZ22510883	677.0
MZ22510885	357.2631579
MZ22510887	529.0526316
MZ22510890	428.23529410000003
MZ22510891	397.9090909
MZ22510894	447.83333330000005
MZ22510895	313.44444439999995
MZ22510900	530.8947368
MZ22510902	459.9411765
MZ22510906	467.0
MZ22510907	422.4090909
MZ22510908	627.0
MZ22510912	435.33333330000005
MZ22510913	423.52631579999996
MZ22510915	407.36842110000003
MZ22510916	554.0
MZ22510917	639.047619
MZ22510919	418.47058819999995
MZ22510921	437.0
MZ22510924	465.6
MZ22510925	448.7857143
MZ22510926	470.33333330000005
MZ22510927	490.36842110000003
MZ22510930	577.0
MZ22510933	391.77777779999997
MZ22510934	414.0
MZ22510935	817.125
MZ22510937	398.8
MZ22510939	312.6153846
MZ22510940	464.85714289999993
MZ22510942	435.47368420000004
MZ22510946	475.5
MZ22510955	445.8421053
MZ22510956	453.0555556
MZ22510958	482.5
MZ22510959	475.2
MZ22510961	588.8
MZ22510964	310.35714289999993
MZ22510966	482.1111111000001
MZ22510968	491.94736839999996
MZ22510969	516.4615385
MZ22510970	412.42857139999995
MZ22510971	421.5454545
MZ22510972	432.2631579
MZ22510973	402.80952379999997
MZ22510974	454.33333330000005
MZ22510975	494.43478260000006
MZ22510978	548.4615385
MZ22510979	422.31578949999994
MZ22510981	437.85185189999993
MZ22510982	413.05
MZ22510984	422.07692310000004
MZ22510986	473.68421050000006
MZ22510987	487.8
MZ22510990	455.1111111000001
MZ22510991	536.5263158
MZ22510992	418.10526319999997
MZ22510994	432.05263160000004
MZ22510999	511.42105260000005
MZ22511002	856.1666667000002
MZ22511003	380.5
MZ22511004	433.2857143
MZ22511008	545.5555555999999
MZ22511009	493.0555556
MZ22511010	429.31578949999994
MZ22511011	430.57142860000005
MZ22511014	501.1052632
MZ22511016	522.1578946999999
MZ22511017	712.7692308
MZ22511020	435.85
MZ22511023	479.05263160000004
MZ22511024	432.5454545
MZ22511025	443.85
MZ22511027	361.13043480000005
MZ22511029	555.2222222
MZ22511030	415.05555560000005
MZ22511039	432.7
MZ22511041	430.7894737
MZ22511043	485.3
MZ22511044	596.0
MZ22511047	554.1428571
MZ22511049	466.5
MZ22511052	478.86666669999994
MZ22511054	710.0
MZ22511055	439.42857139999995
MZ22511056	484.77777779999997
MZ22511057	408.95
MZ22511061	682.3684211
MZ22511062	446.52631579999996
MZ22511063	468.5294118
MZ22511065	499.0
MZ22511066	502.0
MZ22511067	512.6666667
MZ22511068	507.83333330000005
MZ22511071	332.53333330000004
MZ22511073	401.22222220000003
MZ22511078	487.45
MZ22511079	482.5882353
MZ22511080	468.7
MZ22511081	545.0
MZ22511082	523.0
MZ22511083	504.125
MZ22511085	424.5
MZ22511088	489.2666666999999
MZ22511090	407.0
MZ22511091	490.42105260000005
MZ22511093	531.9444444000001
MZ22511094	521.3684211
MZ22511096	515.047619
MZ22511098	492.15384620000003
MZ22511099	437.33333330000005
MZ22511101	421.1111111000001
MZ22511102	355.36842110000003
MZ22511105	490.375
MZ22511106	477.0
MZ22511109	402.4736842
MZ22511113	453.0
MZ22511114	462.9047619
MZ22511116	657.0
MZ22511117	356.6111111
MZ22511118	397.0526316
MZ22511120	460.72222220000003
MZ22511122	371.94117650000004
MZ22511124	382.47058819999995
MZ22511125	472.57142860000005
MZ22511126	470.8421053
MZ22511127	332.5
MZ22511128	441.7058824
MZ22511129	615.7894737
MZ22511139	393.6666667
MZ22511140	446.8235294
MZ22511145	428.0
MZ22511146	483.33333330000005
MZ22511150	760.6315789
MZ22511153	423.36842110000003
MZ22511155	434.36842110000003
MZ22511156	384.5789474
MZ22511159	540.3333332999999
MZ22511160	512.5789474
MZ22511163	408.78260869999997
MZ22511164	439.1111111000001
MZ22511165	451.2
MZ22511167	530.1578946999999
MZ22511168	525.4
MZ22511170	410.47058819999995
MZ22511173	423.0
MZ22511176	441.05
MZ22511177	450.2631579
MZ22511178	364.2631579
MZ22511180	580.625
MZ22511182	426.16666669999995
MZ22511183	428.2631579
MZ22511185	340.2857143
MZ22511190	436.8421053
MZ22511198	431.33333330000005
MZ22511199	376.13636360000004
MZ22511203	803.1764706
MZ22511206	474.7368421
MZ22511207	508.85
MZ22511209	589.4285714
MZ22511211	397.8421053
MZ22511212	422.36842110000003
MZ22511219	441.22222220000003
MZ22511221	513.25
MZ22511224	461.1764706
MZ22511229	491.63157889999997
MZ22511234	440.1764706
MZ22511236	457.1578947
MZ22511237	461.75
MZ22511238	508.80952379999997
MZ22511239	393.8888889
MZ22511242	442.4444444
MZ22511244	556.7368421
MZ22511245	425.9411765
MZ22511247	643.5882353
MZ22511248	481.07142860000005
MZ22511249	588.1666667000001
MZ22511251	422.35
MZ22511252	347.2307692
MZ22511256	451.0
MZ22511257	556.3157894999999
MZ22511261	420.05263160000004
MZ22511263	408.14285710000007
MZ22511264	412.55555560000005
MZ22511265	473.8947368
MZ22511266	598.6666667000001
MZ22511268	402.4736842
MZ22511273	659.6
MZ22511274	472.57894739999995
MZ22511275	408.7894737
MZ22511276	398.0625
MZ22511277	454.94736839999996
MZ22511278	490.4444444
MZ22511280	444.8823529
MZ22511282	473.9
MZ22511283	428.9
MZ22511284	482.0
MZ22511285	411.0625
MZ22511287	429.68421050000006
MZ22511292	374.5
MZ22511293	409.8421053
MZ22511295	415.6666667
MZ22511297	370.4
MZ22511298	543.8888889
MZ22511299	505.33333330000005
MZ22511304	522.1578946999999
MZ22511305	461.68421050000006
MZ22511307	452.6470588
MZ22511308	597.3
MZ22511309	622.8888889
MZ22511310	403.4210526
MZ22511312	381.625
MZ22511316	437.36842110000003
MZ22511317	702.5
MZ22511320	501.7368421
MZ22511323	518.7058824
MZ22511324	570.5
MZ22511328	419.86666669999994
MZ22511331	422.22222220000003
MZ22511332	374.1666667
MZ22511334	521.3684211
MZ22511335	812.0
MZ22511337	417.95
MZ22511339	447.16666669999995
MZ22511340	386.85714289999993
MZ22511343	853.4782608999999
MZ22511344	516.6363636
MZ22511346	512.9473684
MZ22511349	413.375
MZ22511351	491.47368420000004
MZ22511353	364.0769231
MZ22511354	397.8125
MZ22511355	449.68421050000006
MZ22511358	404.1578947
MZ22511360	567.8823529
MZ22511362	628.4736842
MZ22511363	389.9166667
MZ22511364	402.05555560000005
MZ22511365	398.6666667
MZ22511373	475.6111111000001
MZ22511375	699.25
MZ22511377	389.5789474
MZ22511378	376.25
MZ22511379	510.80952379999997
MZ22511380	421.4444444
MZ22511381	414.44444439999995
MZ22511384	523.5
MZ22511388	432.2941176
MZ22511390	403.8421053
MZ22511393	576.0
MZ22511397	438.0588235
MZ22511398	432.2
MZ22511399	512.5263158
MZ22511400	468.6
MZ22511401	399.7368421
MZ22511403	394.75
MZ22511404	434.0
MZ22511405	414.7894737
MZ22511406	511.0
MZ22511407	403.0526316
MZ22511409	437.8947368
MZ22511410	699.1666667000001
MZ22511412	440.75
MZ22511417	389.3333333
MZ22511420	590.1
MZ22511426	486.8421053
MZ22511430	452.31578949999994
MZ22511432	499.45
MZ22511438	453.7894737
MZ22511441	421.4444444
MZ22511442	433.36842110000003
MZ22511443	511.52631579999996
MZ22511444	760.4285714
MZ22511447	438.7368421
MZ22511448	474.33333330000005
MZ22511450	700.0
MZ22511454	720.6842105000001
MZ22511455	411.76470589999997
MZ22511456	448.47368420000004
MZ22511460	378.52941180000005
MZ22511462	413.35
MZ22511465	431.27777779999997
MZ22511468	258.5555556
MZ22511469	445.31578949999994
MZ22511470	427.33333330000005
MZ22511471	438.6111111000001
MZ22511472	486.5555556
MZ22511479	469.1052632
MZ22511480	346.8333333
MZ22511481	388.0
MZ22511482	467.7368421
MZ22511484	358.2
MZ22511485	436.47368420000004
MZ22511487	445.05263160000004
MZ22511489	422.16666669999995
MZ22511490	380.7894737
MZ22511491	347.14285710000007
MZ22511496	524.1578946999999
MZ22511499	411.5263158
MZ22511503	424.5555556
MZ22511504	448.47368420000004
MZ22511505	479.8947368
MZ22511506	315.7857143
MZ22511507	454.22222220000003
MZ22511508	467.9444444
MZ22511510	420.5294118
MZ22511512	490.8947368
MZ22511517	362.85714289999993
MZ22511518	426.125
MZ22511521	514.9
MZ22511522	435.8421053
MZ22511524	471.6363636
MZ22511525	402.8333333
MZ22511527	503.2142857
