orthogroup	AAL
MZ22500758	1874.105263
MZ22500762	2233.235294
MZ22500765	1631.176471
MZ22500767	2840.35
MZ22500769	1326.05
MZ22500770	1586.277778
MZ22500772	1431.809524
MZ22500773	1467.3
MZ22500775	1759.578947
MZ22500776	1842.1578949999998
MZ22500779	1770.421053
MZ22500781	1013.6
MZ22500783	1364.7
MZ22500784	1728.75
MZ22500785	2043.6521739999998
MZ22500788	1646.35
MZ22500790	1785.1
MZ22500791	1032.55
MZ22500793	1747.5
MZ22500794	1501.421053
MZ22500795	1640.315789
MZ22500799	1603.833333
MZ22500800	2077.526316
MZ22500802	1862.25
MZ22500804	1830.619048
MZ22500806	1710.5416670000002
MZ22500810	966.4545455
MZ22500811	1635.555556
MZ22500814	1710.473684
MZ22500817	1630.0526320000001
MZ22500818	884.4736842
MZ22500820	1369.2608699999998
MZ22500821	872.6666667000002
MZ22500822	1342.380952
MZ22500828	1521.0
MZ22500834	1197.1052630000001
MZ22500835	1844.0526320000001
MZ22500838	2424.684211
MZ22500839	1506.9473679999999
MZ22500840	1620.1578949999998
MZ22500841	1462.5
MZ22500842	979.1
MZ22500843	1554.0526320000001
MZ22500845	1248.4
MZ22500846	1518.578947
MZ22500847	2062.086957
MZ22500848	1195.789474
MZ22500851	2352.842105
MZ22500853	2095.666667
MZ22500854	1949.35
MZ22500855	1475.6
MZ22500858	1848.238095
MZ22500859	1818.684211
MZ22500861	1897.421053
MZ22500862	1757.3333329999998
MZ22500864	1631.75
MZ22500865	1556.684211
MZ22500866	1000.1111109999999
MZ22500867	2058.7894739999997
MZ22500868	783.8928571
MZ22500869	1530.8
MZ22500870	1173.5
MZ22500873	1405.217391
MZ22500875	1473.315789
MZ22500876	1247.710526
MZ22500878	1687.956522
MZ22500880	926.1176471000001
MZ22500881	1976.4444440000002
MZ22500882	2141.65
MZ22500885	1800.105263
MZ22500886	893.9680850999999
MZ22500888	1903.210526
MZ22500890	1386.5714289999999
MZ22500892	2318.961538
MZ22500894	1224.565217
MZ22500897	1451.526316
MZ22500899	1580.9
MZ22500900	1549.941176
MZ22500902	1214.684211
MZ22500907	1561.1052630000001
MZ22500908	1558.8421050000002
MZ22500911	1590.15
MZ22500913	1570.416667
MZ22500916	1383.095238
MZ22500917	822.1315789
MZ22500918	1520.1052630000001
MZ22500919	874.6666667000002
MZ22500920	1934.75
MZ22500922	1973.764706
MZ22500923	1551.833333
MZ22500925	1548.45
MZ22500926	1817.473684
MZ22500927	1578.0
MZ22500930	1180.272727
MZ22500931	1451.9473679999999
MZ22500934	1605.5
MZ22500935	1363.789474
MZ22500938	1656.047619
MZ22500939	1575.1052630000001
MZ22500942	1675.833333
MZ22500943	1372.863636
MZ22500944	1629.222222
MZ22500945	1402.421053
MZ22500949	1309.473684
MZ22500951	1333.857143
MZ22500953	1363.52381
MZ22500955	1249.4
MZ22500956	1324.444444
MZ22500957	1279.25
MZ22500959	1550.111111
MZ22500960	1579.315789
MZ22500961	1029.578947
MZ22500962	1438.47619
MZ22500963	1056.133333
MZ22500966	1004.56
MZ22500967	1499.904762
MZ22500969	1638.0
MZ22500974	1743.423077
MZ22500975	1740.789474
MZ22500976	1457.3125
MZ22500977	2129.05
MZ22500978	1600.5
MZ22500979	2015.05
MZ22500980	1925.95
MZ22500981	756.2105263
MZ22500982	2106.105263
MZ22500984	1225.5
MZ22500986	1322.5
MZ22500988	814.3823529
MZ22500989	1209.0625
MZ22500991	1208.4
MZ22500992	1830.8
MZ22500996	1368.789474
MZ22500997	1539.05
MZ22501001	1714.0526320000001
MZ22501004	1014.6842109999999
MZ22501006	1430.210526
MZ22501007	1350.888889
MZ22501008	1443.238095
MZ22501009	1228.1578949999998
MZ22501010	934.0
MZ22501013	1880.0526320000001
MZ22501014	1492.095238
MZ22501016	1379.380952
MZ22501018	1484.1578949999998
MZ22501026	1655.2
MZ22501028	1203.0
MZ22501029	1400.578947
MZ22501032	1102.714286
MZ22501033	1365.1578949999998
MZ22501036	1531.210526
MZ22501037	1159.888889
MZ22501038	1679.2631579999997
MZ22501039	1684.3684210000001
MZ22501040	1354.8
MZ22501042	1660.315789
MZ22501043	1678.578947
MZ22501044	1128.1578949999998
MZ22501045	1012.833333
MZ22501046	1327.6
MZ22501049	1249.190476
MZ22501052	1448.277778
MZ22501053	1651.3684210000001
MZ22501057	1682.7222219999999
MZ22501058	1223.92
MZ22501059	1997.789474
MZ22501064	1541.578947
MZ22501066	1274.88
MZ22501068	1169.583333
MZ22501069	1409.421053
MZ22501071	1676.727273
MZ22501072	1523.833333
MZ22501074	1316.3
MZ22501077	956.3125
MZ22501078	1269.6875
MZ22501079	1455.761905
MZ22501080	931.8095238
MZ22501082	1128.666667
MZ22501084	1295.5483869999998
MZ22501086	958.75
MZ22501087	1371.736842
MZ22501090	1588.210526
MZ22501095	1412.857143
MZ22501096	1536.473684
MZ22501098	1606.8947369999999
MZ22501099	1058.0294119999999
MZ22501100	1694.2
MZ22501109	1215.9473679999999
MZ22501111	1241.277778
MZ22501117	1411.058824
MZ22501118	1234.6
MZ22501119	1343.3684210000001
MZ22501124	1248.5
MZ22501130	1795.176471
MZ22501132	1569.9
MZ22501133	1245.35
MZ22501136	3090.272727
MZ22501137	1273.85
MZ22501140	1398.315789
MZ22501143	1392.7
MZ22501145	1129.681818
MZ22501146	1178.684211
MZ22501147	1586.263158
MZ22501148	1125.35
MZ22501151	1296.736842
MZ22501153	1595.6315789999999
MZ22501154	1285.0
MZ22501155	1261.85
MZ22501157	1335.263158
MZ22501158	1257.190476
MZ22501159	1767.15
MZ22501160	1229.8421050000002
MZ22501162	1655.9545449999998
MZ22501163	1093.8421050000002
MZ22501164	1677.85
MZ22501166	1554.55
MZ22501168	1357.5
MZ22501169	1594.1052630000001
MZ22501171	795.5357142999999
MZ22501172	1262.3684210000001
MZ22501173	2243.95
MZ22501175	1060.578947
MZ22501176	1499.444444
MZ22501177	1511.315789
MZ22501179	1416.8421050000002
MZ22501182	2005.578947
MZ22501183	1050.473684
MZ22501185	1274.833333
MZ22501188	798.6842105000001
MZ22501189	1361.5714289999999
MZ22501192	898.9259258999999
MZ22501193	1360.789474
MZ22501194	1566.333333
MZ22501199	1612.25
MZ22501201	1549.9473679999999
MZ22501203	734.3076923
MZ22501207	2049.684211
MZ22501210	1258.047619
MZ22501211	1834.8421050000002
MZ22501213	1336.578947
MZ22501214	1361.45
MZ22501215	1444.277778
MZ22501217	1532.578947
MZ22501218	1541.421053
MZ22501221	1110.5
MZ22501222	1597.5
MZ22501223	1277.3684210000001
MZ22501224	1772.7368420000003
MZ22501228	1351.0526320000001
MZ22501233	1233.4
MZ22501235	1576.578947
MZ22501236	1142.714286
MZ22501238	1511.8421050000002
MZ22501243	1001.055556
MZ22501244	1299.52381
MZ22501246	904.7352940999999
MZ22501248	1466.95
MZ22501250	1435.210526
MZ22501253	1454.0
MZ22501255	1420.7
MZ22501257	1200.047619
MZ22501258	1070.6296300000001
MZ22501259	958.3
MZ22501260	891.1666667000002
MZ22501265	1223.666667
MZ22501266	1472.833333
MZ22501269	1283.6538460000002
MZ22501272	1429.8421050000002
MZ22501273	1531.2
MZ22501275	1511.4
MZ22501276	2588.578947
MZ22501277	1493.0625
MZ22501278	1085.958333
MZ22501280	1581.1
MZ22501281	1414.1052630000001
MZ22501283	1323.263158
MZ22501288	1446.904762
MZ22501289	1435.473684
MZ22501295	936.9565217
MZ22501296	1544.590909
MZ22501297	874.5833332999998
MZ22501301	1255.0526320000001
MZ22501303	1041.791667
MZ22501305	1222.192308
MZ22501307	1610.666667
MZ22501308	695.1724138
MZ22501310	2406.2380949999997
MZ22501314	770.5714286
MZ22501318	1346.526316
MZ22501320	1999.894737
MZ22501321	865.84
MZ22501323	1491.25
MZ22501324	1428.263158
MZ22501326	1056.826087
MZ22501328	1310.4
MZ22501331	1488.8
MZ22501332	1709.2765960000002
MZ22501335	2218.277778
MZ22501336	866.44
MZ22501339	1720.684211
MZ22501341	830.875
MZ22501343	1039.3684210000001
MZ22501345	1106.285714
MZ22501346	1355.714286
MZ22501347	1539.166667
MZ22501348	892.7272727
MZ22501350	1090.684211
MZ22501351	1166.3103449999999
MZ22501352	1176.714286
MZ22501355	1520.0526320000001
MZ22501357	864.8888889000001
MZ22501359	1385.0
MZ22501360	1236.47619
MZ22501361	1298.909091
MZ22501365	711.3428571000001
MZ22501366	1537.52381
MZ22501367	1622.833333
MZ22501369	1511.684211
MZ22501370	1477.1578949999998
MZ22501371	1278.473684
MZ22501372	1092.285714
MZ22501375	1757.7777780000001
MZ22501377	983.55
MZ22501379	1373.5
MZ22501385	1031.736842
MZ22501388	2004.238095
MZ22501390	1273.0
MZ22501392	1194.65
MZ22501393	1408.421053
MZ22501396	1211.222222
MZ22501398	1106.05
MZ22501404	1342.611111
MZ22501405	822.6071429
MZ22501406	1211.263158
MZ22501407	1080.619048
MZ22501409	683.5757576000001
MZ22501410	1050.363636
MZ22501411	1462.9473679999999
MZ22501412	1411.5294119999999
MZ22501415	1334.777778
MZ22501416	1449.25
MZ22501417	1347.684211
MZ22501419	1323.4285710000001
MZ22501420	1247.882353
MZ22501424	654.3055555999999
MZ22501425	1265.9473679999999
MZ22501431	1330.55
MZ22501433	1012.1578949999999
MZ22501434	1362.95
MZ22501438	1064.15
MZ22501439	825.6363636
MZ22501444	1185.736842
MZ22501445	1262.133333
MZ22501449	1170.1052630000001
MZ22501455	1743.421053
MZ22501457	1127.6875
MZ22501458	1651.0
MZ22501460	1245.3
MZ22501461	1064.736842
MZ22501464	949.0476189999999
MZ22501465	1235.4545449999998
MZ22501467	1406.263158
MZ22501469	1738.789474
MZ22501474	1810.45
MZ22501475	1347.0526320000001
MZ22501477	1240.45
MZ22501480	1436.473684
MZ22501481	1656.2
MZ22501483	1136.190476
MZ22501484	1507.0
MZ22501486	1074.111111
MZ22501491	820.4827586
MZ22501492	1293.857143
MZ22501496	1100.705882
MZ22501500	1386.5
MZ22501503	1192.7
MZ22501505	1514.2
MZ22501506	713.0
MZ22501507	1227.55
MZ22501510	1521.7
MZ22501511	1237.4285710000001
MZ22501512	1095.05
MZ22501513	1166.421053
MZ22501515	1409.3684210000001
MZ22501518	1278.8421050000002
MZ22501520	1280.95
MZ22501521	1237.0526320000001
MZ22501526	868.0909091
MZ22501531	1681.5
MZ22501533	1225.9473679999999
MZ22501534	1397.263158
MZ22501535	1104.0
MZ22501537	899.0
MZ22501541	1232.578947
MZ22501545	1421.8947369999999
MZ22501546	1144.7647060000002
MZ22501551	1489.65
MZ22501552	1666.315789
MZ22501553	1242.5
MZ22501554	1012.1304349999999
MZ22501557	851.2941176
MZ22501559	1228.684211
MZ22501560	641.1764706
MZ22501561	1225.8421050000002
MZ22501565	1405.8947369999999
MZ22501566	836.7692308
MZ22501571	1299.35
MZ22501572	1410.0
MZ22501577	1186.8
MZ22501578	1277.944444
MZ22501582	870.0526315999999
MZ22501587	1282.0
MZ22501588	1093.666667
MZ22501591	710.2580644999999
MZ22501593	1120.133333
MZ22501595	1385.3684210000001
MZ22501598	1240.684211
MZ22501599	831.3043478
MZ22501607	977.5833332999998
MZ22501608	845.92
MZ22501609	1214.380952
MZ22501610	1311.736842
MZ22501611	1416.35
MZ22501613	1261.619048
MZ22501614	1562.619048
MZ22501625	920.1428571
MZ22501627	1155.35
MZ22501628	1218.1578949999998
MZ22501629	1059.8947369999999
MZ22501630	1012.85
MZ22501631	1026.565217
MZ22501632	1372.1052630000001
MZ22501633	1341.2
MZ22501636	1243.35
MZ22501638	1182.315789
MZ22501641	1418.578947
MZ22501642	1681.5
MZ22501644	1687.5
MZ22501646	1225.7
MZ22501648	1347.210526
MZ22501650	1038.736842
MZ22501652	1167.25
MZ22501659	1139.6
MZ22501660	1194.7
MZ22501661	1414.35
MZ22501662	1539.4
MZ22501664	672.9705882000001
MZ22501669	1361.0526320000001
MZ22501670	1318.263158
MZ22501671	1346.263158
MZ22501674	1325.285714
MZ22501675	729.8
MZ22501676	1149.1052630000001
MZ22501678	1166.0
MZ22501679	897.9090909
MZ22501681	1103.315789
MZ22501683	1454.5
MZ22501685	1072.833333
MZ22501686	1281.526316
MZ22501690	1853.0
MZ22501692	1512.9473679999999
MZ22501693	1330.0
MZ22501695	727.1851852000001
MZ22501698	1783.863636
MZ22501701	1389.1578949999998
MZ22501703	1321.25
MZ22501704	1202.25
MZ22501707	1160.777778
MZ22501708	1187.8947369999999
MZ22501713	986.7894736999999
MZ22501716	1370.736842
MZ22501719	1203.421053
MZ22501721	1098.05
MZ22501727	1320.9473679999999
MZ22501728	963.8421053
MZ22501729	651.6666667000001
MZ22501730	1563.2
MZ22501731	1142.952381
MZ22501733	1117.6
MZ22501734	1151.590909
MZ22501735	1501.0526320000001
MZ22501740	1523.55
MZ22501741	1331.578947
MZ22501745	1296.8
MZ22501746	1041.4285710000001
MZ22501747	1457.9473679999999
MZ22501748	1064.473684
MZ22501749	1205.1578949999998
MZ22501750	1268.315789
MZ22501751	424.07692310000004
MZ22501755	1253.1052630000001
MZ22501756	1103.684211
MZ22501758	1426.0
MZ22501759	1308.5
MZ22501760	1247.1
MZ22501761	1267.263158
MZ22501763	1140.736842
MZ22501764	926.9090909
MZ22501765	1041.692308
MZ22501766	1258.9473679999999
MZ22501769	1351.25
MZ22501772	1469.277778
MZ22501776	1162.25
MZ22501777	1226.9473679999999
MZ22501782	1743.315789
MZ22501784	1099.736842
MZ22501785	1289.75
MZ22501789	1217.526316
MZ22501790	1242.1
MZ22501796	1460.0
MZ22501799	1191.777778
MZ22501800	1235.789474
MZ22501801	1284.041667
MZ22501809	1069.65
MZ22501810	1027.8
MZ22501811	1325.210526
MZ22501815	884.4
MZ22501822	1056.315789
MZ22501823	788.0869565
MZ22501828	1378.833333
MZ22501831	790.0
MZ22501838	810.1428571
MZ22501839	1293.9473679999999
MZ22501845	1119.75
MZ22501848	1183.15
MZ22501849	1115.611111
MZ22501852	1021.7272730000001
MZ22501856	1273.9473679999999
MZ22501858	1288.736842
MZ22501860	1058.5
MZ22501861	784.6060606000001
MZ22501863	1101.85
MZ22501864	1205.5454550000002
MZ22501865	1230.421053
MZ22501866	1011.263158
MZ22501867	1272.789474
MZ22501868	1148.526316
MZ22501873	1395.526316
MZ22501875	987.3333332999998
MZ22501876	1145.0
MZ22501879	1407.55
MZ22501882	1071.5
MZ22501883	1337.1578949999998
MZ22501887	1360.0
MZ22501889	1250.684211
MZ22501892	1744.789474
MZ22501894	1339.9
MZ22501896	1098.684211
MZ22501897	1256.7
MZ22501902	1242.0526320000001
MZ22501904	764.3076923
MZ22501905	992.3684211000001
MZ22501906	1128.263158
MZ22501907	1290.789474
MZ22501908	1171.9
MZ22501909	923.9
MZ22501910	1784.0
MZ22501911	1008.210526
MZ22501912	1829.3333329999998
MZ22501913	1214.9473679999999
MZ22501915	791.6315789
MZ22501916	1208.315789
MZ22501918	1224.1
MZ22501919	1138.421053
MZ22501922	1121.5
MZ22501924	1066.809524
MZ22501929	726.7368421
MZ22501932	1071.47619
MZ22501933	926.6842105000001
MZ22501934	1069.9545449999998
MZ22501939	1069.833333
MZ22501940	991.1578947
MZ22501943	1258.578947
MZ22501944	772.8518518999999
MZ22501950	1242.714286
MZ22501951	1378.421053
MZ22501953	1044.5
MZ22501954	842.5789474
MZ22501956	1114.473684
MZ22501957	1189.058824
MZ22501958	1176.3684210000001
MZ22501960	1668.3684210000001
MZ22501961	1298.15
MZ22501964	1044.0
MZ22501966	1205.85
MZ22501969	1161.0
MZ22501970	1296.25
MZ22501971	922.1052632000001
MZ22501973	1213.611111
MZ22501975	1196.363636
MZ22501976	1822.894737
MZ22501977	1111.277778
MZ22501980	1058.0
MZ22501986	1658.1578949999998
MZ22501987	1106.8947369999999
MZ22501991	1060.9473679999999
MZ22501992	1916.578947
MZ22501996	1186.421053
MZ22501997	1289.6
MZ22501999	1166.9
MZ22502000	1040.333333
MZ22502001	793.4642857000001
MZ22502002	1022.6111109999999
MZ22502005	892.35
MZ22502012	1248.25
MZ22502015	931.4444444000001
MZ22502017	1213.85
MZ22502018	1311.823529
MZ22502021	818.2
MZ22502023	1271.736842
MZ22502029	1192.789474
MZ22502030	1231.583333
MZ22502033	546.9310345
MZ22502034	1063.0526320000001
MZ22502037	1083.708333
MZ22502039	1025.1578949999998
MZ22502042	1253.263158
MZ22502043	1782.210526
MZ22502044	1382.722222
MZ22502046	1205.095238
MZ22502048	1077.869565
MZ22502049	1213.1052630000001
MZ22502051	960.3333332999998
MZ22502052	1132.08
MZ22502053	1416.736842
MZ22502055	1176.0
MZ22502059	1209.777778
MZ22502060	754.4444444000001
MZ22502064	1148.0
MZ22502065	1099.555556
MZ22502069	1067.5294119999999
MZ22502070	1090.277778
MZ22502073	1140.833333
MZ22502075	1212.111111
MZ22502076	1149.526316
MZ22502077	1085.6315789999999
MZ22502083	955.5454545
MZ22502085	1182.210526
MZ22502086	1180.95
MZ22502090	1086.736842
MZ22502093	1877.0
MZ22502094	1328.818182
MZ22502097	1191.9473679999999
MZ22502098	1530.772727
MZ22502101	1350.904762
MZ22502102	1134.0
MZ22502109	1262.05
MZ22502110	2285.842105
MZ22502112	1105.944444
MZ22502113	1054.789474
MZ22502114	1208.25
