orthogroup	SEL
MZ22500870	0.09785
MZ22500873	0.08666
MZ22500875	0.00915
MZ22500876	0.05115
MZ22500878	0.07472999999999999
MZ22500880	0.23496999999999998
MZ22500881	0.19354000000000002
MZ22500882	0.04517
MZ22500885	0.1683
MZ22500886	0.21841
MZ22500888	0.04809
MZ22500890	0.02638
MZ22500892	0.25332
MZ22500894	0.11377999999999999
MZ22500897	0.06096
MZ22500899	0.13017
MZ22500900	0.0
MZ22500902	0.07051
MZ22500907	0.0453
MZ22500908	0.04716
MZ22500911	0.09616
MZ22500913	0.034260000000000006
MZ22500916	0.12659
MZ22500917	0.1306
MZ22500918	0.02623
MZ22500919	0.03023
MZ22500920	0.0752
MZ22500922	0.16505
MZ22500923	0.29512
MZ22500925	0.13855
MZ22500926	0.15292
MZ22500927	0.06164
MZ22500930	0.13838
MZ22500931	0.05536
MZ22500934	0.07011
MZ22500935	0.02543
MZ22500938	0.09944
MZ22500939	0.05616
MZ22500942	0.05927
MZ22500943	0.26326
MZ22500944	0.11295999999999999
MZ22500945	0.061329999999999996
MZ22500949	0.08712
MZ22500951	0.08454
MZ22500953	0.03669
MZ22500955	0.06763999999999999
MZ22500956	0.07345
MZ22500957	0.05439
MZ22500959	0.052270000000000004
MZ22500960	0.04052
MZ22500961	0.25885
MZ22500962	0.12336
MZ22500963	0.09975
MZ22500966	0.10192000000000001
MZ22500967	0.14966
MZ22500969	0.0655
MZ22500974	0.14492
MZ22500975	0.09124
MZ22500976	0.35361
MZ22500977	0.10380999999999999
MZ22500978	0.04455
MZ22500979	0.2802
MZ22500980	0.2083
MZ22500981	0.09791
MZ22500982	0.11399000000000001
MZ22500984	0.03381
MZ22500986	0.11183
MZ22500988	0.14722000000000002
MZ22500989	0.16445
MZ22500991	0.05056
MZ22500992	0.13932
MZ22500996	0.0371
MZ22500997	0.03352
MZ22501001	0.13782
MZ22501004	0.04666
MZ22501006	0.06608
MZ22501007	0.060489999999999995
MZ22501008	0.10294
MZ22501009	0.06786
MZ22501010	0.20546999999999999
MZ22501013	0.09222000000000001
MZ22501014	0.0244
MZ22501016	0.28943
MZ22501018	0.07956
MZ22501026	0.05611
MZ22501028	0.02765
MZ22501029	0.10845999999999999
MZ22501032	0.35714
MZ22501033	0.10772000000000001
MZ22501036	0.02804
MZ22501037	0.1626
MZ22501038	0.19003
MZ22501039	0.20146
MZ22501040	0.1905
MZ22501042	0.08177000000000001
MZ22501043	0.01687
MZ22501044	0.08064
MZ22501045	0.10082999999999999
MZ22501046	0.029539999999999997
MZ22501049	0.06101
MZ22501052	0.11097
MZ22501053	0.13569
MZ22501057	0.06874
MZ22501058	0.19386
MZ22501059	0.15544000000000002
MZ22501064	0.04116
MZ22501066	0.039639999999999995
MZ22501068	0.04021
MZ22501069	0.10927
MZ22501071	0.11750999999999999
MZ22501072	0.06346
MZ22501074	0.11535
MZ22501077	0.20636
MZ22501078	0.0684
MZ22501079	0.12059
MZ22501080	0.07327
MZ22501082	0.12761
MZ22501084	0.07984
MZ22501086	0.025419999999999998
MZ22501087	0.02827
MZ22501090	0.17319
MZ22501095	0.0513
MZ22501096	0.11845
MZ22501098	0.10717
MZ22501099	0.06637
MZ22501100	0.0836
MZ22501109	0.06798
MZ22501111	0.09845
MZ22501117	0.028980000000000002
MZ22501118	0.06371
MZ22501119	0.04481
MZ22501124	0.03286
MZ22501130	0.12922999999999998
MZ22501132	0.24117
MZ22501133	0.07794
MZ22501136	0.16630999999999999
MZ22501137	0.06505
MZ22501140	0.05772000000000001
MZ22501143	0.06627000000000001
MZ22501145	0.16638
MZ22501146	0.14356
MZ22501147	0.031160000000000004
MZ22501148	0.07264
MZ22501151	0.06555
MZ22501153	0.03331
MZ22501154	0.06207000000000001
MZ22501155	0.03393
MZ22501157	0.35343
MZ22501158	0.04344
MZ22501159	0.12928
MZ22501160	0.04257
MZ22501162	0.226
MZ22501163	0.07297000000000001
MZ22501164	0.18425
MZ22501166	0.14252
MZ22501168	0.058070000000000004
MZ22501169	0.06636
MZ22501171	0.17128
MZ22501172	0.0564
MZ22501173	0.17413
MZ22501175	0.04178
MZ22501176	0.0618
MZ22501177	0.04235
MZ22501179	0.030019999999999998
MZ22501182	0.1781
MZ22501183	0.05554
MZ22501185	0.028189999999999996
MZ22501188	0.044969999999999996
MZ22501189	0.07172
MZ22501192	0.06734
MZ22501193	0.059120000000000006
MZ22501194	0.07289
MZ22501199	0.06561
MZ22501201	0.05267
MZ22501203	0.0955
MZ22501207	0.06792999999999999
MZ22501210	0.048760000000000005
MZ22501211	0.07614
MZ22501213	0.05425
MZ22501214	0.09932
MZ22501215	0.07109
MZ22501217	0.05625
MZ22501218	0.07141
MZ22501221	0.05951
MZ22501222	0.07585
MZ22501223	0.03113
MZ22501224	0.08048
MZ22501228	0.02348
MZ22501233	0.059629999999999996
MZ22501235	0.16152
MZ22501236	0.055
MZ22501238	0.07363
MZ22501243	0.10764000000000001
MZ22501244	0.19979
MZ22501246	0.25843
MZ22501248	0.05214
MZ22501250	0.09189
MZ22501253	0.09107
MZ22501255	0.21569000000000002
MZ22501257	0.10116
MZ22501258	0.11722
MZ22501259	0.10865
MZ22501260	0.07167000000000001
MZ22501265	0.00744
MZ22501266	0.02495
MZ22501269	0.05826
MZ22501272	0.16289
MZ22501273	0.08086
MZ22501275	0.07852999999999999
MZ22501276	0.20898000000000003
MZ22501277	0.0458
MZ22501278	0.02107
MZ22501280	0.18494000000000002
MZ22501281	0.07118
MZ22501283	0.0328
MZ22501288	0.01591
MZ22501289	0.07528
MZ22501295	0.06842000000000001
MZ22501296	0.0349
MZ22501297	0.12247000000000001
MZ22501301	0.09274
MZ22501303	0.0
MZ22501305	0.1333
MZ22501307	0.31337
MZ22501308	0.07191
MZ22501310	0.14739000000000002
MZ22501314	0.0539
MZ22501318	0.06308
MZ22501320	0.11794
MZ22501321	0.09222000000000001
MZ22501323	0.9314600000000001
MZ22501324	0.03848
MZ22501326	0.0268
MZ22501328	0.25693
MZ22501331	0.17632
MZ22501332	0.0829
MZ22501335	0.20844000000000001
MZ22501336	0.061220000000000004
MZ22501339	0.11252999999999999
MZ22501341	0.04451
MZ22501343	0.0248
MZ22501345	0.059989999999999995
MZ22501346	0.04378
MZ22501347	0.07065
MZ22501348	0.029939999999999998
MZ22501350	0.11324000000000001
MZ22501351	0.05552000000000001
MZ22501352	NA
MZ22501355	0.0859
MZ22501357	0.07191
MZ22501359	0.057479999999999996
MZ22501360	0.013269999999999999
MZ22501361	0.28736
MZ22501365	0.10941
MZ22501366	0.12075
MZ22501367	0.059079999999999994
MZ22501369	0.04645
MZ22501370	0.13715
MZ22501371	0.15375
MZ22501372	0.16155
MZ22501375	0.10894000000000001
MZ22501377	0.07408
MZ22501379	0.1005
MZ22501385	0.01609
MZ22501388	0.14149
MZ22501390	0.21841999999999998
MZ22501392	0.06581000000000001
MZ22501393	0.07493
MZ22501396	0.06637
MZ22501398	0.03805
MZ22501404	0.17958
MZ22501405	0.08081
MZ22501406	0.00474
MZ22501407	0.01785
MZ22501409	0.06727999999999999
MZ22501410	0.01383
MZ22501411	0.026430000000000002
MZ22501412	0.10822999999999999
MZ22501415	0.058120000000000005
MZ22501416	0.16254000000000002
MZ22501417	0.11091
MZ22501419	0.15074
MZ22501420	0.10797000000000001
MZ22501424	0.1217
MZ22501425	0.01934
MZ22501431	0.07987000000000001
MZ22501433	0.09774
MZ22501434	0.18278
MZ22501438	0.05356
MZ22501439	0.3109
MZ22501444	0.02853
MZ22501445	0.07995
MZ22501449	0.03805
MZ22501455	0.16395
MZ22501457	0.10629000000000001
MZ22501458	0.2799
MZ22501460	0.16693
MZ22501461	0.04916
MZ22501464	0.06182000000000001
MZ22501465	0.03599
MZ22501467	0.03715
MZ22501469	0.17611
MZ22501474	0.19446
MZ22501475	0.039310000000000005
MZ22501477	0.052610000000000004
MZ22501480	0.03728
MZ22501481	0.19612000000000002
MZ22501483	0.10215
MZ22501484	0.21445
MZ22501486	0.0907
MZ22501491	0.0
MZ22501492	0.12586
MZ22501496	0.10428
MZ22501500	0.09706000000000001
MZ22501503	0.051379999999999995
MZ22501505	0.10759
MZ22501506	0.10092999999999999
MZ22501507	0.05435
MZ22501510	0.14215999999999998
MZ22501511	0.0442
MZ22501512	0.13494
MZ22501513	0.11008
MZ22501515	0.08154
MZ22501518	0.042539999999999994
MZ22501520	0.08043
MZ22501521	0.19062
MZ22501526	0.038380000000000004
MZ22501531	0.11994
MZ22501533	0.11115
MZ22501534	0.07359
MZ22501535	0.07555
MZ22501537	0.0358
MZ22501541	0.155
MZ22501545	0.11757000000000001
MZ22501546	0.17207
MZ22501551	0.052320000000000005
MZ22501552	0.0821
MZ22501553	0.05139
MZ22501554	0.0919
MZ22501557	0.20773000000000003
MZ22501559	0.03027
MZ22501560	0.07622000000000001
MZ22501561	0.00912
MZ22501565	0.15392
MZ22501566	0.30989
MZ22501571	0.02474
MZ22501572	0.10834
MZ22501577	0.042460000000000005
MZ22501578	0.06975
MZ22501582	0.06509
MZ22501587	0.0143
MZ22501588	0.10905
MZ22501591	0.07822
MZ22501593	0.11888
MZ22501595	0.0603
MZ22501598	0.02449
MZ22501599	0.15558
MZ22501607	0.015580000000000002
MZ22501608	0.11928
MZ22501609	0.03745
MZ22501610	0.06948
MZ22501611	0.043089999999999996
MZ22501613	0.15665
MZ22501614	0.11827
MZ22501625	0.01697
MZ22501627	0.027719999999999998
MZ22501628	0.04883
MZ22501629	0.04498
MZ22501630	0.052379999999999996
MZ22501631	0.00677
MZ22501632	0.09873
MZ22501633	0.02528
MZ22501636	0.07197
MZ22501638	0.06568
MZ22501641	0.12737
MZ22501642	0.12408
MZ22501644	0.05542999999999999
MZ22501646	0.05636
MZ22501648	0.07705
MZ22501650	0.08528999999999999
MZ22501652	0.0381
MZ22501659	0.03342
MZ22501660	0.09796
MZ22501661	0.06917999999999999
MZ22501662	0.09905
MZ22501664	0.14770999999999998
MZ22501669	0.03714
MZ22501670	0.03712
MZ22501671	0.07597000000000001
MZ22501674	0.04886
MZ22501675	0.07121
MZ22501676	0.19996
MZ22501678	0.12605999999999998
MZ22501679	0.02026
MZ22501681	0.023780000000000003
MZ22501683	0.01581
MZ22501685	0.14922
MZ22501686	0.0948
MZ22501690	0.07324
MZ22501692	0.04349
MZ22501693	0.1139
MZ22501695	0.0
MZ22501698	0.1414
MZ22501701	0.08761000000000001
MZ22501703	0.06821
MZ22501704	0.03876
MZ22501707	0.24251
MZ22501708	0.18069000000000002
MZ22501713	0.04834
MZ22501716	0.08367999999999999
MZ22501719	0.0657
MZ22501721	0.0842
MZ22501727	0.15777
MZ22501728	0.044660000000000005
MZ22501729	0.02487
MZ22501730	0.14609
MZ22501731	0.08174
MZ22501733	0.07313
MZ22501734	0.07865
MZ22501735	0.25792
MZ22501740	0.14659
MZ22501741	0.055970000000000006
MZ22501745	0.08876
MZ22501746	0.08838
MZ22501747	0.0372
MZ22501748	0.01081
MZ22501749	0.014169999999999999
MZ22501750	0.022690000000000002
MZ22501751	0.29668
MZ22501755	0.04578
MZ22501756	0.03009
MZ22501758	0.11166
MZ22501759	0.12254000000000001
MZ22501760	0.018359999999999998
MZ22501761	0.07569
MZ22501763	0.02029
MZ22501764	0.26796
MZ22501765	0.04879
MZ22501766	0.06612
MZ22501769	0.0712
MZ22501772	0.08177000000000001
MZ22501776	0.03755
MZ22501777	0.04704
MZ22501782	0.24427
MZ22501784	0.12345
MZ22501785	0.17042000000000002
MZ22501789	0.02962
MZ22501790	0.04127
MZ22501796	0.09169
MZ22501799	0.038130000000000004
MZ22501800	0.058179999999999996
MZ22501801	0.02584
MZ22501809	0.01228
MZ22501810	0.025789999999999997
MZ22501811	0.08217
MZ22501815	0.019809999999999998
MZ22501822	0.19780999999999999
MZ22501823	0.062310000000000004
MZ22501828	0.11756
MZ22501831	0.0
MZ22501838	0.06377999999999999
MZ22501839	0.11625
MZ22501845	0.22469
MZ22501848	0.05865
MZ22501849	0.04533
MZ22501852	0.015319999999999999
MZ22501856	0.041460000000000004
MZ22501858	0.06523999999999999
MZ22501860	0.05757
MZ22501861	0.08035
MZ22501863	0.08751
MZ22501864	0.11120999999999999
MZ22501865	0.034539999999999994
MZ22501866	0.05466
MZ22501867	0.02562
MZ22501868	0.13480999999999999
MZ22501873	0.11030999999999999
MZ22501875	0.0
MZ22501876	0.03911
MZ22501879	0.10171000000000001
MZ22501882	0.01991
MZ22501883	0.09654
MZ22501887	0.2249
MZ22501889	0.09389
MZ22501892	0.14302
MZ22501894	0.13769
MZ22501896	0.14292
MZ22501897	0.17461
MZ22501902	0.03586
MZ22501904	0.060270000000000004
MZ22501905	0.11868
MZ22501906	0.14145
MZ22501907	0.07189
MZ22501908	0.0692
MZ22501909	0.06472
MZ22501910	0.10275
MZ22501911	0.00627
MZ22501912	0.07593
MZ22501913	0.022680000000000002
MZ22501915	0.23969000000000001
MZ22501916	0.28099
MZ22501918	0.09297000000000001
MZ22501919	0.02105
MZ22501922	0.061
MZ22501924	0.00745
MZ22501929	0.12274000000000002
MZ22501932	0.09013
MZ22501933	0.09353
MZ22501934	0.09502000000000001
MZ22501939	0.28613
MZ22501940	0.13071
MZ22501943	0.09
MZ22501944	0.02445
MZ22501950	0.26227
MZ22501951	0.09612000000000001
MZ22501953	0.10031
MZ22501954	0.0061600000000000005
MZ22501956	0.02071
MZ22501957	0.1889
MZ22501958	0.04808
MZ22501960	0.11915999999999999
MZ22501961	0.0758
MZ22501964	0.024659999999999998
MZ22501966	0.0604
MZ22501969	0.054020000000000006
MZ22501970	0.11289
MZ22501971	0.12630999999999998
MZ22501973	0.14038
MZ22501975	0.07658
MZ22501976	0.19804000000000002
MZ22501977	0.03263
MZ22501980	0.02219
MZ22501986	0.14645999999999998
MZ22501987	0.07462
MZ22501991	0.021
MZ22501992	0.19122
MZ22501996	0.04227
MZ22501997	0.08527
MZ22501999	0.0077
MZ22502000	0.09467
MZ22502001	0.07661
MZ22502002	0.11692000000000001
MZ22502005	0.06497
MZ22502012	0.036930000000000004
MZ22502015	0.0419
MZ22502017	0.08816
MZ22502018	0.04243
MZ22502021	0.11435999999999999
MZ22502023	0.02085
MZ22502029	0.04307
MZ22502030	0.07711
MZ22502033	0.12112
MZ22502034	0.08576
MZ22502037	0.06365
MZ22502039	0.01602
MZ22502042	0.05389
MZ22502043	0.15507
MZ22502044	0.18406
MZ22502046	0.09965
MZ22502048	0.09795
MZ22502049	0.02286
MZ22502051	0.05704
MZ22502052	0.10629000000000001
MZ22502053	0.14513
MZ22502055	0.14257
MZ22502059	0.03656
MZ22502060	0.06779
MZ22502064	0.03632
MZ22502065	0.27208000000000004
MZ22502069	0.18250999999999998
MZ22502070	0.08073
MZ22502073	0.084
MZ22502075	0.15592
MZ22502076	0.02011
MZ22502077	0.10779000000000001
MZ22502083	0.01142
MZ22502085	0.0436
MZ22502086	0.1961
MZ22502090	0.03576
MZ22502093	0.01208
MZ22502094	0.1695
MZ22502097	0.026139999999999997
MZ22502098	0.16088
MZ22502101	0.13267
MZ22502102	0.07203999999999999
MZ22502109	0.17278
MZ22502110	0.14404
MZ22502112	0.18315
MZ22502113	0.02387
MZ22502114	0.06677000000000001
MZ22502115	0.17159000000000002
MZ22502117	0.047439999999999996
MZ22502118	0.07608999999999999
MZ22502119	0.11957000000000001
MZ22502121	0.13743
MZ22502123	0.07107999999999999
MZ22502126	0.05008
MZ22502128	0.03319
MZ22502132	0.013380000000000001
MZ22502135	0.18905
MZ22502137	0.16268
MZ22502138	0.03704
MZ22502139	0.04664
MZ22502141	0.09942000000000001
MZ22502142	0.03707
MZ22502144	0.17584
MZ22502145	0.034980000000000004
MZ22502149	0.01087
MZ22502151	0.22804000000000002
MZ22502152	0.14779
MZ22502156	0.05944
MZ22502157	0.026660000000000003
MZ22502158	0.0284
MZ22502159	0.01429
MZ22502161	0.10324000000000001
MZ22502162	0.052629999999999996
MZ22502163	0.2472
MZ22502166	0.02263
