orthogroup	SEL
MZ22510414	0.02369
MZ22510417	0.06139
MZ22510419	0.02389
MZ22510423	0.07082000000000001
MZ22510424	0.20449
MZ22510426	0.07603
MZ22510427	0.04059
MZ22510428	0.03438
MZ22510429	0.09142
MZ22510435	0.11350999999999999
MZ22510437	0.10590999999999999
MZ22510438	0.0523
MZ22510440	0.056679999999999994
MZ22510443	0.060660000000000006
MZ22510444	0.09851
MZ22510445	0.24644000000000002
MZ22510446	0.26076
MZ22510447	0.49087
MZ22510450	0.07984
MZ22510451	0.03282
MZ22510452	0.0453
MZ22510453	0.01463
MZ22510454	0.11644000000000002
MZ22510455	0.07656
MZ22510457	0.07289
MZ22510460	0.0429
MZ22510463	0.13726
MZ22510465	0.08337
MZ22510466	0.18324000000000001
MZ22510469	0.05037
MZ22510472	0.07391
MZ22510473	0.10099999999999999
MZ22510477	0.10475
MZ22510478	0.13368
MZ22510480	0.040999999999999995
MZ22510482	0.07325
MZ22510483	0.09342
MZ22510484	0.03628
MZ22510487	0.29719
MZ22510489	0.09177
MZ22510492	0.1668
MZ22510493	0.37219
MZ22510495	0.06613
MZ22510496	0.10926
MZ22510498	0.0811
MZ22510499	0.23054000000000002
MZ22510508	0.10400999999999999
MZ22510511	0.08354
MZ22510515	0.01668
MZ22510516	0.05337000000000001
MZ22510519	0.062060000000000004
MZ22510529	0.06682
MZ22510530	0.08617000000000001
MZ22510533	0.0372
MZ22510534	0.08935
MZ22510535	0.13693
MZ22510537	0.08886000000000001
MZ22510538	0.19744
MZ22510539	0.2272
MZ22510540	0.06321
MZ22510542	0.052239999999999995
MZ22510543	0.11946
MZ22510544	0.05674
MZ22510548	0.13931
MZ22510550	0.14185999999999999
MZ22510556	0.1169
MZ22510560	0.10309000000000001
MZ22510561	0.039330000000000004
MZ22510562	0.06723
MZ22510566	0.15646
MZ22510567	0.10255999999999998
MZ22510568	0.024380000000000002
MZ22510569	0.055479999999999995
MZ22510570	0.0893
MZ22510572	0.10465999999999999
MZ22510573	0.06874
MZ22510574	0.09852999999999999
MZ22510575	0.058379999999999994
MZ22510583	0.09454
MZ22510585	0.05741
MZ22510586	0.41627
MZ22510589	0.12119
MZ22510591	0.15215
MZ22510592	0.07156
MZ22510593	0.31392
MZ22510594	0.08057
MZ22510595	0.06989
MZ22510596	0.051629999999999995
MZ22510599	0.06695
MZ22510604	0.15636
MZ22510610	0.08269
MZ22510612	0.33919
MZ22510617	0.04344
MZ22510619	0.03567
MZ22510624	0.06145
MZ22510625	0.030019999999999998
MZ22510626	0.28519
MZ22510629	0.16285
MZ22510630	0.13846
MZ22510631	0.13266
MZ22510632	0.07969
MZ22510633	0.07397999999999999
MZ22510635	0.026289999999999997
MZ22510642	0.04276
MZ22510643	0.23543000000000003
MZ22510644	0.08578
MZ22510647	0.20426
MZ22510649	0.05923
MZ22510653	0.07044
MZ22510657	0.07476000000000001
MZ22510658	0.08893999999999999
MZ22510659	0.019219999999999998
MZ22510662	0.15818
MZ22510664	0.12003
MZ22510668	0.01299
MZ22510669	0.14035
MZ22510671	0.05189
MZ22510675	0.040999999999999995
MZ22510677	0.04264
MZ22510680	0.06838999999999999
MZ22510682	0.07042999999999999
MZ22510684	0.06698
MZ22510687	0.08949
MZ22510688	0.0
MZ22510689	0.40968999999999994
MZ22510691	0.00634
MZ22510694	0.03612
MZ22510695	0.0764
MZ22510699	0.22989
MZ22510700	0.1155
MZ22510701	0.03381
MZ22510704	0.20876999999999998
MZ22510706	0.04623
MZ22510707	0.03177
MZ22510709	0.14849
MZ22510713	0.10434
MZ22510716	0.05432000000000001
MZ22510721	0.16906
MZ22510732	0.00923
MZ22510734	0.04073
MZ22510738	0.07145
MZ22510740	0.06907999999999999
MZ22510742	0.12078
MZ22510743	0.14114000000000002
MZ22510744	0.02125
MZ22510745	0.05097
MZ22510748	0.02415
MZ22510751	0.08672
MZ22510753	0.07569
MZ22510755	0.11315
MZ22510756	0.0851
MZ22510759	0.03456
MZ22510761	0.06529
MZ22510763	0.10219
MZ22510764	0.16164
MZ22510765	0.0842
MZ22510766	0.10496
MZ22510768	0.03157
MZ22510769	0.09452999999999999
MZ22510771	0.22121
MZ22510773	0.08635
MZ22510775	0.12955
MZ22510778	0.06188
MZ22510782	0.01526
MZ22510784	0.025480000000000003
MZ22510786	0.10189
MZ22510787	0.14040999999999998
MZ22510789	0.04897
MZ22510790	0.05322999999999999
MZ22510791	0.03664
MZ22510793	0.04265
MZ22510794	0.04188
MZ22510795	0.05994
MZ22510798	0.02009
MZ22510799	0.13587
MZ22510801	0.03468
MZ22510802	0.04752
MZ22510804	0.059579999999999994
MZ22510805	0.06788999999999999
MZ22510807	0.06068
MZ22510808	0.0259
MZ22510812	0.07144
MZ22510816	0.06397
MZ22510817	0.11442000000000001
MZ22510820	0.01047
MZ22510822	0.09783
MZ22510827	0.013269999999999999
MZ22510828	0.01258
MZ22510830	0.14819000000000002
MZ22510832	0.06547
MZ22510833	0.06137000000000001
MZ22510834	0.13116
MZ22510836	0.05086
MZ22510837	0.20379
MZ22510840	0.09108
MZ22510841	0.09821
MZ22510845	0.0965
MZ22510847	0.03392
MZ22510850	0.04589
MZ22510852	0.09575
MZ22510854	0.0005
MZ22510855	0.02665
MZ22510856	0.12986
MZ22510857	0.06182000000000001
MZ22510859	0.07608
MZ22510860	0.13417
MZ22510861	0.13582
MZ22510862	0.02556
MZ22510863	0.09899
MZ22510864	0.03963
MZ22510865	0.031219999999999998
MZ22510870	0.050660000000000004
MZ22510872	0.25531
MZ22510879	0.10625
MZ22510881	0.1291
MZ22510883	0.1583
MZ22510885	0.02253
MZ22510887	0.14154
MZ22510890	0.1044
MZ22510891	0.19271
MZ22510894	0.14665
MZ22510895	0.08248
MZ22510900	0.0463
MZ22510902	0.04397
MZ22510906	0.10873
MZ22510907	0.17332
MZ22510908	0.06442
MZ22510912	0.06252
MZ22510913	0.03466
MZ22510915	0.06733
MZ22510916	0.04375
MZ22510917	0.27897
MZ22510919	0.053439999999999994
MZ22510921	0.02995
MZ22510924	0.38103000000000004
MZ22510925	0.031039999999999998
MZ22510926	0.08011
MZ22510927	0.06792000000000001
MZ22510930	0.08288999999999999
MZ22510933	0.06344
MZ22510934	0.08642000000000001
MZ22510935	0.15655
MZ22510937	0.04757
MZ22510939	0.13177
MZ22510940	0.17548
MZ22510942	0.02172
MZ22510946	0.1406
MZ22510955	0.10161
MZ22510956	0.00476
MZ22510958	0.25418
MZ22510959	0.14687999999999998
MZ22510961	0.15472
MZ22510964	0.20015
MZ22510966	0.17449
MZ22510968	0.09419
MZ22510969	0.0604
MZ22510970	0.03628
MZ22510971	0.10089
MZ22510972	0.06819
MZ22510973	0.02841
MZ22510974	0.054029999999999995
MZ22510975	0.07579
MZ22510978	0.24853000000000003
MZ22510979	0.02437
MZ22510981	0.0043
MZ22510982	0.11749000000000001
MZ22510984	0.08691
MZ22510986	0.04512
MZ22510987	0.01325
MZ22510990	0.16354000000000002
MZ22510991	0.10248
MZ22510992	0.0656
MZ22510994	0.063
MZ22510999	0.05755
MZ22511002	0.26378
MZ22511003	0.00999
MZ22511004	0.14828
MZ22511008	0.11248
MZ22511009	0.14556
MZ22511010	0.02702
MZ22511011	0.05822000000000001
MZ22511014	0.068
MZ22511016	0.09291
MZ22511017	0.14995999999999998
MZ22511020	0.038169999999999996
MZ22511023	0.075
MZ22511024	0.06952
MZ22511025	0.01973
MZ22511027	0.09161
MZ22511029	0.07948
MZ22511030	0.15862
MZ22511039	0.14193
MZ22511041	0.01188
MZ22511043	0.15485
MZ22511044	0.09156
MZ22511047	0.08735
MZ22511049	0.04118
MZ22511052	0.10820999999999999
MZ22511054	0.26265
MZ22511055	0.10012
MZ22511056	0.10442
MZ22511057	0.0563
MZ22511061	0.03416
MZ22511062	0.036789999999999996
MZ22511063	0.07167000000000001
MZ22511065	0.10224
MZ22511066	0.06761
MZ22511067	0.35679
MZ22511068	0.20515
MZ22511071	0.12473
MZ22511073	0.033010000000000005
MZ22511078	0.08079
MZ22511079	0.08122
MZ22511080	0.16429000000000002
MZ22511081	0.12434
MZ22511082	0.07644
MZ22511083	0.09802000000000001
MZ22511085	0.09874
MZ22511088	0.2183
MZ22511090	0.08528999999999999
MZ22511091	0.0703
MZ22511093	0.09091
MZ22511094	0.13762
MZ22511096	0.1126
MZ22511098	0.0884
MZ22511099	0.07117000000000001
MZ22511101	0.02145
MZ22511102	0.0228
MZ22511105	0.13806
MZ22511106	0.10128999999999999
MZ22511109	0.058929999999999996
MZ22511113	0.12428
MZ22511114	0.06285
MZ22511116	0.12951
MZ22511117	0.12253
MZ22511118	0.039580000000000004
MZ22511120	0.04199
MZ22511122	0.06704
MZ22511124	0.038439999999999995
MZ22511125	0.07176
MZ22511126	0.07937999999999999
MZ22511127	0.013619999999999998
MZ22511128	0.12240999999999999
MZ22511129	0.12293
MZ22511139	0.044719999999999996
MZ22511140	0.16727999999999998
MZ22511145	0.06359
MZ22511146	0.12353
MZ22511150	0.2724
MZ22511153	0.01287
MZ22511155	0.03244
MZ22511156	0.053
MZ22511159	0.14703
MZ22511160	0.21899999999999997
MZ22511163	0.02336
MZ22511164	0.00627
MZ22511165	0.09001
MZ22511167	0.07622000000000001
MZ22511168	0.21435
MZ22511170	0.07178999999999999
MZ22511173	0.02198
MZ22511176	0.06012000000000001
MZ22511177	0.12674000000000002
MZ22511178	0.060070000000000005
MZ22511180	0.058339999999999996
MZ22511182	0.06662
MZ22511183	0.02336
MZ22511185	0.15695
MZ22511190	0.15794
MZ22511198	0.32276
MZ22511199	0.03398
MZ22511203	0.26685
MZ22511206	0.04844
MZ22511207	0.08551
MZ22511209	0.06081
MZ22511211	0.014169999999999999
MZ22511212	0.03128
MZ22511219	0.09658
MZ22511221	0.02076
MZ22511224	0.07622999999999999
MZ22511229	0.04895
MZ22511234	0.03172
MZ22511236	0.05972
MZ22511237	0.15807000000000002
MZ22511238	0.01831
MZ22511239	0.00979
MZ22511242	0.0619
MZ22511244	0.12059
MZ22511245	0.03175
MZ22511247	0.26266999999999996
MZ22511248	0.19637000000000002
MZ22511249	0.36911
MZ22511251	0.00727
MZ22511252	0.0046
MZ22511256	0.0093
MZ22511257	0.052779999999999994
MZ22511261	0.03702
MZ22511263	0.1643
MZ22511264	0.04635
MZ22511265	0.06774
MZ22511266	0.15625
MZ22511268	0.022119999999999997
MZ22511273	0.08175
MZ22511274	0.08712
MZ22511275	0.01725
MZ22511276	0.11341
MZ22511277	0.06997
MZ22511278	0.25138
MZ22511280	0.1691
MZ22511282	0.18938
MZ22511283	0.048530000000000004
MZ22511284	0.06262999999999999
MZ22511285	0.11102999999999999
MZ22511287	0.11573
MZ22511292	0.09172000000000001
MZ22511293	0.03404
MZ22511295	0.03257
MZ22511297	0.12778
MZ22511298	0.08247
MZ22511299	0.06268
MZ22511304	0.09489
MZ22511305	0.18315
MZ22511307	0.20097
MZ22511308	0.11964000000000001
MZ22511309	0.22378
MZ22511310	0.03348
MZ22511312	0.03614
MZ22511316	0.07382999999999999
MZ22511317	0.19989
MZ22511320	0.016069999999999997
MZ22511323	0.01395
MZ22511324	0.17918
MZ22511328	0.12535
MZ22511331	0.03617
MZ22511332	0.06483
MZ22511334	0.12218
MZ22511335	0.06352000000000001
MZ22511337	0.0363
MZ22511339	0.07572000000000001
MZ22511340	0.16212000000000001
MZ22511343	0.10895999999999999
MZ22511344	0.12634
MZ22511346	0.18185
MZ22511349	0.07862000000000001
MZ22511351	0.26466999999999996
MZ22511353	0.1453
MZ22511354	0.06957
MZ22511355	0.034910000000000004
MZ22511358	0.04881
MZ22511360	0.14089000000000002
MZ22511362	0.20369
MZ22511363	0.18322
MZ22511364	0.02276
MZ22511365	0.15398
MZ22511373	0.10620999999999998
MZ22511375	0.08453
MZ22511377	0.00928
MZ22511378	0.08476
MZ22511379	0.04324
MZ22511380	0.020130000000000002
MZ22511381	0.02129
MZ22511384	0.15656
MZ22511388	0.00175
MZ22511390	0.03275
MZ22511393	0.16798
MZ22511397	0.11924000000000001
MZ22511398	0.09182
MZ22511399	0.062220000000000004
MZ22511400	0.16804000000000002
MZ22511401	0.02017
MZ22511403	0.10637
MZ22511404	0.02997
MZ22511405	0.03282
MZ22511406	0.0496
MZ22511407	0.038419999999999996
MZ22511409	0.1244
MZ22511410	0.2871
MZ22511412	0.09189
MZ22511417	0.33891
MZ22511420	0.05791
MZ22511426	0.12985
MZ22511430	0.0582
MZ22511432	0.07661
MZ22511438	0.07908
MZ22511441	0.05499
MZ22511442	0.021159999999999998
MZ22511443	0.09283
MZ22511444	0.04419
MZ22511447	0.08567999999999999
MZ22511448	0.22475
MZ22511450	0.23001
MZ22511454	0.26733
MZ22511455	0.0454
MZ22511456	0.06479
MZ22511460	0.11482
MZ22511462	0.01714
MZ22511465	0.04765
MZ22511468	0.14253
MZ22511469	0.05387
MZ22511470	0.0061
MZ22511471	0.10166
MZ22511472	0.08985
MZ22511479	0.07726
MZ22511480	0.18039000000000002
MZ22511481	0.15872999999999998
MZ22511482	0.12784
MZ22511484	0.06055
MZ22511485	0.0025399999999999997
MZ22511487	0.08184
MZ22511489	0.09564
MZ22511490	0.2845
MZ22511491	0.054110000000000005
MZ22511496	0.07077
MZ22511499	0.058679999999999996
MZ22511503	0.08064
MZ22511504	0.08841
MZ22511505	0.06735
MZ22511506	0.09447
MZ22511507	0.02638
MZ22511508	0.10187
MZ22511510	0.02147
MZ22511512	0.10930999999999999
MZ22511517	0.11067
MZ22511518	0.02912
MZ22511521	0.10545
MZ22511522	0.08768
MZ22511524	0.08233
MZ22511525	0.17419
MZ22511527	0.16307
MZ22511529	0.05877
MZ22511530	0.02289
MZ22511532	0.09673
MZ22511534	0.0541
MZ22511536	0.10134
MZ22511541	0.02657
MZ22511545	0.04269
MZ22511547	0.0971
MZ22511548	0.10949
MZ22511549	0.24606999999999998
MZ22511552	0.05438
MZ22511557	0.04962
MZ22511558	0.20509000000000002
MZ22511559	0.22115
MZ22511560	0.08342999999999999
MZ22511563	0.12429000000000001
MZ22511564	0.11182
MZ22511566	0.053829999999999996
MZ22511567	0.08327999999999999
MZ22511568	0.12147000000000001
MZ22511571	0.08362
MZ22511573	0.23206999999999997
MZ22511574	0.08847999999999999
MZ22511575	0.09537000000000001
MZ22511578	0.050789999999999995
MZ22511585	0.059160000000000004
MZ22511586	0.23676
MZ22511587	0.06543
MZ22511588	0.16387000000000002
MZ22511589	0.053320000000000006
MZ22511590	0.05205
MZ22511594	0.03476
MZ22511596	0.08238
MZ22511599	0.08696
MZ22511601	0.04554
MZ22511604	0.16211
MZ22511606	0.4352
MZ22511608	0.13764
MZ22511610	0.02968
MZ22511611	0.07341
MZ22511612	0.03633
MZ22511614	0.09344
MZ22511615	0.15711
MZ22511617	0.09587000000000001
MZ22511618	0.02505
MZ22511622	0.23510999999999999
MZ22511624	0.0432
MZ22511627	0.26655999999999996
MZ22511628	0.17595
MZ22511630	0.10745
MZ22511633	0.07964
MZ22511634	0.07178999999999999
MZ22511635	0.00913
MZ22511637	0.10279
MZ22511640	0.0020800000000000003
MZ22511642	0.12527
MZ22511646	0.09908
MZ22511647	0.05425
MZ22511648	0.11172
MZ22511649	0.21793
MZ22511652	0.042339999999999996
MZ22511654	0.05484
MZ22511655	0.15085
MZ22511657	0.03717
MZ22511658	0.0581
MZ22511660	0.71213
MZ22511662	0.23454
MZ22511663	0.03092
MZ22511667	0.09084
MZ22511668	0.04623
MZ22511670	0.77057
MZ22511671	0.0454
MZ22511673	0.05927999999999999
MZ22511674	0.07073
MZ22511678	0.12355999999999999
MZ22511679	0.0828
MZ22511680	0.06741
MZ22511683	0.10898
MZ22511684	0.07921
MZ22511687	0.13297
MZ22511688	0.22386999999999999
MZ22511691	0.07802
MZ22511693	0.057999999999999996
MZ22511700	0.0352
MZ22511701	0.02018
MZ22511703	0.05151
MZ22511706	0.01764
MZ22511712	0.10634
MZ22511714	0.09043999999999999
MZ22511718	0.10640999999999999
MZ22511720	0.26456
MZ22511721	0.15911
MZ22511723	0.01434
MZ22511724	0.02455
MZ22511729	0.1445
MZ22511730	0.04848
MZ22511731	0.11590999999999999
MZ22511732	0.00674
MZ22511734	0.07877999999999999
MZ22511736	0.06035
MZ22511737	0.10219
MZ22511741	0.06055
MZ22511745	0.05421
MZ22511746	0.07712000000000001
MZ22511750	0.0304
MZ22511752	0.25634
MZ22511756	0.052739999999999995
MZ22511757	0.0875
MZ22511759	0.23353000000000002
MZ22511760	0.028489999999999998
MZ22511762	0.07846
MZ22511763	0.07814
MZ22511764	0.14301
MZ22511766	0.10795
MZ22511767	0.10622000000000001
MZ22511770	0.08411
MZ22511772	0.10271
MZ22511776	0.21061
MZ22511778	0.07901
MZ22511782	0.07282999999999999
MZ22511783	0.09645
MZ22511784	0.01045
MZ22511785	0.044289999999999996
MZ22511789	0.10786
MZ22511790	0.00249
MZ22511791	0.48468999999999995
MZ22511792	0.0897
MZ22511795	0.10309000000000001
MZ22511799	0.17652
MZ22511804	0.1984
MZ22511806	0.11035999999999999
MZ22511807	0.19164
MZ22511809	0.27996
MZ22511810	0.09556
MZ22511812	0.05542999999999999
MZ22511815	0.02102
MZ22511816	0.13566
MZ22511820	0.16072
MZ22511822	0.19976
MZ22511824	0.15248
MZ22511826	0.21199
MZ22511829	0.07755
MZ22511833	0.13442
MZ22511836	0.09477000000000001
MZ22511838	0.06927
MZ22511839	0.18261
MZ22511841	0.07597999999999999
MZ22511842	0.03776
MZ22511843	0.10759
MZ22511847	0.1444
MZ22511848	0.12938
MZ22511849	0.02001
MZ22511854	0.07168
MZ22511855	0.0515
MZ22511856	0.15263
MZ22511858	0.07887999999999999
MZ22511862	0.24244000000000002
MZ22511864	0.09171
MZ22511865	0.15523
MZ22511866	0.05279
MZ22511867	0.14681
MZ22511868	0.09254
MZ22511869	0.0528
MZ22511871	0.0101
MZ22511872	0.13249
MZ22511873	0.06232000000000001
MZ22511874	0.11588
MZ22511875	0.028089999999999997
MZ22511877	0.06417
MZ22511880	0.0579
MZ22511885	0.10263
MZ22511892	0.14311
MZ22511896	0.02791
MZ22511898	0.10035
MZ22511899	0.08183
MZ22511902	0.032369999999999996
MZ22511905	0.06433
MZ22511907	0.20851
MZ22511908	0.10727
MZ22511913	0.19113
MZ22511915	0.08148999999999999
MZ22511918	0.099
MZ22511919	0.07199
MZ22511922	0.11175
MZ22511925	0.13605
MZ22511926	0.09975
MZ22511929	0.09176000000000001
MZ22511931	0.06742000000000001
MZ22511934	0.0334
MZ22511936	0.20529
MZ22511940	0.09573999999999999
MZ22511941	0.03565
MZ22511943	0.03385
MZ22511946	0.03884
MZ22511948	0.09468
MZ22511950	0.013369999999999998
MZ22511952	0.06521
MZ22511953	0.0464
MZ22511954	0.09629
MZ22511959	0.0829
MZ22511961	0.03121
MZ22511962	0.07836
MZ22511963	0.05669
MZ22511964	0.11857999999999999
MZ22511967	0.0114
MZ22511969	0.044969999999999996
MZ22511972	0.09058
MZ22511974	0.07397999999999999
MZ22511977	0.20709
MZ22511978	0.09761
MZ22511979	0.06679
MZ22511980	0.82425
MZ22511983	0.10715999999999999
MZ22511985	0.12080999999999999
MZ22511986	0.12943
MZ22511989	0.0536
MZ22511990	0.10477
MZ22511993	0.032119999999999996
MZ22511994	0.02084
MZ22511999	0.151
MZ22512000	0.09202
MZ22512001	0.05041
MZ22512002	0.05075
MZ22512004	0.14885
MZ22512005	0.08900000000000001
MZ22512008	0.0636
MZ22512010	0.01746
MZ22512011	0.07871
MZ22512015	0.02288
MZ22512017	0.13767000000000001
MZ22512019	0.06451
MZ22512020	0.08467000000000001
MZ22512022	0.0205
MZ22512025	0.07992
MZ22512028	0.02172
MZ22512030	0.07122
MZ22512031	0.21083000000000002
MZ22512032	0.04678
MZ22512033	0.00451
MZ22512035	0.07225
MZ22512036	0.08188
MZ22512038	0.14065
MZ22512039	0.07433
MZ22512040	0.39685
MZ22512041	0.04193
MZ22512042	0.01721
MZ22512045	0.10944000000000001
MZ22512046	0.13114
MZ22512047	0.040639999999999996
MZ22512051	0.06118
MZ22512052	0.08821
MZ22512053	0.15612
MZ22512054	0.03368
MZ22512055	0.24238
MZ22512057	0.0805
MZ22512060	0.0209
MZ22512061	0.0123
MZ22512062	0.0433
MZ22512063	0.12821
MZ22512064	0.028030000000000003
MZ22512065	0.13828
MZ22512066	0.14934
MZ22512067	0.10153999999999999
MZ22512069	0.31312
MZ22512071	0.0064
MZ22512073	0.17121
MZ22512075	0.021240000000000002
MZ22512079	0.17268
MZ22512080	0.18137999999999999
MZ22512083	0.06633
MZ22512089	0.0111
MZ22512090	0.12722999999999998
MZ22512091	0.03945
MZ22512093	0.029310000000000003
MZ22512097	0.14665999999999998
MZ22512100	0.020130000000000002
MZ22512101	0.15567
MZ22512102	0.11907999999999999
MZ22512103	0.08424
MZ22512105	0.01779
MZ22512108	0.07558
MZ22512110	0.11352000000000001
MZ22512111	0.16497
MZ22512114	0.02072
MZ22512115	0.05401
MZ22512117	0.05814
MZ22512121	0.07779
MZ22512122	0.05774
MZ22512124	0.03463
MZ22512130	0.02028
MZ22512131	0.13546
MZ22512133	0.22705
MZ22512134	0.048960000000000004
MZ22512135	0.05679
MZ22512138	0.12528
MZ22512139	0.15198
MZ22512141	0.06994
MZ22512144	0.03157
MZ22512146	0.13064
MZ22512148	0.2092
MZ22512150	0.11337
MZ22512151	0.08757999999999999
MZ22512152	0.050839999999999996
MZ22512153	0.11149
MZ22512156	0.05186
MZ22512157	0.14297
MZ22512159	0.10107000000000001
MZ22512160	0.16935999999999998
MZ22512162	0.21563000000000002
MZ22512163	0.05139
MZ22512164	0.05135
MZ22512166	0.04417
MZ22512168	0.033530000000000004
MZ22512173	0.08504
MZ22512175	0.11520999999999999
MZ22512176	0.23041999999999999
MZ22512179	0.24516999999999997
MZ22512180	0.06788999999999999
MZ22512182	0.06405
MZ22512183	0.05534
MZ22512184	0.14473
MZ22512186	0.032760000000000004
MZ22512187	0.00165
MZ22512193	0.10123
MZ22512195	0.18512
MZ22512197	0.13205
MZ22512200	0.056920000000000005
MZ22512203	0.01967
MZ22512204	0.0
MZ22512205	0.08624
MZ22512206	0.04369
MZ22512207	0.02179
MZ22512210	0.027999999999999997
MZ22512214	0.026860000000000002
MZ22512215	0.23263000000000003
MZ22512217	0.10447000000000001
MZ22512218	0.055689999999999996
MZ22512219	0.23654
MZ22512222	0.05586
MZ22512223	0.07672999999999999
MZ22512227	0.02496
MZ22512228	0.07161000000000001
MZ22512232	0.08628
MZ22512233	0.14995999999999998
MZ22512234	0.12040999999999999
MZ22512235	0.06071
MZ22512237	0.1055
MZ22512238	0.23481
MZ22512241	0.058339999999999996
MZ22512242	0.12835
MZ22512248	0.1109
MZ22512250	0.04688
MZ22512252	0.01064
MZ22512253	0.0329
MZ22512254	0.1025
MZ22512255	0.02775
MZ22512260	0.01586
MZ22512261	0.48141999999999996
MZ22512266	0.00064
MZ22512272	0.31997
MZ22512273	0.21936999999999998
MZ22512274	0.09942000000000001
MZ22512276	0.15654
MZ22512284	0.028319999999999998
MZ22512286	0.12711
MZ22512287	0.07232999999999999
MZ22512289	0.09776
MZ22512290	0.19454000000000002
MZ22512292	0.06348
MZ22512297	0.04568
MZ22512298	0.03805
MZ22512301	0.18836
MZ22512303	0.09158
MZ22512304	0.30868
MZ22512306	0.18655
MZ22512310	0.14331
MZ22512314	0.07379
MZ22512317	0.18584
MZ22512320	0.0386
MZ22512321	0.02891
MZ22512322	0.11048
MZ22512324	0.05591
MZ22512325	0.08917
MZ22512326	0.11309000000000001
MZ22512329	0.0832
MZ22512331	0.21402
MZ22512333	0.12635
MZ22512338	0.2103
MZ22512340	0.033460000000000004
MZ22512341	0.19715
MZ22512343	0.15521
MZ22512344	0.03954
MZ22512346	0.051579999999999994
MZ22512347	0.041260000000000005
MZ22512352	0.01838
MZ22512359	0.04041
MZ22512361	0.01864
MZ22512363	0.025230000000000002
MZ22512367	0.04991
MZ22512370	0.027360000000000002
MZ22512374	0.14577
MZ22512375	0.15357
MZ22512376	0.060520000000000004
MZ22512377	0.08792
MZ22512378	0.41017
MZ22512380	0.16077
MZ22512381	0.15997999999999998
MZ22512384	0.01556
MZ22512386	0.058960000000000005
MZ22512390	0.26795
MZ22512391	0.8096300000000001
MZ22512392	1.5198
MZ22512394	0.25336
MZ22512397	0.15007
MZ22512398	0.020980000000000002
MZ22512399	0.12597
MZ22512400	0.08652
MZ22512402	0.02292
MZ22512403	0.05417999999999999
MZ22512404	0.18492
MZ22512407	0.09681000000000001
MZ22512408	0.03403
MZ22512410	0.18229
MZ22512412	0.05368
MZ22512414	0.056420000000000005
MZ22512415	0.15863
MZ22512416	0.06044
MZ22512417	0.11389
MZ22512419	0.09142
MZ22512420	0.11805999999999998
MZ22512421	0.3194
MZ22512423	0.24384
MZ22512425	0.0473
MZ22512427	0.18625999999999998
MZ22512429	0.05058
MZ22512431	0.04009
MZ22512432	0.16829000000000002
MZ22512433	0.007559999999999999
MZ22512438	0.035660000000000004
MZ22512439	0.00591
MZ22512440	0.16558
MZ22512441	0.13537000000000002
MZ22512442	0.06949
MZ22512444	0.22596999999999998
MZ22512449	0.10605999999999999
MZ22512450	0.12352
MZ22512452	0.04614
MZ22512454	0.08077000000000001
MZ22512455	0.08306000000000001
MZ22512457	0.04838
MZ22512459	0.15020999999999998
MZ22512461	0.12744
MZ22512462	0.02815
MZ22512463	0.09508
MZ22512464	0.23764000000000002
MZ22512465	0.03726
MZ22512467	0.06256
MZ22512468	0.07368999999999999
MZ22512470	0.01407
MZ22512473	0.11485999999999999
MZ22512478	0.06677999999999999
MZ22512480	0.03416
MZ22512483	0.05508
MZ22512486	0.26218
MZ22512491	0.21159
MZ22512495	0.05513
MZ22512496	0.17226
MZ22512497	0.15822
MZ22512498	0.07604
MZ22512500	0.062479999999999994
MZ22512502	0.20054
MZ22512503	0.12528
MZ22512507	0.19425
MZ22512509	0.09792000000000001
MZ22512512	0.044180000000000004
MZ22512513	0.06538
MZ22512514	0.05671
MZ22512517	0.00305
MZ22512518	0.04208
MZ22512520	0.07053
MZ22512521	0.29971
MZ22512522	0.08739
MZ22512523	0.10805999999999999
MZ22512526	0.23258
MZ22512527	0.16685
MZ22512535	0.0672
MZ22512538	0.08205
MZ22512539	0.04677
MZ22512542	0.16905
MZ22512546	0.14866
MZ22512552	0.21263
MZ22512553	0.25798000000000004
MZ22512554	0.11922999999999999
MZ22512555	0.17573
MZ22512562	0.30203
MZ22512563	0.24438000000000001
MZ22512565	0.01976
MZ22512567	0.062220000000000004
MZ22512568	0.10085
MZ22512569	0.09172999999999999
MZ22512571	0.058679999999999996
MZ22512573	0.07445
MZ22512574	0.09928
MZ22512576	0.25861
MZ22512577	0.02366
MZ22512578	0.10393
MZ22512581	0.01487
MZ22512584	0.1292
MZ22512592	0.0128
MZ22512593	0.049819999999999996
MZ22512594	0.06633
MZ22512597	0.24789
MZ22512599	0.00805
MZ22512600	0.39325
MZ22512601	0.10757
MZ22512602	0.095
MZ22512603	0.11317
MZ22512606	0.00518
MZ22512607	0.08467000000000001
MZ22512609	0.08072
MZ22512610	0.0811
MZ22512611	0.06477999999999999
MZ22512615	0.13591
MZ22512618	0.10558
MZ22512619	0.33329000000000003
MZ22512620	0.25143000000000004
MZ22512625	0.16829000000000002
MZ22512626	0.0077599999999999995
MZ22512627	0.01934
MZ22512631	0.03696
MZ22512632	0.168
MZ22512634	0.03967
MZ22512635	0.14407
MZ22512637	0.06614
MZ22512638	0.15686
MZ22512640	0.05212000000000001
MZ22512643	0.11982000000000001
MZ22512645	0.42058999999999996
MZ22512647	0.19107000000000002
MZ22512652	0.28724
MZ22512653	0.14957
MZ22512654	0.17513
MZ22512656	0.057120000000000004
