orthogroup	EXP
11674at7399	0
11677at7399	0
11681at7399	1
11686at7399	0
11687at7399	3
11694at7399	1
11699at7399	0
11705at7399	0
11706at7399	0
11707at7399	1
11713at7399	2
11715at7399	2
11717at7399	0
11724at7399	2
11728at7399	2
11729at7399	0
11734at7399	0
11740at7399	0
11741at7399	0
11742at7399	1
11743at7399	5
11744at7399	1
11752at7399	1
11756at7399	0
11757at7399	0
11760at7399	4
11768at7399	3
11770at7399	1
11774at7399	0
11778at7399	0
11780at7399	3
11781at7399	0
11783at7399	0
11790at7399	2
11792at7399	3
11793at7399	2
11798at7399	0
11802at7399	4
11805at7399	1
11806at7399	0
11807at7399	0
11811at7399	1
11813at7399	0
11817at7399	0
11824at7399	5
11827at7399	0
11831at7399	0
11836at7399	1
11837at7399	0
11840at7399	2
11841at7399	1
11842at7399	0
11844at7399	4
11848at7399	1
11850at7399	1
11853at7399	0
11854at7399	1
11856at7399	3
11865at7399	0
11866at7399	2
11868at7399	0
11870at7399	3
11872at7399	0
11874at7399	3
11875at7399	0
11876at7399	0
11883at7399	2
11887at7399	1
11891at7399	1
11894at7399	2
11898at7399	0
11905at7399	2
11908at7399	6
11911at7399	2
11913at7399	3
11914at7399	2
11917at7399	7
11922at7399	0
11923at7399	0
11929at7399	0
11934at7399	1
11936at7399	1
11941at7399	1
11943at7399	0
11944at7399	2
11946at7399	0
11947at7399	3
11957at7399	0
11959at7399	1
11961at7399	4
11969at7399	0
11970at7399	1
11973at7399	0
11975at7399	1
11981at7399	3
11985at7399	1
11988at7399	0
11990at7399	0
11992at7399	0
11995at7399	0
11996at7399	0
11999at7399	1
12001at7399	1
12003at7399	0
12005at7399	2
12008at7399	0
12010at7399	1
12018at7399	0
12021at7399	1
12023at7399	0
12024at7399	1
12026at7399	6
12030at7399	0
12034at7399	0
12036at7399	1
12039at7399	5
12046at7399	1
12047at7399	2
12049at7399	1
12054at7399	0
12059at7399	1
12065at7399	0
12069at7399	0
12074at7399	7
12076at7399	1
12077at7399	0
12078at7399	1
12080at7399	0
12081at7399	3
12084at7399	0
12085at7399	2
12087at7399	4
12088at7399	0
12092at7399	0
12094at7399	2
12100at7399	0
12103at7399	5
12104at7399	0
12105at7399	1
12108at7399	0
12110at7399	1
12116at7399	2
12117at7399	2
12123at7399	7
12124at7399	0
12126at7399	0
12133at7399	0
12134at7399	5
12143at7399	0
12145at7399	3
12155at7399	1
12158at7399	1
12160at7399	5
12162at7399	0
12166at7399	0
12167at7399	1
12168at7399	0
12169at7399	1
12171at7399	0
12176at7399	0
12184at7399	0
12201at7399	0
12203at7399	5
12204at7399	2
12207at7399	0
12209at7399	0
12215at7399	0
12216at7399	0
12218at7399	0
12226at7399	2
12227at7399	1
12229at7399	0
12232at7399	0
12233at7399	7
12234at7399	1
12235at7399	1
12238at7399	1
12240at7399	0
12241at7399	0
12243at7399	2
12244at7399	1
12249at7399	0
12254at7399	0
12255at7399	0
12261at7399	1
12266at7399	0
12270at7399	8
12271at7399	2
12272at7399	1
12274at7399	0
12275at7399	1
12280at7399	0
12281at7399	1
12287at7399	1
12301at7399	4
12303at7399	1
12316at7399	0
12317at7399	0
12319at7399	1
12320at7399	2
12324at7399	0
12326at7399	2
12330at7399	1
12331at7399	0
12338at7399	3
12340at7399	2
12341at7399	0
12344at7399	0
12346at7399	0
12347at7399	0
12353at7399	0
12360at7399	1
12363at7399	1
12367at7399	0
12368at7399	2
12369at7399	1
12370at7399	0
12373at7399	0
12375at7399	1
12377at7399	0
12379at7399	0
12381at7399	3
12383at7399	0
12384at7399	0
12388at7399	1
12397at7399	1
12400at7399	0
12404at7399	0
12406at7399	0
12411at7399	1
12415at7399	0
12420at7399	2
12421at7399	0
12424at7399	0
12425at7399	1
12428at7399	0
12433at7399	2
12436at7399	3
12437at7399	2
12439at7399	1
12440at7399	0
12443at7399	0
12444at7399	1
12450at7399	0
12453at7399	0
12454at7399	0
12456at7399	0
12460at7399	0
12461at7399	0
12462at7399	0
12465at7399	1
12469at7399	0
12470at7399	1
12471at7399	3
12482at7399	0
12484at7399	8
12488at7399	2
12494at7399	0
12499at7399	1
12501at7399	1
12502at7399	0
12506at7399	0
12507at7399	0
12511at7399	4
12515at7399	0
12517at7399	3
12518at7399	1
12522at7399	0
12528at7399	3
12529at7399	0
12535at7399	0
12540at7399	1
12541at7399	2
12545at7399	0
12549at7399	0
12553at7399	2
12564at7399	0
12575at7399	0
12577at7399	0
12578at7399	0
12587at7399	0
12588at7399	2
12591at7399	8
12592at7399	1
12595at7399	1
12602at7399	2
12603at7399	0
12604at7399	2
12609at7399	2
12615at7399	3
12617at7399	2
12618at7399	0
12619at7399	1
12625at7399	1
12631at7399	1
12637at7399	0
12638at7399	0
12643at7399	1
12647at7399	1
12649at7399	0
12653at7399	0
12654at7399	0
12659at7399	1
12661at7399	0
12663at7399	5
12664at7399	0
12668at7399	0
12672at7399	0
12673at7399	0
12675at7399	4
12676at7399	1
12677at7399	2
12680at7399	1
12690at7399	1
12694at7399	1
12695at7399	0
12696at7399	13
12698at7399	2
12699at7399	2
12700at7399	4
12701at7399	0
12705at7399	3
12706at7399	1
12707at7399	0
12713at7399	1
12720at7399	1
12721at7399	1
12727at7399	0
12728at7399	0
12734at7399	1
12752at7399	1
12753at7399	0
12766at7399	2
12767at7399	0
12768at7399	5
12769at7399	0
12770at7399	0
12772at7399	0
12773at7399	6
12779at7399	0
12781at7399	1
12784at7399	0
12788at7399	2
12803at7399	0
12804at7399	3
12807at7399	3
12809at7399	2
12810at7399	0
12819at7399	0
12821at7399	0
12822at7399	0
12825at7399	1
12826at7399	1
12830at7399	1
12833at7399	1
12851at7399	4
12854at7399	3
12857at7399	1
12867at7399	0
12869at7399	0
12873at7399	1
12879at7399	2
12886at7399	0
12892at7399	0
12894at7399	3
12895at7399	1
12899at7399	3
12902at7399	1
12907at7399	0
12908at7399	1
12913at7399	0
12915at7399	2
12917at7399	1
12924at7399	3
12927at7399	1
12932at7399	0
12934at7399	0
12937at7399	0
12938at7399	0
12953at7399	0
12960at7399	1
12962at7399	4
12965at7399	0
12969at7399	0
12971at7399	1
12978at7399	1
12981at7399	0
12982at7399	0
12984at7399	7
12987at7399	0
12989at7399	2
12994at7399	1
12995at7399	2
12997at7399	0
13007at7399	0
13008at7399	0
13011at7399	2
13018at7399	1
13021at7399	2
13022at7399	0
13026at7399	2
13028at7399	3
13032at7399	1
13033at7399	0
13034at7399	0
13035at7399	0
13037at7399	0
13055at7399	0
13074at7399	1
13076at7399	0
13082at7399	0
13084at7399	0
13085at7399	0
13090at7399	4
13092at7399	1
13097at7399	1
13100at7399	2
13103at7399	2
13105at7399	0
13106at7399	1
13107at7399	3
13110at7399	0
13111at7399	0
13114at7399	1
13117at7399	1
13119at7399	2
13120at7399	1
13123at7399	0
13124at7399	3
13127at7399	0
13130at7399	2
13136at7399	1
13137at7399	0
13138at7399	2
13139at7399	0
13144at7399	0
13146at7399	3
13150at7399	0
13155at7399	1
13156at7399	0
13159at7399	2
13164at7399	9
13166at7399	1
13171at7399	0
13173at7399	0
13177at7399	1
13188at7399	0
13189at7399	0
13190at7399	0
13193at7399	0
13196at7399	1
13203at7399	4
13204at7399	6
13211at7399	0
13213at7399	0
13217at7399	1
13218at7399	1
13221at7399	1
13225at7399	0
13228at7399	0
13232at7399	1
13233at7399	0
13234at7399	0
13236at7399	5
13242at7399	0
13243at7399	0
13244at7399	2
13250at7399	0
13252at7399	0
13254at7399	0
13261at7399	0
13263at7399	1
13266at7399	0
13270at7399	0
13273at7399	2
13282at7399	1
13283at7399	1
13288at7399	2
13290at7399	4
13303at7399	2
13306at7399	0
13312at7399	1
13316at7399	0
13324at7399	1
13338at7399	1
13342at7399	1
13345at7399	1
13347at7399	2
13350at7399	0
13354at7399	1
13358at7399	1
13361at7399	7
13363at7399	2
13367at7399	0
13372at7399	1
13374at7399	5
13378at7399	1
13380at7399	0
13387at7399	0
13392at7399	3
13394at7399	1
13395at7399	0
13396at7399	2
13397at7399	0
13399at7399	0
13407at7399	3
13409at7399	2
13411at7399	0
13415at7399	2
13420at7399	5
13423at7399	0
13427at7399	0
13434at7399	1
13437at7399	0
13439at7399	0
13440at7399	4
13446at7399	0
13449at7399	0
13450at7399	1
13454at7399	2
13455at7399	0
13457at7399	0
13460at7399	0
13461at7399	1
13463at7399	0
13464at7399	1
13465at7399	7
13467at7399	0
13472at7399	2
13473at7399	0
13474at7399	0
13476at7399	0
13479at7399	0
13481at7399	2
13486at7399	1
13489at7399	0
13492at7399	4
13493at7399	0
13495at7399	1
13496at7399	1
13499at7399	0
13511at7399	0
13515at7399	0
13518at7399	4
13519at7399	0
13523at7399	0
13525at7399	3
13528at7399	2
13531at7399	1
13539at7399	0
13542at7399	0
13546at7399	0
13547at7399	0
13550at7399	2
13555at7399	2
13558at7399	10
13561at7399	0
13567at7399	0
13582at7399	2
13586at7399	1
13589at7399	0
13592at7399	2
13593at7399	3
13598at7399	1
13603at7399	1
13604at7399	0
13605at7399	1
13609at7399	0
13617at7399	1
13621at7399	0
13644at7399	0
13648at7399	1
13651at7399	0
13655at7399	0
13657at7399	6
13658at7399	3
13660at7399	2
13661at7399	2
13664at7399	1
13665at7399	1
13666at7399	0
13671at7399	1
13672at7399	8
13673at7399	5
13675at7399	0
13677at7399	5
13680at7399	0
13682at7399	0
13686at7399	1
13692at7399	0
13694at7399	1
13702at7399	0
13704at7399	0
13707at7399	0
13708at7399	2
13714at7399	0
13720at7399	1
13731at7399	0
13734at7399	2
13735at7399	1
13737at7399	0
13739at7399	0
13745at7399	2
13746at7399	0
13749at7399	0
13750at7399	2
13756at7399	4
13757at7399	8
13761at7399	1
13763at7399	1
13766at7399	0
13769at7399	1
13770at7399	0
13771at7399	0
13773at7399	0
13774at7399	1
13775at7399	1
13776at7399	0
13787at7399	2
13791at7399	2
13792at7399	1
13793at7399	1
13794at7399	10
13801at7399	0
13802at7399	1
13808at7399	1
13811at7399	1
13814at7399	1
13815at7399	1
13816at7399	0
13818at7399	2
13823at7399	0
13827at7399	2
13832at7399	0
13833at7399	2
13837at7399	1
13839at7399	1
13841at7399	0
13843at7399	1
13847at7399	9
13851at7399	1
13852at7399	0
13853at7399	0
13854at7399	0
13857at7399	0
13858at7399	1
13866at7399	0
13868at7399	1
13870at7399	0
13873at7399	0
13880at7399	3
13888at7399	1
13889at7399	0
13892at7399	1
13894at7399	1
13897at7399	1
13903at7399	13
13907at7399	2
13908at7399	1
13918at7399	3
13919at7399	2
13923at7399	1
13931at7399	0
13933at7399	0
13934at7399	2
13940at7399	1
13944at7399	4
13951at7399	2
13954at7399	0
13956at7399	0
13963at7399	2
13965at7399	1
13975at7399	0
13980at7399	3
13982at7399	1
13983at7399	2
13985at7399	2
13993at7399	2
13994at7399	0
13998at7399	1
14008at7399	1
14009at7399	0
14010at7399	0
14016at7399	1
14025at7399	0
14028at7399	0
14031at7399	0
14033at7399	3
14035at7399	1
14036at7399	8
14038at7399	1
14041at7399	0
14043at7399	0
14046at7399	2
14048at7399	3
14049at7399	0
14051at7399	0
14052at7399	1
14064at7399	1
14065at7399	4
14067at7399	1
14068at7399	1
14069at7399	1
14070at7399	0
14072at7399	0
14075at7399	1
14076at7399	0
14084at7399	0
14087at7399	2
14088at7399	0
14090at7399	1
14095at7399	0
14099at7399	13
14103at7399	3
14115at7399	1
14118at7399	0
14120at7399	1
14127at7399	1
14128at7399	3
14130at7399	11
14131at7399	0
14133at7399	0
14135at7399	2
14136at7399	3
14141at7399	0
14156at7399	0
14158at7399	0
14163at7399	1
14174at7399	0
14177at7399	2
14178at7399	0
14182at7399	0
14183at7399	0
14190at7399	0
14192at7399	0
14197at7399	2
14201at7399	0
14203at7399	4
14204at7399	0
14210at7399	0
14212at7399	6
14214at7399	0
14216at7399	0
14217at7399	0
14219at7399	0
14225at7399	1
14232at7399	3
14236at7399	1
14237at7399	0
14242at7399	1
14243at7399	0
14244at7399	1
14245at7399	13
14250at7399	0
14251at7399	0
14254at7399	0
14257at7399	2
14258at7399	1
14259at7399	1
14261at7399	1
14262at7399	4
14264at7399	0
14270at7399	0
14273at7399	3
14280at7399	1
14282at7399	0
14287at7399	0
14288at7399	0
14291at7399	0
14292at7399	0
14293at7399	1
14295at7399	0
14296at7399	1
14298at7399	1
14302at7399	4
14303at7399	5
14304at7399	0
14312at7399	0
14315at7399	0
14317at7399	0
14328at7399	2
14332at7399	1
14337at7399	1
14350at7399	0
14351at7399	0
14357at7399	0
14366at7399	4
14381at7399	0
14382at7399	4
14395at7399	0
14400at7399	2
14404at7399	0
14406at7399	0
14408at7399	5
14416at7399	0
14419at7399	1
14425at7399	7
14442at7399	1
14447at7399	0
14451at7399	0
14452at7399	2
14453at7399	2
14454at7399	1
14455at7399	1
14458at7399	0
14459at7399	1
14464at7399	0
14465at7399	2
14468at7399	4
14474at7399	1
14483at7399	1
14484at7399	2
14485at7399	1
14488at7399	1
14493at7399	0
14495at7399	3
14498at7399	2
14502at7399	0
14506at7399	0
14514at7399	0
14515at7399	1
14517at7399	0
14518at7399	0
14523at7399	1
14527at7399	0
14530at7399	0
14531at7399	3
14533at7399	1
14535at7399	2
14539at7399	0
14541at7399	4
14544at7399	0
14546at7399	0
14547at7399	1
14551at7399	0
14554at7399	0
14556at7399	1
14557at7399	2
14565at7399	4
14566at7399	0
14568at7399	2
14573at7399	12
14574at7399	1
14575at7399	3
14579at7399	2
14580at7399	2
14582at7399	1
14584at7399	0
14593at7399	2
14594at7399	0
14595at7399	0
14596at7399	5
14597at7399	1
14601at7399	0
14603at7399	2
14610at7399	0
14612at7399	0
14625at7399	0
14629at7399	0
14631at7399	1
14636at7399	4
14638at7399	1
14643at7399	0
14647at7399	1
14649at7399	1
14650at7399	1
14654at7399	1
14657at7399	1
14664at7399	1
14667at7399	1
14668at7399	0
14674at7399	0
14678at7399	2
14679at7399	0
14680at7399	1
14685at7399	0
14694at7399	1
14697at7399	2
14698at7399	0
14706at7399	0
14710at7399	1
14711at7399	2
14715at7399	1
14716at7399	0
14725at7399	0
14728at7399	0
14734at7399	2
14745at7399	2
14747at7399	1
14754at7399	2
14755at7399	0
14759at7399	3
14762at7399	4
14765at7399	7
14768at7399	1
14772at7399	3
14775at7399	1
14776at7399	0
14781at7399	2
14784at7399	1
14787at7399	2
14793at7399	2
14806at7399	0
14813at7399	0
14814at7399	2
14815at7399	0
14821at7399	1
14822at7399	0
14829at7399	1
14831at7399	1
14838at7399	2
14841at7399	3
14842at7399	10
14848at7399	0
14849at7399	0
14854at7399	0
14863at7399	0
14871at7399	5
14872at7399	0
14877at7399	0
14878at7399	0
14884at7399	2
14886at7399	0
14888at7399	0
14889at7399	8
14895at7399	0
14897at7399	1
14903at7399	2
14906at7399	0
14916at7399	1
14920at7399	1
14923at7399	1
14924at7399	0
14926at7399	0
14927at7399	3
14929at7399	0
14930at7399	0
14935at7399	2
14937at7399	0
14938at7399	2
14940at7399	0
14946at7399	1
14949at7399	0
14951at7399	2
14952at7399	1
14955at7399	2
14959at7399	0
14961at7399	0
14969at7399	1
14970at7399	3
14972at7399	2
14979at7399	0
14980at7399	1
14982at7399	1
14985at7399	4
14986at7399	0
14989at7399	0
14996at7399	0
15001at7399	2
15002at7399	0
15006at7399	0
15008at7399	0
15009at7399	1
15011at7399	8
15015at7399	0
15017at7399	0
15029at7399	2
15032at7399	0
15040at7399	0
15042at7399	0
15043at7399	0
15048at7399	0
15052at7399	0
15053at7399	0
15054at7399	1
15060at7399	0
15062at7399	1
15063at7399	6
15065at7399	0
15071at7399	1
15089at7399	0
15093at7399	3
15099at7399	1
15101at7399	9
15103at7399	1
15104at7399	0
15105at7399	0
15115at7399	3
15116at7399	2
15120at7399	0
15123at7399	1
15128at7399	3
15129at7399	0
15132at7399	0
15138at7399	0
15140at7399	0
15141at7399	0
15142at7399	0
15144at7399	0
15145at7399	0
15147at7399	0
15150at7399	6
15152at7399	0
15157at7399	1
15165at7399	0
15172at7399	1
15174at7399	2
15186at7399	1
15187at7399	1
15192at7399	0
15199at7399	1
15200at7399	0
15204at7399	2
15206at7399	2
15208at7399	0
15210at7399	1
15214at7399	1
15215at7399	0
15222at7399	0
15223at7399	0
15229at7399	0
15230at7399	0
15233at7399	2
15237at7399	0
15240at7399	2
15245at7399	0
15248at7399	1
15250at7399	2
15256at7399	1
15259at7399	1
15264at7399	0
15267at7399	0
15274at7399	1
15275at7399	3
15279at7399	7
15280at7399	0
15283at7399	0
15287at7399	2
15290at7399	4
15293at7399	0
15294at7399	2
15295at7399	0
15300at7399	1
15304at7399	0
15305at7399	1
15309at7399	0
15314at7399	1
15319at7399	0
15320at7399	0
15322at7399	0
15331at7399	1
15336at7399	0
15338at7399	1
15339at7399	2
15340at7399	0
15342at7399	0
15361at7399	3
15362at7399	1
15366at7399	2
15367at7399	3
15373at7399	0
15377at7399	0
15380at7399	0
15386at7399	15
15388at7399	2
15391at7399	0
15392at7399	0
15395at7399	0
15402at7399	2
15406at7399	6
15414at7399	2
15420at7399	2
15421at7399	1
15422at7399	3
15429at7399	0
15430at7399	2
15431at7399	0
15432at7399	0
15438at7399	1
15439at7399	1
15441at7399	2
15444at7399	0
15445at7399	3
15447at7399	0
15450at7399	0
15456at7399	3
15457at7399	1
15459at7399	0
15465at7399	1
15467at7399	1
15474at7399	0
15475at7399	0
15481at7399	5
15482at7399	0
15484at7399	1
15489at7399	1
15495at7399	0
15497at7399	0
15504at7399	0
15506at7399	0
15507at7399	0
15514at7399	4
15516at7399	0
15521at7399	0
15522at7399	0
15528at7399	2
15531at7399	1
15532at7399	1
15536at7399	0
15539at7399	1
15542at7399	0
15543at7399	3
15551at7399	1
15553at7399	0
15556at7399	0
15558at7399	2
15562at7399	0
15585at7399	0
15586at7399	2
15587at7399	3
15589at7399	1
15602at7399	2
15603at7399	1
15605at7399	2
15611at7399	0
15616at7399	2
15619at7399	4
15623at7399	1
15628at7399	0
15630at7399	0
15633at7399	1
15638at7399	1
15639at7399	1
15644at7399	0
15649at7399	0
15656at7399	0
15659at7399	0
15661at7399	0
15665at7399	0
15668at7399	1
15671at7399	15
15672at7399	0
15673at7399	2
15679at7399	3
15681at7399	0
15683at7399	0
15684at7399	0
15686at7399	1
15687at7399	0
15690at7399	1
15691at7399	1
15696at7399	0
15700at7399	1
15703at7399	2
15707at7399	1
15713at7399	8
15716at7399	0
15717at7399	1
15722at7399	0
15730at7399	0
15732at7399	1
15736at7399	0
15737at7399	0
15739at7399	1
15744at7399	1
15746at7399	0
15747at7399	1
15749at7399	0
15750at7399	0
15752at7399	0
15753at7399	7
15757at7399	1
15762at7399	12
15763at7399	2
15764at7399	0
15765at7399	1
15766at7399	1
15769at7399	0
15770at7399	2
15771at7399	1
15773at7399	1
15780at7399	1
15782at7399	1
15787at7399	1
15788at7399	0
15795at7399	0
15800at7399	0
15801at7399	0
15802at7399	1
15803at7399	0
15808at7399	1
15809at7399	1
15822at7399	0
15829at7399	1
15830at7399	0
15835at7399	0
15841at7399	0
15846at7399	1
15850at7399	2
15852at7399	0
15855at7399	1
15858at7399	0
15862at7399	1
15865at7399	0
15872at7399	3
15876at7399	0
15879at7399	0
15880at7399	1
15884at7399	1
15890at7399	1
15892at7399	0
15895at7399	1
15899at7399	0
15903at7399	0
15908at7399	0
15909at7399	0
15911at7399	0
15914at7399	1
15919at7399	3
15920at7399	10
15928at7399	1
15930at7399	0
15935at7399	0
15937at7399	1
15939at7399	0
15941at7399	2
15950at7399	1
15958at7399	0
15962at7399	0
15963at7399	0
15967at7399	1
15970at7399	2
15972at7399	2
15973at7399	0
15979at7399	2
15988at7399	1
15989at7399	0
15993at7399	1
15996at7399	2
15997at7399	0
15998at7399	2
15999at7399	4
16003at7399	2
16004at7399	0
16005at7399	2
16007at7399	6
16010at7399	1
16011at7399	1
16012at7399	2
16014at7399	3
16022at7399	1
16041at7399	1
16047at7399	0
16048at7399	0
16050at7399	1
16058at7399	0
16059at7399	4
16069at7399	3
16077at7399	0
16083at7399	0
16094at7399	0
16095at7399	0
16101at7399	1
16102at7399	1
16107at7399	0
16108at7399	1
16110at7399	1
16112at7399	0
16116at7399	0
16122at7399	1
16133at7399	1
16136at7399	1
16137at7399	4
16138at7399	0
16141at7399	0
16142at7399	0
16153at7399	1
16164at7399	1
16165at7399	1
16166at7399	1
16167at7399	0
16170at7399	5
16173at7399	0
16175at7399	0
16183at7399	0
16186at7399	1
16187at7399	0
16191at7399	1
16202at7399	2
16207at7399	1
16215at7399	0
16222at7399	0
16223at7399	2
16226at7399	4
16230at7399	0
16232at7399	0
16233at7399	1
16235at7399	0
16236at7399	2
16237at7399	0
16243at7399	0
16246at7399	2
16247at7399	0
16250at7399	2
16254at7399	5
16255at7399	0
16256at7399	7
16257at7399	0
16261at7399	0
16264at7399	0
16270at7399	1
16272at7399	2
16277at7399	3
16278at7399	0
16280at7399	0
16282at7399	3
16283at7399	0
16285at7399	0
16287at7399	2
16289at7399	1
16293at7399	3
16295at7399	1
16299at7399	0
16304at7399	0
16306at7399	1
16310at7399	0
16312at7399	1
16314at7399	0
16317at7399	3
16323at7399	0
16327at7399	11
16329at7399	0
16332at7399	0
16337at7399	0
16340at7399	1
16341at7399	2
16347at7399	0
16350at7399	0
16353at7399	1
16358at7399	6
16359at7399	0
16360at7399	7
16361at7399	1
16362at7399	0
16363at7399	0
16364at7399	1
16365at7399	1
16366at7399	0
16367at7399	0
16369at7399	0
16371at7399	1
16372at7399	2
16374at7399	3
16379at7399	1
16390at7399	0
16391at7399	0
16392at7399	0
16393at7399	0
16394at7399	2
16401at7399	0
16402at7399	16
16404at7399	2
16406at7399	1
16407at7399	0
16408at7399	1
16412at7399	4
16415at7399	2
16417at7399	3
16425at7399	2
16426at7399	1
16427at7399	1
16433at7399	0
16435at7399	0
16436at7399	0
16437at7399	0
16439at7399	0
16446at7399	2
16453at7399	1
16455at7399	0
16457at7399	1
16459at7399	1
16460at7399	0
16461at7399	0
16471at7399	2
16472at7399	1
16474at7399	2
16476at7399	1
16487at7399	0
16494at7399	3
16496at7399	4
16501at7399	0
16502at7399	0
16511at7399	4
16514at7399	0
16517at7399	0
16520at7399	0
16522at7399	0
16526at7399	2
16527at7399	0
16533at7399	0
16534at7399	0
16535at7399	2
16536at7399	1
16538at7399	0
16540at7399	2
16543at7399	0
16549at7399	0
16554at7399	5
16555at7399	2
16567at7399	0
16568at7399	3
16569at7399	0
16572at7399	14
16575at7399	1
16581at7399	1
16587at7399	0
16588at7399	1
16593at7399	6
16595at7399	0
16597at7399	4
16599at7399	0
16605at7399	0
16609at7399	0
16614at7399	1
16616at7399	0
16617at7399	1
16620at7399	0
16621at7399	0
16628at7399	0
16633at7399	1
16634at7399	2
16639at7399	3
16640at7399	1
16643at7399	0
16653at7399	0
16661at7399	0
16662at7399	0
16669at7399	0
16675at7399	1
16685at7399	3
16687at7399	0
16688at7399	1
16701at7399	0
16705at7399	3
16711at7399	0
16713at7399	0
16722at7399	1
16730at7399	0
16734at7399	0
16735at7399	1
16736at7399	0
16737at7399	1
16738at7399	3
16746at7399	0
16747at7399	2
16749at7399	2
16751at7399	0
16752at7399	1
16755at7399	0
16757at7399	1
16759at7399	0
16761at7399	2
16765at7399	2
16766at7399	0
16767at7399	0
16768at7399	0
16772at7399	2
16773at7399	1
16776at7399	0
16777at7399	0
16780at7399	1
16781at7399	0
16784at7399	0
16792at7399	1
16793at7399	0
16794at7399	1
16796at7399	1
16816at7399	1
16823at7399	0
16828at7399	0
16830at7399	0
16838at7399	1
16839at7399	0
16843at7399	0
16846at7399	6
16849at7399	1
16853at7399	1
16854at7399	0
16855at7399	0
16857at7399	0
16860at7399	5
16865at7399	2
16867at7399	0
16868at7399	0
16871at7399	1
16877at7399	0
16878at7399	1
16879at7399	0
16884at7399	6
16885at7399	1
16894at7399	1
16895at7399	0
16899at7399	0
16902at7399	1
16906at7399	2
16907at7399	0
16910at7399	4
16911at7399	0
16912at7399	1
16913at7399	1
16919at7399	2
16921at7399	1
16930at7399	0
16935at7399	1
16936at7399	0
16937at7399	0
16942at7399	7
16943at7399	0
16946at7399	11
16950at7399	0
16954at7399	2
16956at7399	1
16959at7399	1
16962at7399	3
16964at7399	4
16967at7399	0
16973at7399	0
16979at7399	0
16981at7399	1
16989at7399	2
16994at7399	0
16996at7399	3
16997at7399	1
16998at7399	0
16999at7399	0
17000at7399	0
17007at7399	1
17009at7399	0
17015at7399	1
17017at7399	16
17018at7399	3
17020at7399	1
17021at7399	1
17022at7399	0
17025at7399	1
17027at7399	1
17028at7399	0
17033at7399	1
17034at7399	0
17035at7399	1
17037at7399	2
17041at7399	1
17042at7399	0
17043at7399	10
17045at7399	0
17046at7399	1
17048at7399	0
17049at7399	0
17050at7399	0
17053at7399	1
17063at7399	0
17065at7399	1
17067at7399	2
17087at7399	4
17089at7399	0
17094at7399	2
17098at7399	2
17099at7399	0
17102at7399	1
17113at7399	0
17121at7399	3
17123at7399	1
17125at7399	0
17126at7399	0
17128at7399	1
17132at7399	2
17134at7399	2
17139at7399	1
17143at7399	0
17148at7399	1
17151at7399	1
17153at7399	0
17157at7399	0
17158at7399	0
17160at7399	0
17161at7399	0
17162at7399	3
17165at7399	1
17167at7399	2
17169at7399	0
17182at7399	0
17189at7399	2
17200at7399	1
17205at7399	6
17208at7399	2
17216at7399	0
17231at7399	1
17233at7399	4
17234at7399	0
17238at7399	5
17241at7399	0
17244at7399	0
17254at7399	0
17256at7399	2
17258at7399	8
17267at7399	0
17274at7399	0
17277at7399	0
17281at7399	2
17295at7399	0
17297at7399	1
17301at7399	0
17302at7399	0
17310at7399	0
17311at7399	1
17317at7399	0
17325at7399	0
17329at7399	12
17333at7399	0
17339at7399	7
17342at7399	0
17348at7399	0
17350at7399	0
17356at7399	8
17357at7399	1
17365at7399	0
17370at7399	1
17371at7399	0
17384at7399	0
17386at7399	5
17389at7399	0
17396at7399	0
17410at7399	2
17411at7399	1
17417at7399	0
17418at7399	0
17419at7399	2
17420at7399	0
17423at7399	0
17425at7399	0
17428at7399	2
17430at7399	0
17434at7399	0
17445at7399	5
17449at7399	0
17450at7399	2
17456at7399	2
17463at7399	1
17466at7399	0
17467at7399	3
17469at7399	0
17472at7399	1
17480at7399	2
17485at7399	0
17486at7399	0
17492at7399	1
17496at7399	1
17497at7399	0
17498at7399	2
17499at7399	0
17503at7399	0
17504at7399	12
17505at7399	0
17506at7399	1
17508at7399	3
17509at7399	2
17512at7399	0
17520at7399	1
17521at7399	0
17525at7399	1
17529at7399	6
17530at7399	3
17534at7399	1
17536at7399	0
17545at7399	0
17555at7399	2
17561at7399	0
17562at7399	0
17564at7399	1
17570at7399	9
17572at7399	1
17574at7399	1
17575at7399	2
17577at7399	2
17578at7399	0
17581at7399	0
17583at7399	0
17587at7399	2
17591at7399	0
17593at7399	1
17598at7399	5
17600at7399	2
17602at7399	0
17603at7399	3
17604at7399	1
17608at7399	0
17609at7399	1
17621at7399	1
17635at7399	0
17638at7399	1
17644at7399	1
17650at7399	0
17652at7399	7
17656at7399	0
17657at7399	1
17661at7399	1
17663at7399	1
17665at7399	2
17666at7399	0
17677at7399	1
17681at7399	1
17683at7399	0
17684at7399	1
17692at7399	0
17694at7399	0
17697at7399	0
17700at7399	1
17702at7399	1
17703at7399	0
17704at7399	6
17721at7399	0
17728at7399	0
17730at7399	0
17732at7399	1
17735at7399	1
17743at7399	0
17749at7399	0
17750at7399	0
17752at7399	1
17753at7399	0
17757at7399	2
17759at7399	14
17761at7399	5
17764at7399	2
17768at7399	1
17771at7399	0
17775at7399	1
17776at7399	0
17777at7399	1
17779at7399	1
17787at7399	0
17790at7399	0
17797at7399	0
17800at7399	0
17801at7399	2
17803at7399	1
17804at7399	0
17815at7399	2
