orthogroup	LCA
MZ22508908	7
MZ22508911	6
MZ22508913	7
MZ22508914	7
MZ22508916	7
MZ22508917	7
MZ22508918	7
MZ22508920	7
MZ22508921	7
MZ22508926	7
MZ22508927	7
MZ22508928	7
MZ22508930	7
MZ22508931	7
MZ22508933	7
MZ22508935	7
MZ22508939	7
MZ22508945	7
MZ22508946	7
MZ22508948	7
MZ22508950	7
MZ22508951	7
MZ22508956	7
MZ22508957	7
MZ22508960	6
MZ22508962	7
MZ22508966	7
MZ22508972	7
MZ22508974	7
MZ22508977	7
MZ22508978	7
MZ22508984	7
MZ22508985	7
MZ22508987	7
MZ22508990	7
MZ22508992	7
MZ22508994	7
MZ22508996	7
MZ22508998	7
MZ22508999	7
MZ22509000	7
MZ22509001	6
MZ22509005	6
MZ22509012	7
MZ22509017	7
MZ22509018	7
MZ22509019	7
MZ22509021	7
MZ22509022	7
MZ22509024	7
MZ22509025	7
MZ22509027	7
MZ22509029	7
MZ22509033	7
MZ22509034	7
MZ22509035	7
MZ22509039	7
MZ22509041	7
MZ22509046	7
MZ22509048	7
MZ22509051	7
MZ22509052	7
MZ22509053	7
MZ22509054	7
MZ22509055	7
MZ22509060	7
MZ22509062	7
MZ22509067	7
MZ22509074	7
MZ22509077	7
MZ22509078	7
MZ22509079	7
MZ22509082	7
MZ22509083	7
MZ22509084	6
MZ22509089	7
MZ22509091	7
MZ22509094	7
MZ22509097	7
MZ22509103	7
MZ22509105	7
MZ22509107	7
MZ22509111	7
MZ22509112	7
MZ22509113	7
MZ22509115	7
MZ22509118	6
MZ22509120	7
MZ22509126	7
MZ22509128	7
MZ22509130	7
MZ22509134	7
MZ22509135	7
MZ22509136	7
MZ22509138	7
MZ22509140	7
MZ22509141	7
MZ22509144	7
MZ22509145	7
MZ22509146	7
MZ22509148	7
MZ22509149	7
MZ22509152	7
MZ22509153	7
MZ22509154	7
MZ22509160	7
MZ22509161	7
MZ22509162	7
MZ22509166	7
MZ22509167	7
MZ22509168	7
MZ22509169	7
MZ22509174	7
MZ22509175	7
MZ22509176	7
MZ22509177	7
MZ22509178	7
MZ22509180	7
MZ22509181	7
MZ22509182	7
MZ22509185	7
MZ22509188	7
MZ22509190	7
MZ22509191	7
MZ22509192	7
MZ22509194	7
MZ22509195	7
MZ22509196	6
MZ22509200	7
MZ22509201	7
MZ22509202	7
MZ22509208	7
MZ22509209	7
MZ22509210	7
MZ22509211	7
MZ22509215	7
MZ22509216	7
MZ22509217	7
MZ22509219	7
MZ22509221	7
MZ22509222	7
MZ22509223	6
MZ22509224	6
MZ22509225	7
MZ22509227	7
MZ22509229	7
MZ22509232	7
MZ22509234	7
MZ22509235	7
MZ22509237	7
MZ22509239	7
MZ22509241	7
MZ22509243	7
MZ22509246	7
MZ22509248	7
MZ22509249	7
MZ22509252	7
MZ22509255	7
MZ22509257	7
MZ22509264	7
MZ22509266	7
MZ22509270	7
MZ22509273	7
MZ22509274	7
MZ22509276	7
MZ22509280	7
MZ22509282	7
MZ22509283	7
MZ22509286	7
MZ22509291	7
MZ22509293	7
MZ22509294	7
MZ22509295	7
MZ22509298	7
MZ22509299	7
MZ22509302	7
MZ22509303	7
MZ22509305	7
MZ22509306	7
MZ22509307	7
MZ22509310	7
MZ22509311	7
MZ22509312	7
MZ22509314	7
MZ22509316	7
MZ22509318	7
MZ22509319	7
MZ22509320	7
MZ22509321	7
MZ22509322	7
MZ22509323	7
MZ22509324	7
MZ22509326	7
MZ22509327	7
MZ22509330	6
MZ22509333	7
MZ22509336	7
MZ22509337	7
MZ22509338	7
MZ22509342	7
MZ22509345	7
MZ22509347	7
MZ22509350	7
MZ22509354	7
MZ22509356	7
MZ22509357	7
MZ22509358	7
MZ22509364	7
MZ22509365	7
MZ22509368	7
MZ22509372	6
MZ22509373	6
MZ22509375	7
MZ22509376	7
MZ22509377	7
MZ22509379	7
MZ22509381	7
MZ22509382	7
MZ22509383	7
MZ22509384	7
MZ22509388	7
MZ22509389	7
MZ22509392	7
MZ22509393	7
MZ22509394	7
MZ22509397	7
MZ22509401	7
MZ22509403	7
MZ22509405	7
MZ22509408	7
MZ22509412	7
MZ22509416	7
MZ22509417	7
MZ22509421	7
MZ22509422	7
MZ22509423	7
MZ22509424	7
MZ22509427	7
MZ22509429	7
MZ22509430	7
MZ22509432	7
MZ22509434	7
MZ22509435	7
MZ22509436	7
MZ22509437	7
MZ22509440	7
MZ22509441	7
MZ22509444	7
MZ22509447	7
MZ22509448	7
MZ22509450	7
MZ22509451	7
MZ22509453	7
MZ22509454	6
MZ22509456	7
MZ22509462	7
MZ22509466	7
MZ22509468	7
MZ22509469	7
MZ22509470	7
MZ22509473	7
MZ22509478	7
MZ22509483	7
MZ22509485	7
MZ22509486	6
MZ22509487	7
MZ22509488	7
MZ22509492	6
MZ22509494	7
MZ22509495	7
MZ22509496	7
MZ22509497	7
MZ22509498	7
MZ22509502	7
MZ22509503	7
MZ22509506	7
MZ22509507	7
MZ22509508	7
MZ22509510	7
MZ22509511	7
MZ22509514	7
MZ22509515	7
MZ22509516	7
MZ22509518	7
MZ22509519	7
MZ22509520	7
MZ22509521	6
MZ22509523	6
MZ22509524	7
MZ22509525	7
MZ22509526	7
MZ22509535	7
MZ22509536	7
MZ22509537	7
MZ22509538	7
MZ22509542	7
MZ22509543	7
MZ22509545	7
MZ22509548	7
MZ22509550	7
MZ22509551	7
MZ22509552	7
MZ22509555	7
MZ22509560	7
MZ22509562	7
MZ22509566	7
MZ22509568	7
MZ22509570	7
MZ22509573	7
MZ22509574	7
MZ22509576	7
MZ22509577	7
MZ22509581	7
MZ22509585	7
MZ22509586	7
MZ22509591	7
MZ22509592	7
MZ22509596	7
MZ22509599	7
MZ22509600	7
MZ22509601	7
MZ22509603	7
MZ22509605	7
MZ22509608	7
MZ22509609	7
MZ22509610	7
MZ22509611	7
MZ22509612	7
MZ22509618	7
MZ22509619	7
MZ22509621	7
MZ22509623	7
MZ22509625	7
MZ22509626	7
MZ22509628	7
MZ22509629	7
MZ22509632	7
MZ22509633	7
MZ22509635	7
MZ22509638	7
MZ22509642	7
MZ22509643	7
MZ22509644	7
MZ22509647	7
MZ22509650	7
MZ22509651	7
MZ22509652	7
MZ22509654	7
MZ22509656	7
MZ22509657	7
MZ22509658	7
MZ22509659	7
MZ22509661	7
MZ22509663	7
MZ22509664	7
MZ22509666	7
MZ22509669	7
MZ22509673	7
MZ22509675	7
MZ22509676	7
MZ22509677	7
MZ22509679	7
MZ22509681	7
MZ22509683	7
MZ22509686	7
MZ22509687	7
MZ22509692	7
MZ22509695	7
MZ22509697	7
MZ22509698	7
MZ22509699	7
MZ22509701	7
MZ22509702	7
MZ22509703	7
MZ22509704	7
MZ22509705	7
MZ22509706	7
MZ22509707	7
MZ22509712	7
MZ22509715	7
MZ22509716	7
MZ22509719	7
MZ22509722	7
MZ22509723	7
MZ22509724	7
MZ22509725	7
MZ22509729	7
MZ22509730	7
MZ22509731	7
MZ22509734	7
MZ22509741	7
MZ22509743	7
MZ22509745	7
MZ22509749	7
MZ22509751	7
MZ22509753	7
MZ22509755	7
MZ22509756	7
MZ22509757	7
MZ22509759	7
MZ22509760	7
MZ22509762	7
MZ22509766	7
MZ22509767	7
MZ22509770	7
MZ22509774	7
MZ22509775	7
MZ22509778	7
MZ22509779	7
MZ22509780	7
MZ22509782	7
MZ22509783	7
MZ22509784	7
MZ22509786	7
MZ22509787	7
MZ22509788	7
MZ22509789	7
MZ22509791	7
MZ22509792	7
MZ22509793	7
MZ22509794	7
MZ22509798	6
MZ22509799	7
MZ22509802	7
MZ22509803	7
MZ22509804	7
MZ22509806	7
MZ22509807	7
MZ22509810	7
MZ22509814	7
MZ22509817	7
MZ22509818	7
MZ22509821	7
MZ22509823	7
MZ22509824	7
MZ22509825	7
MZ22509827	7
MZ22509831	7
MZ22509832	7
MZ22509836	7
MZ22509839	7
MZ22509841	7
MZ22509842	7
MZ22509845	7
MZ22509846	7
MZ22509848	7
MZ22509853	7
MZ22509854	7
MZ22509856	7
MZ22509857	7
MZ22509858	7
MZ22509859	7
MZ22509860	7
MZ22509862	7
MZ22509864	7
MZ22509865	7
MZ22509866	7
MZ22509867	7
MZ22509869	7
MZ22509870	6
MZ22509872	7
MZ22509873	7
MZ22509874	7
MZ22509879	6
MZ22509883	7
MZ22509884	6
MZ22509885	7
MZ22509888	6
MZ22509889	7
MZ22509892	7
MZ22509894	7
MZ22509896	7
MZ22509900	7
MZ22509903	7
MZ22509905	7
MZ22509906	7
MZ22509907	7
MZ22509909	7
MZ22509911	7
MZ22509914	6
MZ22509916	7
MZ22509918	7
MZ22509919	7
MZ22509920	7
MZ22509921	7
MZ22509926	7
MZ22509930	7
MZ22509933	7
MZ22509936	7
MZ22509937	7
MZ22509938	7
MZ22509940	7
MZ22509942	7
MZ22509943	7
MZ22509945	7
MZ22509946	6
MZ22509948	7
MZ22509949	7
MZ22509951	7
MZ22509952	6
MZ22509954	6
MZ22509959	7
MZ22509960	7
MZ22509962	7
MZ22509964	7
MZ22509970	7
MZ22509973	7
MZ22509977	7
MZ22509978	7
MZ22509979	7
MZ22509983	6
MZ22509987	7
MZ22509988	7
MZ22509990	7
MZ22509992	7
MZ22509993	7
MZ22509994	7
MZ22509995	7
MZ22509997	7
MZ22509999	7
MZ22510000	7
MZ22510001	6
MZ22510002	7
MZ22510004	7
MZ22510005	7
MZ22510007	7
MZ22510008	7
MZ22510009	7
MZ22510011	7
MZ22510014	7
MZ22510016	7
MZ22510017	7
MZ22510021	7
MZ22510026	7
MZ22510027	7
MZ22510028	7
MZ22510029	7
MZ22510033	7
MZ22510035	7
MZ22510036	7
MZ22510039	7
MZ22510041	6
MZ22510042	7
MZ22510047	7
MZ22510049	7
MZ22510054	7
MZ22510057	7
MZ22510059	7
MZ22510060	7
MZ22510061	7
MZ22510063	7
MZ22510064	7
MZ22510067	7
MZ22510068	7
MZ22510069	7
MZ22510071	7
MZ22510072	7
MZ22510073	7
MZ22510076	7
MZ22510078	7
MZ22510081	7
MZ22510083	7
MZ22510085	7
MZ22510086	7
MZ22510088	7
MZ22510089	7
MZ22510092	7
MZ22510098	7
MZ22510104	7
MZ22510107	7
MZ22510110	7
MZ22510111	7
MZ22510112	7
MZ22510113	7
MZ22510115	7
MZ22510117	7
MZ22510119	7
MZ22510122	7
MZ22510123	7
MZ22510125	6
MZ22510127	7
MZ22510128	7
MZ22510129	7
MZ22510133	7
MZ22510134	7
MZ22510136	7
MZ22510140	7
MZ22510145	7
MZ22510146	7
MZ22510148	7
MZ22510151	7
MZ22510154	7
MZ22510155	7
MZ22510156	7
MZ22510157	7
MZ22510160	7
MZ22510161	7
MZ22510163	7
MZ22510165	7
MZ22510168	7
MZ22510169	7
MZ22510171	7
MZ22510172	7
MZ22510173	7
MZ22510174	7
MZ22510175	7
MZ22510178	7
MZ22510179	7
MZ22510181	7
MZ22510184	7
MZ22510185	7
MZ22510187	7
MZ22510188	7
MZ22510193	7
MZ22510194	7
MZ22510196	7
MZ22510197	7
MZ22510198	7
MZ22510199	7
MZ22510200	6
MZ22510201	7
MZ22510203	7
MZ22510205	7
MZ22510208	7
MZ22510210	7
MZ22510216	6
MZ22510220	7
MZ22510222	7
MZ22510225	7
MZ22510227	7
MZ22510231	7
MZ22510234	7
MZ22510235	7
MZ22510240	7
MZ22510241	7
MZ22510243	7
MZ22510244	7
MZ22510249	7
MZ22510250	7
MZ22510251	7
MZ22510252	7
MZ22510254	7
MZ22510257	7
MZ22510260	7
MZ22510261	7
MZ22510262	7
MZ22510264	7
MZ22510265	7
MZ22510268	7
MZ22510271	7
MZ22510272	7
MZ22510274	7
MZ22510277	6
MZ22510279	7
MZ22510281	7
MZ22510283	7
MZ22510286	7
MZ22510288	7
MZ22510291	7
MZ22510292	7
MZ22510293	7
MZ22510294	7
MZ22510295	7
MZ22510296	7
MZ22510298	7
MZ22510299	7
MZ22510300	7
MZ22510301	7
MZ22510302	7
MZ22510303	7
MZ22510305	7
MZ22510306	7
MZ22510307	7
MZ22510308	7
MZ22510313	7
MZ22510316	6
MZ22510317	7
MZ22510319	7
MZ22510320	7
MZ22510321	7
MZ22510322	6
MZ22510326	7
MZ22510328	6
MZ22510331	7
MZ22510333	7
MZ22510334	6
MZ22510337	7
MZ22510339	7
MZ22510343	7
MZ22510345	7
MZ22510346	7
MZ22510347	7
MZ22510349	7
MZ22510351	7
MZ22510353	7
MZ22510354	7
MZ22510356	7
MZ22510359	7
MZ22510360	7
MZ22510362	7
MZ22510365	7
MZ22510366	7
MZ22510369	7
MZ22510379	7
MZ22510382	7
MZ22510385	7
MZ22510387	7
MZ22510390	7
MZ22510391	7
MZ22510392	7
MZ22510394	7
MZ22510396	7
MZ22510397	7
MZ22510398	7
MZ22510401	7
MZ22510403	7
MZ22510404	7
MZ22510405	7
MZ22510406	7
MZ22510408	7
MZ22510411	7
MZ22510414	7
MZ22510417	7
MZ22510419	7
MZ22510423	7
MZ22510424	7
MZ22510426	7
MZ22510427	7
MZ22510428	7
MZ22510429	7
MZ22510435	7
MZ22510437	7
MZ22510438	7
MZ22510440	7
MZ22510443	7
MZ22510444	7
MZ22510445	7
MZ22510446	7
MZ22510447	6
MZ22510450	7
MZ22510451	7
MZ22510452	7
MZ22510453	7
MZ22510454	6
MZ22510455	7
MZ22510457	7
MZ22510460	7
MZ22510463	7
MZ22510465	7
MZ22510466	7
MZ22510469	7
MZ22510472	7
MZ22510473	7
MZ22510477	7
MZ22510478	7
MZ22510480	7
MZ22510482	7
MZ22510483	7
MZ22510484	7
MZ22510487	7
MZ22510489	7
MZ22510492	7
MZ22510493	7
MZ22510495	7
MZ22510496	7
MZ22510498	7
MZ22510499	7
MZ22510508	7
MZ22510511	7
MZ22510515	7
MZ22510516	7
MZ22510519	7
MZ22510529	7
MZ22510530	7
MZ22510533	7
MZ22510534	7
MZ22510535	7
MZ22510537	7
MZ22510538	7
MZ22510539	7
MZ22510540	7
MZ22510542	7
MZ22510543	7
MZ22510544	7
MZ22510548	7
MZ22510550	7
MZ22510556	7
MZ22510560	7
MZ22510561	7
MZ22510562	7
MZ22510566	7
MZ22510567	7
MZ22510568	7
MZ22510569	7
MZ22510570	7
MZ22510572	7
MZ22510573	7
MZ22510574	7
MZ22510575	7
MZ22510583	7
MZ22510585	7
MZ22510586	7
MZ22510589	7
MZ22510591	7
MZ22510592	7
MZ22510593	6
MZ22510594	7
MZ22510595	7
MZ22510596	7
MZ22510599	7
MZ22510604	7
MZ22510610	7
MZ22510612	7
MZ22510617	7
MZ22510619	7
MZ22510624	7
MZ22510625	7
MZ22510626	7
MZ22510629	7
MZ22510630	7
MZ22510631	7
MZ22510632	7
MZ22510633	7
MZ22510635	7
MZ22510642	7
MZ22510643	7
MZ22510644	7
MZ22510647	7
MZ22510649	7
MZ22510653	7
MZ22510657	7
MZ22510658	7
MZ22510659	7
MZ22510662	7
MZ22510664	7
MZ22510668	7
MZ22510669	7
MZ22510671	7
MZ22510675	7
MZ22510677	7
MZ22510680	7
MZ22510682	7
MZ22510684	7
MZ22510687	7
MZ22510688	7
MZ22510689	7
MZ22510691	7
MZ22510694	7
MZ22510695	7
MZ22510699	7
MZ22510700	7
MZ22510701	7
MZ22510704	7
MZ22510706	7
MZ22510707	7
MZ22510709	7
MZ22510713	7
MZ22510716	7
MZ22510721	7
MZ22510732	7
MZ22510734	7
MZ22510738	7
MZ22510740	7
MZ22510742	7
MZ22510743	7
MZ22510744	7
MZ22510745	7
MZ22510748	7
MZ22510751	7
MZ22510753	7
MZ22510755	7
MZ22510756	7
MZ22510759	7
MZ22510761	7
MZ22510763	7
MZ22510764	7
MZ22510765	7
MZ22510766	7
MZ22510768	7
MZ22510769	7
MZ22510771	6
MZ22510773	7
MZ22510775	7
MZ22510778	7
MZ22510782	7
MZ22510784	7
MZ22510786	7
MZ22510787	7
MZ22510789	7
MZ22510790	7
MZ22510791	7
MZ22510793	7
MZ22510794	7
MZ22510795	7
MZ22510798	7
MZ22510799	7
MZ22510801	7
MZ22510802	7
MZ22510804	7
MZ22510805	7
MZ22510807	7
MZ22510808	7
MZ22510812	7
MZ22510816	7
MZ22510817	7
MZ22510820	7
MZ22510822	7
MZ22510827	7
MZ22510828	7
MZ22510830	7
MZ22510832	7
MZ22510833	7
MZ22510834	7
MZ22510836	7
MZ22510837	7
MZ22510840	7
MZ22510841	7
MZ22510845	7
MZ22510847	7
MZ22510850	7
MZ22510852	7
MZ22510854	7
MZ22510855	7
MZ22510856	7
MZ22510857	7
MZ22510859	7
MZ22510860	7
MZ22510861	7
MZ22510862	7
MZ22510863	7
MZ22510864	7
MZ22510865	7
MZ22510870	7
MZ22510872	7
MZ22510879	7
MZ22510881	7
MZ22510883	6
MZ22510885	7
MZ22510887	7
MZ22510890	7
MZ22510891	6
MZ22510894	7
MZ22510895	7
MZ22510900	7
MZ22510902	7
MZ22510906	7
MZ22510907	7
MZ22510908	7
MZ22510912	7
MZ22510913	7
MZ22510915	7
MZ22510916	7
MZ22510917	7
MZ22510919	7
MZ22510921	7
MZ22510924	7
MZ22510925	7
MZ22510926	7
MZ22510927	7
MZ22510930	6
MZ22510933	7
MZ22510934	6
MZ22510935	7
MZ22510937	7
MZ22510939	7
MZ22510940	7
MZ22510942	7
MZ22510946	7
MZ22510955	7
MZ22510956	7
MZ22510958	6
MZ22510959	7
MZ22510961	7
MZ22510964	7
MZ22510966	7
MZ22510968	7
MZ22510969	7
MZ22510970	6
MZ22510971	7
MZ22510972	7
MZ22510973	7
MZ22510974	7
MZ22510975	7
MZ22510978	6
MZ22510979	7
MZ22510981	7
MZ22510982	7
MZ22510984	7
MZ22510986	7
MZ22510987	7
MZ22510990	7
MZ22510991	7
MZ22510992	7
MZ22510994	7
MZ22510999	7
MZ22511002	6
MZ22511003	7
MZ22511004	6
MZ22511008	7
MZ22511009	7
MZ22511010	7
MZ22511011	7
MZ22511014	7
MZ22511016	7
MZ22511017	7
MZ22511020	7
MZ22511023	7
MZ22511024	7
MZ22511025	7
MZ22511027	7
MZ22511029	7
MZ22511030	7
MZ22511039	6
MZ22511041	7
MZ22511043	7
MZ22511044	7
MZ22511047	7
MZ22511049	7
MZ22511052	7
MZ22511054	7
MZ22511055	7
MZ22511056	7
MZ22511057	7
MZ22511061	7
MZ22511062	7
MZ22511063	7
MZ22511065	7
MZ22511066	7
MZ22511067	6
MZ22511068	7
MZ22511071	7
MZ22511073	7
MZ22511078	7
MZ22511079	7
MZ22511080	7
MZ22511081	7
MZ22511082	7
MZ22511083	7
MZ22511085	7
MZ22511088	7
MZ22511090	7
MZ22511091	7
MZ22511093	7
MZ22511094	7
MZ22511096	7
MZ22511098	7
MZ22511099	7
MZ22511101	7
MZ22511102	7
MZ22511105	7
MZ22511106	7
MZ22511109	7
MZ22511113	7
MZ22511114	7
MZ22511116	6
MZ22511117	7
MZ22511118	7
MZ22511120	7
MZ22511122	7
MZ22511124	7
MZ22511125	7
MZ22511126	7
MZ22511127	7
MZ22511128	7
MZ22511129	7
MZ22511139	7
MZ22511140	7
MZ22511145	7
MZ22511146	7
MZ22511150	7
MZ22511153	7
MZ22511155	7
MZ22511156	7
MZ22511159	7
MZ22511160	7
MZ22511163	7
MZ22511164	7
MZ22511165	7
MZ22511167	7
MZ22511168	7
MZ22511170	7
MZ22511173	7
MZ22511176	7
MZ22511177	7
MZ22511178	7
MZ22511180	7
MZ22511182	7
MZ22511183	7
MZ22511185	7
MZ22511190	7
MZ22511198	6
MZ22511199	7
MZ22511203	7
MZ22511206	7
MZ22511207	7
MZ22511209	7
MZ22511211	7
MZ22511212	7
MZ22511219	7
MZ22511221	6
MZ22511224	7
MZ22511229	7
MZ22511234	7
MZ22511236	7
MZ22511237	6
MZ22511238	7
MZ22511239	7
MZ22511242	7
MZ22511244	7
MZ22511245	7
MZ22511247	7
MZ22511248	7
MZ22511249	6
MZ22511251	7
MZ22511252	7
MZ22511256	7
MZ22511257	7
MZ22511261	7
MZ22511263	7
MZ22511264	7
MZ22511265	7
MZ22511266	7
MZ22511268	7
MZ22511273	7
MZ22511274	7
MZ22511275	7
MZ22511276	7
MZ22511277	7
MZ22511278	7
MZ22511280	7
MZ22511282	7
MZ22511283	7
MZ22511284	7
MZ22511285	7
MZ22511287	7
MZ22511292	7
MZ22511293	7
MZ22511295	7
MZ22511297	7
MZ22511298	7
MZ22511299	7
MZ22511304	7
MZ22511305	7
MZ22511307	7
MZ22511308	7
MZ22511309	7
MZ22511310	7
MZ22511312	7
MZ22511316	7
MZ22511317	7
MZ22511320	7
MZ22511323	7
MZ22511324	7
MZ22511328	6
MZ22511331	7
MZ22511332	7
MZ22511334	7
MZ22511335	7
MZ22511337	7
MZ22511339	7
MZ22511340	7
MZ22511343	7
MZ22511344	7
MZ22511346	7
MZ22511349	7
MZ22511351	7
MZ22511353	7
MZ22511354	7
MZ22511355	7
MZ22511358	7
MZ22511360	7
MZ22511362	7
MZ22511363	7
MZ22511364	7
MZ22511365	7
MZ22511373	7
MZ22511375	7
MZ22511377	7
MZ22511378	7
MZ22511379	7
MZ22511380	7
MZ22511381	7
MZ22511384	7
MZ22511388	7
MZ22511390	7
MZ22511393	7
MZ22511397	7
MZ22511398	7
MZ22511399	7
MZ22511400	7
MZ22511401	7
MZ22511403	7
MZ22511404	7
MZ22511405	7
MZ22511406	7
MZ22511407	7
MZ22511409	7
MZ22511410	7
MZ22511412	7
MZ22511417	6
MZ22511420	7
MZ22511426	7
MZ22511430	7
MZ22511432	7
MZ22511438	7
MZ22511441	7
MZ22511442	7
MZ22511443	7
MZ22511444	7
MZ22511447	7
MZ22511448	7
MZ22511450	7
MZ22511454	7
MZ22511455	7
MZ22511456	7
MZ22511460	7
MZ22511462	7
MZ22511465	7
MZ22511468	7
MZ22511469	7
MZ22511470	7
MZ22511471	7
MZ22511472	7
MZ22511479	7
MZ22511480	7
MZ22511481	7
MZ22511482	7
MZ22511484	7
MZ22511485	7
MZ22511487	7
MZ22511489	7
MZ22511490	7
MZ22511491	7
MZ22511496	7
MZ22511499	7
MZ22511503	7
MZ22511504	7
MZ22511505	7
MZ22511506	7
MZ22511507	7
MZ22511508	7
MZ22511510	7
MZ22511512	7
MZ22511517	7
MZ22511518	7
MZ22511521	7
MZ22511522	7
MZ22511524	7
MZ22511525	6
MZ22511527	7
MZ22511529	7
MZ22511530	7
MZ22511532	7
MZ22511534	7
MZ22511536	7
MZ22511541	7
MZ22511545	7
MZ22511547	6
MZ22511548	7
MZ22511549	7
MZ22511552	7
MZ22511557	7
MZ22511558	7
MZ22511559	7
MZ22511560	7
MZ22511563	7
MZ22511564	7
MZ22511566	7
MZ22511567	7
MZ22511568	7
MZ22511571	7
MZ22511573	7
MZ22511574	7
MZ22511575	7
MZ22511578	7
MZ22511585	7
MZ22511586	6
MZ22511587	7
MZ22511588	7
MZ22511589	7
MZ22511590	7
MZ22511594	7
MZ22511596	7
MZ22511599	7
MZ22511601	7
MZ22511604	7
MZ22511606	7
MZ22511608	7
MZ22511610	7
MZ22511611	7
MZ22511612	7
MZ22511614	7
MZ22511615	7
MZ22511617	7
MZ22511618	7
MZ22511622	7
MZ22511624	7
MZ22511627	7
MZ22511628	7
MZ22511630	7
MZ22511633	7
MZ22511634	7
MZ22511635	7
MZ22511637	7
MZ22511640	7
MZ22511642	7
MZ22511646	7
MZ22511647	7
MZ22511648	7
MZ22511649	7
MZ22511652	7
MZ22511654	7
MZ22511655	7
MZ22511657	7
MZ22511658	7
MZ22511660	6
MZ22511662	7
MZ22511663	7
MZ22511667	7
MZ22511668	7
MZ22511670	6
MZ22511671	7
MZ22511673	7
MZ22511674	7
MZ22511678	7
MZ22511679	6
MZ22511680	7
MZ22511683	7
MZ22511684	7
MZ22511687	7
MZ22511688	6
MZ22511691	7
MZ22511693	7
MZ22511700	7
MZ22511701	7
MZ22511703	7
MZ22511706	7
MZ22511712	7
MZ22511714	7
MZ22511718	7
MZ22511720	6
MZ22511721	7
MZ22511723	7
MZ22511724	7
MZ22511729	7
MZ22511730	7
MZ22511731	7
MZ22511732	7
MZ22511734	7
MZ22511736	7
MZ22511737	7
MZ22511741	7
MZ22511745	7
MZ22511746	7
MZ22511750	7
MZ22511752	7
MZ22511756	7
MZ22511757	7
MZ22511759	7
MZ22511760	7
MZ22511762	7
MZ22511763	7
MZ22511764	7
MZ22511766	7
MZ22511767	7
MZ22511770	7
MZ22511772	7
MZ22511776	7
MZ22511778	7
MZ22511782	7
MZ22511783	7
MZ22511784	7
MZ22511785	7
MZ22511789	7
MZ22511790	7
MZ22511791	6
MZ22511792	7
MZ22511795	7
MZ22511799	7
MZ22511804	6
MZ22511806	7
MZ22511807	7
MZ22511809	7
MZ22511810	7
MZ22511812	7
MZ22511815	7
MZ22511816	7
MZ22511820	7
MZ22511822	7
MZ22511824	7
MZ22511826	7
MZ22511829	7
MZ22511833	7
MZ22511836	7
MZ22511838	7
MZ22511839	7
MZ22511841	7
MZ22511842	6
MZ22511843	7
MZ22511847	7
MZ22511848	7
MZ22511849	7
MZ22511854	7
MZ22511855	7
MZ22511856	7
MZ22511858	7
MZ22511862	7
MZ22511864	7
MZ22511865	7
MZ22511866	6
MZ22511867	7
MZ22511868	7
MZ22511869	7
MZ22511871	7
MZ22511872	7
MZ22511873	7
MZ22511874	7
MZ22511875	7
MZ22511877	7
MZ22511880	7
MZ22511885	7
MZ22511892	6
MZ22511896	7
MZ22511898	7
MZ22511899	7
MZ22511902	7
MZ22511905	7
MZ22511907	7
MZ22511908	7
MZ22511913	7
MZ22511915	7
MZ22511918	7
MZ22511919	7
MZ22511922	7
MZ22511925	7
MZ22511926	7
MZ22511929	7
MZ22511931	7
MZ22511934	7
MZ22511936	7
MZ22511940	7
MZ22511941	7
MZ22511943	7
MZ22511946	7
MZ22511948	7
MZ22511950	7
MZ22511952	7
MZ22511953	7
MZ22511954	7
MZ22511959	6
MZ22511961	7
MZ22511962	7
MZ22511963	7
MZ22511964	7
MZ22511967	7
MZ22511969	7
MZ22511972	7
MZ22511974	7
MZ22511977	7
MZ22511978	7
MZ22511979	7
MZ22511980	7
MZ22511983	7
MZ22511985	7
MZ22511986	7
MZ22511989	7
MZ22511990	7
MZ22511993	7
MZ22511994	7
MZ22511999	7
MZ22512000	7
MZ22512001	7
MZ22512002	7
MZ22512004	7
MZ22512005	7
MZ22512008	7
MZ22512010	7
MZ22512011	7
MZ22512015	7
MZ22512017	7
MZ22512019	7
MZ22512020	7
MZ22512022	7
MZ22512025	7
MZ22512028	7
MZ22512030	7
MZ22512031	7
MZ22512032	7
MZ22512033	7
MZ22512035	7
MZ22512036	7
MZ22512038	7
MZ22512039	7
MZ22512040	7
MZ22512041	7
MZ22512042	7
MZ22512045	7
MZ22512046	7
MZ22512047	7
MZ22512051	7
MZ22512052	7
MZ22512053	7
MZ22512054	7
MZ22512055	7
MZ22512057	7
MZ22512060	7
MZ22512061	7
MZ22512062	7
MZ22512063	7
MZ22512064	7
MZ22512065	7
MZ22512066	7
MZ22512067	7
MZ22512069	7
MZ22512071	7
MZ22512073	7
MZ22512075	7
MZ22512079	7
MZ22512080	7
MZ22512083	7
MZ22512089	7
MZ22512090	7
MZ22512091	7
MZ22512093	7
MZ22512097	7
MZ22512100	7
MZ22512101	7
MZ22512102	7
MZ22512103	6
MZ22512105	7
MZ22512108	7
MZ22512110	7
MZ22512111	7
MZ22512114	7
MZ22512115	7
MZ22512117	7
MZ22512121	7
MZ22512122	7
MZ22512124	7
MZ22512130	7
MZ22512131	7
MZ22512133	7
MZ22512134	7
MZ22512135	7
MZ22512138	7
MZ22512139	7
MZ22512141	7
MZ22512144	7
MZ22512146	7
MZ22512148	7
MZ22512150	7
MZ22512151	7
MZ22512152	7
MZ22512153	7
