orthogroup	LCA
MZ22518253	7
MZ22518256	7
MZ22518257	7
MZ22518258	7
MZ22518259	7
MZ22518260	7
MZ22518261	7
MZ22518264	7
MZ22518265	7
MZ22518266	7
MZ22518267	7
MZ22518268	7
MZ22518274	7
MZ22518275	7
MZ22518276	6
MZ22518277	6
MZ22518278	7
MZ22518279	6
MZ22518280	7
MZ22518282	7
MZ22518284	7
MZ22518289	7
MZ22518292	7
MZ22518293	7
MZ22518294	6
MZ22518295	7
MZ22518296	6
MZ22518297	7
MZ22518299	7
MZ22518301	7
MZ22518302	7
MZ22518304	7
MZ22518305	7
MZ22518306	7
MZ22518307	7
MZ22518310	6
MZ22518312	7
MZ22518316	7
MZ22518317	6
MZ22518318	7
MZ22518319	7
MZ22518320	7
MZ22518321	7
MZ22518322	7
MZ22518323	7
MZ22518328	7
MZ22518329	7
MZ22518332	7
MZ22518337	7
MZ22518340	7
MZ22518342	6
MZ22518344	6
MZ22518345	7
MZ22518346	7
MZ22518349	7
MZ22518350	6
MZ22518353	7
MZ22518354	7
MZ22518355	7
MZ22518356	7
MZ22518359	7
MZ22518360	7
MZ22518361	7
MZ22518362	6
MZ22518363	7
MZ22518365	7
MZ22518367	7
MZ22518371	6
MZ22518372	7
MZ22518373	7
MZ22518374	7
MZ22518376	7
MZ22518378	7
MZ22518379	7
MZ22518381	7
MZ22518383	7
MZ22518386	7
MZ22518389	7
MZ22518390	7
MZ22518392	7
MZ22518393	6
MZ22518394	6
MZ22518395	7
MZ22518397	7
MZ22518398	7
MZ22518399	7
MZ22518402	7
MZ22518403	6
MZ22518404	7
MZ22518405	7
MZ22518406	6
MZ22518411	7
MZ22518412	6
MZ22518413	7
MZ22518414	7
MZ22518415	7
MZ22518416	7
MZ22518417	7
MZ22518420	7
MZ22518424	7
MZ22518426	7
MZ22518428	7
MZ22518429	7
MZ22518431	7
MZ22518433	7
MZ22518434	7
MZ22518438	7
MZ22518440	7
MZ22518441	7
MZ22518443	7
MZ22518444	7
MZ22518446	7
MZ22518447	7
MZ22518448	7
MZ22518450	6
MZ22518451	7
MZ22518452	7
MZ22518453	6
MZ22518455	7
MZ22518457	7
MZ22518459	7
MZ22518460	7
MZ22518461	7
MZ22518462	7
MZ22518463	7
MZ22518465	7
MZ22518466	7
MZ22518467	7
MZ22518470	7
MZ22518472	7
MZ22518474	7
MZ22518475	6
MZ22518476	6
MZ22518477	7
MZ22518479	7
MZ22518483	7
MZ22518484	6
MZ22518485	7
MZ22518487	6
MZ22518488	7
MZ22518489	7
MZ22518490	6
MZ22518493	7
MZ22518494	7
MZ22518496	6
MZ22518501	7
MZ22518502	7
MZ22518503	7
MZ22518505	7
MZ22518507	7
MZ22518508	7
MZ22518510	6
MZ22518512	7
MZ22518513	7
MZ22518514	7
MZ22518515	7
MZ22518516	7
MZ22518518	6
MZ22518519	7
MZ22518521	7
MZ22518528	7
MZ22518529	7
MZ22518535	7
MZ22518536	7
MZ22518537	7
MZ22518538	7
MZ22518539	7
MZ22518540	7
MZ22518541	7
MZ22518542	7
MZ22518543	7
MZ22518544	7
MZ22518546	7
MZ22518548	7
MZ22518549	7
MZ22518554	7
MZ22518555	7
MZ22518556	7
MZ22518557	7
MZ22518558	7
MZ22518561	7
MZ22518562	7
MZ22518566	7
MZ22518567	6
MZ22518571	7
MZ22518575	7
MZ22518577	7
MZ22518579	7
MZ22518580	7
MZ22518581	7
MZ22518583	7
MZ22518588	7
MZ22518595	7
MZ22518596	7
MZ22518597	7
MZ22518598	7
MZ22518600	7
MZ22518604	7
MZ22518605	7
MZ22518607	7
MZ22518608	7
MZ22518609	7
MZ22518611	7
MZ22518612	6
MZ22518613	7
MZ22518614	7
MZ22518616	7
MZ22518619	7
MZ22518621	7
MZ22518624	7
MZ22518627	6
MZ22518628	7
MZ22518633	6
MZ22518635	7
MZ22518636	7
MZ22518637	7
MZ22518639	7
MZ22518640	7
MZ22518646	7
MZ22518648	7
MZ22518654	7
MZ22518656	6
MZ22518657	7
MZ22518661	7
MZ22518666	7
MZ22518667	7
MZ22518669	7
MZ22518670	7
MZ22518672	7
MZ22518673	7
MZ22518675	7
MZ22518677	7
MZ22518678	7
MZ22518680	7
MZ22518682	7
MZ22518683	7
MZ22518688	7
MZ22518689	7
MZ22518690	7
MZ22518692	7
MZ22518696	7
MZ22518699	7
MZ22518700	7
MZ22518702	7
MZ22518703	6
MZ22518707	7
MZ22518708	7
MZ22518709	7
MZ22518713	7
MZ22518714	7
MZ22518715	7
MZ22518717	7
MZ22518720	7
MZ22518721	7
MZ22518725	7
MZ22518726	7
MZ22518727	7
MZ22518728	7
MZ22518730	7
MZ22518731	7
MZ22518732	7
MZ22518733	7
MZ22518736	7
MZ22518739	7
MZ22518742	7
MZ22518743	7
MZ22518744	7
MZ22518746	7
MZ22518747	7
MZ22518748	6
MZ22518752	7
MZ22518757	7
MZ22518758	7
MZ22518759	7
MZ22518761	7
MZ22518764	7
MZ22518766	7
MZ22518768	7
MZ22518769	7
MZ22518771	7
MZ22518772	7
MZ22518773	7
MZ22518774	7
MZ22518776	7
MZ22518780	7
MZ22518781	7
MZ22518783	7
MZ22518784	6
MZ22518787	7
MZ22518791	7
MZ22518792	7
MZ22518793	7
MZ22518794	7
MZ22518795	7
MZ22518797	7
MZ22518798	7
MZ22518799	7
MZ22518804	7
MZ22518806	7
MZ22518808	7
MZ22518812	7
MZ22518813	7
MZ22518814	7
MZ22518816	7
MZ22518820	7
MZ22518823	7
MZ22518827	7
MZ22518828	7
MZ22518829	7
MZ22518830	6
MZ22518833	7
MZ22518836	7
MZ22518837	7
MZ22518838	7
MZ22518844	7
MZ22518849	7
MZ22518851	7
MZ22518853	7
MZ22518855	7
MZ22518856	7
MZ22518858	7
MZ22518860	7
MZ22518861	7
MZ22518862	7
MZ22518870	7
MZ22518871	7
MZ22518872	7
MZ22518873	7
MZ22518874	6
MZ22518875	7
MZ22518876	7
MZ22518877	7
MZ22518881	7
MZ22518883	7
MZ22518885	7
MZ22518886	6
MZ22518887	7
MZ22518888	7
MZ22518894	7
MZ22518899	6
MZ22518903	7
MZ22518904	7
MZ22518908	6
MZ22518909	7
MZ22518910	6
MZ22518911	7
MZ22518914	7
MZ22518916	7
MZ22518918	6
MZ22518919	6
MZ22518930	6
MZ22518931	7
MZ22518933	7
MZ22518935	6
MZ22518940	6
MZ22518941	7
MZ22518943	7
MZ22518944	7
MZ22518947	7
MZ22518949	7
MZ22518950	7
MZ22518953	7
MZ22518957	6
MZ22518958	7
MZ22518960	7
MZ22518966	7
MZ22518967	7
MZ22518968	7
MZ22518974	7
MZ22518978	7
MZ22518979	7
MZ22518980	7
MZ22518981	7
MZ22518982	6
MZ22518983	7
MZ22518988	7
MZ22518989	7
MZ22518990	7
MZ22518992	7
MZ22518994	7
MZ22518995	7
MZ22518997	7
MZ22518998	7
MZ22519000	7
MZ22519002	7
MZ22519003	6
MZ22519004	6
MZ22519005	7
MZ22519006	7
MZ22519007	7
MZ22519008	7
MZ22519009	7
MZ22519010	7
MZ22519011	7
MZ22519012	7
MZ22519013	7
MZ22519014	6
MZ22519015	6
MZ22519016	7
MZ22519021	7
MZ22519024	7
MZ22519025	7
MZ22519028	7
MZ22519030	7
MZ22519031	7
MZ22519032	7
MZ22519033	7
MZ22519036	7
MZ22519037	7
MZ22519039	6
MZ22519043	7
MZ22519044	7
MZ22519047	7
MZ22519049	7
MZ22519051	7
MZ22519052	7
MZ22519053	7
MZ22519054	7
MZ22519056	7
MZ22519058	7
MZ22519060	7
MZ22519063	7
MZ22519064	7
MZ22519068	7
MZ22519069	7
MZ22519073	7
MZ22519075	7
MZ22519076	7
MZ22519078	7
MZ22519080	7
MZ22519081	7
MZ22519083	7
MZ22519085	6
MZ22519090	7
MZ22519092	7
MZ22519094	7
MZ22519095	7
MZ22519098	7
MZ22519099	7
MZ22519100	7
MZ22519104	7
MZ22519107	6
MZ22519111	7
MZ22519112	7
MZ22519113	7
MZ22519114	7
MZ22519115	7
MZ22519116	7
MZ22519117	7
MZ22519118	7
MZ22519119	7
MZ22519122	7
MZ22519123	7
MZ22519126	6
MZ22519127	7
MZ22519128	7
MZ22519131	7
MZ22519132	7
MZ22519133	7
MZ22519138	7
MZ22519140	7
MZ22519141	7
MZ22519143	7
MZ22519144	7
MZ22519147	7
MZ22519149	7
MZ22519150	7
MZ22519153	7
MZ22519157	7
MZ22519158	7
MZ22519161	7
MZ22519162	7
MZ22519163	7
MZ22519165	7
MZ22519168	7
MZ22519169	7
MZ22519173	7
MZ22519175	7
MZ22519178	7
MZ22519180	7
MZ22519181	7
MZ22519185	7
MZ22519190	7
MZ22519192	7
MZ22519193	7
MZ22519194	7
MZ22519195	7
MZ22519196	7
MZ22519197	6
MZ22519199	6
MZ22519201	7
MZ22519203	7
MZ22519204	7
MZ22519206	7
MZ22519207	7
MZ22519208	6
MZ22519209	7
MZ22519210	7
MZ22519211	6
MZ22519212	6
MZ22519214	7
MZ22519215	7
MZ22519220	7
MZ22519221	7
MZ22519222	7
MZ22519223	6
MZ22519224	7
MZ22519225	7
MZ22519230	7
MZ22519233	6
MZ22519234	7
MZ22519239	7
MZ22519240	7
MZ22519241	7
MZ22519244	7
MZ22519252	7
MZ22519253	7
MZ22519254	7
MZ22519255	6
MZ22519259	7
MZ22519260	7
MZ22519263	7
MZ22519264	6
MZ22519267	7
MZ22519270	7
MZ22519272	7
MZ22519273	7
MZ22519278	7
MZ22519281	7
MZ22519283	7
MZ22519284	7
MZ22519285	7
MZ22519290	7
MZ22519293	7
MZ22519294	6
MZ22519296	7
MZ22519299	7
MZ22519300	7
MZ22519301	6
MZ22519303	7
MZ22519304	7
MZ22519306	7
MZ22519307	7
MZ22519308	7
MZ22519309	7
MZ22519310	7
MZ22519312	7
MZ22519314	6
MZ22519315	7
MZ22519316	7
MZ22519318	7
MZ22519321	7
MZ22519322	7
MZ22519323	7
MZ22519326	6
MZ22519328	7
MZ22519329	7
MZ22519330	7
MZ22519331	6
MZ22519333	6
MZ22519338	7
MZ22519339	7
MZ22519340	7
MZ22519346	7
MZ22519347	6
MZ22519348	7
MZ22519349	7
MZ22519351	7
MZ22519355	7
MZ22519356	7
MZ22519357	6
MZ22519358	7
MZ22519359	7
MZ22519360	7
MZ22519363	7
MZ22519364	7
MZ22519365	7
MZ22519366	7
MZ22519369	7
MZ22519371	7
MZ22519372	7
MZ22519376	7
MZ22519377	7
MZ22519379	7
MZ22519381	6
MZ22519382	7
MZ22519383	7
MZ22519384	7
MZ22519385	7
MZ22519388	7
MZ22519389	7
MZ22519393	6
MZ22519394	7
MZ22519395	6
MZ22519396	6
MZ22519401	7
MZ22519402	7
MZ22519404	7
MZ22519405	7
MZ22519411	7
MZ22519412	7
MZ22519413	7
MZ22519414	7
MZ22519416	7
MZ22519423	7
MZ22519426	7
MZ22519429	7
MZ22519431	7
MZ22519432	6
MZ22519433	7
MZ22519434	7
MZ22519435	7
MZ22519436	7
MZ22519442	7
MZ22519445	7
MZ22519446	7
MZ22519449	7
MZ22519450	7
MZ22519451	7
MZ22519454	6
MZ22519455	7
MZ22519456	7
MZ22519458	7
MZ22519462	7
MZ22519464	7
MZ22519465	7
MZ22519470	7
MZ22519471	7
MZ22519479	7
MZ22519480	7
MZ22519481	7
MZ22519482	7
MZ22519483	7
MZ22519485	7
MZ22519486	7
MZ22519489	7
MZ22519490	7
MZ22519491	7
MZ22519497	7
MZ22519499	7
MZ22519500	7
MZ22519502	7
MZ22519503	7
MZ22519505	7
MZ22519506	7
MZ22519510	7
MZ22519511	7
MZ22519513	7
MZ22519515	7
MZ22519516	6
MZ22519517	7
MZ22519519	7
MZ22519521	7
MZ22519522	7
MZ22519524	6
MZ22519527	7
MZ22519528	7
MZ22519529	7
MZ22519530	6
MZ22519531	7
MZ22519533	7
MZ22519536	7
MZ22519538	7
MZ22519539	7
MZ22519540	7
MZ22519541	6
MZ22519544	7
MZ22519545	7
MZ22519547	7
MZ22519548	7
MZ22519550	7
MZ22519551	7
MZ22519552	7
MZ22519553	7
MZ22519554	7
MZ22519555	7
MZ22519558	7
MZ22519561	7
MZ22519565	7
MZ22519568	7
MZ22519569	7
MZ22519570	7
MZ22519572	7
MZ22519573	7
MZ22519577	7
MZ22519578	7
MZ22519579	7
MZ22519580	7
MZ22519584	7
MZ22519587	7
MZ22519589	7
MZ22519591	7
MZ22519592	7
MZ22519593	7
MZ22519596	7
MZ22519597	6
MZ22519599	6
MZ22519600	7
MZ22519601	7
MZ22519603	7
MZ22519604	7
MZ22519607	7
MZ22519610	7
MZ22519618	7
MZ22519620	7
MZ22519625	7
MZ22519626	7
MZ22519628	7
MZ22519629	7
MZ22519631	7
MZ22519632	7
MZ22519633	6
MZ22519634	7
MZ22519635	7
MZ22519636	7
MZ22519637	7
MZ22519638	7
MZ22519640	7
MZ22519644	7
MZ22519645	7
MZ22519648	7
MZ22519650	7
MZ22519652	6
MZ22519653	7
MZ22519656	7
MZ22519657	7
MZ22519658	7
MZ22519660	7
MZ22519662	7
MZ22519666	7
MZ22519667	7
MZ22519669	7
MZ22519670	7
MZ22519671	7
MZ22519673	6
MZ22519675	7
MZ22519677	7
MZ22519685	7
MZ22519686	7
MZ22519687	7
MZ22519690	7
MZ22519692	7
MZ22519693	7
MZ22519696	7
MZ22519697	7
MZ22519698	7
MZ22519701	7
MZ22519703	7
MZ22519706	7
MZ22519709	7
MZ22519711	7
MZ22519712	7
MZ22519713	7
MZ22519714	6
MZ22519715	7
MZ22519716	7
MZ22519720	7
MZ22519721	7
MZ22519722	6
MZ22519723	7
MZ22519724	7
MZ22519726	7
MZ22519727	7
MZ22519728	7
MZ22519731	7
MZ22519732	7
MZ22519733	7
MZ22519735	7
MZ22519736	7
MZ22519737	7
MZ22519740	7
MZ22519743	7
MZ22519745	7
MZ22519747	7
MZ22519748	7
MZ22519749	7
MZ22519751	7
MZ22519752	7
MZ22519753	7
MZ22519755	7
MZ22519758	7
MZ22519759	7
MZ22519760	7
MZ22519761	7
MZ22519762	7
MZ22519763	7
MZ22519766	7
MZ22519769	7
MZ22519770	7
MZ22519773	7
MZ22519774	7
MZ22519775	7
MZ22519777	7
MZ22519782	7
MZ22519783	7
MZ22519786	7
MZ22519787	7
MZ22519788	7
MZ22519790	7
MZ22519792	7
MZ22519794	6
MZ22519797	7
MZ22519799	7
MZ22519800	7
MZ22519802	7
MZ22519803	6
MZ22519805	7
MZ22519806	7
MZ22519810	7
MZ22519811	7
MZ22519812	7
MZ22519814	6
MZ22519815	6
MZ22519816	7
MZ22519818	7
MZ22519819	6
MZ22519822	7
MZ22519823	7
MZ22519824	7
MZ22519826	7
MZ22519827	7
MZ22519829	6
MZ22519830	7
MZ22519832	7
MZ22519834	7
MZ22519837	7
MZ22519838	7
MZ22519839	7
MZ22519840	7
MZ22519842	7
MZ22519844	7
MZ22519846	7
MZ22519847	7
MZ22519849	7
MZ22519853	7
MZ22519854	7
MZ22519855	6
MZ22519856	7
MZ22519860	7
MZ22519861	7
MZ22519863	7
MZ22519864	6
MZ22519865	7
MZ22519866	6
MZ22519869	7
MZ22519871	7
MZ22519873	7
MZ22519874	7
MZ22519875	6
MZ22519879	7
MZ22519881	7
MZ22519883	7
MZ22519885	7
MZ22519886	7
MZ22519888	7
MZ22519892	7
MZ22519894	7
MZ22519895	7
MZ22519898	7
MZ22519901	6
MZ22519902	6
MZ22519906	7
MZ22519908	7
MZ22519911	7
MZ22519913	7
MZ22519914	7
MZ22519917	7
MZ22519923	6
MZ22519924	7
MZ22519926	7
MZ22519927	7
MZ22519929	7
MZ22519933	7
MZ22519936	7
MZ22519937	7
MZ22519942	7
MZ22519943	7
MZ22519944	7
MZ22519946	7
MZ22519950	7
MZ22519951	7
MZ22519953	7
MZ22519954	7
MZ22519957	7
MZ22519959	6
MZ22519960	7
MZ22519961	7
MZ22519962	7
MZ22519963	7
MZ22519966	7
MZ22519967	6
MZ22519968	7
MZ22519970	7
MZ22519971	7
MZ22519973	7
MZ22519974	7
MZ22519976	7
MZ22519978	7
MZ22519981	7
MZ22519983	7
MZ22519984	6
MZ22519985	7
MZ22519988	7
MZ22519989	6
MZ22519990	6
MZ22519992	7
MZ22519994	7
MZ22519995	7
MZ22519997	7
MZ22519998	6
MZ22519999	7
MZ22520000	7
MZ22520002	7
MZ22520003	7
MZ22520005	7
MZ22520008	7
MZ22520009	7
MZ22520010	7
MZ22520011	7
MZ22520012	7
MZ22520014	7
MZ22520019	6
MZ22520020	7
MZ22520023	7
MZ22520028	7
MZ22520030	7
MZ22520032	6
MZ22520035	7
MZ22520036	7
MZ22520039	7
MZ22520040	7
MZ22520042	6
MZ22520046	7
MZ22520048	7
MZ22520049	6
MZ22520051	7
MZ22520054	6
MZ22520055	7
MZ22520056	7
MZ22520057	7
MZ22520060	7
MZ22520061	7
MZ22520062	7
MZ22520063	7
MZ22520065	7
MZ22520066	7
MZ22520068	7
MZ22520071	7
MZ22520072	7
MZ22520073	7
MZ22520075	7
MZ22520078	6
MZ22520079	6
MZ22520081	7
MZ22520082	7
MZ22520086	6
MZ22520089	7
MZ22520090	7
MZ22520091	7
MZ22520092	7
MZ22520096	7
MZ22520099	7
MZ22520100	7
MZ22520101	7
MZ22520104	7
MZ22520105	7
MZ22520109	6
MZ22520110	7
MZ22520111	7
MZ22520112	7
MZ22520113	7
MZ22520114	6
MZ22520116	7
MZ22520117	7
MZ22520118	7
MZ22520121	7
MZ22520122	6
MZ22520125	7
MZ22520127	6
MZ22520128	7
MZ22520131	7
MZ22520132	7
MZ22520134	7
MZ22520136	7
MZ22520140	7
MZ22520142	7
MZ22520144	7
MZ22520145	7
MZ22520148	7
MZ22520149	7
MZ22520150	7
MZ22520151	7
MZ22520153	6
MZ22520154	7
MZ22520156	7
MZ22520158	7
MZ22520160	7
MZ22520162	7
MZ22520163	6
MZ22520164	7
MZ22520165	7
MZ22520166	7
MZ22520168	7
MZ22520171	7
MZ22520172	6
MZ22520178	7
MZ22520182	7
MZ22520184	7
MZ22520185	7
MZ22520186	6
MZ22520188	6
MZ22520191	7
MZ22520192	7
MZ22520194	7
MZ22520197	6
MZ22520200	7
MZ22520203	6
MZ22520204	7
MZ22520206	6
MZ22520207	7
MZ22520209	7
MZ22520211	7
MZ22520214	7
MZ22520217	7
MZ22520218	7
MZ22520221	7
MZ22520224	6
MZ22520225	7
MZ22520230	7
MZ22520232	7
MZ22520233	7
MZ22520234	7
MZ22520237	7
MZ22520240	7
MZ22520241	7
MZ22520242	7
MZ22520243	7
MZ22520246	7
MZ22520249	7
MZ22520250	7
MZ22520251	7
MZ22520254	7
MZ22520255	7
MZ22520257	7
MZ22520258	7
MZ22520259	7
MZ22520262	7
MZ22520266	7
MZ22520270	7
MZ22520272	7
MZ22520273	7
MZ22520274	7
MZ22520275	7
MZ22520277	7
MZ22520278	7
MZ22520279	7
MZ22520280	7
MZ22520281	7
MZ22520284	7
MZ22520285	7
MZ22520288	7
MZ22520289	7
MZ22520291	7
MZ22520292	7
MZ22520294	7
MZ22520297	7
MZ22520298	7
MZ22520299	7
MZ22520300	7
MZ22520302	7
MZ22520306	7
MZ22520308	7
MZ22520310	7
MZ22520311	7
MZ22520312	6
MZ22520313	6
MZ22520318	7
MZ22520322	7
MZ22520323	7
MZ22520324	7
MZ22520326	7
MZ22520328	7
MZ22520329	7
MZ22520330	7
MZ22520332	7
MZ22520334	7
MZ22520337	7
MZ22520338	7
MZ22520342	6
MZ22520343	7
MZ22520344	7
MZ22520345	7
MZ22520346	7
MZ22520348	7
MZ22520353	6
MZ22520359	7
MZ22520361	7
MZ22520362	7
MZ22520364	6
MZ22520365	6
MZ22520366	7
MZ22520367	7
MZ22520368	7
MZ22520370	7
MZ22520372	7
MZ22520375	7
MZ22520378	7
MZ22520381	7
MZ22520382	7
MZ22520386	7
MZ22520387	7
MZ22520388	7
MZ22520392	7
MZ22520395	7
MZ22520402	7
MZ22520403	7
MZ22520406	6
MZ22520407	7
MZ22520410	7
MZ22520414	7
MZ22520418	7
MZ22520420	7
MZ22520421	7
MZ22520422	7
MZ22520423	6
MZ22520426	7
MZ22520428	7
MZ22520430	7
MZ22520434	7
MZ22520435	7
MZ22520437	7
MZ22520438	7
MZ22520443	7
MZ22520444	7
MZ22520446	7
MZ22520448	7
MZ22520449	7
MZ22520450	7
MZ22520451	7
MZ22520452	7
MZ22520454	7
MZ22520455	7
MZ22520456	7
MZ22520458	7
MZ22520461	7
MZ22520464	7
MZ22520468	7
MZ22520470	7
MZ22520472	7
MZ22520473	7
MZ22520474	7
MZ22520475	7
MZ22520476	7
MZ22520477	7
MZ22520482	7
MZ22520489	7
MZ22520491	7
MZ22520492	7
MZ22520493	7
MZ22520494	7
MZ22520496	7
MZ22520497	7
MZ22520499	7
MZ22520501	6
MZ22520502	6
MZ22520504	7
MZ22520505	7
MZ22520506	7
MZ22520512	6
MZ22520513	6
MZ22520514	7
MZ22520516	6
MZ22520517	7
MZ22520518	7
MZ22520519	7
MZ22520520	6
MZ22520521	7
MZ22520523	7
MZ22520525	7
MZ22520527	7
MZ22520528	7
MZ22520529	7
MZ22520531	7
MZ22520533	7
MZ22520534	7
MZ22520536	6
MZ22520543	7
MZ22520544	7
MZ22520547	7
MZ22520548	7
MZ22520556	6
MZ22520558	7
MZ22520559	7
MZ22520560	6
MZ22520562	6
MZ22520563	6
MZ22520564	7
MZ22520565	6
MZ22520566	7
MZ22520567	7
MZ22520568	7
MZ22520569	6
MZ22520571	7
MZ22520572	7
MZ22520573	7
MZ22520574	7
MZ22520575	7
MZ22520576	7
MZ22520577	7
MZ22520578	6
MZ22520580	7
MZ22520582	7
MZ22520583	6
MZ22520584	7
MZ22520587	7
MZ22520589	7
MZ22520591	7
MZ22520592	7
MZ22520593	7
MZ22520594	7
MZ22520595	6
MZ22520596	7
MZ22520598	7
MZ22520603	7
MZ22520604	7
MZ22520605	7
MZ22520607	7
MZ22520608	7
MZ22520612	7
MZ22520614	6
MZ22520616	6
MZ22520618	7
MZ22520620	7
MZ22520621	7
MZ22520622	7
MZ22520623	7
MZ22520624	6
MZ22520627	7
MZ22520630	7
MZ22520631	7
MZ22520632	6
MZ22520633	7
MZ22520634	7
MZ22520638	7
MZ22520639	7
MZ22520640	7
MZ22520644	7
MZ22520645	7
MZ22520646	7
MZ22520647	7
MZ22520653	7
MZ22520654	7
MZ22520655	7
MZ22520661	6
MZ22520662	7
MZ22520663	6
MZ22520666	7
MZ22520670	7
MZ22520671	7
MZ22520672	6
MZ22520673	6
MZ22520675	7
MZ22520677	7
MZ22520678	6
MZ22520679	7
MZ22520680	7
MZ22520683	7
MZ22520687	7
MZ22520688	7
MZ22520689	7
MZ22520691	7
MZ22520692	7
MZ22520693	7
MZ22520694	6
MZ22520695	6
MZ22520702	7
MZ22520703	7
MZ22520706	7
MZ22520707	7
MZ22520709	7
MZ22520714	7
MZ22520716	7
MZ22520719	7
MZ22520720	7
MZ22520722	7
MZ22520723	7
MZ22520725	7
MZ22520727	7
MZ22520728	7
MZ22520730	7
MZ22520731	7
MZ22520732	7
MZ22520735	7
MZ22520737	7
MZ22520738	6
MZ22520739	7
MZ22520740	7
MZ22520741	7
MZ22520743	7
MZ22520745	7
MZ22520746	7
MZ22520747	6
MZ22520748	7
MZ22520750	7
MZ22520751	7
MZ22520752	7
MZ22520753	6
MZ22520754	7
MZ22520755	7
MZ22520756	7
MZ22520760	6
MZ22520761	7
MZ22520762	7
MZ22520763	7
MZ22520764	6
MZ22520768	7
MZ22520772	7
MZ22520774	7
MZ22520776	7
MZ22520778	7
MZ22520787	6
MZ22520788	7
MZ22520789	7
MZ22520790	7
MZ22520791	7
MZ22520794	7
MZ22520797	7
MZ22520799	7
MZ22520800	7
MZ22520803	7
MZ22520805	7
MZ22520807	7
MZ22520808	7
MZ22520810	7
MZ22520813	7
MZ22520814	7
MZ22520815	7
MZ22520816	7
MZ22520817	7
MZ22520819	7
MZ22520823	7
MZ22520824	6
MZ22520825	7
MZ22520827	7
MZ22520828	7
MZ22520830	7
MZ22520834	6
MZ22520835	7
MZ22520837	6
MZ22520838	7
MZ22520841	7
MZ22520842	7
MZ22520843	7
MZ22520849	7
MZ22520851	6
MZ22520852	7
MZ22520853	7
MZ22520854	7
MZ22520855	7
MZ22520856	6
MZ22520857	7
MZ22520858	7
MZ22520863	7
MZ22520865	7
MZ22520869	7
MZ22520870	6
MZ22520874	7
MZ22520875	7
MZ22520877	7
MZ22520879	7
MZ22520880	7
MZ22520881	7
MZ22520886	7
MZ22520888	6
MZ22520889	6
MZ22520892	7
MZ22520894	7
MZ22520895	7
MZ22520897	7
MZ22520898	7
MZ22520899	7
MZ22520900	7
MZ22520903	7
MZ22520904	7
MZ22520905	7
MZ22520913	7
MZ22520914	7
MZ22520915	7
MZ22520916	7
MZ22520919	7
MZ22520923	7
MZ22520924	7
MZ22520925	7
MZ22520926	7
MZ22520928	7
MZ22520930	7
MZ22520937	7
MZ22520939	7
MZ22520940	7
MZ22520945	7
MZ22520946	7
MZ22520948	7
MZ22520950	7
MZ22520951	7
MZ22520952	7
MZ22520956	7
MZ22520957	7
MZ22520958	7
MZ22520960	7
MZ22520961	7
MZ22520962	7
MZ22520963	7
MZ22520964	7
MZ22520965	7
MZ22520969	7
MZ22520970	6
MZ22520971	7
MZ22520972	7
MZ22520974	7
MZ22520975	7
MZ22520976	7
MZ22520977	7
MZ22520978	7
MZ22520981	7
MZ22520984	7
MZ22520988	7
MZ22520989	7
MZ22520991	7
MZ22520993	7
MZ22520994	7
MZ22520997	7
MZ22520999	7
MZ22521000	7
MZ22521004	7
MZ22521005	7
MZ22521006	7
MZ22521008	7
MZ22521009	6
MZ22521012	7
MZ22521013	7
MZ22521017	7
MZ22521018	7
MZ22521019	7
MZ22521021	7
MZ22521022	7
MZ22521030	7
MZ22521031	6
MZ22521033	7
MZ22521035	7
MZ22521039	6
MZ22521042	6
MZ22521044	7
MZ22521046	7
MZ22521048	7
MZ22521049	7
MZ22521054	7
MZ22521055	7
MZ22521056	7
MZ22521059	7
MZ22521061	7
MZ22521062	7
MZ22521070	7
MZ22521073	7
MZ22521082	6
MZ22521083	6
MZ22521084	6
MZ22521087	6
MZ22521088	6
MZ22521092	7
MZ22521096	7
MZ22521097	7
MZ22521098	7
MZ22521102	7
MZ22521104	7
MZ22521105	7
MZ22521107	7
MZ22521109	7
MZ22521111	7
MZ22521112	7
MZ22521113	7
MZ22521114	7
MZ22521115	7
MZ22521116	7
MZ22521119	6
MZ22521120	7
MZ22521121	6
MZ22521122	7
MZ22521123	7
MZ22521125	7
MZ22521128	6
MZ22521129	7
MZ22521131	7
MZ22521132	7
MZ22521136	7
MZ22521138	7
MZ22521140	7
MZ22521143	7
MZ22521145	7
MZ22521147	7
MZ22521149	7
MZ22521152	7
MZ22521153	7
MZ22521154	7
MZ22521155	7
MZ22521156	7
MZ22521157	7
MZ22521158	7
MZ22521159	6
MZ22521160	7
MZ22521162	7
MZ22521164	6
MZ22521165	7
MZ22521166	7
MZ22521167	7
MZ22521172	7
MZ22521175	7
MZ22521177	7
MZ22521178	7
MZ22521179	7
MZ22521181	7
MZ22521183	7
MZ22521184	6
MZ22521185	7
MZ22521186	7
MZ22521188	7
MZ22521189	6
MZ22521190	7
MZ22521193	6
MZ22521194	7
MZ22521195	7
MZ22521196	7
MZ22521197	7
MZ22521198	7
MZ22521200	7
MZ22521201	7
MZ22521202	7
MZ22521203	7
MZ22521204	7
MZ22521205	7
MZ22521206	7
MZ22521209	7
MZ22521212	7
MZ22521215	7
MZ22521216	7
MZ22521219	7
MZ22521221	7
MZ22521222	7
MZ22521223	7
MZ22521225	7
MZ22521226	7
MZ22521227	7
MZ22521231	7
MZ22521232	7
MZ22521233	7
