orthogroup	AEN
MZ22507674	2.6842105259999998
MZ22507675	9.928571429
MZ22507679	5.5
MZ22507681	3.263157895
MZ22507682	4.055555556
MZ22507686	2.4
MZ22507688	4.8
MZ22507689	3.263157895
MZ22507690	2.894736842
MZ22507694	3.066666667
MZ22507696	4.944444444
MZ22507697	2.15
MZ22507700	2.4
MZ22507702	1.4210526319999999
MZ22507705	3.5
MZ22507708	4.7647058819999994
MZ22507715	5.1578947369999995
MZ22507717	6.666666667
MZ22507718	6.894736842
MZ22507726	5.7
MZ22507728	4.055555556
MZ22507729	8.2
MZ22507730	5.0
MZ22507734	3.157894737
MZ22507735	4.3684210530000005
MZ22507737	6.454545455
MZ22507739	4.2
MZ22507741	3.842105263
MZ22507742	2.3157894740000002
MZ22507744	3.166666667
MZ22507746	8.631578947000001
MZ22507747	2.947368421
MZ22507748	2.05
MZ22507750	1.105263158
MZ22507751	11.10526316
MZ22507753	2.333333333
MZ22507754	4.8947368419999995
MZ22507757	4.789473684
MZ22507760	3.105263158
MZ22507761	3.3043478260000003
MZ22507764	6.944444444
MZ22507765	8.947368421
MZ22507768	3.0
MZ22507769	3.448275862
MZ22507770	3.272727273
MZ22507772	6.0
MZ22507784	2.105263158
MZ22507786	4.052631579
MZ22507789	4.736842105
MZ22507791	3.611111111
MZ22507792	3.166666667
MZ22507793	4.722222222
MZ22507795	6.277777778
MZ22507798	6.315789474
MZ22507799	10.11111111
MZ22507800	3.857142857
MZ22507801	5.842105263
MZ22507802	8.25
MZ22507807	4.352941176
MZ22507810	1.526315789
MZ22507811	1.0
MZ22507813	2.4
MZ22507817	1.894736842
MZ22507819	3.947368421
MZ22507820	2.4
MZ22507821	5.210526316
MZ22507822	4.35
MZ22507824	1.333333333
MZ22507826	4.421052632
MZ22507830	3.125
MZ22507834	8.333333332999999
MZ22507837	6.6875
MZ22507838	6.125
MZ22507843	1.0555555559999998
MZ22507845	5.3888888889999995
MZ22507846	2.0
MZ22507847	3.0
MZ22507850	2.421052632
MZ22507851	6.0
MZ22507852	2.842105263
MZ22507855	6.947368421
MZ22507856	6.722222222
MZ22507857	4.56
MZ22507858	3.0
MZ22507860	5.1111111110000005
MZ22507861	4.9
MZ22507862	4.0
MZ22507868	3.315789474
MZ22507869	3.277777778
MZ22507874	1.0
MZ22507875	8.5
MZ22507876	1.333333333
MZ22507878	4.875
MZ22507880	2.85
MZ22507882	4.6111111110000005
MZ22507883	6.210526316
MZ22507885	2.444444444
MZ22507887	8.789473683999999
MZ22507890	4.916666667
MZ22507893	1.894736842
MZ22507894	5.25
MZ22507896	2.947368421
MZ22507898	2.1
MZ22507899	3.952380952
MZ22507903	2.526315789
MZ22507905	2.416666667
MZ22507906	9.666666667000001
MZ22507908	3.105263158
MZ22507911	1.263157895
MZ22507912	1.5
MZ22507914	3.0
MZ22507919	2.95
MZ22507920	7.571428571
MZ22507922	7.714285714
MZ22507926	8.8
MZ22507927	3.666666667
MZ22507930	4.071428571
MZ22507937	5.428571429
MZ22507939	3.421052632
MZ22507940	5.125
MZ22507941	3.75
MZ22507942	1.0
MZ22507945	2.058823529
MZ22507947	6.842105263
MZ22507948	4.789473684
MZ22507949	4.526315789
MZ22507953	7.416666667
MZ22507954	3.052631579
MZ22507956	6.789473684
MZ22507960	3.0555555560000003
MZ22507961	2.105263158
MZ22507963	4.166666667
MZ22507966	9.263157895
MZ22507967	8.421052632
MZ22507968	6.368421053
MZ22507969	3.0555555560000003
MZ22507970	7.315789474
MZ22507972	4.6315789469999995
MZ22507976	2.529411765
MZ22507977	2.363636364
MZ22507980	3.0
MZ22507981	6.947368421
MZ22507984	4.6111111110000005
MZ22507987	4.526315789
MZ22507988	2.133333333
MZ22507989	6.666666667
MZ22507992	2.1818181819999998
MZ22507995	2.0
MZ22507996	1.625
MZ22508000	9.947368421
MZ22508001	1.947368421
MZ22508003	2.789473684
MZ22508004	3.2941176469999998
MZ22508005	9.578947368
MZ22508006	2.9
MZ22508014	3.666666667
MZ22508018	5.277777778
MZ22508020	3.842105263
MZ22508022	5.25
MZ22508023	4.263157895
MZ22508027	3.0
MZ22508029	5.0
MZ22508033	2.636363636
MZ22508034	3.0
MZ22508039	2.666666667
MZ22508040	4.666666667
MZ22508041	3.5
MZ22508042	4.210526316
MZ22508046	7.526315789
MZ22508048	1.294117647
MZ22508049	3.238095238
MZ22508051	1.967741935
MZ22508055	1.733333333
MZ22508056	6.8888888889999995
MZ22508057	2.636363636
MZ22508059	5.555555556
MZ22508063	7.578947368
MZ22508065	2.166666667
MZ22508066	4.80952381
MZ22508068	2.666666667
MZ22508069	4.6315789469999995
MZ22508073	1.941176471
MZ22508074	1.952380952
MZ22508080	3.0
MZ22508081	4.1578947369999995
MZ22508091	6.578947368
MZ22508093	6.2
MZ22508094	2.833333333
MZ22508098	4.0
MZ22508099	6.222222222
MZ22508106	4.1
MZ22508108	4.8947368419999995
MZ22508113	4.8
MZ22508120	3.173913043
MZ22508123	3.894736842
MZ22508124	5.722222222
MZ22508127	3.3
MZ22508131	4.1578947369999995
MZ22508134	2.421052632
MZ22508136	3.9444444439999997
MZ22508137	6.5
MZ22508138	3.722222222
MZ22508143	1.1578947370000001
MZ22508145	4.65
MZ22508146	2.5
MZ22508151	1.952380952
MZ22508156	1.277777778
MZ22508165	6.6875
MZ22508166	2.588235294
MZ22508170	1.05
MZ22508173	3.176470588
MZ22508176	4.4
MZ22508177	2.105263158
MZ22508178	5.3888888889999995
MZ22508179	8.516129032
MZ22508180	1.75
MZ22508181	8.263157895
MZ22508182	1.8235294119999998
MZ22508184	4.789473684
MZ22508185	1.526315789
MZ22508186	1.125
MZ22508188	4.8421052630000005
MZ22508189	5.578947368
MZ22508192	9.5
MZ22508193	2.875
MZ22508194	9.736842105
MZ22508197	5.0
MZ22508198	3.25
MZ22508201	1.210526316
MZ22508208	1.058823529
MZ22508209	5.263157895
MZ22508210	7.882352941000001
MZ22508211	4.333333333
MZ22508212	4.1
MZ22508213	2.842105263
MZ22508214	4.05
MZ22508216	3.357142857
MZ22508217	1.684210526
MZ22508219	5.761904762
MZ22508220	5.578947368
MZ22508224	4.6875
MZ22508227	2.166666667
MZ22508229	4.823529412
MZ22508231	3.888888889
MZ22508234	1.117647059
MZ22508237	2.125
MZ22508238	5.0
MZ22508240	2.210526316
MZ22508242	6.578947368
MZ22508244	2.3157894740000002
MZ22508246	3.2
MZ22508248	4.473684211
MZ22508251	3.684210526
MZ22508252	1.294117647
MZ22508253	8.777777777999999
MZ22508254	2.666666667
MZ22508255	4.263157895
MZ22508257	2.1176470590000003
MZ22508258	8.173913042999999
MZ22508260	5.0
MZ22508262	4.6315789469999995
MZ22508266	4.5
MZ22508271	6.842105263
MZ22508272	2.789473684
MZ22508275	5.789473684
MZ22508276	3.842105263
MZ22508279	1.571428571
MZ22508280	3.5333333330000003
MZ22508282	3.263157895
MZ22508283	7.368421053
MZ22508284	6.052631579
MZ22508285	3.4
MZ22508286	1.6666666669999999
MZ22508287	3.0
MZ22508289	4.052631579
MZ22508290	6.85
MZ22508291	7.2
MZ22508292	5.608695652000001
MZ22508293	6.071428571
MZ22508295	1.857142857
MZ22508297	4.066666667
MZ22508299	4.3684210530000005
MZ22508300	1.428571429
MZ22508304	5.392857143
MZ22508305	6.285714286
MZ22508307	7.9
MZ22508308	8.45
MZ22508310	3.0
MZ22508311	1.6
MZ22508315	8.625
MZ22508316	4.0
MZ22508317	3.888888889
MZ22508318	2.952380952
MZ22508320	6.631578947
MZ22508321	6.210526316
MZ22508325	2.333333333
MZ22508330	2.4
MZ22508331	3.0
MZ22508333	2.0
MZ22508335	3.882352941
MZ22508337	2.0
MZ22508343	1.95
MZ22508344	4.8421052630000005
MZ22508349	2.85
MZ22508350	8.052631579
MZ22508352	3.157894737
MZ22508354	10.84210526
MZ22508357	4.1578947369999995
MZ22508358	2.222222222
MZ22508361	7.0
MZ22508363	2.0
MZ22508364	5.421052632
MZ22508367	2.0
MZ22508369	2.6
MZ22508371	2.166666667
MZ22508373	4.5
MZ22508375	5.5
MZ22508376	4.69047619
MZ22508379	6.777777778
MZ22508390	3.4
MZ22508393	5.066666667
MZ22508395	2.736842105
MZ22508397	2.470588235
MZ22508398	5.578947368
MZ22508399	1.05
MZ22508400	4.0
MZ22508402	6.055555556
MZ22508404	4.6315789469999995
MZ22508407	2.842105263
MZ22508411	7.4
MZ22508412	2.0
MZ22508420	4.0
MZ22508423	2.789473684
MZ22508426	2.0
MZ22508427	8.263157895
MZ22508428	3.25
MZ22508430	2.875
MZ22508432	3.8
MZ22508437	4.714285714
MZ22508440	1.095238095
MZ22508442	6.736842105
MZ22508443	3.789473684
MZ22508444	5.933333332999999
MZ22508449	5.052631579
MZ22508453	3.9
MZ22508455	3.0555555560000003
MZ22508456	7.0
MZ22508458	3.0
MZ22508459	3.9
MZ22508461	2.4
MZ22508463	4.052631579
MZ22508464	4.5
MZ22508465	7.85
MZ22508470	3.0
MZ22508471	3.125
MZ22508473	2.0
MZ22508475	5.722222222
MZ22508477	4.05
MZ22508478	2.0
MZ22508479	8.0
MZ22508480	3.947368421
MZ22508487	5.85
MZ22508488	7.1
MZ22508491	3.315789474
MZ22508502	1.9090909090000001
MZ22508507	2.473684211
MZ22508508	3.263157895
MZ22508509	5.947368421
MZ22508510	2.5
MZ22508512	2.166666667
MZ22508513	8.368421052999999
MZ22508514	9.0
MZ22508515	4.052631579
MZ22508516	7.666666667
MZ22508517	1.357142857
MZ22508518	6.125
MZ22508519	5.631578947
MZ22508524	4.19047619
MZ22508525	4.176470588
MZ22508526	3.9444444439999997
MZ22508532	2.0
MZ22508537	8.523809523999999
MZ22508540	2.0526315790000003
MZ22508544	5.894736842
MZ22508545	3.0
MZ22508547	1.3529411759999999
MZ22508548	3.0
MZ22508550	1.95
MZ22508553	2.105263158
MZ22508554	9.0
MZ22508558	4.285714286
MZ22508562	5.55
MZ22508564	2.555555556
MZ22508565	5.923076922999999
MZ22508566	3.8
MZ22508567	4.0
MZ22508570	6.315789474
MZ22508571	2.25
MZ22508572	3.411764706
MZ22508575	2.352941176
MZ22508576	4.0
MZ22508577	5.0
MZ22508580	6.684210526
MZ22508585	6.0
MZ22508588	2.333333333
MZ22508590	3.5
MZ22508592	7.45
MZ22508594	7.5
MZ22508597	2.9
MZ22508599	1.4
MZ22508600	2.578947368
MZ22508603	4.052631579
MZ22508604	4.947368421
MZ22508606	4.8421052630000005
MZ22508610	4.875
MZ22508612	5.647058824
MZ22508613	4.8947368419999995
MZ22508614	2.7058823530000002
MZ22508615	7.421052632
MZ22508618	1.7777777780000001
MZ22508619	1.9090909090000001
MZ22508620	10.73684211
MZ22508621	4.526315789
MZ22508622	3.0
MZ22508624	4.0
MZ22508625	5.764705882
MZ22508627	6.315789474
MZ22508628	2.0
MZ22508629	3.947368421
MZ22508630	3.631578947
MZ22508633	5.421052632
MZ22508638	6.304347826
MZ22508640	6.722222222
MZ22508641	4.6
MZ22508643	3.4444444439999997
MZ22508645	4.7
MZ22508646	3.0
MZ22508647	6.333333333
MZ22508648	7.684210526
MZ22508650	3.157894737
MZ22508657	6.875
MZ22508658	6.909090909
MZ22508660	8.947368421
MZ22508661	2.0
MZ22508663	3.65
MZ22508665	6.947368421
MZ22508666	8.421052632
MZ22508669	1.5555555559999998
MZ22508671	4.8888888889999995
MZ22508672	4.1578947369999995
MZ22508674	3.578947368
MZ22508675	3.4
MZ22508678	7.52173913
MZ22508679	4.789473684
MZ22508682	4.736842105
MZ22508684	5.722222222
MZ22508688	2.0
MZ22508689	4.0
MZ22508693	7.0
MZ22508696	7.333333333
MZ22508697	5.391304347999999
MZ22508700	3.076923077
MZ22508701	3.111111111
MZ22508704	5.0
MZ22508705	6.2
MZ22508707	4.055555556
MZ22508709	5.814814815
MZ22508710	4.0
MZ22508712	4.277777778
MZ22508715	3.789473684
MZ22508718	6.3888888889999995
MZ22508722	5.1578947369999995
MZ22508723	6.894736842
MZ22508726	4.8421052630000005
MZ22508732	5.3684210530000005
MZ22508733	3.4
MZ22508734	1.052631579
MZ22508735	6.714285714
MZ22508736	2.707317073
MZ22508737	2.285714286
MZ22508739	2.333333333
MZ22508740	3.086956522
MZ22508742	9.368421052999999
MZ22508743	5.1052631580000005
MZ22508744	3.666666667
MZ22508746	7.470588235
MZ22508750	3.25
MZ22508751	5.210526316
MZ22508752	6.421052632
MZ22508753	4.8
MZ22508754	4.0
MZ22508755	3.0
MZ22508756	4.333333333
MZ22508757	2.95
MZ22508759	2.777777778
MZ22508761	1.052631579
MZ22508765	1.894736842
MZ22508768	2.3125
MZ22508770	2.25
MZ22508771	4.68
MZ22508772	1.263157895
MZ22508774	6.684210526
MZ22508777	4.052631579
MZ22508779	3.333333333
MZ22508784	3.388888889
MZ22508785	1.9
MZ22508788	3.277777778
MZ22508790	4.333333333
MZ22508792	4.2352941180000006
MZ22508793	2.090909091
MZ22508796	5.0
MZ22508798	5.0
MZ22508801	7.85
MZ22508805	3.157894737
MZ22508808	3.947368421
MZ22508809	2.0
MZ22508810	2.631578947
MZ22508812	1.529411765
MZ22508817	5.578947368
MZ22508818	4.0
MZ22508823	3.5
MZ22508824	9.210526316000001
MZ22508826	2.0
MZ22508828	5.0
MZ22508829	3.263157895
MZ22508830	5.35
MZ22508831	3.473684211
MZ22508832	7.75
MZ22508835	5.894736842
MZ22508836	3.761904762
MZ22508838	2.0
MZ22508840	3.722222222
MZ22508842	3.56
MZ22508843	7.0
MZ22508844	1.529411765
MZ22508845	1.052631579
MZ22508849	3.0
MZ22508850	6.526315789
MZ22508851	2.947368421
MZ22508852	3.263157895
MZ22508854	5.333333333
MZ22508856	3.833333333
MZ22508858	2.1
MZ22508859	6.428571429
MZ22508860	2.166666667
MZ22508861	6.789473684
MZ22508867	5.8125
MZ22508868	1.9
MZ22508870	1.1578947370000001
MZ22508876	2.769230769
MZ22508877	3.526315789
MZ22508878	6.473684211
MZ22508881	8.526315789
MZ22508885	5.722222222
MZ22508887	7.157894737
MZ22508888	6.0
MZ22508891	3.842105263
MZ22508893	1.473684211
MZ22508895	5.631578947
MZ22508898	2.105263158
MZ22508899	4.0
MZ22508901	8.75
MZ22508902	3.727272727
MZ22508903	4.473684211
MZ22508904	5.5
MZ22508905	2.105263158
MZ22508906	3.833333333
MZ22508907	4.8421052630000005
MZ22508908	3.222222222
MZ22508911	1.0
MZ22508913	4.666666667
MZ22508914	2.631578947
MZ22508916	5.894736842
MZ22508917	4.037735849
MZ22508918	4.222222222
MZ22508920	4.0
MZ22508921	1.368421053
MZ22508926	5.25
MZ22508927	2.105263158
MZ22508928	1.8
MZ22508930	8.210526316000001
MZ22508931	7.777777778
MZ22508933	3.736842105
MZ22508935	5.0
MZ22508939	2.3
MZ22508945	2.947368421
MZ22508946	5.052631579
MZ22508948	5.318181818
MZ22508950	5.5
MZ22508951	2.714285714
MZ22508956	5.944444444
MZ22508957	2.894736842
MZ22508960	2.363636364
MZ22508962	6.684210526
MZ22508966	4.8947368419999995
MZ22508972	4.222222222
MZ22508974	4.789473684
MZ22508977	2.789473684
MZ22508978	4.055555556
MZ22508984	4.947368421
MZ22508985	5.684210526
MZ22508987	2.333333333
MZ22508990	2.95
MZ22508992	1.315789474
MZ22508994	2.0526315790000003
MZ22508996	6.7
MZ22508998	4.789473684
MZ22508999	2.111111111
MZ22509000	1.882352941
MZ22509001	8.333333332999999
MZ22509005	2.666666667
MZ22509012	9.052631579
MZ22509017	1.4166666669999999
MZ22509018	2.5625
MZ22509019	3.631578947
MZ22509021	2.333333333
MZ22509022	3.75
MZ22509024	2.5714285709999998
MZ22509025	3.5555555560000003
MZ22509027	1.263157895
MZ22509029	7.157894737
MZ22509033	5.0
MZ22509034	1.3529411759999999
MZ22509035	2.789473684
MZ22509039	3.625
MZ22509041	5.3125
MZ22509046	2.0625
MZ22509048	5.0
MZ22509051	7.444444444
MZ22509052	10.15789474
MZ22509053	1.466666667
MZ22509054	3.764705882
MZ22509055	3.777777778
MZ22509060	1.368421053
MZ22509062	3.333333333
MZ22509067	3.117647059
MZ22509074	4.428571429
MZ22509077	5.315789474
MZ22509078	4.6
MZ22509079	8.125
MZ22509082	2.9411764710000003
MZ22509083	2.1
MZ22509084	7.642857143
MZ22509089	2.263157895
MZ22509091	3.083333333
MZ22509094	2.6842105259999998
MZ22509097	3.5
MZ22509103	2.0
MZ22509105	1.052631579
MZ22509107	7.842105263
MZ22509111	1.846153846
MZ22509112	1.35
MZ22509113	3.842105263
MZ22509115	4.875
MZ22509118	2.0
MZ22509120	2.947368421
MZ22509126	3.923076923
MZ22509128	4.4
MZ22509130	4.222222222
MZ22509134	5.0
MZ22509135	2.789473684
MZ22509136	4.736842105
MZ22509138	4.578947368
MZ22509140	3.0
MZ22509141	2.0
MZ22509144	4.526315789
MZ22509145	6.473684211
MZ22509146	3.217391304
MZ22509148	2.105263158
MZ22509149	4.833333333
MZ22509152	8.0
MZ22509153	1.5555555559999998
MZ22509154	5.25
MZ22509160	1.842105263
MZ22509161	2.842105263
MZ22509162	7.947368421
MZ22509166	2.666666667
MZ22509167	4.380952381
MZ22509168	5.473684211
MZ22509169	2.0
MZ22509174	5.578947368
MZ22509175	9.052631579
MZ22509176	4.7
MZ22509177	4.052631579
MZ22509178	4.789473684
MZ22509180	1.3
MZ22509181	6.5882352939999995
MZ22509182	4.0
MZ22509185	5.4117647060000005
MZ22509188	5.789473684
MZ22509190	6.7826086960000005
MZ22509191	7.647058824
MZ22509192	5.222222222
MZ22509194	4.8947368419999995
MZ22509195	2.055555556
MZ22509196	6.6
MZ22509200	4.789473684
MZ22509201	2.0
MZ22509202	5.222222222
MZ22509208	6.3636363639999995
MZ22509209	2.9444444439999997
MZ22509210	4.555555556
MZ22509211	3.578947368
MZ22509215	2.5333333330000003
MZ22509216	4.736842105
MZ22509217	2.833333333
MZ22509219	3.0
MZ22509221	2.444444444
MZ22509222	2.1875
MZ22509223	1.9
MZ22509224	2.0
MZ22509225	3.0
MZ22509227	2.333333333
MZ22509229	2.0
MZ22509232	5.684210526
MZ22509234	2.105263158
MZ22509235	2.290322581
MZ22509237	2.105263158
MZ22509239	2.947368421
MZ22509241	2.875
MZ22509243	1.3
MZ22509246	4.64
MZ22509248	7.166666667
MZ22509249	7.473684211
MZ22509252	6.894736842
MZ22509255	5.96
MZ22509257	3.888888889
MZ22509264	4.7647058819999994
MZ22509266	1.0
MZ22509270	5.722222222
MZ22509273	7.333333333
MZ22509274	3.105263158
MZ22509276	5.095238095
MZ22509280	6.789473684
MZ22509282	1.047619048
MZ22509283	2.0
MZ22509286	3.470588235
MZ22509291	5.578947368
MZ22509293	2.416666667
MZ22509294	2.055555556
MZ22509295	8.833333332999999
MZ22509298	5.230769231
MZ22509299	4.947368421
MZ22509302	3.25
MZ22509303	5.482758621
MZ22509305	2.3157894740000002
MZ22509306	3.0
MZ22509307	2.555555556
MZ22509310	2.0
MZ22509311	7.666666667
MZ22509312	4.5
MZ22509314	5.0
MZ22509316	2.9444444439999997
MZ22509318	4.947368421
MZ22509319	3.263157895
MZ22509320	4.5
MZ22509321	5.1578947369999995
MZ22509322	7.0
MZ22509323	3.0
MZ22509324	4.6111111110000005
MZ22509326	2.0
MZ22509327	7.4117647060000005
MZ22509330	2.928571429
MZ22509333	5.210526316
MZ22509336	5.444444444
MZ22509337	1.333333333
MZ22509338	3.833333333
MZ22509342	2.833333333
MZ22509345	7.736842105
MZ22509347	3.470588235
MZ22509350	4.8947368419999995
MZ22509354	2.555555556
MZ22509356	3.0
MZ22509357	8.684210526000001
MZ22509358	3.111111111
MZ22509364	3.722222222
MZ22509365	4.0
MZ22509368	3.5
MZ22509372	1.9090909090000001
MZ22509373	2.25
MZ22509375	10.85
MZ22509376	3.0
MZ22509377	4.1111111110000005
MZ22509379	2.0526315790000003
MZ22509381	2.157894737
MZ22509382	3.666666667
MZ22509383	4.565217391
MZ22509384	3.777777778
MZ22509388	4.5
MZ22509389	5.777777778
MZ22509392	3.052631579
MZ22509393	5.952380952
MZ22509394	7.470588235
MZ22509397	2.0
MZ22509401	1.9375
MZ22509403	2.4
MZ22509405	4.9
MZ22509408	6.454545455
MZ22509412	2.947368421
MZ22509416	6.052631579
MZ22509417	1.95
MZ22509421	6.052631579
MZ22509422	2.166666667
MZ22509423	4.736842105
MZ22509424	1.076923077
MZ22509427	2.05
MZ22509429	6.052631579
MZ22509430	7.421052632
MZ22509432	2.333333333
MZ22509434	5.0
MZ22509435	2.0
MZ22509436	3.947368421
MZ22509437	6.0
MZ22509440	2.842105263
MZ22509441	7.105263158
MZ22509444	4.666666667
MZ22509447	4.0
MZ22509448	2.0434782609999997
MZ22509450	2.857142857
MZ22509451	2.6842105259999998
MZ22509453	5.3
MZ22509454	4.333333333
MZ22509456	5.846153846
MZ22509462	1.6666666669999999
MZ22509466	3.631578947
MZ22509468	9.631578947000001
MZ22509469	6.789473684
MZ22509470	2.0526315790000003
MZ22509473	6.352941176
MZ22509478	9.285714286000001
MZ22509483	6.333333333
MZ22509485	6.05
MZ22509486	1.8
MZ22509487	3.277777778
MZ22509488	5.470588235
MZ22509492	3.545454545
MZ22509494	2.076923077
MZ22509495	4.9
MZ22509496	3.684210526
MZ22509497	2.176470588
MZ22509498	2.344827586
MZ22509502	3.8
MZ22509503	5.0
MZ22509506	5.857142857
MZ22509507	4.095238095
MZ22509508	4.263157895
MZ22509510	5.1578947369999995
MZ22509511	1.473684211
MZ22509514	9.263157895
MZ22509515	1.0
MZ22509516	6.947368421
MZ22509518	3.5555555560000003
MZ22509519	1.4
MZ22509520	5.058823529
MZ22509521	1.0
MZ22509523	5.0
MZ22509524	5.947368421
MZ22509525	1.1578947370000001
MZ22509526	2.833333333
MZ22509535	4.0
MZ22509536	5.95
MZ22509537	9.882352941
MZ22509538	3.75
MZ22509542	2.947368421
MZ22509543	2.166666667
MZ22509545	5.473684211
MZ22509548	4.333333333
MZ22509550	1.8235294119999998
MZ22509551	2.894736842
MZ22509552	9.333333332999999
MZ22509555	3.133333333
MZ22509560	3.6
MZ22509562	2.0
MZ22509566	4.555555556
MZ22509568	3.631578947
MZ22509570	3.157894737
MZ22509573	2.058823529
MZ22509574	7.529411765
MZ22509576	1.4
MZ22509577	3.6875
MZ22509581	3.894736842
MZ22509585	4.736842105
MZ22509586	3.826086957
MZ22509591	2.916666667
MZ22509592	7.578947368
MZ22509596	3.25
MZ22509599	3.0
MZ22509600	6.222222222
MZ22509601	4.043478261000001
MZ22509603	1.947368421
MZ22509605	2.25
MZ22509608	4.333333333
MZ22509609	2.411764706
MZ22509610	3.227272727
MZ22509611	2.0
MZ22509612	2.166666667
MZ22509618	2.0
MZ22509619	3.263157895
MZ22509621	4.8421052630000005
MZ22509623	2.4375
MZ22509625	6.4117647060000005
MZ22509626	3.0
MZ22509628	4.0
MZ22509629	4.833333333
MZ22509632	3.315789474
MZ22509633	4.75
MZ22509635	2.0
MZ22509638	5.4117647060000005
MZ22509642	6.947368421
MZ22509643	1.117647059
MZ22509644	3.75
MZ22509647	3.111111111
MZ22509650	1.0555555559999998
MZ22509651	1.15
MZ22509652	8.105263158
MZ22509654	1.263157895
MZ22509656	4.052631579
MZ22509657	1.1578947370000001
MZ22509658	5.85
MZ22509659	4.2380952380000005
MZ22509661	1.75
MZ22509663	5.1111111110000005
MZ22509664	3.75
MZ22509666	4.0
MZ22509669	6.0
MZ22509673	4.8421052630000005
MZ22509675	4.0
MZ22509676	6.684210526
MZ22509677	3.333333333
MZ22509679	5.421052632
MZ22509681	3.736842105
MZ22509683	7.0
MZ22509686	8.263157895
MZ22509687	4.666666667
MZ22509692	2.266666667
MZ22509695	5.6
MZ22509697	7.894736842
MZ22509698	2.529411765
MZ22509699	3.8461538460000004
MZ22509701	3.0
MZ22509702	6.5
MZ22509703	6.55
MZ22509704	5.166666667
MZ22509705	8.25
MZ22509706	7.444444444
MZ22509707	1.857142857
MZ22509712	3.421052632
MZ22509715	4.25
MZ22509716	6.238095238
MZ22509719	2.0714285709999998
MZ22509722	2.947368421
MZ22509723	2.904761905
MZ22509724	6.894736842
MZ22509725	11.04761905
MZ22509729	5.6
MZ22509730	2.666666667
MZ22509731	3.421052632
MZ22509734	5.222222222
MZ22509741	5.6111111110000005
MZ22509743	3.947368421
MZ22509745	2.842105263
MZ22509749	7.210526316
MZ22509751	5.789473684
MZ22509753	3.939393939
MZ22509755	2.578947368
MZ22509756	7.8888888889999995
MZ22509757	7.052631579
MZ22509759	4.1052631580000005
MZ22509760	4.8
MZ22509762	3.789473684
MZ22509766	6.263157895
MZ22509767	3.894736842
MZ22509770	5.0
MZ22509774	2.9444444439999997
MZ22509775	3.764705882
MZ22509778	4.0
MZ22509779	4.666666667
MZ22509780	5.473684211
MZ22509782	2.333333333
MZ22509783	3.3
MZ22509784	2.0
MZ22509786	6.842105263
MZ22509787	6.964285714
MZ22509788	2.108108108
MZ22509789	2.1
MZ22509791	5.555555556
MZ22509792	3.888888889
MZ22509793	1.2352941179999999
MZ22509794	5.647058824
MZ22509798	1.615384615
MZ22509799	4.8947368419999995
MZ22509802	3.8
MZ22509803	5.3888888889999995
MZ22509804	1.0
MZ22509806	4.0
MZ22509807	3.222222222
MZ22509810	3.8
MZ22509814	2.111111111
MZ22509817	2.055555556
MZ22509818	1.5
MZ22509821	3.0
MZ22509823	6.294117647
MZ22509824	5.0
MZ22509825	1.9444444440000002
MZ22509827	8.315789473999999
MZ22509831	1.0555555559999998
MZ22509832	7.105263158
MZ22509836	2.277777778
MZ22509839	2.125
MZ22509841	8.526315789
MZ22509842	3.05
MZ22509845	2.0
MZ22509846	4.0
MZ22509848	4.352941176
MZ22509853	2.5
MZ22509854	3.8181818180000002
MZ22509856	1.058823529
MZ22509857	10.66666667
MZ22509858	3.5
MZ22509859	4.6315789469999995
MZ22509860	3.947368421
MZ22509862	8.105263158
MZ22509864	4.3
MZ22509865	7.631578947
MZ22509866	3.85
MZ22509867	4.0
MZ22509869	6.0
MZ22509870	7.25
MZ22509872	3.642857143
MZ22509873	3.526315789
MZ22509874	5.285714286
MZ22509879	1.142857143
MZ22509883	5.052631579
MZ22509884	2.0
MZ22509885	2.0
MZ22509888	2.666666667
MZ22509889	3.947368421
MZ22509892	3.25
MZ22509894	5.789473684
MZ22509896	3.823529412
MZ22509900	4.117647058999999
MZ22509903	2.25
MZ22509905	7.8636363639999995
MZ22509906	4.3888888889999995
MZ22509907	9.631578947000001
MZ22509909	10.55
MZ22509911	3.0
MZ22509914	2.25
MZ22509916	4.6428571430000005
MZ22509918	3.0
MZ22509919	2.111111111
MZ22509920	4.9
MZ22509921	3.526315789
MZ22509926	6.263157895
MZ22509930	8.421052632
MZ22509933	3.0555555560000003
MZ22509936	5.833333333
MZ22509937	3.0
MZ22509938	2.0
MZ22509940	3.0
MZ22509942	2.9444444439999997
MZ22509943	2.777777778
MZ22509945	4.714285714
MZ22509946	1.9
MZ22509948	7.5
MZ22509949	3.0
MZ22509951	1.25
MZ22509952	1.7
MZ22509954	1.0
MZ22509959	3.0
MZ22509960	5.277777778
MZ22509962	3.235294118
MZ22509964	5.1428571430000005
MZ22509970	3.105263158
MZ22509973	5.1578947369999995
MZ22509977	6.0
MZ22509978	2.789473684
MZ22509979	1.0
MZ22509983	1.0
MZ22509987	1.631578947
MZ22509988	3.0
MZ22509990	7.705882353
MZ22509992	4.294117647
MZ22509993	2.75
MZ22509994	2.888888889
MZ22509995	3.684210526
MZ22509997	3.6
MZ22509999	4.8888888889999995
MZ22510000	1.111111111
MZ22510001	2.8
MZ22510002	2.0
MZ22510004	2.888888889
MZ22510005	3.5
MZ22510007	2.888888889
MZ22510008	1.5789473680000001
MZ22510009	4.15
MZ22510011	2.888888889
MZ22510014	4.8947368419999995
