orthogroup	AEN
MZ22500629	3.888888889
MZ22500630	14.2
MZ22500633	8.8
MZ22500634	6.947368421
MZ22500635	4.3888888889999995
MZ22500636	4.5
MZ22500637	4.4
MZ22500638	11.26086957
MZ22500640	9.789473683999999
MZ22500642	8.761904762
MZ22500644	13.61904762
MZ22500645	19.9
MZ22500647	5.173913043
MZ22500648	5.578947368
MZ22500650	11.05
MZ22500654	3.052631579
MZ22500655	1.25
MZ22500658	8.789473683999999
MZ22500664	11.36842105
MZ22500665	5.607142857
MZ22500666	4.052631579
MZ22500668	10.57894737
MZ22500670	6.631578947
MZ22500671	7.368421053
MZ22500673	8.391304348
MZ22500675	16.85714286
MZ22500677	14.68421053
MZ22500678	7.95
MZ22500680	3.727272727
MZ22500682	10.68181818
MZ22500683	4.409090909
MZ22500684	7.380952381
MZ22500687	7.210526316
MZ22500688	7.052631579
MZ22500690	10.75
MZ22500691	8.068965517
MZ22500693	7.3478260870000005
MZ22500698	7.045454545
MZ22500699	4.684210526
MZ22500701	4.210526316
MZ22500705	12.0
MZ22500708	10.31578947
MZ22500710	10.6
MZ22500713	1.384615385
MZ22500715	6.0
MZ22500721	8.722222222000001
MZ22500722	10.64705882
MZ22500723	8.166666667000001
MZ22500725	4.6
MZ22500726	12.68421053
MZ22500728	5.65
MZ22500731	9.5
MZ22500733	15.78947368
MZ22500734	6.315789474
MZ22500736	6.291666667
MZ22500738	3.736842105
MZ22500740	10.42105263
MZ22500741	5.263157895
MZ22500742	8.333333332999999
MZ22500743	12.85
MZ22500746	4.85
MZ22500751	6.413793103
MZ22500752	8.538461538
MZ22500754	6.0
MZ22500755	8.3
MZ22500756	7.444444444
MZ22500757	2.105263158
MZ22500758	17.36842105
MZ22500762	5.352941176
MZ22500765	1.294117647
MZ22500767	6.15
MZ22500769	7.5
MZ22500770	7.222222222
MZ22500772	6.095238095
MZ22500773	9.0
MZ22500775	9.105263158
MZ22500776	10.05263158
MZ22500779	6.315789474
MZ22500781	3.9
MZ22500783	11.0
MZ22500784	6.0
MZ22500785	6.826086957
MZ22500788	9.3
MZ22500790	9.55
MZ22500791	8.8
MZ22500793	10.95
MZ22500794	6.368421053
MZ22500795	4.421052632
MZ22500799	8.277777777999999
MZ22500800	4.1052631580000005
MZ22500802	4.2
MZ22500804	5.428571429
MZ22500806	7.958333333
MZ22500810	10.22727273
MZ22500811	21.16666667
MZ22500814	7.263157895
MZ22500817	11.52631579
MZ22500818	10.15789474
MZ22500820	7.173913043
MZ22500821	12.48484848
MZ22500822	11.61904762
MZ22500828	6.25
MZ22500834	10.05263158
MZ22500835	1.947368421
MZ22500838	6.105263158
MZ22500839	11.57894737
MZ22500840	15.0
MZ22500841	7.15
MZ22500842	4.85
MZ22500843	6.368421053
MZ22500845	6.5
MZ22500846	9.578947368
MZ22500847	4.47826087
MZ22500848	12.26315789
MZ22500851	3.789473684
MZ22500853	3.25
MZ22500854	11.05
MZ22500855	11.7
MZ22500858	12.80952381
MZ22500859	6.789473684
MZ22500861	9.473684211
MZ22500862	11.9047619
MZ22500864	7.45
MZ22500865	9.315789473999999
MZ22500866	11.03703704
MZ22500867	7.631578947
MZ22500868	5.464285714
MZ22500869	10.95
MZ22500870	9.25
MZ22500873	11.47826087
MZ22500875	11.94736842
MZ22500876	9.447368421
MZ22500878	10.34782609
MZ22500880	10.64705882
MZ22500881	6.555555556
MZ22500882	3.15
MZ22500885	12.21052632
MZ22500886	4.70212766
MZ22500888	6.842105263
MZ22500890	8.285714286000001
MZ22500892	3.769230769
MZ22500894	13.82608696
MZ22500897	5.894736842
MZ22500899	18.6
MZ22500900	9.911764706
MZ22500902	7.684210526
MZ22500907	5.894736842
MZ22500908	16.21052632
MZ22500911	14.0
MZ22500913	24.58333333
MZ22500916	7.619047619
MZ22500917	8.710526316000001
MZ22500918	8.631578947000001
MZ22500919	10.18518519
MZ22500920	13.25
MZ22500922	4.058823529
MZ22500923	14.36666667
MZ22500925	12.35
MZ22500926	6.421052632
MZ22500927	5.857142857
MZ22500930	4.090909091
MZ22500931	6.315789474
MZ22500934	4.3
MZ22500935	7.263157895
MZ22500938	4.428571429
MZ22500939	4.052631579
MZ22500942	4.1111111110000005
MZ22500943	5.5
MZ22500944	12.05555556
MZ22500945	5.263157895
MZ22500949	6.052631579
MZ22500951	10.85714286
MZ22500953	9.476190476000001
MZ22500955	4.8
MZ22500956	8.166666667000001
MZ22500957	11.15
MZ22500959	2.111111111
MZ22500960	12.26315789
MZ22500961	6.473684211
MZ22500962	5.761904762
MZ22500963	4.266666667
MZ22500966	11.92
MZ22500967	8.666666667000001
MZ22500969	4.947368421
MZ22500974	7.653846154
MZ22500975	6.315789474
MZ22500976	2.25
MZ22500977	6.55
MZ22500978	9.05
MZ22500979	6.75
MZ22500980	4.65
MZ22500981	4.263157895
MZ22500982	9.0
MZ22500984	17.22222222
MZ22500986	1.5
MZ22500988	5.029411765
MZ22500989	11.875
MZ22500991	5.5
MZ22500992	8.4
MZ22500996	15.73684211
MZ22500997	12.35
MZ22501001	9.473684211
MZ22501004	9.052631579
MZ22501006	11.57894737
MZ22501007	10.83333333
MZ22501008	3.904761905
MZ22501009	9.473684211
MZ22501010	10.73913043
MZ22501013	12.36842105
MZ22501014	8.047619048
MZ22501016	3.285714286
MZ22501018	12.63157895
MZ22501026	8.6
MZ22501028	11.23809524
MZ22501029	3.894736842
MZ22501032	3.80952381
MZ22501033	4.8947368419999995
MZ22501036	6.789473684
MZ22501037	2.925925926
MZ22501038	5.894736842
MZ22501039	6.210526316
MZ22501040	2.2
MZ22501042	6.736842105
MZ22501043	11.89473684
MZ22501044	12.15789474
MZ22501045	5.25
MZ22501046	4.75
MZ22501049	7.619047619
MZ22501052	2.777777778
MZ22501053	4.0
MZ22501057	3.666666667
MZ22501058	7.76
MZ22501059	10.0
MZ22501064	4.263157895
MZ22501066	7.68
MZ22501068	7.458333333
MZ22501069	3.0
MZ22501071	3.1818181819999998
MZ22501072	4.6111111110000005
MZ22501074	9.8
MZ22501077	2.625
MZ22501078	6.125
MZ22501079	5.857142857
MZ22501080	4.428571429
MZ22501082	6.80952381
MZ22501084	1.967741935
MZ22501086	7.05
MZ22501087	9.894736842
MZ22501090	3.842105263
MZ22501095	7.761904762
MZ22501096	8.631578947000001
MZ22501098	2.0
MZ22501099	3.4411764710000003
MZ22501100	7.45
MZ22501109	8.0
MZ22501111	5.055555556
MZ22501117	1.0
MZ22501118	8.4
MZ22501119	9.578947368
MZ22501124	6.0
MZ22501130	6.647058824
MZ22501132	5.2
MZ22501133	5.25
MZ22501136	8.090909091
MZ22501137	6.5
MZ22501140	3.0
MZ22501143	4.95
MZ22501145	8.318181818
MZ22501146	3.736842105
MZ22501147	16.89473684
MZ22501148	8.75
MZ22501151	2.0526315790000003
MZ22501153	5.842105263
MZ22501154	7.85
MZ22501155	5.55
MZ22501157	3.684210526
MZ22501158	4.523809524
MZ22501159	7.85
MZ22501160	7.842105263
MZ22501162	3.0909090910000003
MZ22501163	7.947368421
MZ22501164	7.35
MZ22501166	8.05
MZ22501168	17.15
MZ22501169	4.947368421
MZ22501171	2.392857143
MZ22501172	5.736842105
MZ22501173	7.55
MZ22501175	14.31578947
MZ22501176	2.333333333
MZ22501177	8.421052632
MZ22501179	6.842105263
MZ22501182	1.789473684
MZ22501183	7.578947368
MZ22501185	7.125
MZ22501188	2.263157895
MZ22501189	4.1428571430000005
MZ22501192	6.62962963
MZ22501193	11.89473684
MZ22501194	15.0
MZ22501199	13.55
MZ22501201	12.89473684
MZ22501203	3.0
MZ22501207	6.105263158
MZ22501210	8.047619048
MZ22501211	4.263157895
MZ22501213	4.8421052630000005
MZ22501214	5.45
MZ22501215	6.833333333
MZ22501217	7.473684211
MZ22501218	11.47368421
MZ22501221	11.7
MZ22501222	15.83333333
MZ22501223	3.894736842
MZ22501224	11.52631579
MZ22501228	7.842105263
MZ22501233	9.75
MZ22501235	3.157894737
MZ22501236	5.904761905
MZ22501238	3.842105263
MZ22501243	7.333333333
MZ22501244	2.142857143
MZ22501246	9.588235294
MZ22501248	18.4
MZ22501250	5.526315789
MZ22501253	5.444444444
MZ22501255	7.2
MZ22501257	13.85714286
MZ22501258	10.37037037
MZ22501259	9.85
MZ22501260	5.166666667
MZ22501265	1.6666666669999999
MZ22501266	12.0
MZ22501269	7.538461538
MZ22501272	7.473684211
MZ22501273	3.85
MZ22501275	9.0
MZ22501276	4.0
MZ22501277	9.75
MZ22501278	18.95833333
MZ22501280	4.7
MZ22501281	7.526315789
MZ22501283	10.36842105
MZ22501288	13.61904762
MZ22501289	5.789473684
MZ22501295	4.739130435
MZ22501296	10.95454545
MZ22501297	13.25
MZ22501301	10.84210526
MZ22501303	7.125
MZ22501305	8.269230769
MZ22501307	5.666666667
MZ22501308	6.482758621
MZ22501310	5.19047619
MZ22501314	5.071428571
MZ22501318	7.052631579
MZ22501320	9.473684211
MZ22501321	8.56
MZ22501323	7.0
MZ22501324	2.210526316
MZ22501326	4.391304348
MZ22501328	12.1
MZ22501331	8.4
MZ22501332	10.12765957
MZ22501335	4.166666667
MZ22501336	5.44
MZ22501339	12.89473684
MZ22501341	10.20833333
MZ22501343	13.21052632
MZ22501345	1.523809524
MZ22501346	3.333333333
MZ22501347	12.94444444
MZ22501348	8.181818182
MZ22501350	5.684210526
MZ22501351	2.7241379310000005
MZ22501352	9.0
MZ22501355	3.631578947
MZ22501357	6.277777778
MZ22501359	5.736842105
MZ22501360	5.0476190480000005
MZ22501361	11.54545455
MZ22501365	6.657142857
MZ22501366	5.0476190480000005
MZ22501367	5.083333333
MZ22501369	11.89473684
MZ22501370	3.368421053
MZ22501371	3.157894737
MZ22501372	12.38095238
MZ22501375	4.166666667
MZ22501377	7.95
MZ22501379	4.85
MZ22501385	6.894736842
MZ22501388	3.428571429
MZ22501390	3.0
MZ22501392	13.35
MZ22501393	12.52631579
MZ22501396	11.77777778
MZ22501398	10.8
MZ22501404	12.33333333
MZ22501405	4.035714286
MZ22501406	6.842105263
MZ22501407	1.6666666669999999
MZ22501409	6.03030303
MZ22501410	11.81818182
MZ22501411	8.684210526000001
MZ22501412	8.352941176
MZ22501415	1.5555555559999998
MZ22501416	3.95
MZ22501417	11.10526316
MZ22501419	4.571428571
MZ22501420	5.882352941000001
MZ22501424	3.138888889
MZ22501425	9.684210526000001
MZ22501431	7.5
MZ22501433	6.894736842
MZ22501434	5.55
MZ22501438	4.25
MZ22501439	8.090909091
MZ22501444	13.31578947
MZ22501445	8.5
MZ22501449	8.105263158
MZ22501455	6.631578947
MZ22501457	11.0625
MZ22501458	3.368421053
MZ22501460	7.45
MZ22501461	7.473684211
MZ22501464	6.380952381
MZ22501465	4.090909091
MZ22501467	9.0
MZ22501469	7.789473684
MZ22501474	9.05
MZ22501475	4.8421052630000005
MZ22501477	6.25
MZ22501480	2.789473684
MZ22501481	9.75
MZ22501483	5.571428571
MZ22501484	3.1
MZ22501486	3.0555555560000003
MZ22501491	7.137931034
MZ22501492	7.666666667
MZ22501496	6.4117647060000005
MZ22501500	6.5
MZ22501503	5.5
MZ22501505	7.45
MZ22501506	6.884615385
MZ22501507	8.7
MZ22501510	4.7
MZ22501511	6.0
MZ22501512	5.8
MZ22501513	5.894736842
MZ22501515	3.105263158
MZ22501518	2.947368421
MZ22501520	7.3
MZ22501521	5.789473684
MZ22501526	6.545454545
MZ22501531	4.1
MZ22501533	6.210526316
MZ22501534	7.947368421
MZ22501535	5.625
MZ22501537	2.333333333
MZ22501541	7.421052632
MZ22501545	4.789473684
MZ22501546	2.823529412
MZ22501551	4.55
MZ22501552	6.894736842
MZ22501553	3.0
MZ22501554	8.782608696
MZ22501557	8.264705882000001
MZ22501559	15.78947368
MZ22501560	4.7352941180000006
MZ22501561	4.789473684
MZ22501565	13.78947368
MZ22501566	8.269230769
MZ22501571	1.05
MZ22501572	6.4
MZ22501577	9.75
MZ22501578	6.1111111110000005
MZ22501582	6.842105263
MZ22501587	2.444444444
MZ22501588	17.38888889
MZ22501591	3.8387096769999998
MZ22501593	4.8
MZ22501595	3.736842105
MZ22501598	5.578947368
MZ22501599	9.695652174
MZ22501607	7.625
MZ22501608	4.48
MZ22501609	9.142857142999999
MZ22501610	3.473684211
MZ22501611	17.05
MZ22501613	2.6190476190000003
MZ22501614	6.0
MZ22501625	9.464285713999999
MZ22501627	9.7
MZ22501628	8.315789473999999
MZ22501629	5.052631579
MZ22501630	13.05
MZ22501631	8.304347826
MZ22501632	5.1052631580000005
MZ22501633	1.05
MZ22501636	3.9
MZ22501638	6.052631579
MZ22501641	3.578947368
MZ22501642	8.111111111
MZ22501644	2.55
MZ22501646	17.75
MZ22501648	9.0
MZ22501650	2.894736842
MZ22501652	18.4
MZ22501659	5.05
MZ22501660	3.9
MZ22501661	5.5
MZ22501662	3.45
MZ22501664	2.8529411760000003
MZ22501669	7.315789474
MZ22501670	5.842105263
MZ22501671	10.78947368
MZ22501674	4.666666667
MZ22501675	3.55
MZ22501676	3.894736842
MZ22501678	3.869565217
MZ22501679	4.409090909
MZ22501681	5.1578947369999995
MZ22501683	9.136363636
MZ22501685	3.291666667
MZ22501686	5.842105263
MZ22501690	8.789473683999999
MZ22501692	10.05263158
MZ22501693	3.722222222
MZ22501695	5.962962963
MZ22501698	9.681818182
MZ22501701	4.1578947369999995
MZ22501703	6.8
MZ22501704	8.15
MZ22501707	2.277777778
MZ22501708	8.157894737000001
MZ22501713	16.15789474
MZ22501716	7.736842105
MZ22501719	5.1052631580000005
MZ22501721	3.7
MZ22501727	7.263157895
MZ22501728	7.894736842
MZ22501729	13.05555556
MZ22501730	7.75
MZ22501731	4.428571429
MZ22501733	4.7
MZ22501734	11.68181818
MZ22501735	3.736842105
MZ22501740	2.8
MZ22501741	2.157894737
MZ22501745	5.5
MZ22501746	4.428571429
MZ22501747	4.6315789469999995
MZ22501748	8.421052632
MZ22501749	7.578947368
MZ22501750	2.157894737
MZ22501751	5.461538462
MZ22501755	2.0
MZ22501756	9.052631579
MZ22501758	10.5
MZ22501759	5.0
MZ22501760	12.25
MZ22501761	2.894736842
MZ22501763	6.789473684
MZ22501764	4.272727273
MZ22501765	6.576923077000001
MZ22501766	3.578947368
MZ22501769	10.5625
MZ22501772	1.111111111
MZ22501776	5.55
MZ22501777	5.842105263
MZ22501782	3.473684211
MZ22501784	6.736842105
MZ22501785	2.35
MZ22501789	11.63157895
MZ22501790	9.55
MZ22501796	3.0
MZ22501799	6.444444444
MZ22501800	5.578947368
MZ22501801	9.25
MZ22501809	8.25
MZ22501810	2.7
MZ22501811	5.1052631580000005
MZ22501815	8.7
MZ22501822	6.263157895
MZ22501823	9.695652174
MZ22501828	1.388888889
MZ22501831	6.482758621
MZ22501838	6.095238095
MZ22501839	7.157894737
MZ22501845	3.916666667
MZ22501848	11.5
MZ22501849	2.777777778
MZ22501852	5.727272727000001
MZ22501856	6.894736842
MZ22501858	4.8947368419999995
MZ22501860	6.722222222
MZ22501861	3.545454545
MZ22501863	3.75
MZ22501864	5.0
MZ22501865	5.052631579
MZ22501866	4.684210526
MZ22501867	8.526315789
MZ22501868	14.0
MZ22501873	10.0
MZ22501875	11.2962963
MZ22501876	10.26315789
MZ22501879	13.25
MZ22501882	15.05
MZ22501883	1.789473684
MZ22501887	6.722222222
MZ22501889	6.421052632
MZ22501892	4.1052631580000005
MZ22501894	3.7
MZ22501896	6.736842105
MZ22501897	8.3
MZ22501902	4.1052631580000005
MZ22501904	2.8461538460000004
MZ22501905	5.263157895
MZ22501906	3.894736842
MZ22501907	8.368421052999999
MZ22501908	6.0
MZ22501909	9.8
MZ22501910	8.368421052999999
MZ22501911	4.473684211
MZ22501912	6.833333333
MZ22501913	4.8947368419999995
MZ22501915	5.842105263
MZ22501916	4.6315789469999995
MZ22501918	4.45
MZ22501919	4.052631579
MZ22501922	3.2
MZ22501924	1.952380952
MZ22501929	7.421052632
MZ22501932	7.19047619
MZ22501933	8.210526316000001
MZ22501934	4.954545455
MZ22501939	8.055555556
MZ22501940	5.0
MZ22501943	7.526315789
MZ22501944	9.518518519
MZ22501950	1.285714286
MZ22501951	10.42105263
MZ22501953	9.136363636
MZ22501954	5.0
MZ22501956	15.10526316
MZ22501957	7.294117647
MZ22501958	3.894736842
MZ22501960	6.894736842
MZ22501961	7.2
MZ22501964	4.944444444
MZ22501966	3.45
MZ22501969	6.842105263
MZ22501970	4.05
MZ22501971	4.526315789
MZ22501973	5.8888888889999995
MZ22501975	9.136363636
MZ22501976	6.894736842
MZ22501977	19.61111111
MZ22501980	2.95
MZ22501986	12.26315789
MZ22501987	9.894736842
MZ22501991	9.368421052999999
MZ22501992	5.263157895
MZ22501996	11.68421053
MZ22501997	3.5
MZ22501999	2.9
MZ22502000	5.3888888889999995
MZ22502001	7.75
MZ22502002	1.277777778
MZ22502005	4.65
MZ22502012	2.2
MZ22502015	8.833333332999999
MZ22502017	6.45
MZ22502018	10.94117647
MZ22502021	5.6333333329999995
MZ22502023	2.578947368
MZ22502029	12.47368421
MZ22502030	9.333333332999999
MZ22502033	5.379310345
MZ22502034	5.631578947
MZ22502037	11.375
MZ22502039	2.894736842
MZ22502042	5.3684210530000005
MZ22502043	4.578947368
MZ22502044	3.166666667
MZ22502046	7.571428571
MZ22502048	4.130434783
MZ22502049	7.684210526
MZ22502051	3.722222222
MZ22502052	4.04
MZ22502053	6.894736842
MZ22502055	5.619047619
MZ22502059	3.9444444439999997
MZ22502060	4.222222222
MZ22502064	2.947368421
MZ22502065	3.111111111
MZ22502069	5.705882353
MZ22502070	8.555555556
MZ22502073	3.0
MZ22502075	2.277777778
MZ22502076	6.105263158
MZ22502077	3.105263158
MZ22502083	10.18181818
MZ22502085	11.68421053
MZ22502086	8.15
MZ22502090	4.8947368419999995
MZ22502093	10.0
MZ22502094	10.54545455
MZ22502097	3.421052632
MZ22502098	5.6363636360000005
MZ22502101	11.52380952
MZ22502102	4.5
MZ22502109	2.15
MZ22502110	4.8421052630000005
MZ22502112	4.3888888889999995
MZ22502113	10.63157895
MZ22502114	8.1
MZ22502115	7.105263158
MZ22502117	5.473684211
MZ22502118	7.454545455
MZ22502119	2.210526316
MZ22502121	9.535714286000001
MZ22502123	8.952380952
MZ22502126	6.722222222
MZ22502128	5.55
MZ22502132	7.0
MZ22502135	3.666666667
MZ22502137	10.31578947
MZ22502138	11.43333333
MZ22502139	8.516129032
MZ22502141	4.9
MZ22502142	4.947368421
MZ22502144	9.32
MZ22502145	8.684210526000001
MZ22502149	5.0476190480000005
MZ22502151	5.857142857
MZ22502152	4.0
MZ22502156	10.04
MZ22502157	3.578947368
MZ22502158	15.19047619
MZ22502159	7.15
MZ22502161	4.444444444
MZ22502162	6.55
MZ22502163	6.9
MZ22502166	5.052631579
MZ22502168	14.0
MZ22502172	6.55
MZ22502173	6.666666667
MZ22502175	5.947368421
MZ22502179	4.1052631580000005
MZ22502183	3.19047619
MZ22502185	5.705882353
MZ22502186	7.166666667
MZ22502187	6.052631579
MZ22502189	16.55555556
MZ22502190	6.277777778
MZ22502192	2.952380952
MZ22502194	6.05
MZ22502197	14.45454545
MZ22502198	10.15789474
MZ22502199	9.666666667000001
MZ22502200	1.105263158
MZ22502202	6.894736842
MZ22502203	6.857142857
MZ22502204	11.4
MZ22502205	11.35
MZ22502207	3.1363636360000005
MZ22502208	9.421052632
MZ22502210	15.15789474
MZ22502215	4.95
MZ22502217	5.35
