orthogroup	UNI
1381at7399	0.975609756
1382at7399	1.0
1392at7399	1.0
1393at7399	1.0
1395at7399	1.0
1397at7399	1.0
1399at7399	0.9024390240000001
1403at7399	1.0
1404at7399	0.975609756
1408at7399	1.0
1410at7399	0.87804878
1415at7399	1.0
1419at7399	1.0
1421at7399	1.0
1425at7399	0.975609756
1426at7399	1.0
1427at7399	1.0
1428at7399	0.87804878
1429at7399	1.0
1434at7399	1.0
1438at7399	1.0
1440at7399	1.0
1444at7399	0.975609756
1446at7399	1.0
1448at7399	1.0
1450at7399	1.0
1454at7399	1.0
1455at7399	0.5121951220000001
1456at7399	0.26829268300000003
1457at7399	1.0
1459at7399	1.0
1460at7399	1.0
1462at7399	0.585365854
1465at7399	1.0
1467at7399	0.975609756
1469at7399	1.0
1475at7399	1.0
1478at7399	1.0
1480at7399	1.0
1482at7399	1.0
1483at7399	1.0
1493at7399	0.7560975609999999
1494at7399	0.975609756
1502at7399	0.951219512
1503at7399	1.0
1507at7399	1.0
1508at7399	1.0
1512at7399	0.804878049
1513at7399	0.975609756
1515at7399	1.0
1521at7399	1.0
1525at7399	0.9024390240000001
1527at7399	0.975609756
1529at7399	1.0
1530at7399	0.975609756
1531at7399	1.0
1532at7399	1.0
1534at7399	1.0
1538at7399	0.975609756
1541at7399	0.951219512
1542at7399	1.0
1544at7399	1.0
1545at7399	1.0
1550at7399	1.0
1565at7399	1.0
1567at7399	0.9024390240000001
1572at7399	1.0
1574at7399	1.0
1575at7399	1.0
1576at7399	0.975609756
1584at7399	1.0
1588at7399	1.0
1589at7399	1.0
1590at7399	1.0
1597at7399	1.0
1602at7399	1.0
1607at7399	1.0
1608at7399	0.975609756
1614at7399	0.975609756
1616at7399	1.0
1620at7399	1.0
1627at7399	1.0
1630at7399	1.0
1638at7399	1.0
1640at7399	0.975609756
1641at7399	0.975609756
1645at7399	0.8292682929999999
1646at7399	1.0
1648at7399	0.975609756
1650at7399	0.9024390240000001
1652at7399	1.0
1656at7399	0.975609756
1659at7399	1.0
1664at7399	1.0
1668at7399	0.975609756
1672at7399	1.0
1674at7399	1.0
1678at7399	1.0
1686at7399	1.0
1688at7399	1.0
1689at7399	1.0
1694at7399	1.0
1695at7399	1.0
1696at7399	0.975609756
1701at7399	0.975609756
1702at7399	0.9024390240000001
1709at7399	1.0
1712at7399	1.0
1713at7399	1.0
1716at7399	1.0
1720at7399	1.0
1722at7399	0.975609756
1723at7399	1.0
1728at7399	1.0
1730at7399	1.0
1733at7399	0.975609756
1734at7399	1.0
1747at7399	0.585365854
1751at7399	0.975609756
1753at7399	0.9024390240000001
1754at7399	0.8292682929999999
1756at7399	0.9024390240000001
1757at7399	1.0
1763at7399	0.975609756
1767at7399	0.975609756
1768at7399	1.0
1783at7399	1.0
1786at7399	0.853658537
1789at7399	1.0
1794at7399	1.0
1796at7399	0.7560975609999999
1798at7399	1.0
1799at7399	1.0
1802at7399	1.0
1803at7399	0.926829268
1806at7399	1.0
1808at7399	1.0
1810at7399	0.975609756
1811at7399	1.0
1812at7399	1.0
1819at7399	1.0
1824at7399	1.0
1825at7399	0.975609756
1827at7399	1.0
1828at7399	1.0
1831at7399	0.975609756
1833at7399	1.0
1834at7399	1.0
1835at7399	1.0
1836at7399	1.0
1839at7399	1.0
1841at7399	0.926829268
1842at7399	0.26829268300000003
1846at7399	1.0
1849at7399	0.975609756
1854at7399	1.0
1861at7399	0.975609756
1862at7399	1.0
1865at7399	1.0
1867at7399	1.0
1868at7399	1.0
1880at7399	1.0
1883at7399	1.0
1886at7399	1.0
1889at7399	1.0
1891at7399	0.926829268
1893at7399	1.0
1894at7399	1.0
1895at7399	1.0
1898at7399	1.0
1899at7399	1.0
1901at7399	1.0
1903at7399	1.0
1911at7399	1.0
1913at7399	1.0
1917at7399	0.975609756
1921at7399	0.975609756
1923at7399	1.0
1926at7399	1.0
1930at7399	0.853658537
1931at7399	1.0
1934at7399	1.0
1939at7399	0.951219512
1941at7399	0.975609756
1942at7399	1.0
1944at7399	1.0
1948at7399	1.0
1949at7399	1.0
1957at7399	1.0
1959at7399	0.975609756
1962at7399	1.0
1964at7399	0.9024390240000001
1966at7399	0.975609756
1969at7399	0.9024390240000001
1971at7399	1.0
1978at7399	1.0
1980at7399	0.707317073
1989at7399	0.9024390240000001
1995at7399	1.0
1997at7399	1.0
1999at7399	1.0
2007at7399	1.0
2010at7399	1.0
2011at7399	1.0
2016at7399	0.975609756
2021at7399	1.0
2023at7399	1.0
2024at7399	0.926829268
2036at7399	1.0
2038at7399	0.975609756
2039at7399	1.0
2040at7399	0.975609756
2055at7399	0.975609756
2060at7399	1.0
2064at7399	1.0
2067at7399	0.341463415
2071at7399	0.926829268
2079at7399	0.975609756
2082at7399	0.975609756
2083at7399	1.0
2088at7399	1.0
2094at7399	0.853658537
2095at7399	1.0
2096at7399	0.43902439
2097at7399	1.0
2098at7399	1.0
2099at7399	1.0
2102at7399	0.975609756
2108at7399	1.0
2111at7399	0.9024390240000001
2113at7399	1.0
2119at7399	1.0
2123at7399	1.0
2125at7399	0.7560975609999999
2127at7399	1.0
2132at7399	1.0
2135at7399	1.0
2142at7399	1.0
2157at7399	0.9024390240000001
2162at7399	1.0
2164at7399	0.975609756
2165at7399	0.975609756
2171at7399	1.0
2173at7399	1.0
2175at7399	1.0
2176at7399	1.0
2185at7399	0.975609756
2195at7399	1.0
2197at7399	1.0
2198at7399	0.951219512
2200at7399	1.0
2203at7399	1.0
2204at7399	1.0
2205at7399	0.5121951220000001
2221at7399	1.0
2225at7399	1.0
2226at7399	0.39024390200000003
2227at7399	1.0
2229at7399	1.0
2231at7399	1.0
2232at7399	1.0
2233at7399	1.0
2236at7399	1.0
2238at7399	0.39024390200000003
2241at7399	0.951219512
2248at7399	1.0
2250at7399	1.0
2252at7399	1.0
2256at7399	1.0
2257at7399	0.9024390240000001
2259at7399	0.975609756
2261at7399	0.926829268
2262at7399	0.975609756
2263at7399	1.0
2264at7399	1.0
2267at7399	0.975609756
2269at7399	1.0
2274at7399	1.0
2275at7399	0.585365854
2276at7399	1.0
2277at7399	1.0
2282at7399	0.731707317
2283at7399	0.975609756
2286at7399	1.0
2290at7399	0.9024390240000001
2293at7399	1.0
2294at7399	0.9024390240000001
2296at7399	0.87804878
2297at7399	0.853658537
2298at7399	1.0
2299at7399	1.0
2306at7399	1.0
2314at7399	0.8292682929999999
2324at7399	0.9024390240000001
2327at7399	1.0
2328at7399	1.0
2336at7399	1.0
2341at7399	1.0
2345at7399	1.0
2346at7399	1.0
2350at7399	1.0
2353at7399	1.0
2363at7399	1.0
2367at7399	0.951219512
2370at7399	1.0
2372at7399	1.0
2373at7399	0.951219512
2374at7399	1.0
2377at7399	1.0
2385at7399	0.87804878
2386at7399	0.926829268
2387at7399	1.0
2388at7399	1.0
2392at7399	1.0
2393at7399	0.975609756
2397at7399	1.0
2406at7399	1.0
2408at7399	0.926829268
2409at7399	0.87804878
2410at7399	0.975609756
2412at7399	0.975609756
2414at7399	1.0
2419at7399	1.0
2423at7399	0.975609756
2424at7399	1.0
2427at7399	0.87804878
2428at7399	1.0
2430at7399	1.0
2435at7399	1.0
2436at7399	1.0
2437at7399	1.0
2441at7399	0.975609756
2444at7399	1.0
2453at7399	1.0
2458at7399	1.0
2460at7399	0.951219512
2461at7399	0.975609756
2463at7399	1.0
2468at7399	1.0
2474at7399	0.926829268
2476at7399	1.0
2477at7399	0.9024390240000001
2480at7399	1.0
2482at7399	0.975609756
2484at7399	1.0
2489at7399	1.0
2491at7399	1.0
2497at7399	0.39024390200000003
2499at7399	1.0
2500at7399	1.0
2504at7399	1.0
2511at7399	1.0
2513at7399	1.0
2517at7399	0.7560975609999999
2518at7399	0.463414634
2525at7399	0.951219512
2526at7399	0.975609756
2527at7399	1.0
2530at7399	0.951219512
2535at7399	1.0
2536at7399	1.0
2540at7399	0.853658537
2543at7399	1.0
2548at7399	0.951219512
2549at7399	1.0
2553at7399	0.975609756
2554at7399	0.975609756
2555at7399	0.951219512
2556at7399	1.0
2560at7399	1.0
2561at7399	0.975609756
2562at7399	0.780487805
2564at7399	0.975609756
2569at7399	0.975609756
2570at7399	0.9024390240000001
2571at7399	0.975609756
2572at7399	1.0
2573at7399	1.0
2574at7399	1.0
2578at7399	1.0
2582at7399	0.951219512
2583at7399	1.0
2587at7399	1.0
2588at7399	0.926829268
2590at7399	0.975609756
2592at7399	0.9024390240000001
2593at7399	1.0
2601at7399	1.0
2605at7399	1.0
2607at7399	0.87804878
2609at7399	1.0
2614at7399	0.975609756
2617at7399	0.975609756
2619at7399	1.0
2623at7399	0.9024390240000001
2624at7399	1.0
2625at7399	0.585365854
2626at7399	1.0
2629at7399	1.0
2630at7399	1.0
2634at7399	0.975609756
2638at7399	0.975609756
2641at7399	1.0
2645at7399	1.0
2646at7399	1.0
2649at7399	1.0
2651at7399	0.951219512
2653at7399	0.5121951220000001
2655at7399	1.0
2656at7399	0.975609756
2659at7399	1.0
2660at7399	1.0
2663at7399	1.0
2668at7399	1.0
2671at7399	1.0
2672at7399	0.975609756
2674at7399	1.0
2675at7399	0.9024390240000001
2676at7399	1.0
2677at7399	0.926829268
2678at7399	1.0
2681at7399	0.975609756
2682at7399	1.0
2683at7399	0.609756098
2684at7399	0.7560975609999999
2687at7399	0.585365854
2690at7399	0.975609756
2693at7399	0.975609756
2694at7399	1.0
2702at7399	1.0
2707at7399	1.0
2713at7399	1.0
2715at7399	1.0
2717at7399	1.0
2719at7399	0.9024390240000001
2720at7399	1.0
2723at7399	1.0
2727at7399	0.87804878
2732at7399	0.87804878
2734at7399	0.975609756
2740at7399	1.0
2741at7399	1.0
2746at7399	1.0
2748at7399	1.0
2753at7399	1.0
2767at7399	1.0
2770at7399	0.87804878
2775at7399	0.609756098
2778at7399	0.9024390240000001
2779at7399	0.975609756
2780at7399	1.0
2785at7399	1.0
2789at7399	1.0
2790at7399	1.0
2791at7399	1.0
2796at7399	1.0
2801at7399	0.853658537
2802at7399	0.9024390240000001
2809at7399	1.0
2810at7399	1.0
2819at7399	1.0
2821at7399	0.9024390240000001
2826at7399	0.975609756
2827at7399	1.0
2829at7399	1.0
2830at7399	0.975609756
2836at7399	0.975609756
2845at7399	0.8292682929999999
2848at7399	0.951219512
2851at7399	1.0
2853at7399	1.0
2858at7399	1.0
2870at7399	1.0
2873at7399	1.0
2874at7399	1.0
2876at7399	0.975609756
2885at7399	0.9024390240000001
2886at7399	0.9024390240000001
2890at7399	1.0
2891at7399	1.0
2892at7399	0.975609756
2893at7399	0.975609756
2895at7399	1.0
2897at7399	1.0
2900at7399	1.0
2908at7399	1.0
2914at7399	1.0
2916at7399	1.0
2920at7399	1.0
2922at7399	0.951219512
2925at7399	0.951219512
2927at7399	1.0
2932at7399	0.975609756
2936at7399	0.658536585
2940at7399	1.0
2941at7399	0.9024390240000001
2943at7399	0.975609756
2948at7399	1.0
2949at7399	1.0
2957at7399	0.975609756
2970at7399	0.8292682929999999
2972at7399	0.39024390200000003
2975at7399	0.951219512
2976at7399	1.0
2978at7399	0.975609756
2980at7399	1.0
2983at7399	1.0
2984at7399	0.585365854
2986at7399	1.0
2987at7399	1.0
2988at7399	1.0
2995at7399	1.0
2996at7399	1.0
3005at7399	1.0
3010at7399	1.0
3022at7399	0.804878049
3028at7399	0.975609756
3032at7399	1.0
3034at7399	1.0
3041at7399	1.0
3042at7399	1.0
3043at7399	0.975609756
3047at7399	1.0
3051at7399	1.0
3053at7399	0.975609756
3065at7399	1.0
3070at7399	0.975609756
3071at7399	1.0
3073at7399	1.0
3074at7399	0.975609756
3083at7399	0.975609756
3085at7399	0.975609756
3086at7399	0.975609756
3088at7399	0.975609756
3089at7399	0.951219512
3090at7399	1.0
3091at7399	1.0
3094at7399	1.0
3098at7399	1.0
3104at7399	0.853658537
3110at7399	0.9024390240000001
3111at7399	1.0
3121at7399	1.0
3122at7399	1.0
3123at7399	0.975609756
3124at7399	1.0
3127at7399	1.0
3128at7399	0.975609756
3130at7399	0.975609756
3132at7399	1.0
3133at7399	1.0
3134at7399	1.0
3144at7399	1.0
3149at7399	0.7560975609999999
3150at7399	1.0
3152at7399	0.975609756
3155at7399	1.0
3157at7399	1.0
3158at7399	0.951219512
3163at7399	1.0
3165at7399	1.0
3166at7399	1.0
3167at7399	1.0
3170at7399	1.0
3171at7399	1.0
3172at7399	0.951219512
3174at7399	0.951219512
3177at7399	1.0
3179at7399	0.9024390240000001
3184at7399	0.926829268
3185at7399	0.975609756
3186at7399	1.0
3187at7399	1.0
3202at7399	0.780487805
3212at7399	1.0
3216at7399	1.0
3219at7399	1.0
3223at7399	0.975609756
3225at7399	1.0
3228at7399	1.0
3233at7399	1.0
3237at7399	1.0
3242at7399	0.975609756
3243at7399	0.951219512
3244at7399	1.0
3257at7399	1.0
3258at7399	0.975609756
3272at7399	1.0
3274at7399	1.0
3277at7399	1.0
3280at7399	1.0
3281at7399	0.87804878
3284at7399	0.9024390240000001
3286at7399	1.0
3290at7399	1.0
3302at7399	0.975609756
3303at7399	0.951219512
3304at7399	1.0
3305at7399	0.975609756
3306at7399	0.975609756
3311at7399	1.0
3321at7399	1.0
3324at7399	0.780487805
3326at7399	0.073170732
3332at7399	0.975609756
3337at7399	1.0
3338at7399	0.926829268
3345at7399	0.951219512
3349at7399	1.0
3353at7399	1.0
3354at7399	1.0
3356at7399	1.0
3359at7399	1.0
3360at7399	1.0
3362at7399	1.0
3365at7399	1.0
3375at7399	0.951219512
3377at7399	0.5121951220000001
3384at7399	1.0
3385at7399	0.975609756
3390at7399	0.975609756
3399at7399	1.0
3402at7399	1.0
3404at7399	0.951219512
3410at7399	0.780487805
3411at7399	0.975609756
3414at7399	0.926829268
3415at7399	0.9024390240000001
3421at7399	0.8292682929999999
3422at7399	1.0
3423at7399	1.0
3429at7399	0.365853659
3430at7399	0.87804878
3437at7399	0.975609756
3441at7399	1.0
3449at7399	0.975609756
3452at7399	1.0
3453at7399	1.0
3455at7399	1.0
3461at7399	1.0
3467at7399	1.0
3468at7399	1.0
3469at7399	0.731707317
3471at7399	0.975609756
3473at7399	1.0
3484at7399	1.0
3486at7399	0.707317073
3488at7399	1.0
3503at7399	0.975609756
3504at7399	1.0
3507at7399	0.487804878
3509at7399	0.9024390240000001
3516at7399	1.0
3519at7399	1.0
3522at7399	1.0
3523at7399	0.975609756
3529at7399	0.975609756
3531at7399	0.951219512
3537at7399	0.975609756
3538at7399	1.0
3546at7399	1.0
3547at7399	1.0
3549at7399	1.0
3551at7399	1.0
3553at7399	0.926829268
3562at7399	1.0
3564at7399	1.0
3567at7399	1.0
3572at7399	0.609756098
3575at7399	0.292682927
3578at7399	1.0
3579at7399	1.0
3582at7399	1.0
3586at7399	1.0
3592at7399	0.853658537
3597at7399	1.0
3602at7399	0.975609756
3606at7399	1.0
3612at7399	1.0
3614at7399	1.0
3616at7399	0.975609756
3617at7399	0.9024390240000001
3618at7399	0.292682927
3624at7399	1.0
3627at7399	0.975609756
3630at7399	1.0
3631at7399	0.87804878
3633at7399	0.463414634
3635at7399	1.0
3643at7399	1.0
3644at7399	1.0
3645at7399	0.975609756
3646at7399	1.0
3648at7399	1.0
3651at7399	1.0
3654at7399	0.975609756
3656at7399	0.26829268300000003
3660at7399	1.0
3668at7399	1.0
3669at7399	1.0
3670at7399	1.0
3674at7399	0.951219512
3677at7399	1.0
3678at7399	1.0
3679at7399	0.975609756
3681at7399	1.0
3682at7399	1.0
3687at7399	0.975609756
3692at7399	1.0
3698at7399	1.0
3707at7399	1.0
3712at7399	1.0
3713at7399	1.0
3718at7399	1.0
3720at7399	0.853658537
3721at7399	1.0
3727at7399	1.0
3729at7399	1.0
3733at7399	1.0
3735at7399	1.0
3736at7399	0.87804878
3739at7399	1.0
3742at7399	1.0
3743at7399	1.0
3746at7399	1.0
3750at7399	0.9024390240000001
3754at7399	1.0
3756at7399	1.0
3763at7399	1.0
3767at7399	1.0
3768at7399	1.0
3773at7399	0.951219512
3776at7399	1.0
3777at7399	0.926829268
3780at7399	1.0
3793at7399	1.0
3794at7399	1.0
3798at7399	0.951219512
3803at7399	1.0
3804at7399	0.975609756
3807at7399	1.0
3810at7399	1.0
3817at7399	1.0
3819at7399	1.0
3829at7399	1.0
3831at7399	0.87804878
3832at7399	0.951219512
3838at7399	1.0
3839at7399	1.0
3843at7399	0.951219512
3845at7399	1.0
3848at7399	1.0
3853at7399	0.951219512
3858at7399	1.0
3859at7399	0.975609756
3860at7399	1.0
3862at7399	1.0
3867at7399	1.0
3873at7399	1.0
3874at7399	0.975609756
3877at7399	1.0
3879at7399	0.951219512
3883at7399	1.0
3887at7399	1.0
3894at7399	1.0
3899at7399	1.0
3900at7399	1.0
3903at7399	1.0
3904at7399	1.0
3906at7399	1.0
3908at7399	0.975609756
3914at7399	1.0
3921at7399	1.0
3928at7399	0.9024390240000001
3930at7399	0.975609756
3938at7399	1.0
3945at7399	0.951219512
3949at7399	0.56097561
3952at7399	0.975609756
3955at7399	1.0
3957at7399	0.951219512
3960at7399	1.0
3966at7399	1.0
3972at7399	1.0
3973at7399	1.0
3974at7399	0.975609756
3978at7399	0.9024390240000001
3984at7399	1.0
3985at7399	0.926829268
3990at7399	1.0
3995at7399	1.0
3999at7399	0.31707317100000004
4002at7399	1.0
4007at7399	1.0
4008at7399	0.975609756
4011at7399	1.0
4012at7399	1.0
4014at7399	0.5365853660000001
4017at7399	0.853658537
4022at7399	1.0
4024at7399	0.9024390240000001
4025at7399	0.926829268
4026at7399	1.0
4028at7399	0.87804878
4039at7399	0.951219512
4044at7399	0.975609756
4048at7399	0.682926829
4052at7399	1.0
4056at7399	1.0
4060at7399	1.0
4066at7399	1.0
4068at7399	1.0
4069at7399	1.0
4070at7399	0.975609756
4075at7399	1.0
4076at7399	1.0
4079at7399	1.0
4080at7399	0.975609756
4082at7399	1.0
4083at7399	0.804878049
4087at7399	1.0
4089at7399	0.731707317
4091at7399	1.0
4094at7399	1.0
4095at7399	1.0
4098at7399	1.0
4099at7399	0.41463414600000004
4102at7399	0.219512195
4104at7399	1.0
4105at7399	1.0
4109at7399	1.0
4110at7399	1.0
4111at7399	0.463414634
4114at7399	1.0
4116at7399	1.0
4117at7399	1.0
4118at7399	1.0
4120at7399	0.975609756
4121at7399	0.975609756
4122at7399	0.975609756
4132at7399	1.0
4135at7399	0.975609756
4143at7399	1.0
4144at7399	1.0
4145at7399	0.9024390240000001
4147at7399	0.853658537
4149at7399	1.0
4150at7399	0.975609756
4155at7399	1.0
4160at7399	1.0
4171at7399	1.0
4176at7399	0.9024390240000001
4178at7399	0.975609756
4179at7399	0.975609756
4185at7399	1.0
4186at7399	0.975609756
4192at7399	1.0
4193at7399	1.0
4198at7399	1.0
4199at7399	1.0
4202at7399	1.0
4204at7399	0.975609756
4209at7399	1.0
4210at7399	1.0
4217at7399	0.926829268
4218at7399	1.0
4223at7399	1.0
4226at7399	0.39024390200000003
4228at7399	1.0
4231at7399	0.975609756
4233at7399	0.951219512
4234at7399	0.926829268
4236at7399	0.853658537
4238at7399	1.0
4239at7399	1.0
4241at7399	1.0
4245at7399	0.463414634
4248at7399	0.951219512
4249at7399	0.41463414600000004
4250at7399	1.0
