orthogroup	UNI
8152at7399	0.951219512
8153at7399	0.975609756
8157at7399	1.0
8161at7399	1.0
8167at7399	0.975609756
8168at7399	1.0
8179at7399	0.9024390240000001
8181at7399	0.26829268300000003
8185at7399	0.853658537
8186at7399	0.975609756
8187at7399	0.975609756
8191at7399	1.0
8198at7399	1.0
8205at7399	0.634146341
8206at7399	0.975609756
8207at7399	0.975609756
8213at7399	0.975609756
8214at7399	0.8292682929999999
8215at7399	1.0
8217at7399	0.975609756
8220at7399	1.0
8222at7399	0.975609756
8223at7399	1.0
8226at7399	0.975609756
8231at7399	0.975609756
8233at7399	0.975609756
8241at7399	1.0
8246at7399	1.0
8247at7399	1.0
8260at7399	0.975609756
8263at7399	0.9024390240000001
8264at7399	0.951219512
8268at7399	1.0
8269at7399	1.0
8271at7399	1.0
8272at7399	0.975609756
8273at7399	0.951219512
8274at7399	0.975609756
8276at7399	0.926829268
8282at7399	1.0
8283at7399	1.0
8285at7399	0.56097561
8289at7399	0.975609756
8291at7399	1.0
8292at7399	1.0
8296at7399	1.0
8302at7399	0.951219512
8303at7399	1.0
8304at7399	0.975609756
8307at7399	1.0
8316at7399	0.951219512
8318at7399	1.0
8320at7399	1.0
8325at7399	1.0
8326at7399	0.975609756
8329at7399	1.0
8332at7399	1.0
8335at7399	0.975609756
8338at7399	0.853658537
8340at7399	1.0
8344at7399	0.975609756
8345at7399	0.585365854
8350at7399	1.0
8355at7399	1.0
8357at7399	0.975609756
8364at7399	0.9024390240000001
8366at7399	1.0
8373at7399	1.0
8377at7399	1.0
8379at7399	1.0
8380at7399	0.951219512
8388at7399	1.0
8392at7399	1.0
8395at7399	0.9024390240000001
8397at7399	0.975609756
8398at7399	1.0
8400at7399	0.975609756
8401at7399	0.975609756
8413at7399	0.9024390240000001
8421at7399	0.926829268
8424at7399	1.0
8426at7399	0.707317073
8429at7399	0.975609756
8434at7399	1.0
8436at7399	1.0
8438at7399	0.7560975609999999
8439at7399	1.0
8445at7399	0.5121951220000001
8449at7399	0.975609756
8451at7399	1.0
8455at7399	0.975609756
8461at7399	1.0
8462at7399	1.0
8464at7399	0.8292682929999999
8469at7399	0.975609756
8473at7399	1.0
8477at7399	1.0
8478at7399	1.0
8479at7399	1.0
8480at7399	0.975609756
8482at7399	0.975609756
8485at7399	1.0
8487at7399	1.0
8491at7399	1.0
8499at7399	1.0
8502at7399	0.975609756
8504at7399	1.0
8505at7399	1.0
8511at7399	0.975609756
8513at7399	0.682926829
8516at7399	1.0
8517at7399	1.0
8520at7399	0.9024390240000001
8525at7399	0.951219512
8526at7399	0.853658537
8529at7399	1.0
8530at7399	0.975609756
8531at7399	1.0
8534at7399	0.975609756
8535at7399	1.0
8540at7399	1.0
8552at7399	1.0
8555at7399	1.0
8558at7399	1.0
8561at7399	0.975609756
8562at7399	0.487804878
8563at7399	1.0
8566at7399	0.975609756
8572at7399	0.926829268
8575at7399	1.0
8578at7399	0.87804878
8579at7399	0.804878049
8586at7399	0.926829268
8588at7399	0.707317073
8592at7399	0.926829268
8602at7399	1.0
8605at7399	0.975609756
8609at7399	0.8292682929999999
8611at7399	0.975609756
8614at7399	0.9024390240000001
8615at7399	1.0
8617at7399	1.0
8620at7399	1.0
8621at7399	1.0
8631at7399	1.0
8632at7399	0.975609756
8633at7399	0.975609756
8641at7399	0.9024390240000001
8642at7399	0.975609756
8652at7399	1.0
8656at7399	0.975609756
8657at7399	0.9024390240000001
8659at7399	1.0
8663at7399	0.975609756
8665at7399	1.0
8669at7399	1.0
8672at7399	0.975609756
8673at7399	0.975609756
8680at7399	1.0
8682at7399	1.0
8684at7399	0.975609756
8685at7399	1.0
8687at7399	1.0
8688at7399	0.951219512
8690at7399	0.975609756
8697at7399	1.0
8699at7399	0.975609756
8706at7399	1.0
8712at7399	1.0
8714at7399	1.0
8716at7399	1.0
8720at7399	0.926829268
8722at7399	1.0
8726at7399	0.926829268
8728at7399	0.853658537
8729at7399	1.0
8731at7399	0.975609756
8733at7399	0.975609756
8734at7399	0.9024390240000001
8735at7399	1.0
8736at7399	1.0
8738at7399	0.9024390240000001
8744at7399	0.975609756
8746at7399	1.0
8748at7399	0.975609756
8751at7399	0.731707317
8753at7399	0.975609756
8754at7399	1.0
8757at7399	0.951219512
8762at7399	0.9024390240000001
8771at7399	0.487804878
8772at7399	0.975609756
8773at7399	0.975609756
8774at7399	1.0
8780at7399	0.951219512
8781at7399	1.0
8782at7399	0.975609756
8789at7399	0.9024390240000001
8792at7399	1.0
8793at7399	1.0
8794at7399	1.0
8796at7399	1.0
8799at7399	1.0
8801at7399	1.0
8804at7399	0.951219512
8812at7399	1.0
8813at7399	0.975609756
8814at7399	0.8292682929999999
8815at7399	1.0
8816at7399	0.975609756
8818at7399	1.0
8827at7399	1.0
8833at7399	0.975609756
8834at7399	1.0
8846at7399	0.975609756
8851at7399	1.0
8864at7399	0.975609756
8867at7399	1.0
8870at7399	1.0
8877at7399	1.0
8882at7399	0.975609756
8888at7399	1.0
8895at7399	0.926829268
8897at7399	1.0
8904at7399	0.951219512
8906at7399	1.0
8911at7399	0.975609756
8912at7399	1.0
8914at7399	0.975609756
8920at7399	0.975609756
8928at7399	0.780487805
8930at7399	1.0
8934at7399	0.975609756
8941at7399	1.0
8942at7399	1.0
8946at7399	1.0
8949at7399	1.0
8950at7399	1.0
8953at7399	0.87804878
8954at7399	0.975609756
8955at7399	0.9024390240000001
8957at7399	1.0
8965at7399	0.951219512
8966at7399	1.0
8967at7399	0.975609756
8970at7399	1.0
8971at7399	0.951219512
8975at7399	0.975609756
8980at7399	0.634146341
8985at7399	1.0
8991at7399	0.975609756
8992at7399	0.41463414600000004
8997at7399	1.0
9001at7399	1.0
9002at7399	1.0
9007at7399	0.975609756
9014at7399	1.0
9023at7399	1.0
9032at7399	1.0
9040at7399	0.975609756
9041at7399	0.43902439
9042at7399	0.951219512
9043at7399	0.975609756
9051at7399	0.951219512
9052at7399	0.5365853660000001
9057at7399	0.5365853660000001
9059at7399	0.975609756
9070at7399	0.975609756
9071at7399	0.975609756
9073at7399	0.804878049
9074at7399	0.975609756
9081at7399	1.0
9083at7399	1.0
9090at7399	0.975609756
9091at7399	1.0
9099at7399	0.87804878
9106at7399	0.975609756
9110at7399	1.0
9119at7399	0.707317073
9122at7399	0.804878049
9128at7399	0.853658537
9132at7399	1.0
9134at7399	1.0
9140at7399	1.0
9141at7399	1.0
9143at7399	1.0
9152at7399	1.0
9158at7399	1.0
9160at7399	1.0
9164at7399	0.8292682929999999
9167at7399	1.0
9169at7399	0.853658537
9176at7399	0.975609756
9178at7399	0.975609756
9180at7399	0.87804878
9182at7399	1.0
9187at7399	0.7560975609999999
9188at7399	1.0
9194at7399	0.951219512
9196at7399	0.951219512
9202at7399	1.0
9208at7399	1.0
9211at7399	0.853658537
9214at7399	0.975609756
9215at7399	1.0
9220at7399	0.975609756
9221at7399	0.731707317
9224at7399	0.951219512
9226at7399	0.926829268
9229at7399	1.0
9231at7399	1.0
9232at7399	1.0
9235at7399	0.975609756
9242at7399	0.853658537
9247at7399	1.0
9248at7399	0.926829268
9251at7399	0.926829268
9252at7399	1.0
9253at7399	1.0
9256at7399	0.975609756
9261at7399	0.975609756
9262at7399	1.0
9264at7399	1.0
9266at7399	0.975609756
9267at7399	0.951219512
9270at7399	0.975609756
9271at7399	0.975609756
9275at7399	1.0
9278at7399	1.0
9279at7399	0.975609756
9282at7399	0.975609756
9284at7399	1.0
9286at7399	0.9024390240000001
9287at7399	1.0
9289at7399	0.975609756
9291at7399	0.975609756
9294at7399	1.0
9295at7399	1.0
9297at7399	0.975609756
9298at7399	0.975609756
9299at7399	1.0
9300at7399	0.975609756
9301at7399	0.975609756
9307at7399	1.0
9309at7399	1.0
9313at7399	0.975609756
9314at7399	0.9024390240000001
9318at7399	0.731707317
9320at7399	0.975609756
9321at7399	1.0
9325at7399	0.975609756
9326at7399	1.0
9336at7399	1.0
9341at7399	0.707317073
9346at7399	0.975609756
9349at7399	0.975609756
9351at7399	0.7560975609999999
9358at7399	0.975609756
9371at7399	0.146341463
9373at7399	1.0
9374at7399	1.0
9375at7399	0.975609756
9376at7399	0.975609756
9380at7399	1.0
9385at7399	0.87804878
9387at7399	0.853658537
9389at7399	0.341463415
9392at7399	0.975609756
9403at7399	1.0
9404at7399	1.0
9408at7399	0.9024390240000001
9419at7399	1.0
9422at7399	0.926829268
9424at7399	0.951219512
9426at7399	1.0
9428at7399	0.975609756
9429at7399	0.975609756
9434at7399	0.853658537
9441at7399	1.0
9442at7399	0.463414634
9443at7399	0.975609756
9445at7399	1.0
9448at7399	1.0
9453at7399	1.0
9455at7399	1.0
9457at7399	0.975609756
9458at7399	1.0
9465at7399	1.0
9467at7399	0.975609756
9468at7399	1.0
9470at7399	1.0
9479at7399	0.975609756
9481at7399	0.853658537
9482at7399	1.0
9483at7399	1.0
9484at7399	0.17073170699999998
9488at7399	0.975609756
9490at7399	0.975609756
9494at7399	1.0
9495at7399	1.0
9497at7399	1.0
9498at7399	1.0
9499at7399	0.975609756
9500at7399	0.975609756
9503at7399	1.0
9505at7399	1.0
9506at7399	0.56097561
9511at7399	1.0
9514at7399	1.0
9515at7399	1.0
9517at7399	1.0
9520at7399	1.0
9523at7399	1.0
9528at7399	0.073170732
9529at7399	1.0
9534at7399	1.0
9540at7399	1.0
9542at7399	1.0
9545at7399	1.0
9547at7399	0.951219512
9552at7399	1.0
9558at7399	0.951219512
9562at7399	1.0
9565at7399	1.0
9570at7399	1.0
9585at7399	0.975609756
9586at7399	1.0
9590at7399	0.975609756
9591at7399	0.87804878
9595at7399	1.0
9596at7399	0.975609756
9598at7399	0.951219512
9599at7399	0.975609756
9601at7399	0.951219512
9608at7399	0.975609756
9611at7399	0.8292682929999999
9613at7399	1.0
9615at7399	0.8292682929999999
9618at7399	0.9024390240000001
9619at7399	0.951219512
9620at7399	1.0
9628at7399	1.0
9635at7399	1.0
9638at7399	0.707317073
9640at7399	1.0
9641at7399	1.0
9646at7399	0.975609756
9660at7399	1.0
9667at7399	0.975609756
9669at7399	1.0
9671at7399	1.0
9674at7399	0.975609756
9675at7399	0.975609756
9677at7399	0.951219512
9681at7399	1.0
9685at7399	1.0
9693at7399	0.951219512
9695at7399	1.0
9696at7399	1.0
9703at7399	0.975609756
9707at7399	1.0
9708at7399	0.926829268
9711at7399	1.0
9714at7399	0.87804878
9718at7399	0.975609756
9722at7399	0.926829268
9723at7399	1.0
9725at7399	0.87804878
9729at7399	0.975609756
9736at7399	0.926829268
9737at7399	0.975609756
9738at7399	0.975609756
9739at7399	0.975609756
9740at7399	0.26829268300000003
9743at7399	1.0
9744at7399	0.975609756
9746at7399	1.0
9752at7399	0.707317073
9760at7399	0.87804878
9761at7399	0.975609756
9762at7399	0.951219512
9763at7399	1.0
9768at7399	1.0
9780at7399	0.926829268
9784at7399	1.0
9785at7399	0.975609756
9788at7399	1.0
9798at7399	1.0
9799at7399	1.0
9806at7399	0.975609756
9810at7399	0.853658537
9812at7399	0.975609756
9813at7399	1.0
9815at7399	1.0
9819at7399	0.951219512
9822at7399	1.0
9824at7399	0.31707317100000004
9825at7399	0.975609756
9827at7399	0.975609756
9830at7399	1.0
9841at7399	0.951219512
9844at7399	0.975609756
9845at7399	1.0
9849at7399	0.975609756
9855at7399	1.0
9861at7399	0.975609756
9863at7399	1.0
9864at7399	1.0
9868at7399	1.0
9870at7399	0.951219512
9873at7399	0.951219512
9875at7399	1.0
9879at7399	0.951219512
9883at7399	1.0
9885at7399	0.975609756
9887at7399	1.0
9888at7399	0.975609756
9891at7399	0.975609756
9898at7399	0.975609756
9899at7399	0.292682927
9900at7399	0.926829268
9904at7399	0.975609756
9912at7399	0.975609756
9917at7399	0.975609756
9923at7399	1.0
9924at7399	1.0
9928at7399	1.0
9929at7399	1.0
9930at7399	0.975609756
9932at7399	1.0
9938at7399	0.853658537
9943at7399	0.780487805
9944at7399	1.0
9946at7399	0.975609756
9950at7399	1.0
9953at7399	1.0
9956at7399	1.0
9957at7399	0.951219512
9959at7399	0.5365853660000001
9963at7399	0.926829268
9967at7399	1.0
9970at7399	1.0
9973at7399	1.0
9976at7399	1.0
9977at7399	0.975609756
9978at7399	0.8292682929999999
9980at7399	0.975609756
9982at7399	1.0
9984at7399	1.0
9985at7399	1.0
9986at7399	1.0
9987at7399	1.0
9988at7399	1.0
9989at7399	1.0
9992at7399	1.0
9997at7399	1.0
10001at7399	1.0
10019at7399	1.0
10023at7399	0.780487805
10025at7399	0.975609756
10027at7399	0.975609756
10029at7399	1.0
10033at7399	1.0
10037at7399	0.853658537
10053at7399	0.975609756
10055at7399	1.0
10058at7399	1.0
10065at7399	0.43902439
10068at7399	1.0
10072at7399	0.87804878
10073at7399	0.975609756
10075at7399	1.0
10076at7399	1.0
10080at7399	0.975609756
10085at7399	1.0
10086at7399	0.975609756
10089at7399	0.975609756
10092at7399	0.975609756
10094at7399	0.9024390240000001
10099at7399	1.0
10103at7399	0.707317073
10108at7399	1.0
10116at7399	1.0
10119at7399	0.804878049
10122at7399	1.0
10127at7399	1.0
10128at7399	1.0
10129at7399	1.0
10142at7399	0.8292682929999999
10143at7399	0.853658537
10148at7399	0.975609756
10153at7399	1.0
10155at7399	1.0
10159at7399	0.951219512
10161at7399	1.0
10164at7399	0.951219512
10165at7399	0.780487805
10166at7399	0.9024390240000001
10167at7399	0.853658537
10170at7399	0.951219512
10176at7399	1.0
10177at7399	0.975609756
10181at7399	1.0
10191at7399	0.975609756
10196at7399	0.243902439
10198at7399	0.975609756
10202at7399	0.951219512
10212at7399	1.0
10213at7399	1.0
10217at7399	1.0
10228at7399	0.975609756
10229at7399	1.0
10230at7399	0.975609756
10233at7399	1.0
10237at7399	1.0
10240at7399	0.975609756
10241at7399	0.926829268
10242at7399	0.951219512
10245at7399	1.0
10248at7399	1.0
10249at7399	1.0
10259at7399	1.0
10263at7399	1.0
10265at7399	0.951219512
10266at7399	1.0
10267at7399	1.0
10269at7399	1.0
10270at7399	1.0
10273at7399	1.0
10275at7399	1.0
10281at7399	0.951219512
10284at7399	0.926829268
10286at7399	1.0
10287at7399	1.0
10290at7399	1.0
10302at7399	1.0
10305at7399	0.926829268
10306at7399	0.975609756
10311at7399	1.0
10317at7399	1.0
10319at7399	1.0
10328at7399	1.0
10331at7399	0.780487805
10332at7399	0.975609756
10348at7399	1.0
10349at7399	0.975609756
10356at7399	0.853658537
10364at7399	1.0
10365at7399	0.853658537
10368at7399	0.951219512
10373at7399	1.0
10377at7399	1.0
10381at7399	1.0
10392at7399	1.0
10393at7399	0.609756098
10395at7399	1.0
10399at7399	1.0
10402at7399	1.0
10403at7399	1.0
10405at7399	1.0
10406at7399	0.975609756
10407at7399	1.0
10409at7399	0.975609756
10410at7399	0.951219512
10415at7399	1.0
10420at7399	0.951219512
10421at7399	0.975609756
10423at7399	0.804878049
10426at7399	0.951219512
10428at7399	0.804878049
10430at7399	1.0
10431at7399	1.0
10433at7399	1.0
10435at7399	1.0
10436at7399	1.0
10442at7399	0.853658537
10448at7399	0.804878049
10449at7399	1.0
10453at7399	0.707317073
10456at7399	1.0
10466at7399	1.0
10473at7399	1.0
10475at7399	1.0
10477at7399	0.951219512
10480at7399	1.0
10481at7399	1.0
10486at7399	0.853658537
10494at7399	1.0
10495at7399	1.0
10497at7399	1.0
10498at7399	1.0
10500at7399	0.9024390240000001
10505at7399	0.975609756
10515at7399	1.0
10519at7399	0.975609756
10523at7399	0.975609756
10528at7399	1.0
10529at7399	1.0
10530at7399	0.975609756
10535at7399	1.0
10537at7399	1.0
10550at7399	0.975609756
10554at7399	0.780487805
10555at7399	1.0
10559at7399	1.0
10570at7399	0.926829268
10576at7399	0.951219512
10583at7399	1.0
10585at7399	1.0
10587at7399	1.0
10596at7399	0.951219512
10598at7399	1.0
10599at7399	0.951219512
10600at7399	0.951219512
10601at7399	0.975609756
10602at7399	0.975609756
10605at7399	0.975609756
10610at7399	1.0
10612at7399	1.0
10613at7399	0.975609756
10620at7399	1.0
10624at7399	0.975609756
10627at7399	0.951219512
10633at7399	0.951219512
10634at7399	0.951219512
10639at7399	1.0
10646at7399	0.975609756
10647at7399	0.9024390240000001
10649at7399	0.926829268
10654at7399	0.975609756
10668at7399	1.0
10673at7399	0.975609756
10679at7399	1.0
10680at7399	0.951219512
10683at7399	0.975609756
10685at7399	1.0
10687at7399	1.0
10688at7399	1.0
10694at7399	0.975609756
10695at7399	0.951219512
10696at7399	1.0
10697at7399	0.975609756
10703at7399	0.975609756
10705at7399	0.951219512
10707at7399	0.951219512
10708at7399	0.9024390240000001
10709at7399	0.707317073
10711at7399	1.0
10712at7399	1.0
10714at7399	0.975609756
10715at7399	0.8292682929999999
10716at7399	1.0
10717at7399	0.975609756
10723at7399	1.0
10724at7399	0.853658537
10727at7399	0.975609756
10740at7399	0.926829268
10749at7399	1.0
10752at7399	0.975609756
10756at7399	1.0
10757at7399	1.0
10759at7399	0.975609756
10763at7399	0.853658537
10765at7399	1.0
10766at7399	1.0
10768at7399	0.926829268
10775at7399	0.951219512
10776at7399	0.951219512
10784at7399	0.975609756
10785at7399	1.0
10787at7399	1.0
10788at7399	1.0
10789at7399	1.0
10790at7399	1.0
10794at7399	0.975609756
10799at7399	0.926829268
10800at7399	0.804878049
10801at7399	0.87804878
10805at7399	0.975609756
10807at7399	1.0
10808at7399	0.804878049
10820at7399	1.0
10821at7399	0.5365853660000001
10822at7399	0.87804878
10823at7399	0.975609756
10824at7399	0.9024390240000001
10827at7399	0.9024390240000001
10828at7399	0.975609756
10845at7399	1.0
10847at7399	0.87804878
10851at7399	1.0
10854at7399	1.0
10857at7399	0.975609756
10858at7399	0.975609756
10859at7399	0.39024390200000003
10861at7399	0.951219512
10867at7399	1.0
10871at7399	1.0
10875at7399	1.0
10880at7399	1.0
10888at7399	1.0
10889at7399	0.975609756
10891at7399	1.0
10892at7399	0.951219512
10899at7399	1.0
10902at7399	0.8292682929999999
10903at7399	0.975609756
10913at7399	1.0
10914at7399	0.975609756
10915at7399	0.975609756
10917at7399	0.951219512
10919at7399	1.0
10920at7399	1.0
10922at7399	0.951219512
10923at7399	0.975609756
10927at7399	0.975609756
10941at7399	0.87804878
10944at7399	0.975609756
10948at7399	0.975609756
10951at7399	1.0
10954at7399	0.43902439
10955at7399	1.0
10957at7399	0.975609756
10959at7399	1.0
10961at7399	1.0
10962at7399	0.951219512
10966at7399	1.0
10967at7399	1.0
10968at7399	1.0
10969at7399	0.926829268
10973at7399	0.975609756
10976at7399	1.0
10977at7399	0.975609756
10978at7399	0.951219512
10982at7399	0.975609756
10986at7399	0.975609756
10994at7399	1.0
10998at7399	0.26829268300000003
11006at7399	0.975609756
11011at7399	0.731707317
11015at7399	0.975609756
11020at7399	1.0
11021at7399	0.585365854
11022at7399	0.951219512
11023at7399	1.0
11027at7399	1.0
11031at7399	0.975609756
11035at7399	1.0
11040at7399	1.0
11041at7399	0.975609756
11044at7399	1.0
11045at7399	0.951219512
11046at7399	0.731707317
11047at7399	1.0
11048at7399	0.951219512
11056at7399	0.87804878
11063at7399	1.0
11068at7399	1.0
11071at7399	1.0
11072at7399	1.0
11075at7399	1.0
11076at7399	1.0
11077at7399	0.146341463
11083at7399	0.365853659
11085at7399	1.0
11089at7399	0.951219512
11095at7399	1.0
11097at7399	1.0
11101at7399	0.975609756
11103at7399	1.0
11104at7399	0.9024390240000001
11114at7399	1.0
11120at7399	0.951219512
11121at7399	0.975609756
11127at7399	0.926829268
11136at7399	1.0
11137at7399	0.8292682929999999
11138at7399	1.0
11148at7399	0.926829268
11149at7399	0.975609756
11152at7399	0.975609756
11154at7399	1.0
11176at7399	0.853658537
11180at7399	0.975609756
11181at7399	1.0
11184at7399	1.0
11185at7399	1.0
11190at7399	1.0
11193at7399	0.804878049
11200at7399	0.975609756
11204at7399	1.0
11205at7399	1.0
11210at7399	0.926829268
11217at7399	1.0
11226at7399	0.975609756
11235at7399	0.951219512
11238at7399	0.8292682929999999
11241at7399	0.926829268
11243at7399	0.292682927
11251at7399	0.926829268
11257at7399	0.9024390240000001
11265at7399	0.463414634
11266at7399	0.780487805
11268at7399	1.0
11271at7399	0.951219512
11274at7399	0.951219512
11276at7399	1.0
11277at7399	0.365853659
11278at7399	0.585365854
11279at7399	1.0
11280at7399	1.0
11282at7399	1.0
11283at7399	1.0
11289at7399	0.926829268
11300at7399	1.0
11303at7399	1.0
11306at7399	1.0
11313at7399	0.975609756
11316at7399	0.975609756
11322at7399	0.951219512
11323at7399	0.975609756
11326at7399	0.975609756
11329at7399	0.975609756
11330at7399	0.975609756
11332at7399	0.707317073
11334at7399	0.853658537
11341at7399	0.41463414600000004
11344at7399	0.731707317
11347at7399	0.609756098
11349at7399	0.804878049
11351at7399	0.707317073
11352at7399	1.0
11356at7399	0.975609756
11357at7399	0.804878049
11359at7399	1.0
11363at7399	1.0
11370at7399	0.707317073
11372at7399	0.975609756
11374at7399	1.0
11381at7399	1.0
11383at7399	0.9024390240000001
11386at7399	0.951219512
11387at7399	1.0
11388at7399	0.658536585
11390at7399	0.975609756
11393at7399	0.975609756
11395at7399	0.975609756
11399at7399	0.951219512
11408at7399	1.0
11411at7399	0.975609756
11413at7399	0.975609756
11415at7399	1.0
11417at7399	0.975609756
11422at7399	1.0
11426at7399	1.0
11427at7399	0.975609756
11430at7399	1.0
11439at7399	1.0
11445at7399	1.0
11449at7399	1.0
11454at7399	0.31707317100000004
11460at7399	0.8292682929999999
11465at7399	1.0
11470at7399	0.951219512
11472at7399	0.975609756
11473at7399	1.0
11474at7399	0.975609756
11479at7399	1.0
11481at7399	0.975609756
11482at7399	0.975609756
11485at7399	0.926829268
11486at7399	0.975609756
11491at7399	1.0
11494at7399	0.975609756
11496at7399	0.731707317
11505at7399	0.9024390240000001
11507at7399	0.975609756
11508at7399	0.951219512
11510at7399	0.87804878
11511at7399	1.0
11512at7399	1.0
11516at7399	0.975609756
11517at7399	1.0
11518at7399	0.5365853660000001
11520at7399	0.951219512
11527at7399	1.0
11528at7399	1.0
11529at7399	0.585365854
11533at7399	1.0
11537at7399	0.9024390240000001
11544at7399	0.87804878
11545at7399	1.0
11546at7399	0.975609756
11550at7399	0.926829268
11554at7399	0.975609756
11555at7399	1.0
11557at7399	1.0
11558at7399	1.0
11559at7399	0.9024390240000001
11562at7399	1.0
11563at7399	0.975609756
11568at7399	0.926829268
11569at7399	0.951219512
11571at7399	1.0
11575at7399	1.0
11576at7399	0.5365853660000001
11582at7399	1.0
11583at7399	0.975609756
11587at7399	0.975609756
11590at7399	1.0
11591at7399	0.975609756
11593at7399	0.926829268
11596at7399	0.975609756
11597at7399	1.0
11602at7399	0.9024390240000001
11604at7399	0.975609756
11611at7399	0.975609756
11612at7399	1.0
11613at7399	0.951219512
11615at7399	1.0
11616at7399	0.87804878
11625at7399	0.951219512
11627at7399	0.975609756
11630at7399	0.951219512
11631at7399	0.926829268
11633at7399	1.0
11634at7399	0.853658537
11635at7399	0.975609756
11642at7399	0.926829268
11645at7399	1.0
11647at7399	0.975609756
11649at7399	0.9024390240000001
11660at7399	1.0
11662at7399	0.9024390240000001
11666at7399	0.926829268
11667at7399	0.951219512
11669at7399	0.56097561
11671at7399	0.975609756
11672at7399	1.0
11674at7399	0.975609756
11677at7399	1.0
11681at7399	1.0
11686at7399	1.0
11687at7399	1.0
11694at7399	0.975609756
11699at7399	1.0
11705at7399	0.975609756
11706at7399	0.926829268
11707at7399	1.0
11713at7399	0.926829268
11715at7399	0.926829268
11717at7399	0.87804878
11724at7399	0.975609756
11728at7399	1.0
11729at7399	0.975609756
11734at7399	0.951219512
11740at7399	1.0
11741at7399	0.975609756
11742at7399	0.87804878
11743at7399	0.951219512
11744at7399	1.0
11752at7399	1.0
11756at7399	0.975609756
11757at7399	0.853658537
11760at7399	0.8292682929999999
11768at7399	1.0
11770at7399	1.0
11774at7399	0.975609756
11778at7399	0.926829268
11780at7399	1.0
11781at7399	1.0
11783at7399	0.853658537
11790at7399	1.0
11792at7399	0.975609756
11793at7399	1.0
11798at7399	0.951219512
11802at7399	1.0
11805at7399	0.19512195100000002
11806at7399	1.0
11807at7399	0.8292682929999999
11811at7399	0.975609756
11813at7399	0.975609756
11817at7399	1.0
11824at7399	0.951219512
11827at7399	1.0
11831at7399	0.853658537
11836at7399	1.0
11837at7399	0.43902439
11840at7399	0.707317073
11841at7399	1.0
11842at7399	1.0
11844at7399	0.731707317
11848at7399	0.975609756
11850at7399	1.0
11853at7399	1.0
11854at7399	0.975609756
11856at7399	1.0
11865at7399	0.87804878
11866at7399	1.0
11868at7399	0.975609756
11870at7399	0.926829268
11872at7399	1.0
11874at7399	1.0
11875at7399	1.0
11876at7399	0.804878049
11883at7399	0.951219512
11887at7399	0.951219512
11891at7399	0.951219512
11894at7399	0.853658537
11898at7399	1.0
11905at7399	0.780487805
11908at7399	1.0
11911at7399	0.951219512
11913at7399	1.0
11914at7399	0.951219512
11917at7399	1.0
11922at7399	1.0
11923at7399	0.658536585
11929at7399	0.951219512
11934at7399	0.707317073
11936at7399	0.365853659
11941at7399	0.951219512
11943at7399	1.0
11944at7399	1.0
11946at7399	0.073170732
11947at7399	1.0
11957at7399	1.0
11959at7399	0.975609756
11961at7399	0.975609756
11969at7399	1.0
11970at7399	0.731707317
11973at7399	1.0
11975at7399	0.926829268
11981at7399	0.975609756
11985at7399	1.0
11988at7399	0.926829268
11990at7399	0.975609756
11992at7399	0.975609756
11995at7399	0.975609756
11996at7399	0.9024390240000001
11999at7399	1.0
12001at7399	0.87804878
12003at7399	1.0
12005at7399	0.975609756
12008at7399	1.0
12010at7399	0.975609756
12018at7399	1.0
12021at7399	1.0
12023at7399	0.926829268
12024at7399	0.926829268
12026at7399	0.8292682929999999
12030at7399	1.0
12034at7399	0.731707317
12036at7399	0.292682927
12039at7399	0.951219512
12046at7399	1.0
12047at7399	1.0
12049at7399	1.0
12054at7399	1.0
12059at7399	1.0
12065at7399	1.0
12069at7399	0.975609756
12074at7399	0.975609756
12076at7399	0.26829268300000003
12077at7399	1.0
12078at7399	0.975609756
12080at7399	0.975609756
12081at7399	0.926829268
12084at7399	0.975609756
12085at7399	1.0
12087at7399	0.87804878
12088at7399	0.975609756
12092at7399	1.0
12094at7399	1.0
12100at7399	1.0
12103at7399	1.0
12104at7399	1.0
12105at7399	1.0
12108at7399	0.975609756
12110at7399	0.975609756
12116at7399	1.0
12117at7399	0.926829268
12123at7399	0.853658537
12124at7399	1.0
12126at7399	0.951219512
12133at7399	1.0
12134at7399	0.975609756
12143at7399	0.975609756
12145at7399	1.0
12155at7399	0.87804878
12158at7399	0.975609756
12160at7399	0.87804878
12162at7399	0.487804878
12166at7399	1.0
12167at7399	1.0
12168at7399	0.926829268
12169at7399	1.0
12171at7399	0.975609756
12176at7399	1.0
12184at7399	1.0
12201at7399	0.9024390240000001
12203at7399	1.0
12204at7399	1.0
12207at7399	1.0
12209at7399	0.975609756
12215at7399	0.951219512
12216at7399	1.0
12218at7399	0.975609756
12226at7399	0.975609756
12227at7399	0.975609756
12229at7399	0.975609756
12232at7399	0.951219512
12233at7399	0.43902439
12234at7399	1.0
12235at7399	0.853658537
12238at7399	1.0
12240at7399	0.853658537
12241at7399	1.0
12243at7399	0.975609756
12244at7399	0.658536585
12249at7399	1.0
12254at7399	0.87804878
12255at7399	0.975609756
12261at7399	1.0
12266at7399	0.975609756
12270at7399	0.8292682929999999
12271at7399	1.0
12272at7399	1.0
12274at7399	0.56097561
12275at7399	0.975609756
12280at7399	1.0
12281at7399	1.0
12287at7399	1.0
12301at7399	1.0
12303at7399	0.975609756
12316at7399	0.951219512
12317at7399	0.975609756
12319at7399	0.975609756
12320at7399	1.0
12324at7399	0.975609756
