orthogroup	AGE
MZ22521456	43.0
MZ22521458	43.0
MZ22521463	43.0
MZ22521465	43.0
MZ22521466	43.0
MZ22521467	27.90365678
MZ22521468	43.0
MZ22521471	43.0
MZ22521472	43.0
MZ22521473	43.0
MZ22521476	43.0
MZ22521479	43.0
MZ22521483	43.0
MZ22521486	43.0
MZ22521487	43.0
MZ22521488	43.0
MZ22521489	43.0
MZ22521490	43.0
MZ22521491	15.68373472
MZ22521493	15.68373472
MZ22521495	43.0
MZ22521498	43.0
MZ22521499	43.0
MZ22521500	19.19682665
MZ22521502	43.0
MZ22521506	27.90365678
MZ22521507	43.0
MZ22521509	27.90365678
MZ22521510	43.0
MZ22521514	43.0
MZ22521515	43.0
MZ22521518	43.0
MZ22521519	43.0
MZ22521520	43.0
MZ22521521	43.0
MZ22521524	43.0
MZ22521526	43.0
MZ22521530	27.90365678
MZ22521531	43.0
MZ22521532	43.0
MZ22521533	43.0
MZ22521534	43.0
MZ22521537	43.0
MZ22521539	43.0
MZ22521540	43.0
MZ22521541	43.0
MZ22521542	43.0
MZ22521543	19.19682665
MZ22521545	43.0
MZ22521546	43.0
MZ22521547	43.0
MZ22521548	27.90365678
MZ22521552	15.68373472
MZ22521553	27.90365678
MZ22521554	1.979807516
MZ22521555	43.0
MZ22521559	43.0
MZ22521561	43.0
MZ22521566	43.0
MZ22521569	15.68373472
MZ22521571	27.90365678
MZ22521572	15.68373472
MZ22521574	15.68373472
MZ22521575	43.0
MZ22521576	43.0
MZ22521577	15.68373472
MZ22521578	43.0
MZ22521580	6.854246331000001
MZ22521585	43.0
MZ22521586	19.19682665
MZ22521587	27.90365678
MZ22521589	43.0
MZ22521590	43.0
MZ22521591	27.90365678
MZ22521595	43.0
MZ22521597	43.0
MZ22521599	19.19682665
MZ22521602	27.90365678
MZ22521604	43.0
MZ22521605	43.0
MZ22521609	43.0
MZ22521610	27.90365678
MZ22521611	43.0
MZ22521612	43.0
MZ22521613	27.90365678
MZ22521614	43.0
MZ22521616	43.0
MZ22521617	43.0
MZ22521618	27.90365678
MZ22521621	43.0
MZ22521622	43.0
MZ22521626	43.0
MZ22521627	43.0
MZ22521629	43.0
MZ22521630	27.90365678
MZ22521632	43.0
MZ22521633	43.0
MZ22521635	43.0
MZ22521638	43.0
MZ22521639	43.0
MZ22521643	43.0
MZ22521644	15.68373472
MZ22521646	43.0
MZ22521647	43.0
MZ22521649	43.0
MZ22521652	43.0
MZ22521653	43.0
MZ22521655	43.0
MZ22521659	43.0
MZ22521662	27.90365678
MZ22521665	43.0
MZ22521666	43.0
MZ22521669	43.0
MZ22521670	43.0
MZ22521671	19.19682665
MZ22521673	43.0
MZ22521676	43.0
MZ22521678	43.0
MZ22521679	43.0
MZ22521680	43.0
MZ22521681	43.0
MZ22521684	19.19682665
MZ22521685	43.0
MZ22521686	43.0
MZ22521689	43.0
MZ22521691	43.0
MZ22521693	19.19682665
MZ22521694	43.0
MZ22521695	43.0
MZ22521696	43.0
MZ22521698	43.0
MZ22521701	43.0
MZ22521702	43.0
MZ22521704	43.0
MZ22521705	27.90365678
MZ22521706	43.0
MZ22521707	15.68373472
MZ22521708	19.19682665
MZ22521710	43.0
MZ22521711	43.0
MZ22521713	43.0
MZ22521714	43.0
MZ22521715	43.0
MZ22521718	43.0
MZ22521719	27.90365678
MZ22521721	43.0
MZ22521722	15.68373472
MZ22521723	27.90365678
MZ22521724	43.0
MZ22521725	43.0
MZ22521728	43.0
MZ22521730	43.0
MZ22521733	27.90365678
MZ22521735	43.0
MZ22521736	27.90365678
MZ22521737	43.0
MZ22521742	27.90365678
MZ22521744	19.19682665
MZ22521745	43.0
MZ22521746	43.0
MZ22521748	43.0
MZ22521749	19.19682665
MZ22521750	27.90365678
MZ22521754	43.0
MZ22521755	43.0
MZ22521756	43.0
MZ22521757	43.0
MZ22521759	15.68373472
MZ22521760	43.0
MZ22521761	43.0
MZ22521762	19.19682665
MZ22521763	11.57917827
MZ22521765	43.0
MZ22521766	43.0
MZ22521767	27.90365678
MZ22521773	43.0
MZ22521774	43.0
MZ22521775	43.0
MZ22521776	43.0
MZ22521777	43.0
MZ22521780	27.90365678
MZ22521781	15.68373472
MZ22521782	43.0
MZ22521783	19.19682665
MZ22521787	43.0
MZ22521788	43.0
MZ22521791	1.979807516
MZ22521793	43.0
MZ22521795	27.90365678
MZ22521796	27.90365678
MZ22521797	43.0
MZ22521798	9.663417743
MZ22521799	43.0
MZ22521800	43.0
MZ22521802	43.0
MZ22521803	27.90365678
MZ22521807	43.0
MZ22521808	43.0
MZ22521809	43.0
MZ22521810	43.0
MZ22521811	19.19682665
MZ22521813	43.0
MZ22521815	43.0
MZ22521816	43.0
MZ22521819	43.0
MZ22521820	19.19682665
MZ22521821	43.0
MZ22521823	43.0
MZ22521824	43.0
MZ22521826	43.0
MZ22521829	43.0
MZ22521830	43.0
MZ22521831	1.729225629
MZ22521833	43.0
MZ22521834	43.0
MZ22521836	43.0
MZ22521839	43.0
MZ22521840	43.0
MZ22521842	15.68373472
MZ22521843	27.90365678
MZ22521844	43.0
MZ22521845	43.0
MZ22521846	43.0
MZ22521847	43.0
MZ22521849	43.0
MZ22521851	43.0
MZ22521852	27.90365678
MZ22521853	43.0
MZ22521854	43.0
MZ22521857	43.0
MZ22521858	43.0
MZ22521859	43.0
MZ22521863	27.90365678
MZ22521864	43.0
MZ22521865	43.0
MZ22521866	43.0
MZ22521867	43.0
MZ22521868	1.979807516
MZ22521870	27.90365678
MZ22521873	43.0
MZ22521874	27.90365678
MZ22521875	43.0
MZ22521876	43.0
MZ22521877	43.0
MZ22521880	43.0
MZ22521881	43.0
MZ22521883	43.0
MZ22521884	43.0
MZ22521887	43.0
MZ22521888	43.0
MZ22521889	19.19682665
MZ22521891	43.0
MZ22521892	43.0
MZ22521895	43.0
MZ22521896	43.0
MZ22521897	11.57917827
MZ22521898	43.0
MZ22521899	27.90365678
MZ22521900	43.0
MZ22521904	43.0
MZ22521905	43.0
MZ22521907	27.90365678
MZ22521908	43.0
MZ22521913	43.0
MZ22521915	15.68373472
MZ22521916	43.0
MZ22521917	27.90365678
MZ22521918	43.0
MZ22521919	19.19682665
MZ22521920	27.90365678
MZ22521922	43.0
MZ22521923	43.0
MZ22521924	1.729225629
MZ22521926	43.0
MZ22521933	43.0
MZ22521934	43.0
MZ22521935	43.0
MZ22521939	43.0
MZ22521940	43.0
MZ22521943	27.90365678
MZ22521945	11.57917827
MZ22521947	27.90365678
MZ22521948	43.0
MZ22521949	19.19682665
MZ22521950	43.0
MZ22521951	1.729225629
MZ22521952	27.90365678
MZ22521953	43.0
MZ22521954	1.979807516
MZ22521955	15.68373472
MZ22521956	27.90365678
MZ22521957	43.0
MZ22521958	43.0
MZ22521960	43.0
MZ22521961	43.0
MZ22521962	43.0
MZ22521964	43.0
MZ22521965	27.90365678
MZ22521967	43.0
MZ22521970	43.0
MZ22521971	27.90365678
MZ22521973	43.0
MZ22521974	43.0
MZ22521976	27.90365678
MZ22521978	11.78552174
MZ22521979	43.0
MZ22521980	43.0
MZ22521981	43.0
MZ22521983	19.19682665
MZ22521984	43.0
MZ22521985	43.0
MZ22521986	43.0
MZ22521988	43.0
MZ22521989	43.0
MZ22521990	27.90365678
MZ22521991	27.90365678
MZ22521992	27.90365678
MZ22521993	43.0
MZ22521994	43.0
MZ22521995	43.0
MZ22521998	11.78552174
MZ22522001	15.68373472
MZ22522005	43.0
MZ22522006	43.0
MZ22522007	27.90365678
MZ22522009	43.0
MZ22522010	43.0
MZ22522011	27.90365678
MZ22522012	43.0
MZ22522015	15.68373472
MZ22522016	43.0
MZ22522017	43.0
MZ22522018	43.0
MZ22522019	43.0
MZ22522020	43.0
MZ22522021	43.0
MZ22522022	1.729225629
MZ22522023	43.0
MZ22522024	43.0
MZ22522027	19.19682665
MZ22522028	43.0
MZ22522029	27.90365678
MZ22522032	27.90365678
MZ22522036	15.68373472
MZ22522037	43.0
MZ22522041	1.979807516
MZ22522042	43.0
MZ22522043	27.90365678
MZ22522044	43.0
MZ22522045	43.0
MZ22522046	43.0
MZ22522047	15.68373472
MZ22522048	43.0
MZ22522049	27.90365678
MZ22522050	27.90365678
MZ22522053	43.0
MZ22522054	15.68373472
MZ22522056	27.90365678
MZ22522057	19.19682665
MZ22522059	43.0
MZ22522060	43.0
MZ22522061	43.0
MZ22522064	43.0
MZ22522065	43.0
MZ22522068	27.90365678
MZ22522071	43.0
MZ22522072	43.0
MZ22522073	15.68373472
MZ22522075	19.19682665
MZ22522076	43.0
MZ22522077	43.0
MZ22522078	43.0
MZ22522079	43.0
MZ22522080	27.90365678
MZ22522081	43.0
MZ22522083	43.0
MZ22522086	43.0
MZ22522088	43.0
MZ22522091	43.0
MZ22522093	43.0
MZ22522094	43.0
MZ22522096	43.0
MZ22522098	27.90365678
MZ22522100	43.0
MZ22522102	43.0
MZ22522106	43.0
MZ22522107	43.0
MZ22522108	43.0
MZ22522110	19.19682665
MZ22522111	43.0
MZ22522113	43.0
MZ22522115	43.0
MZ22522118	43.0
MZ22522120	43.0
MZ22522121	27.90365678
MZ22522122	43.0
MZ22522123	43.0
MZ22522125	43.0
MZ22522126	43.0
MZ22522128	27.90365678
MZ22522129	15.68373472
MZ22522131	43.0
MZ22522132	15.68373472
MZ22522134	1.979807516
MZ22522136	27.90365678
MZ22522137	43.0
MZ22522141	43.0
MZ22522143	43.0
MZ22522144	43.0
MZ22522145	43.0
MZ22522146	43.0
MZ22522151	43.0
MZ22522152	43.0
MZ22522154	43.0
MZ22522158	43.0
MZ22522159	27.90365678
MZ22522160	27.90365678
MZ22522161	27.90365678
MZ22522164	43.0
MZ22522168	27.90365678
MZ22522170	27.90365678
MZ22522171	43.0
MZ22522173	43.0
MZ22522174	43.0
MZ22522175	43.0
MZ22522177	43.0
MZ22522178	27.90365678
MZ22522180	43.0
MZ22522181	43.0
MZ22522182	19.19682665
MZ22522183	43.0
MZ22522184	11.78552174
MZ22522186	43.0
MZ22522188	43.0
MZ22522191	43.0
MZ22522192	43.0
MZ22522193	43.0
MZ22522195	43.0
MZ22522196	43.0
MZ22522197	43.0
MZ22522202	43.0
MZ22522206	43.0
MZ22522207	27.90365678
MZ22522208	19.19682665
MZ22522209	27.90365678
MZ22522211	19.19682665
MZ22522213	43.0
MZ22522214	43.0
MZ22522217	43.0
MZ22522220	15.68373472
MZ22522222	19.19682665
MZ22522223	43.0
MZ22522224	43.0
MZ22522227	43.0
MZ22522230	43.0
MZ22522231	1.729225629
MZ22522233	11.78552174
MZ22522235	43.0
MZ22522236	43.0
MZ22522237	27.90365678
MZ22522238	19.19682665
MZ22522239	43.0
MZ22522242	43.0
MZ22522243	43.0
MZ22522244	43.0
MZ22522245	11.57917827
MZ22522246	43.0
MZ22522247	43.0
MZ22522248	43.0
MZ22522252	1.729225629
MZ22522254	43.0
MZ22522257	43.0
MZ22522259	15.68373472
MZ22522260	43.0
MZ22522261	15.68373472
MZ22522262	43.0
MZ22522263	43.0
MZ22522267	43.0
MZ22522268	43.0
MZ22522269	43.0
MZ22522272	19.19682665
MZ22522274	15.68373472
MZ22522275	43.0
MZ22522277	43.0
MZ22522278	43.0
MZ22522280	43.0
MZ22522281	19.19682665
MZ22522282	43.0
MZ22522285	43.0
MZ22522287	27.90365678
MZ22522288	27.90365678
MZ22522291	43.0
MZ22522293	43.0
MZ22522295	43.0
MZ22522296	43.0
MZ22522297	19.19682665
MZ22522298	19.19682665
MZ22522302	43.0
MZ22522304	43.0
MZ22522305	43.0
MZ22522306	43.0
MZ22522307	43.0
MZ22522310	19.19682665
MZ22522313	43.0
MZ22522316	27.90365678
MZ22522317	27.90365678
MZ22522319	43.0
MZ22522320	27.90365678
MZ22522321	43.0
MZ22522322	43.0
MZ22522323	27.90365678
MZ22522325	27.90365678
MZ22522326	27.90365678
MZ22522329	27.90365678
MZ22522330	1.729225629
MZ22522331	19.19682665
MZ22522332	43.0
MZ22522339	43.0
MZ22522340	19.19682665
MZ22522342	27.90365678
MZ22522345	43.0
MZ22522346	43.0
MZ22522349	15.68373472
MZ22522350	43.0
MZ22522351	43.0
MZ22522352	27.90365678
MZ22522353	43.0
MZ22522354	27.90365678
MZ22522356	43.0
MZ22522358	43.0
MZ22522360	27.90365678
MZ22522362	27.90365678
MZ22522365	43.0
MZ22522366	43.0
MZ22522370	43.0
MZ22522371	43.0
MZ22522372	43.0
MZ22522374	15.68373472
MZ22522375	43.0
MZ22522377	43.0
MZ22522378	43.0
MZ22522383	43.0
MZ22522385	19.19682665
MZ22522386	19.19682665
MZ22522390	43.0
MZ22522394	43.0
MZ22522395	43.0
MZ22522396	43.0
MZ22522397	43.0
MZ22522399	43.0
MZ22522400	27.90365678
MZ22522401	11.78552174
MZ22522402	43.0
MZ22522404	43.0
MZ22522406	43.0
MZ22522408	19.19682665
MZ22522412	43.0
MZ22522413	19.19682665
MZ22522414	27.90365678
MZ22522415	27.90365678
MZ22522418	43.0
MZ22522419	43.0
MZ22522421	15.68373472
MZ22522422	43.0
MZ22522424	1.979807516
MZ22522425	43.0
MZ22522426	43.0
MZ22522427	27.90365678
MZ22522430	43.0
MZ22522432	27.90365678
MZ22522441	43.0
MZ22522442	43.0
MZ22522443	19.19682665
MZ22522445	43.0
MZ22522447	43.0
MZ22522448	43.0
MZ22522449	19.19682665
MZ22522452	43.0
MZ22522453	43.0
MZ22522454	27.90365678
MZ22522457	19.19682665
MZ22522458	43.0
MZ22522459	43.0
MZ22522460	43.0
MZ22522462	27.90365678
MZ22522463	27.90365678
MZ22522467	43.0
MZ22522469	43.0
MZ22522471	43.0
MZ22522472	1.979807516
MZ22522473	27.90365678
MZ22522474	27.90365678
MZ22522475	43.0
MZ22522476	27.90365678
MZ22522480	43.0
MZ22522483	43.0
MZ22522484	27.90365678
MZ22522485	8.294786931
MZ22522486	27.90365678
MZ22522487	27.90365678
MZ22522490	43.0
MZ22522491	27.90365678
MZ22522495	27.90365678
MZ22522498	43.0
MZ22522500	43.0
MZ22522502	15.68373472
MZ22522504	43.0
MZ22522505	43.0
MZ22522507	43.0
MZ22522508	43.0
MZ22522510	43.0
MZ22522511	19.19682665
MZ22522513	43.0
MZ22522514	27.90365678
MZ22522515	43.0
MZ22522516	43.0
MZ22522519	43.0
MZ22522522	43.0
MZ22522524	43.0
MZ22522525	27.90365678
MZ22522526	27.90365678
MZ22522529	19.19682665
MZ22522530	15.68373472
MZ22522531	27.90365678
MZ22522532	27.90365678
MZ22522533	43.0
MZ22522534	43.0
MZ22522535	11.57917827
MZ22522536	43.0
MZ22522537	43.0
MZ22522538	43.0
MZ22522539	43.0
MZ22522540	43.0
MZ22522542	43.0
MZ22522544	43.0
MZ22522545	15.68373472
MZ22522546	43.0
MZ22522547	27.90365678
MZ22522548	43.0
MZ22522550	43.0
MZ22522551	43.0
MZ22522552	43.0
MZ22522553	43.0
MZ22522559	43.0
MZ22522561	43.0
MZ22522562	43.0
MZ22522566	1.729225629
MZ22522568	1.979807516
MZ22522571	43.0
MZ22522573	43.0
MZ22522574	15.68373472
MZ22522575	43.0
MZ22522576	43.0
MZ22522577	19.19682665
MZ22522578	27.90365678
MZ22522580	43.0
MZ22522583	1.979807516
MZ22522584	43.0
MZ22522586	43.0
MZ22522587	43.0
MZ22522588	43.0
MZ22522589	15.68373472
MZ22522591	43.0
MZ22522592	43.0
MZ22522594	43.0
MZ22522596	43.0
MZ22522599	43.0
MZ22522600	27.90365678
MZ22522602	27.90365678
MZ22522603	43.0
MZ22522604	19.19682665
MZ22522608	43.0
MZ22522609	43.0
MZ22522610	27.90365678
MZ22522611	43.0
MZ22522613	43.0
MZ22522616	15.68373472
MZ22522619	43.0
MZ22522620	43.0
MZ22522621	43.0
MZ22522624	43.0
MZ22522625	43.0
MZ22522626	43.0
MZ22522628	27.90365678
MZ22522632	27.90365678
MZ22522635	43.0
MZ22522636	11.78552174
MZ22522637	27.90365678
MZ22522638	43.0
MZ22522639	19.19682665
MZ22522640	43.0
MZ22522641	27.90365678
MZ22522642	27.90365678
MZ22522643	43.0
MZ22522644	43.0
MZ22522648	43.0
MZ22522649	43.0
MZ22522650	43.0
MZ22522651	43.0
MZ22522653	43.0
MZ22522654	43.0
MZ22522655	27.90365678
MZ22522656	43.0
MZ22522658	43.0
MZ22522660	27.90365678
MZ22522661	43.0
MZ22522663	43.0
MZ22522664	27.90365678
MZ22522666	27.90365678
MZ22522672	43.0
MZ22522674	43.0
MZ22522675	19.19682665
MZ22522677	43.0
MZ22522679	43.0
MZ22522680	27.90365678
MZ22522684	43.0
MZ22522686	15.68373472
MZ22522687	43.0
MZ22522692	27.90365678
MZ22522693	19.19682665
MZ22522694	43.0
MZ22522695	43.0
MZ22522696	43.0
MZ22522698	43.0
MZ22522701	43.0
MZ22522703	43.0
MZ22522705	19.19682665
MZ22522708	43.0
MZ22522710	43.0
MZ22522711	11.78552174
MZ22522712	43.0
MZ22522713	27.90365678
MZ22522715	43.0
MZ22522716	27.90365678
MZ22522717	43.0
MZ22522718	43.0
MZ22522719	43.0
MZ22522721	43.0
MZ22522724	27.90365678
MZ22522725	43.0
MZ22522726	27.90365678
MZ22522727	27.90365678
MZ22522729	43.0
MZ22522732	43.0
MZ22522734	43.0
MZ22522737	43.0
MZ22522738	15.68373472
MZ22522739	43.0
MZ22522740	15.68373472
MZ22522742	43.0
MZ22522743	15.68373472
MZ22522744	43.0
MZ22522745	19.19682665
MZ22522746	43.0
MZ22522747	15.68373472
MZ22522748	43.0
MZ22522750	15.68373472
MZ22522751	27.90365678
MZ22522753	43.0
MZ22522757	15.68373472
MZ22522761	43.0
MZ22522765	43.0
MZ22522767	43.0
MZ22522769	43.0
MZ22522770	43.0
MZ22522772	43.0
MZ22522775	27.90365678
MZ22522776	27.90365678
MZ22522777	43.0
MZ22522778	43.0
MZ22522779	43.0
MZ22522780	43.0
MZ22522781	43.0
MZ22522783	43.0
MZ22522784	43.0
MZ22522786	43.0
MZ22522788	27.90365678
MZ22522789	43.0
MZ22522790	19.19682665
MZ22522791	43.0
MZ22522794	43.0
MZ22522797	43.0
MZ22522801	15.68373472
MZ22522804	15.68373472
MZ22522806	43.0
MZ22522807	19.19682665
MZ22522809	43.0
MZ22522810	43.0
MZ22522811	43.0
MZ22522812	43.0
MZ22522816	43.0
MZ22522817	27.90365678
MZ22522818	43.0
MZ22522820	43.0
MZ22522822	43.0
MZ22522823	27.90365678
MZ22522824	43.0
MZ22522825	43.0
MZ22522827	43.0
MZ22522828	15.68373472
MZ22522831	43.0
MZ22522834	43.0
MZ22522836	43.0
MZ22522837	43.0
MZ22522838	43.0
MZ22522839	27.90365678
MZ22522843	27.90365678
MZ22522844	27.90365678
MZ22522846	43.0
MZ22522847	27.90365678
MZ22522849	43.0
MZ22522850	43.0
MZ22522851	43.0
MZ22522852	43.0
MZ22522853	43.0
MZ22522854	27.90365678
MZ22522855	43.0
MZ22522856	43.0
MZ22522857	43.0
MZ22522859	19.19682665
MZ22522860	43.0
MZ22522861	43.0
MZ22522862	15.68373472
MZ22522867	43.0
MZ22522868	27.90365678
MZ22522871	15.68373472
MZ22522874	43.0
MZ22522875	15.68373472
MZ22522877	27.90365678
MZ22522881	43.0
MZ22522886	43.0
MZ22522888	43.0
MZ22522889	27.90365678
MZ22522891	43.0
MZ22522895	15.68373472
MZ22522896	43.0
MZ22522898	43.0
MZ22522901	27.90365678
MZ22522902	43.0
MZ22522905	43.0
MZ22522906	43.0
MZ22522907	43.0
MZ22522910	27.90365678
MZ22522911	43.0
MZ22522912	43.0
MZ22522913	43.0
MZ22522914	43.0
MZ22522915	43.0
MZ22522916	43.0
MZ22522917	43.0
MZ22522919	43.0
MZ22522922	19.19682665
MZ22522925	1.729225629
MZ22522928	43.0
MZ22522930	15.68373472
MZ22522931	43.0
MZ22522936	43.0
MZ22522937	43.0
MZ22522939	43.0
MZ22522940	27.90365678
MZ22522941	15.68373472
MZ22522943	43.0
MZ22522944	27.90365678
MZ22522945	27.90365678
MZ22522946	43.0
MZ22522947	43.0
MZ22522948	43.0
MZ22522949	1.979807516
MZ22522951	27.90365678
MZ22522952	27.90365678
MZ22522955	27.90365678
MZ22522956	27.90365678
MZ22522959	43.0
MZ22522960	43.0
MZ22522962	19.19682665
MZ22522963	11.57917827
MZ22522965	43.0
MZ22522966	43.0
MZ22522968	15.68373472
MZ22522971	43.0
MZ22522972	43.0
MZ22522973	27.90365678
MZ22522974	43.0
MZ22522975	43.0
MZ22522977	43.0
MZ22522978	43.0
MZ22522979	43.0
MZ22522981	43.0
MZ22522982	15.68373472
MZ22522984	43.0
MZ22522987	43.0
MZ22522988	27.90365678
MZ22522989	43.0
MZ22522990	43.0
MZ22522992	43.0
MZ22522993	15.68373472
MZ22522994	43.0
MZ22522995	9.663417743
MZ22522997	43.0
MZ22522999	43.0
MZ22523000	27.90365678
MZ22523001	43.0
MZ22523003	43.0
MZ22523006	19.19682665
MZ22523007	43.0
MZ22523008	19.19682665
MZ22523009	27.90365678
MZ22523010	43.0
MZ22523011	43.0
MZ22523013	43.0
MZ22523014	43.0
MZ22523015	15.68373472
MZ22523016	43.0
MZ22523020	43.0
MZ22523021	19.19682665
MZ22523022	15.68373472
MZ22523024	15.68373472
MZ22523025	43.0
MZ22523026	27.90365678
MZ22523027	43.0
MZ22523029	43.0
MZ22523030	43.0
MZ22523031	19.19682665
MZ22523033	43.0
MZ22523035	15.68373472
MZ22523036	19.19682665
MZ22523037	15.68373472
MZ22523038	15.68373472
MZ22523039	27.90365678
MZ22523040	27.90365678
MZ22523041	43.0
MZ22523045	43.0
MZ22523046	19.19682665
MZ22523047	15.68373472
MZ22523049	27.90365678
MZ22523050	43.0
MZ22523051	27.90365678
MZ22523052	43.0
MZ22523053	43.0
MZ22523056	27.90365678
MZ22523057	43.0
MZ22523059	43.0
MZ22523064	43.0
MZ22523065	27.90365678
MZ22523066	43.0
MZ22523070	43.0
MZ22523071	43.0
MZ22523072	43.0
MZ22523074	43.0
MZ22523075	43.0
MZ22523079	43.0
MZ22523083	43.0
MZ22523089	43.0
MZ22523092	43.0
MZ22523093	27.90365678
MZ22523094	27.90365678
MZ22523097	43.0
MZ22523099	43.0
MZ22523100	43.0
MZ22523101	43.0
MZ22523105	43.0
MZ22523106	15.68373472
MZ22523108	43.0
MZ22523110	43.0
MZ22523112	27.90365678
MZ22523113	27.90365678
MZ22523114	15.68373472
MZ22523115	43.0
MZ22523116	43.0
MZ22523119	15.68373472
MZ22523120	43.0
MZ22523122	27.90365678
MZ22523123	43.0
MZ22523124	43.0
MZ22523125	43.0
MZ22523126	43.0
MZ22523127	15.68373472
MZ22523129	43.0
MZ22523130	19.19682665
MZ22523132	43.0
MZ22523133	43.0
MZ22523134	27.90365678
MZ22523135	43.0
MZ22523139	27.90365678
MZ22523140	43.0
MZ22523143	27.90365678
MZ22523146	43.0
MZ22523147	43.0
MZ22523148	43.0
MZ22523151	11.78552174
MZ22523152	43.0
MZ22523153	43.0
MZ22523155	27.90365678
MZ22523156	43.0
MZ22523158	15.68373472
MZ22523159	43.0
MZ22523160	43.0
MZ22523161	43.0
MZ22523162	43.0
MZ22523163	43.0
MZ22523165	27.90365678
MZ22523166	43.0
MZ22523170	19.19682665
MZ22523171	27.90365678
MZ22523172	43.0
MZ22523173	43.0
MZ22523175	43.0
MZ22523179	43.0
MZ22523180	43.0
MZ22523181	43.0
MZ22523182	43.0
MZ22523183	43.0
MZ22523184	43.0
MZ22523186	27.90365678
MZ22523187	43.0
MZ22523191	9.663417743
MZ22523192	43.0
MZ22523193	43.0
MZ22523194	43.0
MZ22523195	43.0
MZ22523197	43.0
MZ22523198	43.0
MZ22523199	27.90365678
MZ22523201	43.0
MZ22523202	43.0
MZ22523203	19.19682665
MZ22523205	43.0
MZ22523211	43.0
MZ22523212	1.979807516
MZ22523213	15.68373472
MZ22523214	43.0
MZ22523216	43.0
MZ22523218	19.19682665
MZ22523219	1.979807516
MZ22523220	43.0
MZ22523221	43.0
MZ22523222	43.0
MZ22523224	43.0
MZ22523226	43.0
MZ22523227	43.0
MZ22523228	43.0
MZ22523230	43.0
MZ22523231	43.0
MZ22523233	43.0
MZ22523236	43.0
MZ22523238	15.68373472
MZ22523239	27.90365678
MZ22523240	27.90365678
MZ22523241	43.0
MZ22523243	43.0
MZ22523244	43.0
MZ22523247	43.0
MZ22523249	43.0
MZ22523251	43.0
MZ22523252	19.19682665
MZ22523253	43.0
MZ22523254	15.68373472
MZ22523255	43.0
MZ22523256	43.0
MZ22523257	43.0
MZ22523258	43.0
MZ22523261	19.19682665
MZ22523262	43.0
MZ22523264	27.90365678
MZ22523267	43.0
MZ22523271	43.0
MZ22523274	27.90365678
MZ22523275	27.90365678
MZ22523276	15.68373472
MZ22523278	43.0
MZ22523279	43.0
MZ22523280	43.0
MZ22523281	43.0
MZ22523282	43.0
MZ22523283	27.90365678
MZ22523285	43.0
MZ22523288	19.19682665
MZ22523291	43.0
MZ22523292	15.68373472
MZ22523295	43.0
MZ22523296	43.0
MZ22523298	19.19682665
MZ22523299	43.0
MZ22523300	43.0
MZ22523304	43.0
MZ22523305	15.68373472
MZ22523306	43.0
MZ22523307	43.0
MZ22523310	27.90365678
MZ22523314	43.0
MZ22523316	15.68373472
MZ22523317	43.0
MZ22523318	43.0
MZ22523319	43.0
MZ22523320	43.0
MZ22523324	43.0
MZ22523326	43.0
MZ22523328	27.90365678
MZ22523329	43.0
MZ22523330	43.0
MZ22523332	43.0
MZ22523333	43.0
MZ22523335	15.68373472
MZ22523337	43.0
MZ22523338	15.68373472
MZ22523339	43.0
MZ22523342	43.0
MZ22523343	43.0
MZ22523346	27.90365678
MZ22523348	43.0
MZ22523349	43.0
MZ22523350	43.0
MZ22523352	19.19682665
MZ22523353	43.0
MZ22523354	27.90365678
MZ22523360	27.90365678
MZ22523361	43.0
MZ22523362	43.0
MZ22523364	43.0
MZ22523366	27.90365678
MZ22523367	43.0
MZ22523368	43.0
MZ22523370	43.0
MZ22523372	15.68373472
MZ22523373	43.0
MZ22523374	19.19682665
MZ22523379	43.0
MZ22523380	43.0
MZ22523381	43.0
MZ22523384	43.0
MZ22523385	43.0
MZ22523386	27.90365678
MZ22523388	43.0
MZ22523392	15.68373472
MZ22523393	15.68373472
MZ22523394	15.68373472
MZ22523395	43.0
MZ22523396	43.0
MZ22523398	43.0
MZ22523401	19.19682665
MZ22523406	15.68373472
MZ22523409	19.19682665
MZ22523410	27.90365678
MZ22523411	27.90365678
MZ22523413	43.0
MZ22523414	43.0
MZ22523415	43.0
MZ22523416	43.0
MZ22523419	43.0
MZ22523422	43.0
MZ22523424	43.0
MZ22523425	27.90365678
MZ22523426	27.90365678
MZ22523428	43.0
MZ22523429	11.57917827
MZ22523433	27.90365678
MZ22523434	27.90365678
MZ22523435	43.0
MZ22523437	43.0
MZ22523439	27.90365678
MZ22523440	27.90365678
MZ22523441	19.19682665
MZ22523445	43.0
MZ22523446	43.0
MZ22523451	43.0
MZ22523452	43.0
MZ22523464	19.19682665
MZ22523465	15.68373472
MZ22523466	27.90365678
MZ22523467	43.0
MZ22523469	43.0
MZ22523472	43.0
MZ22523473	43.0
MZ22523474	43.0
MZ22523475	43.0
MZ22523477	15.68373472
MZ22523478	43.0
MZ22523480	27.90365678
MZ22523484	43.0
MZ22523485	11.57917827
MZ22523486	27.90365678
MZ22523487	43.0
MZ22523488	43.0
MZ22523489	43.0
MZ22523491	43.0
MZ22523492	43.0
MZ22523499	43.0
MZ22523501	43.0
MZ22523502	43.0
MZ22523503	43.0
MZ22523504	15.68373472
MZ22523507	15.68373472
MZ22523509	43.0
MZ22523512	43.0
MZ22523514	19.19682665
MZ22523515	43.0
MZ22523516	27.90365678
MZ22523517	43.0
