orthogroup	AGE
MZ22509568	43.0
MZ22509570	43.0
MZ22509573	43.0
MZ22509574	43.0
MZ22509576	43.0
MZ22509577	43.0
MZ22509581	43.0
MZ22509585	43.0
MZ22509586	43.0
MZ22509591	43.0
MZ22509592	43.0
MZ22509596	27.90365678
MZ22509599	43.0
MZ22509600	43.0
MZ22509601	43.0
MZ22509603	43.0
MZ22509605	43.0
MZ22509608	43.0
MZ22509609	27.90365678
MZ22509610	43.0
MZ22509611	43.0
MZ22509612	43.0
MZ22509618	43.0
MZ22509619	43.0
MZ22509621	43.0
MZ22509623	43.0
MZ22509625	43.0
MZ22509626	43.0
MZ22509628	43.0
MZ22509629	43.0
MZ22509632	43.0
MZ22509633	43.0
MZ22509635	43.0
MZ22509638	43.0
MZ22509642	43.0
MZ22509643	43.0
MZ22509644	43.0
MZ22509647	43.0
MZ22509650	43.0
MZ22509651	43.0
MZ22509652	43.0
MZ22509654	43.0
MZ22509656	43.0
MZ22509657	43.0
MZ22509658	43.0
MZ22509659	43.0
MZ22509661	43.0
MZ22509663	43.0
MZ22509664	43.0
MZ22509666	43.0
MZ22509669	43.0
MZ22509673	43.0
MZ22509675	43.0
MZ22509676	43.0
MZ22509677	43.0
MZ22509679	43.0
MZ22509681	43.0
MZ22509683	43.0
MZ22509686	43.0
MZ22509687	43.0
MZ22509692	43.0
MZ22509695	43.0
MZ22509697	43.0
MZ22509698	43.0
MZ22509699	43.0
MZ22509701	43.0
MZ22509702	43.0
MZ22509703	43.0
MZ22509704	43.0
MZ22509705	43.0
MZ22509706	43.0
MZ22509707	43.0
MZ22509712	43.0
MZ22509715	43.0
MZ22509716	43.0
MZ22509719	43.0
MZ22509722	43.0
MZ22509723	43.0
MZ22509724	43.0
MZ22509725	43.0
MZ22509729	43.0
MZ22509730	43.0
MZ22509731	43.0
MZ22509734	43.0
MZ22509741	43.0
MZ22509743	43.0
MZ22509745	43.0
MZ22509749	43.0
MZ22509751	43.0
MZ22509753	43.0
MZ22509755	43.0
MZ22509756	43.0
MZ22509757	43.0
MZ22509759	43.0
MZ22509760	43.0
MZ22509762	43.0
MZ22509766	43.0
MZ22509767	43.0
MZ22509770	43.0
MZ22509774	43.0
MZ22509775	43.0
MZ22509778	43.0
MZ22509779	43.0
MZ22509780	43.0
MZ22509782	43.0
MZ22509783	43.0
MZ22509784	43.0
MZ22509786	43.0
MZ22509787	43.0
MZ22509788	43.0
MZ22509789	43.0
MZ22509791	43.0
MZ22509792	43.0
MZ22509793	27.90365678
MZ22509794	43.0
MZ22509798	19.19682665
MZ22509799	43.0
MZ22509802	43.0
MZ22509803	43.0
MZ22509804	43.0
MZ22509806	27.90365678
MZ22509807	43.0
MZ22509810	43.0
MZ22509814	43.0
MZ22509817	43.0
MZ22509818	43.0
MZ22509821	43.0
MZ22509823	43.0
MZ22509824	43.0
MZ22509825	43.0
MZ22509827	43.0
MZ22509831	43.0
MZ22509832	43.0
MZ22509836	43.0
MZ22509839	43.0
MZ22509841	43.0
MZ22509842	43.0
MZ22509845	27.90365678
MZ22509846	43.0
MZ22509848	43.0
MZ22509853	43.0
MZ22509854	43.0
MZ22509856	43.0
MZ22509857	43.0
MZ22509858	43.0
MZ22509859	43.0
MZ22509860	43.0
MZ22509862	43.0
MZ22509864	43.0
MZ22509865	43.0
MZ22509866	43.0
MZ22509867	27.90365678
MZ22509869	43.0
MZ22509870	19.19682665
MZ22509872	27.90365678
MZ22509873	43.0
MZ22509874	43.0
MZ22509879	19.19682665
MZ22509883	43.0
MZ22509884	15.68373472
MZ22509885	43.0
MZ22509888	19.19682665
MZ22509889	43.0
MZ22509892	43.0
MZ22509894	43.0
MZ22509896	43.0
MZ22509900	43.0
MZ22509903	43.0
MZ22509905	43.0
MZ22509906	43.0
MZ22509907	43.0
MZ22509909	43.0
MZ22509911	43.0
MZ22509914	11.57917827
MZ22509916	43.0
MZ22509918	43.0
MZ22509919	43.0
MZ22509920	43.0
MZ22509921	43.0
MZ22509926	43.0
MZ22509930	43.0
MZ22509933	43.0
MZ22509936	43.0
MZ22509937	43.0
MZ22509938	43.0
MZ22509940	43.0
MZ22509942	43.0
MZ22509943	43.0
MZ22509945	43.0
MZ22509946	19.19682665
MZ22509948	43.0
MZ22509949	27.90365678
MZ22509951	43.0
MZ22509952	15.68373472
MZ22509954	11.78552174
MZ22509959	27.90365678
MZ22509960	43.0
MZ22509962	43.0
MZ22509964	43.0
MZ22509970	43.0
MZ22509973	43.0
MZ22509977	43.0
MZ22509978	43.0
MZ22509979	43.0
MZ22509983	11.57917827
MZ22509987	43.0
MZ22509988	43.0
MZ22509990	27.90365678
MZ22509992	43.0
MZ22509993	43.0
MZ22509994	43.0
MZ22509995	43.0
MZ22509997	43.0
MZ22509999	43.0
MZ22510000	43.0
MZ22510001	15.68373472
MZ22510002	43.0
MZ22510004	43.0
MZ22510005	43.0
MZ22510007	43.0
MZ22510008	43.0
MZ22510009	43.0
MZ22510011	43.0
MZ22510014	43.0
MZ22510016	43.0
MZ22510017	43.0
MZ22510021	43.0
MZ22510026	43.0
MZ22510027	43.0
MZ22510028	27.90365678
MZ22510029	43.0
MZ22510033	43.0
MZ22510035	43.0
MZ22510036	43.0
MZ22510039	43.0
MZ22510041	15.68373472
MZ22510042	43.0
MZ22510047	43.0
MZ22510049	43.0
MZ22510054	43.0
MZ22510057	43.0
MZ22510059	43.0
MZ22510060	27.90365678
MZ22510061	43.0
MZ22510063	43.0
MZ22510064	43.0
MZ22510067	43.0
MZ22510068	43.0
MZ22510069	43.0
MZ22510071	43.0
MZ22510072	43.0
MZ22510073	43.0
MZ22510076	43.0
MZ22510078	43.0
MZ22510081	43.0
MZ22510083	43.0
MZ22510085	43.0
MZ22510086	43.0
MZ22510088	43.0
MZ22510089	43.0
MZ22510092	43.0
MZ22510098	27.90365678
MZ22510104	43.0
MZ22510107	43.0
MZ22510110	43.0
MZ22510111	43.0
MZ22510112	27.90365678
MZ22510113	43.0
MZ22510115	27.90365678
MZ22510117	43.0
MZ22510119	43.0
MZ22510122	43.0
MZ22510123	43.0
MZ22510125	15.68373472
MZ22510127	43.0
MZ22510128	43.0
MZ22510129	43.0
MZ22510133	43.0
MZ22510134	43.0
MZ22510136	43.0
MZ22510140	43.0
MZ22510145	43.0
MZ22510146	43.0
MZ22510148	43.0
MZ22510151	43.0
MZ22510154	43.0
MZ22510155	43.0
MZ22510156	43.0
MZ22510157	43.0
MZ22510160	43.0
MZ22510161	43.0
MZ22510163	43.0
MZ22510165	43.0
MZ22510168	43.0
MZ22510169	43.0
MZ22510171	43.0
MZ22510172	43.0
MZ22510173	43.0
MZ22510174	43.0
MZ22510175	27.90365678
MZ22510178	27.90365678
MZ22510179	43.0
MZ22510181	43.0
MZ22510184	43.0
MZ22510185	43.0
MZ22510187	43.0
MZ22510188	43.0
MZ22510193	43.0
MZ22510194	27.90365678
MZ22510196	43.0
MZ22510197	43.0
MZ22510198	43.0
MZ22510199	43.0
MZ22510200	15.68373472
MZ22510201	43.0
MZ22510203	43.0
MZ22510205	43.0
MZ22510208	43.0
MZ22510210	43.0
MZ22510216	15.68373472
MZ22510220	43.0
MZ22510222	43.0
MZ22510225	43.0
MZ22510227	43.0
MZ22510231	43.0
MZ22510234	43.0
MZ22510235	43.0
MZ22510240	27.90365678
MZ22510241	43.0
MZ22510243	43.0
MZ22510244	43.0
MZ22510249	43.0
MZ22510250	43.0
MZ22510251	43.0
MZ22510252	43.0
MZ22510254	43.0
MZ22510257	43.0
MZ22510260	43.0
MZ22510261	43.0
MZ22510262	43.0
MZ22510264	43.0
MZ22510265	43.0
MZ22510268	43.0
MZ22510271	43.0
MZ22510272	43.0
MZ22510274	43.0
MZ22510277	19.19682665
MZ22510279	43.0
MZ22510281	43.0
MZ22510283	43.0
MZ22510286	43.0
MZ22510288	43.0
MZ22510291	43.0
MZ22510292	43.0
MZ22510293	43.0
MZ22510294	43.0
MZ22510295	43.0
MZ22510296	43.0
MZ22510298	43.0
MZ22510299	43.0
MZ22510300	43.0
MZ22510301	43.0
MZ22510302	43.0
MZ22510303	43.0
MZ22510305	43.0
MZ22510306	43.0
MZ22510307	43.0
MZ22510308	43.0
MZ22510313	43.0
MZ22510316	15.68373472
MZ22510317	43.0
MZ22510319	43.0
MZ22510320	43.0
MZ22510321	43.0
MZ22510322	15.68373472
MZ22510326	43.0
MZ22510328	19.19682665
MZ22510331	43.0
MZ22510333	43.0
MZ22510334	19.19682665
MZ22510337	43.0
MZ22510339	43.0
MZ22510343	43.0
MZ22510345	43.0
MZ22510346	43.0
MZ22510347	43.0
MZ22510349	43.0
MZ22510351	43.0
MZ22510353	43.0
MZ22510354	43.0
MZ22510356	27.90365678
MZ22510359	43.0
MZ22510360	43.0
MZ22510362	43.0
MZ22510365	43.0
MZ22510366	43.0
MZ22510369	43.0
MZ22510379	43.0
MZ22510382	43.0
MZ22510385	43.0
MZ22510387	43.0
MZ22510390	43.0
MZ22510391	43.0
MZ22510392	43.0
MZ22510394	43.0
MZ22510396	43.0
MZ22510397	43.0
MZ22510398	43.0
MZ22510401	43.0
MZ22510403	43.0
MZ22510404	43.0
MZ22510405	43.0
MZ22510406	43.0
MZ22510408	43.0
MZ22510411	43.0
MZ22510414	43.0
MZ22510417	43.0
MZ22510419	43.0
MZ22510423	43.0
MZ22510424	43.0
MZ22510426	43.0
MZ22510427	43.0
MZ22510428	43.0
MZ22510429	43.0
MZ22510435	43.0
MZ22510437	43.0
MZ22510438	43.0
MZ22510440	27.90365678
MZ22510443	43.0
MZ22510444	43.0
MZ22510445	43.0
MZ22510446	43.0
MZ22510447	15.68373472
MZ22510450	43.0
MZ22510451	43.0
MZ22510452	43.0
MZ22510453	43.0
MZ22510454	15.68373472
MZ22510455	27.90365678
MZ22510457	43.0
MZ22510460	43.0
MZ22510463	43.0
MZ22510465	43.0
MZ22510466	43.0
MZ22510469	43.0
MZ22510472	43.0
MZ22510473	43.0
MZ22510477	43.0
MZ22510478	43.0
MZ22510480	43.0
MZ22510482	43.0
MZ22510483	43.0
MZ22510484	43.0
MZ22510487	43.0
MZ22510489	43.0
MZ22510492	43.0
MZ22510493	43.0
MZ22510495	43.0
MZ22510496	27.90365678
MZ22510498	43.0
MZ22510499	43.0
MZ22510508	43.0
MZ22510511	43.0
MZ22510515	43.0
MZ22510516	43.0
MZ22510519	43.0
MZ22510529	43.0
MZ22510530	43.0
MZ22510533	43.0
MZ22510534	43.0
MZ22510535	43.0
MZ22510537	43.0
MZ22510538	27.90365678
MZ22510539	43.0
MZ22510540	43.0
MZ22510542	43.0
MZ22510543	43.0
MZ22510544	43.0
MZ22510548	43.0
MZ22510550	43.0
MZ22510556	43.0
MZ22510560	43.0
MZ22510561	43.0
MZ22510562	27.90365678
MZ22510566	43.0
MZ22510567	43.0
MZ22510568	43.0
MZ22510569	43.0
MZ22510570	43.0
MZ22510572	43.0
MZ22510573	43.0
MZ22510574	43.0
MZ22510575	43.0
MZ22510583	43.0
MZ22510585	43.0
MZ22510586	27.90365678
MZ22510589	43.0
MZ22510591	43.0
MZ22510592	43.0
MZ22510593	1.979807516
MZ22510594	43.0
MZ22510595	43.0
MZ22510596	43.0
MZ22510599	43.0
MZ22510604	43.0
MZ22510610	43.0
MZ22510612	43.0
MZ22510617	43.0
MZ22510619	43.0
MZ22510624	43.0
MZ22510625	43.0
MZ22510626	43.0
MZ22510629	43.0
MZ22510630	43.0
MZ22510631	43.0
MZ22510632	43.0
MZ22510633	43.0
MZ22510635	43.0
MZ22510642	43.0
MZ22510643	43.0
MZ22510644	43.0
MZ22510647	43.0
MZ22510649	43.0
MZ22510653	43.0
MZ22510657	43.0
MZ22510658	43.0
MZ22510659	43.0
MZ22510662	43.0
MZ22510664	43.0
MZ22510668	43.0
MZ22510669	43.0
MZ22510671	43.0
MZ22510675	43.0
MZ22510677	43.0
MZ22510680	43.0
MZ22510682	43.0
MZ22510684	43.0
MZ22510687	43.0
MZ22510688	43.0
MZ22510689	27.90365678
MZ22510691	43.0
MZ22510694	43.0
MZ22510695	43.0
MZ22510699	43.0
MZ22510700	43.0
MZ22510701	43.0
MZ22510704	43.0
MZ22510706	43.0
MZ22510707	43.0
MZ22510709	27.90365678
MZ22510713	43.0
MZ22510716	43.0
MZ22510721	43.0
MZ22510732	43.0
MZ22510734	43.0
MZ22510738	43.0
MZ22510740	43.0
MZ22510742	43.0
MZ22510743	43.0
MZ22510744	43.0
MZ22510745	43.0
MZ22510748	43.0
MZ22510751	43.0
MZ22510753	43.0
MZ22510755	43.0
MZ22510756	43.0
MZ22510759	43.0
MZ22510761	43.0
MZ22510763	43.0
MZ22510764	43.0
MZ22510765	43.0
MZ22510766	43.0
MZ22510768	43.0
MZ22510769	43.0
MZ22510771	19.19682665
MZ22510773	27.90365678
MZ22510775	27.90365678
MZ22510778	43.0
MZ22510782	43.0
MZ22510784	43.0
MZ22510786	43.0
MZ22510787	43.0
MZ22510789	43.0
MZ22510790	43.0
MZ22510791	43.0
MZ22510793	43.0
MZ22510794	43.0
MZ22510795	43.0
MZ22510798	27.90365678
MZ22510799	43.0
MZ22510801	43.0
MZ22510802	43.0
MZ22510804	43.0
MZ22510805	43.0
MZ22510807	43.0
MZ22510808	43.0
MZ22510812	43.0
MZ22510816	43.0
MZ22510817	43.0
MZ22510820	43.0
MZ22510822	43.0
MZ22510827	43.0
MZ22510828	43.0
MZ22510830	43.0
MZ22510832	43.0
MZ22510833	43.0
MZ22510834	43.0
MZ22510836	43.0
MZ22510837	43.0
MZ22510840	43.0
MZ22510841	43.0
MZ22510845	43.0
MZ22510847	43.0
MZ22510850	43.0
MZ22510852	43.0
MZ22510854	43.0
MZ22510855	43.0
MZ22510856	43.0
MZ22510857	43.0
MZ22510859	43.0
MZ22510860	43.0
MZ22510861	43.0
MZ22510862	43.0
MZ22510863	43.0
MZ22510864	43.0
MZ22510865	43.0
MZ22510870	43.0
MZ22510872	27.90365678
MZ22510879	43.0
MZ22510881	43.0
MZ22510883	9.663417743
MZ22510885	43.0
MZ22510887	43.0
MZ22510890	43.0
MZ22510891	15.68373472
MZ22510894	43.0
MZ22510895	43.0
MZ22510900	43.0
MZ22510902	43.0
MZ22510906	43.0
MZ22510907	43.0
MZ22510908	43.0
MZ22510912	43.0
MZ22510913	43.0
MZ22510915	43.0
MZ22510916	43.0
MZ22510917	43.0
MZ22510919	43.0
MZ22510921	43.0
MZ22510924	27.90365678
MZ22510925	27.90365678
MZ22510926	43.0
MZ22510927	43.0
MZ22510930	11.78552174
MZ22510933	43.0
MZ22510934	15.68373472
MZ22510935	43.0
MZ22510937	43.0
MZ22510939	43.0
MZ22510940	43.0
MZ22510942	43.0
MZ22510946	43.0
MZ22510955	43.0
MZ22510956	43.0
MZ22510958	1.979807516
MZ22510959	43.0
MZ22510961	43.0
MZ22510964	27.90365678
MZ22510966	43.0
MZ22510968	43.0
MZ22510969	43.0
MZ22510970	15.68373472
MZ22510971	43.0
MZ22510972	43.0
MZ22510973	43.0
MZ22510974	43.0
MZ22510975	43.0
MZ22510978	19.19682665
MZ22510979	43.0
MZ22510981	43.0
MZ22510982	43.0
MZ22510984	27.90365678
MZ22510986	43.0
MZ22510987	43.0
MZ22510990	43.0
MZ22510991	43.0
MZ22510992	43.0
MZ22510994	43.0
MZ22510999	43.0
MZ22511002	19.19682665
MZ22511003	43.0
MZ22511004	15.68373472
MZ22511008	43.0
MZ22511009	43.0
MZ22511010	43.0
MZ22511011	27.90365678
MZ22511014	43.0
MZ22511016	43.0
MZ22511017	43.0
MZ22511020	43.0
MZ22511023	43.0
MZ22511024	43.0
MZ22511025	43.0
MZ22511027	43.0
MZ22511029	43.0
MZ22511030	43.0
MZ22511039	19.19682665
MZ22511041	43.0
MZ22511043	43.0
MZ22511044	43.0
MZ22511047	43.0
MZ22511049	43.0
MZ22511052	43.0
MZ22511054	43.0
MZ22511055	43.0
MZ22511056	43.0
MZ22511057	43.0
MZ22511061	43.0
MZ22511062	43.0
MZ22511063	27.90365678
MZ22511065	43.0
MZ22511066	43.0
MZ22511067	1.979807516
MZ22511068	43.0
MZ22511071	43.0
MZ22511073	27.90365678
MZ22511078	43.0
MZ22511079	43.0
MZ22511080	43.0
MZ22511081	43.0
MZ22511082	27.90365678
MZ22511083	43.0
MZ22511085	43.0
MZ22511088	43.0
MZ22511090	43.0
MZ22511091	43.0
MZ22511093	43.0
MZ22511094	43.0
MZ22511096	43.0
MZ22511098	43.0
MZ22511099	43.0
MZ22511101	43.0
MZ22511102	43.0
MZ22511105	43.0
MZ22511106	43.0
MZ22511109	43.0
MZ22511113	43.0
MZ22511114	43.0
MZ22511116	19.19682665
MZ22511117	43.0
MZ22511118	43.0
MZ22511120	43.0
MZ22511122	43.0
MZ22511124	43.0
MZ22511125	43.0
MZ22511126	43.0
MZ22511127	43.0
MZ22511128	43.0
MZ22511129	43.0
MZ22511139	27.90365678
MZ22511140	43.0
MZ22511145	43.0
MZ22511146	43.0
MZ22511150	43.0
MZ22511153	43.0
MZ22511155	43.0
MZ22511156	43.0
MZ22511159	43.0
MZ22511160	43.0
MZ22511163	43.0
MZ22511164	43.0
MZ22511165	43.0
MZ22511167	43.0
MZ22511168	43.0
MZ22511170	43.0
MZ22511173	43.0
MZ22511176	43.0
MZ22511177	43.0
MZ22511178	43.0
MZ22511180	43.0
MZ22511182	43.0
MZ22511183	43.0
MZ22511185	43.0
MZ22511190	43.0
MZ22511198	9.663417743
MZ22511199	43.0
MZ22511203	43.0
MZ22511206	43.0
MZ22511207	43.0
MZ22511209	43.0
MZ22511211	43.0
MZ22511212	43.0
MZ22511219	43.0
MZ22511221	15.68373472
MZ22511224	43.0
MZ22511229	43.0
MZ22511234	43.0
MZ22511236	43.0
MZ22511237	15.68373472
MZ22511238	43.0
MZ22511239	43.0
MZ22511242	43.0
MZ22511244	43.0
MZ22511245	43.0
MZ22511247	43.0
MZ22511248	27.90365678
MZ22511249	11.78552174
MZ22511251	43.0
MZ22511252	43.0
MZ22511256	43.0
MZ22511257	43.0
MZ22511261	43.0
MZ22511263	43.0
MZ22511264	43.0
MZ22511265	43.0
MZ22511266	43.0
MZ22511268	43.0
MZ22511273	43.0
MZ22511274	43.0
MZ22511275	43.0
MZ22511276	43.0
MZ22511277	43.0
MZ22511278	27.90365678
MZ22511280	43.0
MZ22511282	43.0
MZ22511283	43.0
MZ22511284	43.0
MZ22511285	43.0
MZ22511287	43.0
MZ22511292	27.90365678
MZ22511293	43.0
MZ22511295	43.0
MZ22511297	27.90365678
MZ22511298	43.0
MZ22511299	43.0
MZ22511304	43.0
MZ22511305	43.0
MZ22511307	43.0
MZ22511308	43.0
MZ22511309	43.0
MZ22511310	43.0
MZ22511312	43.0
MZ22511316	43.0
MZ22511317	43.0
MZ22511320	43.0
MZ22511323	43.0
MZ22511324	43.0
MZ22511328	19.19682665
MZ22511331	43.0
MZ22511332	43.0
MZ22511334	43.0
MZ22511335	43.0
MZ22511337	43.0
MZ22511339	43.0
MZ22511340	43.0
MZ22511343	43.0
MZ22511344	43.0
MZ22511346	43.0
MZ22511349	43.0
MZ22511351	43.0
MZ22511353	27.90365678
MZ22511354	27.90365678
MZ22511355	43.0
MZ22511358	43.0
MZ22511360	43.0
MZ22511362	43.0
MZ22511363	43.0
MZ22511364	43.0
MZ22511365	43.0
MZ22511373	43.0
MZ22511375	27.90365678
MZ22511377	43.0
MZ22511378	43.0
MZ22511379	43.0
MZ22511380	43.0
MZ22511381	43.0
MZ22511384	43.0
MZ22511388	43.0
MZ22511390	43.0
MZ22511393	43.0
MZ22511397	43.0
MZ22511398	43.0
MZ22511399	43.0
MZ22511400	43.0
MZ22511401	43.0
MZ22511403	43.0
MZ22511404	43.0
MZ22511405	43.0
MZ22511406	43.0
MZ22511407	43.0
MZ22511409	43.0
MZ22511410	43.0
MZ22511412	43.0
MZ22511417	6.854246331000001
MZ22511420	43.0
MZ22511426	43.0
MZ22511430	43.0
MZ22511432	43.0
MZ22511438	43.0
MZ22511441	43.0
MZ22511442	43.0
MZ22511443	43.0
MZ22511444	43.0
MZ22511447	43.0
MZ22511448	27.90365678
MZ22511450	43.0
MZ22511454	43.0
MZ22511455	27.90365678
MZ22511456	43.0
MZ22511460	43.0
MZ22511462	43.0
MZ22511465	43.0
MZ22511468	43.0
MZ22511469	43.0
MZ22511470	43.0
MZ22511471	43.0
MZ22511472	43.0
MZ22511479	43.0
MZ22511480	43.0
MZ22511481	43.0
MZ22511482	43.0
MZ22511484	43.0
MZ22511485	43.0
MZ22511487	43.0
MZ22511489	43.0
MZ22511490	43.0
MZ22511491	43.0
MZ22511496	43.0
MZ22511499	43.0
MZ22511503	43.0
MZ22511504	43.0
MZ22511505	43.0
MZ22511506	43.0
MZ22511507	43.0
MZ22511508	43.0
MZ22511510	43.0
MZ22511512	43.0
MZ22511517	27.90365678
MZ22511518	43.0
MZ22511521	43.0
MZ22511522	43.0
MZ22511524	43.0
MZ22511525	19.19682665
MZ22511527	43.0
MZ22511529	43.0
MZ22511530	43.0
MZ22511532	27.90365678
MZ22511534	43.0
MZ22511536	43.0
MZ22511541	43.0
MZ22511545	43.0
MZ22511547	1.979807516
MZ22511548	43.0
MZ22511549	43.0
MZ22511552	43.0
MZ22511557	43.0
MZ22511558	43.0
MZ22511559	43.0
MZ22511560	43.0
MZ22511563	43.0
MZ22511564	43.0
MZ22511566	43.0
MZ22511567	43.0
MZ22511568	43.0
MZ22511571	43.0
MZ22511573	43.0
MZ22511574	43.0
MZ22511575	43.0
MZ22511578	43.0
MZ22511585	43.0
MZ22511586	9.663417743
MZ22511587	43.0
MZ22511588	43.0
MZ22511589	43.0
MZ22511590	43.0
MZ22511594	43.0
MZ22511596	43.0
MZ22511599	43.0
MZ22511601	43.0
MZ22511604	43.0
MZ22511606	43.0
MZ22511608	43.0
MZ22511610	43.0
MZ22511611	43.0
MZ22511612	43.0
MZ22511614	27.90365678
MZ22511615	43.0
MZ22511617	43.0
MZ22511618	43.0
MZ22511622	27.90365678
MZ22511624	43.0
MZ22511627	43.0
MZ22511628	43.0
MZ22511630	43.0
MZ22511633	43.0
MZ22511634	43.0
MZ22511635	43.0
MZ22511637	43.0
MZ22511640	43.0
MZ22511642	43.0
MZ22511646	43.0
MZ22511647	43.0
MZ22511648	43.0
MZ22511649	43.0
MZ22511652	43.0
MZ22511654	43.0
MZ22511655	43.0
MZ22511657	43.0
MZ22511658	43.0
MZ22511660	1.979807516
MZ22511662	43.0
MZ22511663	43.0
MZ22511667	43.0
MZ22511668	43.0
MZ22511670	1.979807516
MZ22511671	43.0
MZ22511673	43.0
MZ22511674	43.0
MZ22511678	43.0
MZ22511679	19.19682665
MZ22511680	43.0
MZ22511683	43.0
MZ22511684	43.0
MZ22511687	43.0
MZ22511688	8.294786931
MZ22511691	43.0
MZ22511693	43.0
MZ22511700	43.0
MZ22511701	43.0
MZ22511703	43.0
MZ22511706	43.0
MZ22511712	43.0
MZ22511714	43.0
MZ22511718	43.0
MZ22511720	19.19682665
MZ22511721	43.0
MZ22511723	43.0
MZ22511724	43.0
MZ22511729	43.0
MZ22511730	43.0
MZ22511731	43.0
MZ22511732	43.0
MZ22511734	43.0
MZ22511736	43.0
MZ22511737	43.0
MZ22511741	43.0
MZ22511745	43.0
MZ22511746	43.0
MZ22511750	43.0
MZ22511752	43.0
MZ22511756	43.0
MZ22511757	43.0
MZ22511759	27.90365678
MZ22511760	43.0
MZ22511762	43.0
MZ22511763	43.0
MZ22511764	43.0
MZ22511766	43.0
MZ22511767	43.0
MZ22511770	43.0
MZ22511772	43.0
MZ22511776	43.0
MZ22511778	43.0
MZ22511782	43.0
MZ22511783	43.0
MZ22511784	43.0
MZ22511785	27.90365678
MZ22511789	43.0
MZ22511790	43.0
MZ22511791	9.663417743
MZ22511792	43.0
MZ22511795	43.0
MZ22511799	43.0
MZ22511804	19.19682665
MZ22511806	43.0
MZ22511807	43.0
MZ22511809	43.0
MZ22511810	43.0
MZ22511812	43.0
MZ22511815	27.90365678
MZ22511816	43.0
MZ22511820	27.90365678
MZ22511822	27.90365678
MZ22511824	43.0
MZ22511826	27.90365678
MZ22511829	43.0
MZ22511833	43.0
MZ22511836	43.0
MZ22511838	43.0
MZ22511839	43.0
MZ22511841	43.0
MZ22511842	15.68373472
MZ22511843	43.0
MZ22511847	43.0
MZ22511848	43.0
MZ22511849	43.0
MZ22511854	43.0
MZ22511855	43.0
MZ22511856	43.0
MZ22511858	43.0
MZ22511862	43.0
MZ22511864	43.0
MZ22511865	43.0
MZ22511866	15.68373472
MZ22511867	43.0
MZ22511868	43.0
MZ22511869	43.0
MZ22511871	43.0
MZ22511872	43.0
MZ22511873	43.0
MZ22511874	43.0
MZ22511875	43.0
MZ22511877	43.0
MZ22511880	43.0
MZ22511885	43.0
MZ22511892	15.68373472
MZ22511896	43.0
MZ22511898	43.0
MZ22511899	43.0
MZ22511902	27.90365678
MZ22511905	43.0
MZ22511907	43.0
MZ22511908	43.0
MZ22511913	43.0
MZ22511915	43.0
MZ22511918	43.0
MZ22511919	43.0
MZ22511922	43.0
MZ22511925	43.0
MZ22511926	43.0
MZ22511929	43.0
MZ22511931	43.0
MZ22511934	43.0
MZ22511936	43.0
MZ22511940	43.0
MZ22511941	43.0
MZ22511943	43.0
MZ22511946	43.0
MZ22511948	27.90365678
MZ22511950	43.0
MZ22511952	43.0
MZ22511953	43.0
MZ22511954	43.0
MZ22511959	1.979807516
MZ22511961	43.0
MZ22511962	27.90365678
MZ22511963	43.0
MZ22511964	27.90365678
MZ22511967	43.0
MZ22511969	43.0
MZ22511972	43.0
MZ22511974	43.0
MZ22511977	43.0
MZ22511978	43.0
MZ22511979	43.0
MZ22511980	27.90365678
MZ22511983	43.0
MZ22511985	43.0
MZ22511986	43.0
MZ22511989	43.0
MZ22511990	43.0
MZ22511993	43.0
MZ22511994	43.0
MZ22511999	43.0
MZ22512000	43.0
MZ22512001	43.0
MZ22512002	43.0
MZ22512004	43.0
MZ22512005	43.0
MZ22512008	43.0
MZ22512010	43.0
MZ22512011	43.0
MZ22512015	43.0
MZ22512017	43.0
MZ22512019	43.0
MZ22512020	43.0
MZ22512022	43.0
MZ22512025	43.0
MZ22512028	43.0
MZ22512030	43.0
MZ22512031	43.0
MZ22512032	43.0
MZ22512033	43.0
MZ22512035	43.0
MZ22512036	27.90365678
MZ22512038	43.0
MZ22512039	43.0
MZ22512040	43.0
MZ22512041	43.0
MZ22512042	43.0
MZ22512045	43.0
MZ22512046	43.0
MZ22512047	27.90365678
MZ22512051	43.0
MZ22512052	43.0
MZ22512053	43.0
MZ22512054	43.0
MZ22512055	43.0
MZ22512057	43.0
MZ22512060	43.0
MZ22512061	43.0
MZ22512062	43.0
MZ22512063	43.0
MZ22512064	43.0
MZ22512065	43.0
MZ22512066	43.0
MZ22512067	43.0
MZ22512069	43.0
MZ22512071	43.0
MZ22512073	43.0
MZ22512075	43.0
MZ22512079	43.0
MZ22512080	43.0
MZ22512083	43.0
MZ22512089	43.0
MZ22512090	43.0
MZ22512091	43.0
MZ22512093	43.0
MZ22512097	43.0
MZ22512100	43.0
MZ22512101	43.0
MZ22512102	43.0
MZ22512103	19.19682665
MZ22512105	43.0
MZ22512108	43.0
MZ22512110	43.0
MZ22512111	43.0
MZ22512114	43.0
MZ22512115	43.0
MZ22512117	43.0
MZ22512121	27.90365678
MZ22512122	43.0
MZ22512124	43.0
MZ22512130	43.0
MZ22512131	43.0
MZ22512133	43.0
MZ22512134	43.0
MZ22512135	43.0
MZ22512138	43.0
MZ22512139	43.0
MZ22512141	43.0
MZ22512144	43.0
MZ22512146	43.0
MZ22512148	43.0
MZ22512150	43.0
MZ22512151	43.0
MZ22512152	43.0
MZ22512153	43.0
