orthogroup	DUP
2011at7399	0.024390244
2016at7399	0.025
2021at7399	0.0
2023at7399	0.024390244
2024at7399	0.052631579000000005
2036at7399	0.0
2038at7399	0.025
2039at7399	0.0
2040at7399	0.1
2055at7399	0.0
2060at7399	0.0
2064at7399	0.024390244
2067at7399	0.0
2071at7399	0.131578947
2079at7399	0.025
2082at7399	0.025
2083at7399	0.146341463
2088at7399	0.0
2094at7399	0.057142857000000005
2095at7399	0.024390244
2096at7399	0.0
2097at7399	0.024390244
2098at7399	0.0
2099at7399	0.024390244
2102at7399	0.0
2108at7399	0.024390244
2111at7399	0.0
2113at7399	0.024390244
2119at7399	0.024390244
2123at7399	0.024390244
2125at7399	0.0
2127at7399	0.951219512
2132at7399	0.0
2135at7399	0.097560976
2142at7399	0.0
2157at7399	0.027027027000000002
2162at7399	0.0
2164at7399	0.025
2165at7399	0.05
2171at7399	0.073170732
2173at7399	0.0
2175at7399	0.048780488
2176at7399	0.048780488
2185at7399	0.05
2195at7399	0.048780488
2197at7399	0.0
2198at7399	0.0
2200at7399	0.0
2203at7399	0.048780488
2204at7399	0.0
2205at7399	0.0
2221at7399	0.951219512
2225at7399	0.43902439
2226at7399	0.0
2227at7399	0.097560976
2229at7399	0.0
2231at7399	0.048780488
2232at7399	0.097560976
2233at7399	0.097560976
2236at7399	0.0
2238at7399	0.1875
2241at7399	0.025641026
2248at7399	0.0
2250at7399	0.0
2252at7399	0.0
2256at7399	0.024390244
2257at7399	0.0
2259at7399	0.025
2261at7399	0.21052631600000002
2262at7399	0.0
2263at7399	0.024390244
2264at7399	0.073170732
2267at7399	0.075
2269at7399	0.0
2274at7399	0.0
2275at7399	0.083333333
2276at7399	0.0
2277at7399	0.0
2282at7399	0.033333333
2283at7399	0.025
2286at7399	0.0
2290at7399	0.081081081
2293at7399	0.097560976
2294at7399	0.0
2296at7399	0.027777778
2297at7399	0.0
2298at7399	0.0
2299at7399	0.0
2306at7399	0.0
2314at7399	0.029411765
2324at7399	0.0
2327at7399	0.048780488
2328at7399	0.0
2336at7399	0.048780488
2341at7399	0.073170732
2345at7399	0.024390244
2346at7399	0.0
2350at7399	0.0
2353at7399	0.097560976
2363at7399	0.048780488
2367at7399	0.076923077
2370at7399	0.0
2372at7399	0.12195122
2373at7399	0.025641026
2374at7399	0.024390244
2377at7399	0.024390244
2385at7399	0.027777778
2386at7399	0.026315789
2387at7399	0.0
2388at7399	0.0
2392at7399	0.146341463
2393at7399	0.0
2397at7399	0.024390244
2406at7399	0.097560976
2408at7399	0.0
2409at7399	0.027777778
2410at7399	0.1
2412at7399	0.025
2414at7399	0.0
2419at7399	0.073170732
2423at7399	0.025
2424at7399	0.024390244
2427at7399	0.0
2428at7399	0.0
2430at7399	0.048780488
2435at7399	0.073170732
2436at7399	0.0
2437at7399	0.097560976
2441at7399	0.025
2444at7399	0.0
2453at7399	0.097560976
2458at7399	0.048780488
2460at7399	0.0
2461at7399	0.0
2463at7399	0.0
2468at7399	0.024390244
2474at7399	0.0
2476at7399	0.024390244
2477at7399	0.0
2480at7399	0.024390244
2482at7399	0.05
2484at7399	0.0
2489at7399	0.0
2491at7399	0.073170732
2497at7399	0.0
2499at7399	0.0
2500at7399	0.024390244
2504at7399	0.0
2511at7399	0.024390244
2513at7399	0.0
2517at7399	0.09677419400000001
2518at7399	0.0
2525at7399	0.025641026
2526at7399	0.05
2527at7399	0.0
2530at7399	0.076923077
2535at7399	0.024390244
2536at7399	0.0
2540at7399	0.028571429
2543at7399	0.048780488
2548at7399	0.051282050999999995
2549at7399	0.0
2553at7399	0.0
2554at7399	0.025
2555at7399	0.0
2556at7399	0.0
2560at7399	0.0
2561at7399	0.225
2562at7399	0.0
2564at7399	0.2
2569at7399	0.025
2570at7399	0.0
2571at7399	0.0
2572at7399	0.097560976
2573at7399	0.0
2574at7399	0.024390244
2578at7399	0.097560976
2582at7399	0.0
2583at7399	0.048780488
2587at7399	0.0
2588at7399	0.0
2590at7399	0.05
2592at7399	0.027027027000000002
2593at7399	0.0
2601at7399	0.024390244
2605at7399	0.073170732
2607at7399	0.0
2609at7399	0.024390244
2614at7399	0.05
2617at7399	0.325
2619at7399	0.048780488
2623at7399	0.027027027000000002
2624at7399	0.0
2625at7399	0.041666667000000004
2626at7399	0.024390244
2629at7399	0.0
2630at7399	0.0
2634at7399	0.1
2638at7399	0.0
2641at7399	0.0
2645at7399	0.0
2646at7399	0.024390244
2649at7399	0.024390244
2651at7399	0.076923077
2653at7399	0.095238095
2655at7399	0.024390244
2656at7399	0.15
2659at7399	0.0
2660at7399	0.048780488
2663at7399	0.024390244
2668at7399	0.0
2671at7399	0.048780488
2672at7399	0.075
2674at7399	0.024390244
2675at7399	0.081081081
2676at7399	0.024390244
2677at7399	0.026315789
2678at7399	0.0
2681at7399	0.05
2682at7399	0.048780488
2683at7399	0.0
2684at7399	0.0
2687at7399	0.125
2690at7399	0.05
2693at7399	0.0
2694at7399	0.0
2702at7399	0.0
2707at7399	0.048780488
2713at7399	0.048780488
2715at7399	0.073170732
2717at7399	0.0
2719at7399	0.0
2720at7399	0.024390244
2723at7399	0.073170732
2727at7399	0.027777778
2732at7399	0.0
2734at7399	0.225
2740at7399	0.024390244
2741at7399	0.048780488
2746at7399	0.024390244
2748at7399	0.0
2753at7399	0.073170732
2767at7399	0.024390244
2770at7399	0.166666667
2775at7399	0.0
2778at7399	0.027027027000000002
2779at7399	0.1
2780at7399	0.073170732
2785at7399	0.024390244
2789at7399	0.024390244
2790at7399	0.024390244
2791at7399	0.024390244
2796at7399	0.0
2801at7399	0.028571429
2802at7399	0.027027027000000002
2809at7399	0.024390244
2810at7399	0.0
2819at7399	0.048780488
2821at7399	0.0
2826at7399	0.05
2827at7399	0.0
2829at7399	0.0
2830at7399	0.075
2836at7399	0.0
2845at7399	0.0
2848at7399	0.0
2851at7399	0.0
2853at7399	0.146341463
2858at7399	0.0
2870at7399	0.024390244
2873at7399	0.0
2874at7399	0.097560976
2876at7399	0.025
2885at7399	0.0
2886at7399	0.027027027000000002
2890at7399	0.0
2891at7399	0.0
2892at7399	0.025
2893at7399	0.0
2895at7399	0.024390244
2897at7399	0.926829268
2900at7399	0.024390244
2908at7399	0.024390244
2914at7399	0.19512195100000002
2916at7399	0.0
2920at7399	0.12195122
2922at7399	0.051282050999999995
2925at7399	0.897435897
2927at7399	0.097560976
2932at7399	0.025
2936at7399	0.0
2940at7399	0.0
2941at7399	0.0
2943at7399	0.0
2948at7399	0.0
2949at7399	0.0
2957at7399	0.0
2970at7399	0.0
2972at7399	0.0
2975at7399	0.0
2976at7399	0.048780488
2978at7399	0.1
2980at7399	0.048780488
2983at7399	0.0
2984at7399	0.125
2986at7399	0.073170732
2987at7399	0.048780488
2988at7399	0.0
2995at7399	0.024390244
2996at7399	0.024390244
3005at7399	0.0
3010at7399	0.048780488
3022at7399	0.060606060999999996
3028at7399	0.0
3032at7399	0.024390244
3034at7399	0.024390244
3041at7399	0.0
3042at7399	0.7560975609999999
3043at7399	0.025
3047at7399	0.0
3051at7399	0.073170732
3053at7399	0.0
3065at7399	0.0
3070at7399	0.0
3071at7399	0.0
3073at7399	0.9024390240000001
3074at7399	0.05
3083at7399	0.75
3085at7399	0.0
3086at7399	0.05
3088at7399	0.125
3089at7399	0.051282050999999995
3090at7399	0.048780488
3091at7399	0.048780488
3094at7399	0.219512195
3098at7399	0.024390244
3104at7399	0.0
3110at7399	0.0
3111at7399	0.12195122
3121at7399	0.024390244
3122at7399	0.024390244
3123at7399	0.0
3124at7399	0.024390244
3127at7399	0.0
3128at7399	0.0
3130at7399	0.0
3132at7399	0.024390244
3133at7399	0.024390244
3134at7399	0.024390244
3144at7399	0.048780488
3149at7399	0.032258065
3150at7399	0.12195122
3152at7399	0.0
3155at7399	1.0
3157at7399	0.0
3158at7399	0.0
3163at7399	0.048780488
3165at7399	1.0
3166at7399	0.024390244
3167at7399	0.0
3170at7399	0.0
3171at7399	0.024390244
3172at7399	0.128205128
3174at7399	0.0
3177at7399	0.024390244
3179at7399	0.0
3184at7399	0.15789473699999998
3185at7399	0.075
3186at7399	0.0
3187at7399	0.0
3202at7399	0.03125
3212at7399	0.0
3216at7399	0.097560976
3219at7399	0.853658537
3223at7399	0.05
3225at7399	0.024390244
3228at7399	0.219512195
3233at7399	0.0
3237at7399	0.0
3242at7399	0.0
3243at7399	0.0
3244at7399	0.048780488
3257at7399	0.024390244
3258at7399	0.05
3272at7399	0.0
3274at7399	0.0
3277at7399	0.0
3280at7399	0.048780488
3281at7399	0.027777778
3284at7399	0.054054054000000004
3286at7399	0.097560976
3290at7399	0.0
3302at7399	0.0
3303at7399	0.025641026
3304at7399	0.0
3305at7399	0.025
3306at7399	0.0
3311at7399	0.073170732
3321at7399	0.0
3324at7399	0.03125
3326at7399	0.0
3332at7399	0.0
3337at7399	0.0
3338at7399	0.0
3345at7399	0.051282050999999995
3349at7399	0.0
3353at7399	0.024390244
3354at7399	0.0
3356at7399	0.0
3359at7399	0.0
3360at7399	0.0
3362at7399	0.048780488
3365at7399	0.024390244
3375at7399	0.025641026
3377at7399	0.0
3384at7399	0.073170732
3385at7399	0.025
3390at7399	0.0
3399at7399	0.0
3402at7399	0.024390244
3404at7399	0.076923077
3410at7399	0.03125
3411at7399	0.0
3414at7399	0.0
3415at7399	0.0
3421at7399	0.41176470600000004
3422at7399	0.609756098
3423at7399	0.048780488
3429at7399	0.0
3430at7399	0.305555556
3437at7399	0.85
3441at7399	0.024390244
3449at7399	0.0
3452at7399	0.024390244
3453at7399	0.0
3455at7399	0.048780488
3461at7399	0.024390244
3467at7399	0.073170732
3468at7399	0.0
3469at7399	0.233333333
3471at7399	0.025
3473at7399	0.024390244
3484at7399	0.0
3486at7399	0.034482759
3488at7399	0.0
3503at7399	0.125
3504at7399	0.0
3507at7399	0.0
3509at7399	0.0
3516at7399	0.0
3519at7399	0.0
3522at7399	0.0
3523at7399	0.0
3529at7399	0.05
3531at7399	0.0
3537at7399	0.075
3538at7399	0.024390244
3546at7399	0.0
3547at7399	0.024390244
3549at7399	0.073170732
3551at7399	0.048780488
3553at7399	0.0
3562at7399	0.0
3564at7399	0.0
3567at7399	0.0
3572at7399	0.0
3575at7399	0.0
3578at7399	0.073170732
3579at7399	0.0
3582at7399	0.024390244
3586at7399	0.024390244
3592at7399	0.028571429
3597at7399	0.0
3602at7399	0.025
3606at7399	0.024390244
3612at7399	0.073170732
3614at7399	0.0
3616at7399	0.0
3617at7399	0.0
3618at7399	0.0
3624at7399	0.073170732
3627at7399	0.0
3630at7399	0.024390244
3631at7399	0.0
3633at7399	0.052631579000000005
3635at7399	0.097560976
3643at7399	0.073170732
3644at7399	0.024390244
3645at7399	0.05
3646at7399	0.0
3648at7399	0.073170732
3651at7399	0.0
3654at7399	0.0
3656at7399	0.0
3660at7399	0.0
3668at7399	0.0
3669at7399	0.0
3670at7399	0.0
3674at7399	0.0
3677at7399	0.024390244
3678at7399	0.024390244
3679at7399	0.0
3681at7399	0.0
3682at7399	0.024390244
3687at7399	0.0
3692at7399	0.048780488
3698at7399	0.024390244
3707at7399	0.073170732
3712at7399	0.024390244
3713at7399	0.024390244
3718at7399	0.146341463
3720at7399	0.0
3721at7399	0.024390244
3727at7399	0.073170732
3729at7399	0.024390244
3733at7399	0.024390244
3735at7399	0.073170732
3736at7399	0.0
3739at7399	0.048780488
3742at7399	0.024390244
3743at7399	0.024390244
3746at7399	0.048780488
3750at7399	0.0
3754at7399	0.024390244
3756at7399	0.048780488
3763at7399	0.024390244
3767at7399	0.048780488
3768at7399	0.0
3773at7399	0.0
3776at7399	0.024390244
3777at7399	0.026315789
3780at7399	0.024390244
3793at7399	0.024390244
3794at7399	0.0
3798at7399	0.025641026
3803at7399	0.0
3804at7399	0.0
3807at7399	0.024390244
3810at7399	0.048780488
3817at7399	0.024390244
3819at7399	0.024390244
3829at7399	0.0
3831at7399	0.055555556
3832at7399	0.0
3838at7399	0.0
3839at7399	0.0
3843at7399	0.025641026
3845at7399	0.0
3848at7399	0.024390244
3853at7399	0.076923077
3858at7399	0.048780488
3859at7399	0.075
3860at7399	0.12195122
3862at7399	0.243902439
3867at7399	0.0
3873at7399	0.048780488
3874at7399	0.05
3877at7399	0.17073170699999998
3879at7399	0.025641026
3883at7399	0.0
3887at7399	0.024390244
3894at7399	0.048780488
3899at7399	0.048780488
3900at7399	0.097560976
3903at7399	0.0
3904at7399	0.024390244
3906at7399	0.0
3908at7399	0.0
3914at7399	0.048780488
3921at7399	0.024390244
3928at7399	0.0
3930at7399	0.05
3938at7399	0.219512195
3945at7399	0.0
3949at7399	0.0
3952at7399	0.025
3955at7399	0.024390244
3957at7399	0.0
3960at7399	0.0
3966at7399	0.024390244
3972at7399	0.048780488
3973at7399	0.097560976
3974at7399	0.0
3978at7399	0.027027027000000002
3984at7399	0.024390244
3985at7399	0.15789473699999998
3990at7399	0.0
3995at7399	0.024390244
3999at7399	0.0
4002at7399	0.048780488
4007at7399	0.0
4008at7399	0.025
4011at7399	0.073170732
4012at7399	0.0
4014at7399	0.0
4017at7399	0.057142857000000005
4022at7399	0.048780488
4024at7399	0.027027027000000002
4025at7399	0.026315789
4026at7399	0.024390244
4028at7399	0.027777778
4039at7399	0.051282050999999995
4044at7399	0.0
4048at7399	0.035714286
4052at7399	0.0
4056at7399	0.0
4060at7399	0.048780488
4066at7399	0.024390244
4068at7399	0.024390244
4069at7399	0.0
4070at7399	0.025
4075at7399	0.0
4076at7399	0.048780488
4079at7399	0.024390244
4080at7399	0.0
4082at7399	0.024390244
4083at7399	0.03030303
4087at7399	0.0
4089at7399	0.0
4091at7399	0.024390244
4094at7399	0.0
4095at7399	0.0
4098at7399	0.048780488
4099at7399	0.470588235
4102at7399	0.222222222
4104at7399	0.0
4105at7399	0.024390244
4109at7399	0.0
4110at7399	0.19512195100000002
4111at7399	0.0
4114at7399	0.0
4116at7399	0.0
4117at7399	0.0
4118at7399	0.0
4120at7399	0.0
4121at7399	0.05
4122at7399	0.0
4132at7399	0.0
4135at7399	0.025
4143at7399	0.0
4144at7399	0.097560976
4145at7399	0.162162162
4147at7399	0.028571429
4149at7399	0.024390244
4150at7399	0.025
4155at7399	0.0
4160at7399	0.048780488
