orthogroup	DUP
4171at7399	0.024390244
4176at7399	0.0
4178at7399	0.025
4179at7399	0.0
4185at7399	0.0
4186at7399	0.55
4192at7399	0.024390244
4193at7399	0.975609756
4198at7399	0.0
4199at7399	0.024390244
4202at7399	1.0
4204at7399	0.0
4209at7399	0.0
4210at7399	0.0
4217at7399	0.078947368
4218at7399	0.024390244
4223at7399	0.024390244
4226at7399	0.0
4228at7399	0.0
4231at7399	0.025
4233at7399	0.076923077
4234at7399	0.184210526
4236at7399	0.0
4238at7399	0.024390244
4239at7399	0.024390244
4241at7399	0.0
4245at7399	0.10526315800000001
4248at7399	0.35897435899999997
4249at7399	0.117647059
4250at7399	0.12195122
4258at7399	0.076923077
4265at7399	0.027027027000000002
4267at7399	0.025641026
4268at7399	0.0
4269at7399	0.048780488
4272at7399	0.0
4278at7399	0.0
4279at7399	0.0
4284at7399	0.0
4291at7399	0.024390244
4296at7399	0.048780488
4297at7399	0.0
4298at7399	0.048780488
4299at7399	0.075
4302at7399	0.0
4306at7399	0.0
4307at7399	0.05
4318at7399	0.024390244
4320at7399	0.0
4322at7399	0.054054054000000004
4323at7399	0.05
4324at7399	0.0
4325at7399	0.048780488
4327at7399	0.0
4329at7399	0.073170732
4331at7399	0.024390244
4334at7399	0.024390244
4336at7399	0.0
4340at7399	0.024390244
4341at7399	0.0
4345at7399	0.0
4347at7399	0.0
4353at7399	0.0
4359at7399	0.205128205
4368at7399	0.073170732
4376at7399	0.365853659
4378at7399	0.034482759
4382at7399	0.0
4383at7399	0.0
4388at7399	0.0
4391at7399	0.0
4392at7399	0.0
4393at7399	0.0
4398at7399	0.027027027000000002
4407at7399	0.0
4408at7399	0.0
4412at7399	0.048780488
4415at7399	0.0
4416at7399	0.048780488
4417at7399	0.024390244
4422at7399	0.0
4423at7399	0.0
4426at7399	0.0
4428at7399	0.054054054000000004
4432at7399	0.024390244
4436at7399	0.0
4437at7399	0.025
4441at7399	0.0
4443at7399	0.024390244
4448at7399	0.0
4450at7399	0.073170732
4451at7399	0.051282050999999995
4455at7399	0.0
4456at7399	0.926829268
4459at7399	0.219512195
4468at7399	0.0625
4473at7399	0.048780488
4479at7399	0.0
4484at7399	0.024390244
4487at7399	0.0
4490at7399	0.0
4494at7399	0.0
4512at7399	0.024390244
4516at7399	0.0
4529at7399	0.073170732
4532at7399	0.028571429
4533at7399	0.0
4536at7399	0.0
4539at7399	0.048780488
4540at7399	0.024390244
4542at7399	0.0
4545at7399	0.0625
4547at7399	0.0
4548at7399	0.028571429
4553at7399	0.03125
4554at7399	0.024390244
4555at7399	0.05
4557at7399	0.0
4563at7399	0.024390244
4565at7399	0.0
4568at7399	0.024390244
4577at7399	0.0
4579at7399	0.024390244
4581at7399	0.0
4582at7399	0.024390244
4588at7399	0.03030303
4591at7399	0.0
4593at7399	0.048780488
4595at7399	0.0
4601at7399	0.0
4603at7399	0.926829268
4606at7399	0.024390244
4608at7399	0.0
4621at7399	0.0
4624at7399	0.025
4631at7399	0.054054054000000004
4634at7399	0.048780488
4641at7399	0.024390244
4643at7399	0.073170732
4646at7399	0.0
4648at7399	0.025
4650at7399	0.0
4652at7399	0.0
4653at7399	0.0
4657at7399	0.0
4658at7399	0.12195122
4659at7399	0.048780488
4662at7399	0.027027027000000002
4665at7399	0.0
4669at7399	0.0
4678at7399	0.0
4681at7399	0.0
4687at7399	0.075
4689at7399	0.048780488
4694at7399	0.0
4695at7399	0.0
4699at7399	0.025
4708at7399	0.0
4714at7399	0.0
4717at7399	0.024390244
4718at7399	0.0
4727at7399	0.055555556
4734at7399	0.025
4736at7399	0.0
4739at7399	0.0
4743at7399	0.097560976
4747at7399	0.0
4758at7399	0.024390244
4760at7399	0.0
4761at7399	0.0
4767at7399	0.097560976
4768at7399	0.025641026
4773at7399	0.0
4774at7399	0.0
4775at7399	0.0
4776at7399	0.048780488
4785at7399	0.0
4792at7399	0.0
4800at7399	0.0
4803at7399	0.0
4804at7399	0.026315789
4806at7399	0.073170732
4808at7399	0.024390244
4809at7399	0.048780488
4811at7399	0.0
4813at7399	0.0
4814at7399	0.272727273
4819at7399	0.048780488
4822at7399	0.0
4824at7399	0.048780488
4827at7399	0.0
4831at7399	0.029411765
4833at7399	0.894736842
4835at7399	0.0
4838at7399	0.0
4839at7399	0.048780488
4847at7399	0.0
4848at7399	0.060606060999999996
4854at7399	0.0
4857at7399	0.1
4858at7399	0.076923077
4864at7399	0.0
4865at7399	0.048780488
4866at7399	0.12195122
4867at7399	0.024390244
4868at7399	0.0
4872at7399	0.0
4873at7399	0.0
4875at7399	0.0
4889at7399	0.025641026
4890at7399	0.025
4899at7399	0.0
4900at7399	0.027027027000000002
4903at7399	0.024390244
4907at7399	0.024390244
4911at7399	0.0
4912at7399	0.0
4915at7399	0.05
4916at7399	0.024390244
4917at7399	0.025641026
4921at7399	0.052631579000000005
4936at7399	0.025
4938at7399	0.10344827599999999
4940at7399	0.0
4943at7399	0.0
4949at7399	0.0
4950at7399	0.0
4952at7399	0.090909091
4953at7399	0.0
4955at7399	0.024390244
4957at7399	0.0
4959at7399	0.024390244
4960at7399	0.0
4962at7399	0.0
4968at7399	0.0
4969at7399	0.0
4975at7399	0.0
4976at7399	0.024390244
4977at7399	0.0
4984at7399	0.0
4985at7399	0.12121212099999999
4988at7399	0.024390244
4991at7399	0.0
4994at7399	0.14285714300000002
4995at7399	0.024390244
4997at7399	0.0
5000at7399	0.0
5005at7399	0.054054054000000004
5008at7399	0.0
5009at7399	0.024390244
5013at7399	0.027777778
5016at7399	0.12195122
5019at7399	0.0
5023at7399	0.0
5026at7399	0.027027027000000002
5028at7399	0.0
5030at7399	0.853658537
5034at7399	0.025
5037at7399	0.975609756
5048at7399	0.024390244
5052at7399	0.0
5054at7399	0.048780488
5057at7399	0.0
5059at7399	0.073170732
5060at7399	0.45
5062at7399	0.024390244
5066at7399	0.0
5071at7399	0.0
5075at7399	0.024390244
5077at7399	0.0
5086at7399	0.0
5090at7399	0.0
5092at7399	0.0
5094at7399	0.025
5096at7399	0.0
5101at7399	0.0
5109at7399	0.033333333
5111at7399	0.384615385
5113at7399	0.571428571
5119at7399	0.12195122
5122at7399	0.025
5123at7399	0.048780488
5125at7399	0.038461537999999997
5130at7399	0.0
5145at7399	0.0
5146at7399	0.0
5148at7399	0.05
5161at7399	0.048780488
5165at7399	0.073170732
5169at7399	0.0
5172at7399	0.0
5174at7399	0.0
5175at7399	0.024390244
5179at7399	0.024390244
5182at7399	0.0
5188at7399	0.097560976
5189at7399	0.0
5190at7399	0.0
5191at7399	0.024390244
5192at7399	0.0
5198at7399	0.0
5201at7399	0.0
5203at7399	0.025
5204at7399	0.0
5205at7399	0.024390244
5206at7399	0.024390244
5208at7399	0.054054054000000004
5211at7399	0.026315789
5214at7399	0.0
5218at7399	0.0
5220at7399	0.0
5221at7399	0.052631579000000005
5223at7399	0.073170732
5224at7399	0.075
5232at7399	0.26829268300000003
5238at7399	0.0
5241at7399	0.0
5243at7399	0.025
5247at7399	0.975609756
5252at7399	0.04
5254at7399	0.0
5256at7399	0.0
5262at7399	0.0
5266at7399	0.024390244
5267at7399	0.05
5268at7399	0.028571429
5271at7399	0.0
5278at7399	0.048780488
5280at7399	0.146341463
5281at7399	0.073170732
5285at7399	0.115384615
5288at7399	0.0
5289at7399	0.0
5290at7399	0.048780488
5291at7399	0.025
5292at7399	0.0
5293at7399	0.0
5296at7399	0.048780488
5298at7399	0.073170732
5299at7399	0.024390244
5306at7399	0.117647059
5307at7399	0.048780488
5311at7399	0.048780488
5312at7399	0.097560976
5315at7399	0.0
5317at7399	0.0
5318at7399	0.048780488
5321at7399	0.048780488
5322at7399	0.048780488
5323at7399	0.024390244
5329at7399	0.0
5332at7399	0.0
5334at7399	0.0
5336at7399	0.025641026
5337at7399	0.073170732
5338at7399	0.0
5339at7399	0.0
5346at7399	0.0
5353at7399	0.025
5355at7399	0.0
5358at7399	0.027027027000000002
5363at7399	0.0
5374at7399	0.052631579000000005
5375at7399	0.0
5376at7399	0.0
5377at7399	0.0
5379at7399	0.0
5385at7399	0.23076923100000002
5393at7399	0.024390244
5394at7399	0.0
5396at7399	0.0
5399at7399	0.0
5401at7399	0.0
5404at7399	0.024390244
5406at7399	0.12195122
5408at7399	0.024390244
5410at7399	0.0
5414at7399	0.025
5415at7399	0.0
5417at7399	0.024390244
5418at7399	0.048780488
5421at7399	0.048780488
5424at7399	0.066666667
5426at7399	0.0
5431at7399	0.0
5433at7399	0.024390244
5434at7399	0.024390244
5435at7399	0.0
5444at7399	0.081081081
5446at7399	0.048780488
5447at7399	0.1
5448at7399	0.025
5450at7399	0.041666667000000004
5453at7399	0.024390244
5454at7399	0.0
5462at7399	0.0
5468at7399	0.0
5469at7399	0.024390244
5470at7399	0.073170732
5474at7399	0.0
5477at7399	0.054054054000000004
5478at7399	0.0
5479at7399	0.097560976
5484at7399	0.026315789
5485at7399	0.0
5490at7399	0.024390244
5492at7399	0.048780488
5496at7399	0.048780488
5498at7399	0.0
5499at7399	0.0
5500at7399	0.024390244
5501at7399	0.12195122
5506at7399	0.024390244
5511at7399	0.048780488
5515at7399	0.025
5517at7399	0.0
5520at7399	0.048780488
5521at7399	0.024390244
5524at7399	0.0
5526at7399	0.10810810800000001
5530at7399	0.097560976
5531at7399	0.025
5533at7399	0.054054054000000004
5536at7399	0.025641026
5539at7399	0.0
5545at7399	0.025
5553at7399	0.024390244
5554at7399	0.048780488
5558at7399	0.0
5566at7399	0.024390244
5570at7399	0.081081081
5571at7399	0.0
5576at7399	0.025
5577at7399	0.024390244
5589at7399	0.0
5592at7399	0.0
5594at7399	0.028571429
5597at7399	0.025
5600at7399	0.0
5601at7399	0.1
5607at7399	0.0
5608at7399	0.075
5610at7399	0.0
5611at7399	0.0
5618at7399	0.097560976
5619at7399	0.5
5621at7399	0.048780488
5626at7399	0.05
5632at7399	0.024390244
5633at7399	0.027777778
5636at7399	0.0
5639at7399	0.0
5641at7399	0.025641026
5642at7399	0.0
5643at7399	0.0
5644at7399	0.026315789
5645at7399	0.0
5654at7399	0.0
5656at7399	0.048780488
5666at7399	0.0
5675at7399	0.0
5677at7399	0.0
5678at7399	0.0
5679at7399	0.073170732
5682at7399	0.024390244
5685at7399	0.0
5688at7399	0.0
5690at7399	0.029411765
5691at7399	0.125
5694at7399	0.0
5695at7399	0.025
5706at7399	0.024390244
5709at7399	0.0
5710at7399	0.025
5711at7399	0.048780488
5712at7399	0.0
5713at7399	0.0
5719at7399	0.027777778
5721at7399	0.0
5725at7399	0.048780488
5730at7399	0.0
5731at7399	0.0
5732at7399	0.0
5739at7399	0.024390244
5744at7399	0.024390244
5754at7399	0.0
5756at7399	0.5
5760at7399	0.0
5766at7399	0.0
5773at7399	0.0
5778at7399	0.090909091
5779at7399	0.0
5787at7399	0.0
5789at7399	0.025641026
5790at7399	0.9024390240000001
5792at7399	0.024390244
5800at7399	0.0
5803at7399	0.051282050999999995
5806at7399	0.0
5810at7399	0.125
5811at7399	0.0
5818at7399	0.0
5827at7399	0.024390244
5829at7399	0.0
5830at7399	0.048780488
5832at7399	0.0
5833at7399	0.0
5834at7399	0.15
5837at7399	0.03030303
5842at7399	0.055555556
5845at7399	0.0
5846at7399	0.0
5849at7399	0.075
5850at7399	0.048780488
5854at7399	0.0
5860at7399	0.05
5863at7399	0.025641026
5865at7399	0.0
5873at7399	0.0
5874at7399	0.029411765
5876at7399	0.365853659
5878at7399	0.0
5880at7399	0.048780488
5881at7399	0.0
5882at7399	0.024390244
5885at7399	0.10810810800000001
5886at7399	0.05
5888at7399	0.057142857000000005
5891at7399	0.0
5895at7399	0.0
5898at7399	0.048780488
5911at7399	0.725
5912at7399	0.0
5915at7399	0.0
5916at7399	0.0
5923at7399	0.0
5924at7399	0.024390244
5928at7399	0.024390244
5929at7399	0.075
5931at7399	0.051282050999999995
5935at7399	0.083333333
5936at7399	0.073170732
5937at7399	0.054054054000000004
5946at7399	0.0
5947at7399	0.025
5949at7399	0.0
5953at7399	0.1
5954at7399	0.0
5955at7399	0.078947368
5961at7399	0.0
5962at7399	0.048780488
5963at7399	0.024390244
5965at7399	0.048780488
5970at7399	0.075
5972at7399	0.048780488
5974at7399	0.09677419400000001
5981at7399	0.05
5987at7399	0.102564103
5988at7399	0.0
5990at7399	0.048780488
5991at7399	0.0
5997at7399	0.0
5998at7399	0.025
6005at7399	0.0
6007at7399	0.0
6009at7399	0.0
6010at7399	0.194444444
6014at7399	0.0
6016at7399	0.073170732
6027at7399	0.052631579000000005
6033at7399	0.041666667000000004
6038at7399	0.048780488
6045at7399	0.097560976
6046at7399	0.024390244
6048at7399	0.0
6052at7399	0.0
6053at7399	0.028571429
6054at7399	0.024390244
6058at7399	0.024390244
6060at7399	0.20588235300000002
6061at7399	0.0
6063at7399	0.0
6070at7399	0.0
6073at7399	0.097560976
6074at7399	0.024390244
6075at7399	0.0
6076at7399	0.0
6083at7399	0.0
6085at7399	0.0
6087at7399	0.0
6088at7399	0.0
6092at7399	0.0
6095at7399	0.025
6101at7399	0.0
6103at7399	0.0
6104at7399	0.048780488
6105at7399	0.0
6108at7399	0.048780488
6113at7399	0.0
6115at7399	0.048780488
6117at7399	0.024390244
6120at7399	0.048780488
6122at7399	0.025
6126at7399	0.1
6132at7399	0.117647059
6134at7399	0.024390244
6141at7399	0.025
6143at7399	0.0
6145at7399	0.027027027000000002
6147at7399	0.0
6150at7399	0.024390244
6152at7399	0.025641026
6156at7399	0.025
6159at7399	0.048780488
6163at7399	0.0
6170at7399	0.0
6174at7399	0.0
6175at7399	0.0
6176at7399	0.111111111
6178at7399	0.0
6182at7399	0.0
6183at7399	0.025
6195at7399	0.04
6198at7399	0.024390244
6199at7399	0.073170732
6200at7399	0.0
6202at7399	0.05
6204at7399	0.025641026
6205at7399	0.0
6208at7399	0.0
6219at7399	0.0
6222at7399	0.048780488
6223at7399	0.15
6225at7399	0.025641026
6236at7399	0.027027027000000002
6239at7399	0.048780488
6242at7399	0.048780488
6247at7399	0.024390244
6250at7399	0.307692308
6252at7399	0.1
6258at7399	0.0
6259at7399	0.0
6262at7399	0.075
6264at7399	0.052631579000000005
6266at7399	0.081081081
6267at7399	0.024390244
6270at7399	0.275
6271at7399	0.0
6272at7399	0.0
6273at7399	0.024390244
6274at7399	0.12195122
6280at7399	0.024390244
6288at7399	0.025
6291at7399	0.0
6297at7399	0.025
6300at7399	0.027777778
6305at7399	0.024390244
6312at7399	0.0
6314at7399	0.0
6315at7399	0.0
6317at7399	0.0
6318at7399	0.024390244
6322at7399	0.024390244
6323at7399	0.024390244
6325at7399	0.090909091
6326at7399	0.0
6327at7399	0.024390244
6328at7399	0.975609756
6331at7399	0.024390244
6334at7399	0.075
6336at7399	0.657894737
6339at7399	0.057142857000000005
6345at7399	0.5365853660000001
6346at7399	0.083333333
6351at7399	0.0
6352at7399	0.0
6357at7399	0.0
6358at7399	0.025641026
6362at7399	0.024390244
6364at7399	0.0
6371at7399	0.0
6384at7399	0.048780488
6385at7399	0.0
6387at7399	0.0
6391at7399	0.097560976
6393at7399	0.0
6397at7399	0.0
6400at7399	0.025641026
6410at7399	0.048780488
6411at7399	0.0
6413at7399	0.024390244
6414at7399	0.025641026
6416at7399	1.0
6420at7399	0.0
6426at7399	0.0
6427at7399	0.075
6437at7399	0.025641026
6438at7399	0.0
6440at7399	0.048780488
6441at7399	0.024390244
6442at7399	0.0
6444at7399	0.024390244
6448at7399	0.0
6449at7399	0.0
6458at7399	0.024390244
6460at7399	0.0
6462at7399	0.0
6463at7399	0.838709677
6470at7399	0.0
6471at7399	0.024390244
6477at7399	0.0
6478at7399	0.0
6479at7399	0.024390244
6481at7399	0.029411765
6483at7399	0.0
6484at7399	0.0
6488at7399	0.0
6496at7399	0.073170732
6499at7399	0.073170732
6500at7399	0.024390244
6503at7399	0.0
6508at7399	0.0
6509at7399	0.0
6510at7399	0.048780488
6519at7399	0.0
6522at7399	0.024390244
6523at7399	0.024390244
6534at7399	0.068965517
6536at7399	0.15
6540at7399	0.181818182
6544at7399	0.1
6546at7399	0.0
6549at7399	0.048780488
6552at7399	0.051282050999999995
6554at7399	0.0
6556at7399	0.09375
6560at7399	0.048780488
6564at7399	0.025
6566at7399	0.025
6567at7399	0.05
6571at7399	0.0
6575at7399	0.0
6587at7399	0.0
6588at7399	0.0
6593at7399	0.024390244
6594at7399	0.025
6595at7399	0.0
6596at7399	0.0
6601at7399	0.0
6602at7399	0.076923077
6604at7399	0.0
6605at7399	0.025641026
6606at7399	0.0
6608at7399	0.025641026
6609at7399	0.048780488
6614at7399	0.0
6616at7399	0.0
6617at7399	0.025
6627at7399	0.073170732
6630at7399	0.0
6636at7399	0.051282050999999995
6641at7399	0.0
6644at7399	0.0
6645at7399	0.048780488
6647at7399	0.025641026
6652at7399	0.0
6653at7399	0.048780488
6658at7399	0.025
6659at7399	0.0
6661at7399	0.055555556
6664at7399	0.0
6671at7399	0.024390244
6676at7399	0.0
6680at7399	0.025
6683at7399	0.0
6689at7399	0.0
6696at7399	0.0
6699at7399	0.0
6704at7399	0.026315789
6707at7399	0.024390244
6708at7399	0.024390244
6715at7399	0.027777778
6719at7399	0.024390244
6731at7399	0.0
6734at7399	0.0
6735at7399	0.024390244
6738at7399	0.0
6740at7399	0.0
6741at7399	0.0
6747at7399	0.0
6749at7399	0.041666667000000004
6751at7399	0.131578947
6754at7399	0.0
6758at7399	0.024390244
6764at7399	0.0
6766at7399	0.0
6767at7399	0.0
6768at7399	0.0
6776at7399	0.048780488
6783at7399	0.024390244
6784at7399	0.0
6785at7399	0.048780488
6792at7399	0.0
6797at7399	0.0
6798at7399	0.048780488
6801at7399	0.025
6803at7399	0.048780488
6805at7399	0.0
6812at7399	0.027027027000000002
6814at7399	0.0
6816at7399	0.0
6819at7399	0.071428571
6820at7399	0.024390244
6821at7399	0.0
6822at7399	0.048780488
6826at7399	0.175
6829at7399	0.051282050999999995
6830at7399	0.024390244
6836at7399	0.0
6852at7399	0.0
6868at7399	0.025641026
6870at7399	0.025
6871at7399	0.073170732
6875at7399	0.05
6876at7399	0.073170732
6882at7399	0.054054054000000004
6886at7399	0.1
6888at7399	0.05
6891at7399	0.024390244
6892at7399	0.073170732
6893at7399	0.078947368
6897at7399	0.048780488
6899at7399	0.024390244
6901at7399	0.024390244
6904at7399	0.05
6906at7399	0.0
6908at7399	0.024390244
6910at7399	0.048780488
6913at7399	0.0
6914at7399	0.0
6918at7399	0.0
6929at7399	0.024390244
6933at7399	0.075
6935at7399	0.0
6937at7399	0.153846154
6940at7399	0.0
6944at7399	0.024390244
6947at7399	0.0
6948at7399	0.15789473699999998
6949at7399	0.025641026
6955at7399	0.0
6956at7399	0.24
6961at7399	0.025
6963at7399	0.0
6964at7399	0.048780488
6966at7399	0.073170732
6970at7399	0.12195122
6971at7399	0.0
6974at7399	0.0
6977at7399	0.0
6981at7399	0.951219512
6983at7399	0.029411765
6992at7399	0.048780488
6994at7399	0.0
6997at7399	0.0
7001at7399	0.0
7002at7399	0.15
7005at7399	0.0
7006at7399	0.0
7011at7399	0.0
7013at7399	0.0
7017at7399	0.048780488
7018at7399	0.0
7020at7399	0.0
7022at7399	0.048780488
7024at7399	0.0
7029at7399	0.025
7030at7399	0.0
7031at7399	0.024390244
7033at7399	0.0
7034at7399	0.025
7038at7399	0.0
7042at7399	0.048780488
7043at7399	0.0
7046at7399	0.128205128
7049at7399	0.0
7051at7399	0.025
7057at7399	0.0
7059at7399	0.026315789
7067at7399	0.0
7075at7399	0.0
7077at7399	0.025
7083at7399	0.0
7084at7399	0.0
7089at7399	0.0
7090at7399	0.034482759
7094at7399	0.052631579000000005
7103at7399	0.024390244
7104at7399	0.026315789
7108at7399	0.0
7110at7399	0.075
7116at7399	0.024390244
7119at7399	0.0
7120at7399	0.024390244
7125at7399	0.048780488
7126at7399	0.0
7127at7399	0.05
7129at7399	0.025
7130at7399	0.083333333
7133at7399	0.05
7137at7399	0.0
7141at7399	0.048780488
7142at7399	0.090909091
7148at7399	0.0
7155at7399	0.048780488
7166at7399	0.0
7170at7399	0.048780488
7172at7399	0.0
7176at7399	0.0
7178at7399	0.0
7180at7399	0.073170732
7181at7399	0.0
7182at7399	0.12195122
7184at7399	0.024390244
7192at7399	0.0
7198at7399	0.0
7209at7399	0.097560976
7212at7399	0.05
7214at7399	0.024390244
7216at7399	0.024390244
7217at7399	0.048780488
7218at7399	0.025
7220at7399	0.0
7223at7399	0.0
7224at7399	0.05
7225at7399	0.0
7229at7399	0.0
7230at7399	0.024390244
7232at7399	0.975609756
7234at7399	0.025
7236at7399	0.175
7237at7399	0.0
7238at7399	0.0
7246at7399	0.0
7254at7399	0.097560976
7255at7399	0.025
7256at7399	0.097560976
7261at7399	0.0
7263at7399	0.024390244
7265at7399	0.024390244
7268at7399	0.075
7272at7399	0.775
7274at7399	0.0
7275at7399	0.05
7278at7399	0.0
7282at7399	0.0
7284at7399	0.0
7285at7399	0.054054054000000004
7288at7399	0.0
7289at7399	0.025
7290at7399	0.057142857000000005
7293at7399	0.0
7296at7399	0.075
7297at7399	0.12195122
7303at7399	0.0
7304at7399	0.219512195
7307at7399	0.073170732
7308at7399	0.024390244
7313at7399	0.025
7314at7399	0.0
7315at7399	0.365853659
7318at7399	0.024390244
7319at7399	0.05
7321at7399	0.0
7322at7399	0.3
7324at7399	0.0
7326at7399	0.073170732
7332at7399	0.024390244
7337at7399	0.025641026
7340at7399	0.025
7344at7399	0.05
7353at7399	0.17073170699999998
7354at7399	0.024390244
7356at7399	0.0
7361at7399	0.05
7365at7399	0.833333333
7368at7399	0.086956522
7375at7399	0.024390244
7380at7399	0.048780488
7382at7399	0.024390244
7383at7399	0.0
7384at7399	0.048780488
7388at7399	0.0
7389at7399	0.146341463
7390at7399	0.0
7391at7399	0.0
7393at7399	0.0
7399at7399	0.0
7401at7399	0.0
7403at7399	0.076923077
7411at7399	0.0
7419at7399	0.024390244
7421at7399	0.048780488
7422at7399	0.0
7423at7399	0.0
7426at7399	0.024390244
7427at7399	0.0
7428at7399	0.0
7432at7399	0.048780488
7435at7399	0.024390244
7438at7399	0.075
7440at7399	0.024390244
7442at7399	0.025641026
7444at7399	0.0
7446at7399	0.097560976
7447at7399	0.0
7450at7399	0.0
7451at7399	0.025
7460at7399	0.024390244
7461at7399	0.0
7464at7399	0.0
7465at7399	0.0
7469at7399	0.025
7474at7399	0.0
7476at7399	0.0
7478at7399	0.0
7482at7399	0.0
7488at7399	0.052631579000000005
7497at7399	0.0
7500at7399	0.025641026
7501at7399	0.024390244
7513at7399	0.0
7516at7399	0.025
7521at7399	0.0
7526at7399	0.024390244
7527at7399	0.975609756
7528at7399	0.060606060999999996
7530at7399	0.0
7534at7399	0.0
7535at7399	0.0
7537at7399	0.024390244
7540at7399	0.024390244
7542at7399	0.0
7552at7399	0.073170732
7554at7399	0.0
7555at7399	0.12195122
7558at7399	0.073170732
7561at7399	0.0
7562at7399	0.024390244
7565at7399	0.0
7567at7399	0.0
7569at7399	0.025
7572at7399	0.0
7577at7399	0.0
7579at7399	0.56097561
7580at7399	0.025641026
7586at7399	0.025
7587at7399	0.024390244
7593at7399	0.0
7598at7399	0.0
7600at7399	0.025641026
7606at7399	0.052631579000000005
7611at7399	0.0
7613at7399	0.0
7614at7399	0.0
7617at7399	0.0
7618at7399	0.048780488
7619at7399	0.0
7621at7399	0.0
7626at7399	0.0
7638at7399	0.0
7640at7399	0.0
7650at7399	0.024390244
7654at7399	0.0
7664at7399	0.102564103
7667at7399	0.024390244
7675at7399	0.024390244
7677at7399	0.0
7684at7399	0.027777778
7688at7399	0.0
7695at7399	0.0
7696at7399	0.076923077
7697at7399	0.0
7698at7399	0.0
7699at7399	0.0
7707at7399	0.024390244
7712at7399	0.0
7715at7399	0.025641026
7722at7399	0.048780488
7728at7399	0.0
7729at7399	0.0
7730at7399	0.0
7732at7399	0.025
7735at7399	0.0
7738at7399	0.073170732
7741at7399	0.024390244
7742at7399	0.058823529000000006
7743at7399	0.025
7750at7399	0.0
7751at7399	0.0
7755at7399	0.025
7758at7399	0.0
7762at7399	0.045454545
7763at7399	0.064516129
7764at7399	0.0
7770at7399	0.025
7774at7399	0.025641026
7778at7399	0.0
7779at7399	0.0
7781at7399	0.0
7783at7399	0.0
7784at7399	0.0
7786at7399	0.025
7789at7399	0.048780488
7802at7399	0.0
7803at7399	0.024390244
7804at7399	0.0
7811at7399	0.025
7812at7399	0.048780488
7813at7399	0.0
7815at7399	0.0
7819at7399	0.025
7821at7399	0.024390244
7822at7399	0.0
7823at7399	0.055555556
7825at7399	0.125
7830at7399	0.024390244
7832at7399	0.0
7835at7399	0.0
7839at7399	0.0
7840at7399	0.102564103
7844at7399	0.0
7849at7399	0.048780488
7859at7399	0.048780488
7862at7399	0.0
7865at7399	0.05
7871at7399	0.024390244
7876at7399	0.048780488
7879at7399	0.024390244
7882at7399	0.025
7887at7399	0.048780488
7888at7399	0.051282050999999995
7891at7399	0.0
7897at7399	0.0
7901at7399	0.024390244
7908at7399	0.0
7910at7399	0.025
7917at7399	0.27027027
7918at7399	0.05
7921at7399	0.048780488
7923at7399	0.25
7925at7399	0.05
7926at7399	0.027027027000000002
7927at7399	0.0
7928at7399	0.024390244
7929at7399	0.0
7948at7399	0.051282050999999995
7950at7399	0.025
7955at7399	0.0
7959at7399	0.075
7962at7399	0.0
7966at7399	0.0
7969at7399	0.05
7972at7399	0.0
7980at7399	0.025641026
7989at7399	0.0
7994at7399	0.024390244
7998at7399	0.024390244
8004at7399	0.0
8012at7399	0.0
8015at7399	0.0
8017at7399	0.0
8026at7399	0.0
8029at7399	0.024390244
8036at7399	0.0
8037at7399	0.026315789
8039at7399	0.0
8043at7399	0.225
8055at7399	0.12195122
8056at7399	0.025
8059at7399	0.0
8060at7399	0.027027027000000002
8061at7399	0.0
8065at7399	0.027777778
8070at7399	0.055555556
8076at7399	0.024390244
8077at7399	0.04
8079at7399	0.0
8081at7399	0.0
8082at7399	0.0
8084at7399	0.024390244
8091at7399	1.0
8096at7399	0.024390244
8097at7399	0.048780488
8098at7399	0.05
8099at7399	0.024390244
8101at7399	0.032258065
8102at7399	0.025
8105at7399	0.025641026
8106at7399	0.024390244
8111at7399	0.052631579000000005
8112at7399	0.0
8113at7399	0.0
8115at7399	0.0
8126at7399	0.0
8129at7399	0.048780488
8130at7399	0.0
8132at7399	0.097560976
8134at7399	0.024390244
8135at7399	0.025
8137at7399	0.0
8145at7399	0.0
8147at7399	0.0
8150at7399	0.052631579000000005
8151at7399	0.025641026
8152at7399	0.025641026
8153at7399	0.05
8157at7399	0.024390244
8161at7399	0.024390244
8167at7399	0.025
8168at7399	0.024390244
8179at7399	0.027027027000000002
8181at7399	0.0
8185at7399	0.0
8186at7399	0.125
8187at7399	0.1
8191at7399	0.0
8198at7399	0.097560976
8205at7399	0.076923077
8206at7399	0.0
8207at7399	0.0
8213at7399	0.0
8214at7399	0.058823529000000006
8215at7399	0.0
8217at7399	0.025
8220at7399	0.024390244
8222at7399	0.0
8223at7399	0.024390244
8226at7399	0.0
8231at7399	0.025
8233at7399	0.0
8241at7399	0.0
8246at7399	0.0
8247at7399	0.024390244
8260at7399	0.15
8263at7399	0.0
8264at7399	0.025641026
8268at7399	0.0
8269at7399	0.0
8271at7399	0.0
8272at7399	0.0
8273at7399	0.0
8274at7399	0.0
8276at7399	0.026315789
8282at7399	0.048780488
8283at7399	0.585365854
8285at7399	0.043478261
8289at7399	0.225
8291at7399	0.048780488
8292at7399	0.024390244
8296at7399	0.048780488
8302at7399	0.0
8303at7399	0.0
8304at7399	0.025
8307at7399	0.0
8316at7399	0.0
8318at7399	0.024390244
8320at7399	0.0
8325at7399	0.024390244
8326at7399	0.0
