orthogroup	ACN
MZ22504814	1.0555555555555556
MZ22504815	1.1578947368421053
MZ22504816	1.2941176470588236
MZ22504819	1.0625
MZ22504822	1.0526315789473684
MZ22504825	1.0555555555555556
MZ22504826	1.0
MZ22504827	1.0526315789473684
MZ22504829	1.0526315789473684
MZ22504833	1.0
MZ22504835	1.1333333333333333
MZ22504836	1.105263157894737
MZ22504837	1.0
MZ22504838	1.0
MZ22504839	1.4210526315789473
MZ22504842	1.0
MZ22504843	1.0
MZ22504845	1.0
MZ22504846	1.0
MZ22504848	1.0555555555555556
MZ22504849	1.105263157894737
MZ22504852	1.0
MZ22504853	1.1578947368421053
MZ22504854	1.0555555555555556
MZ22504855	1.0
MZ22504859	1.0
MZ22504860	1.0555555555555556
MZ22504862	1.0
MZ22504865	1.0
MZ22504866	1.0
MZ22504867	1.263157894736842
MZ22504868	1.1666666666666667
MZ22504873	1.0
MZ22504876	1.0
MZ22504878	1.0
MZ22504879	1.2105263157894737
MZ22504883	1.0
MZ22504884	1.0526315789473684
MZ22504888	1.0
MZ22504889	1.3333333333333333
MZ22504890	1.0
MZ22504893	1.0526315789473684
MZ22504895	1.0
MZ22504897	1.4736842105263157
MZ22504900	1.0
MZ22504901	1.0555555555555556
MZ22504903	1.0555555555555556
MZ22504904	1.3888888888888888
MZ22504907	1.0
MZ22504908	1.0
MZ22504910	1.0
MZ22504912	1.0526315789473684
MZ22504913	1.0
MZ22504914	1.0
MZ22504918	1.0
MZ22504919	1.0
MZ22504920	1.0
MZ22504921	1.0714285714285714
MZ22504922	1.0
MZ22504923	1.0
MZ22504924	1.0
MZ22504928	1.105263157894737
MZ22504929	1.0526315789473684
MZ22504931	1.0555555555555556
MZ22504935	1.0
MZ22504938	1.0
MZ22504940	1.1578947368421053
MZ22504941	1.0
MZ22504942	1.0
MZ22504944	1.0526315789473684
MZ22504945	1.0
MZ22504947	1.105263157894737
MZ22504951	1.0
MZ22504953	1.105263157894737
MZ22504958	1.0555555555555556
MZ22504960	1.0
MZ22504961	2.1666666666666665
MZ22504963	1.0526315789473684
MZ22504965	1.0
MZ22504967	1.0
MZ22504968	1.0666666666666667
MZ22504972	1.1578947368421053
MZ22504975	1.0
MZ22504979	1.0
MZ22504980	1.6842105263157894
MZ22504982	1.0
MZ22504984	1.0
MZ22504988	1.0
MZ22504991	1.0
MZ22504993	1.0
MZ22504998	1.0
MZ22504999	1.0526315789473684
MZ22505000	1.0
MZ22505001	1.0
MZ22505007	1.105263157894737
MZ22505009	1.0526315789473684
MZ22505010	1.0
MZ22505011	1.6666666666666667
MZ22505012	1.0
MZ22505013	1.0526315789473684
MZ22505014	1.0
MZ22505015	1.5
MZ22505018	1.105263157894737
MZ22505019	1.0
MZ22505021	1.0
MZ22505025	1.0
MZ22505026	1.105263157894737
MZ22505028	1.1428571428571428
MZ22505029	1.0
MZ22505030	1.1578947368421053
MZ22505034	1.0
MZ22505035	1.0588235294117647
MZ22505040	1.0
MZ22505041	1.0
MZ22505046	1.0
MZ22505047	1.0
MZ22505055	1.0
MZ22505071	1.0555555555555556
MZ22505072	1.0
MZ22505073	1.0
MZ22505074	1.0
MZ22505075	1.0
MZ22505080	1.0
MZ22505081	1.0526315789473684
MZ22505082	1.0
MZ22505084	1.0
MZ22505087	1.0
MZ22505088	1.0
MZ22505089	1.0
MZ22505090	1.0
MZ22505091	1.0526315789473684
MZ22505093	1.0
MZ22505094	1.105263157894737
MZ22505096	1.0
MZ22505099	1.2105263157894737
MZ22505101	1.1111111111111112
MZ22505102	1.0
MZ22505103	1.0
MZ22505104	1.0
MZ22505106	1.0
MZ22505108	1.0
MZ22505109	1.0526315789473684
MZ22505111	1.1578947368421053
MZ22505113	1.0
MZ22505118	1.1666666666666667
MZ22505120	1.0
MZ22505121	1.0555555555555556
MZ22505122	1.0
MZ22505123	1.0
MZ22505124	1.0526315789473684
MZ22505125	1.0
MZ22505127	1.0526315789473684
MZ22505133	1.0
MZ22505134	1.0
MZ22505135	1.105263157894737
MZ22505137	1.0
MZ22505143	1.0
MZ22505144	1.0
MZ22505146	1.0
MZ22505147	1.0
MZ22505148	1.1578947368421053
MZ22505151	1.1666666666666667
MZ22505153	1.0555555555555556
MZ22505154	1.0
MZ22505157	1.0526315789473684
MZ22505158	1.0
MZ22505160	1.0555555555555556
MZ22505161	1.0526315789473684
MZ22505165	1.5
MZ22505168	1.0
MZ22505171	1.105263157894737
MZ22505173	1.0
MZ22505175	1.0
MZ22505177	1.0
MZ22505179	1.0
MZ22505183	1.0
MZ22505184	1.0
MZ22505185	1.0526315789473684
MZ22505186	1.0
MZ22505188	1.0
MZ22505189	1.0666666666666667
MZ22505191	1.105263157894737
MZ22505192	1.0
MZ22505193	1.0769230769230769
MZ22505196	1.0
MZ22505198	1.0526315789473684
MZ22505199	1.0
MZ22505203	1.0555555555555556
MZ22505204	1.0
MZ22505205	1.0
MZ22505206	1.0
MZ22505208	1.0
MZ22505209	1.0
MZ22505217	1.0526315789473684
MZ22505218	1.0
MZ22505219	1.105263157894737
MZ22505220	1.0555555555555556
MZ22505221	1.0
MZ22505223	1.0526315789473684
MZ22505225	1.0
MZ22505226	1.0526315789473684
MZ22505227	1.0
MZ22505228	1.0
MZ22505229	1.105263157894737
MZ22505230	1.0
MZ22505232	1.0526315789473684
MZ22505234	1.1111111111111112
MZ22505236	1.0
MZ22505237	1.0
MZ22505239	1.0
MZ22505240	1.0
MZ22505242	1.105263157894737
MZ22505244	1.0
MZ22505248	1.1578947368421053
MZ22505251	1.0526315789473684
MZ22505252	1.0
MZ22505254	1.0
MZ22505259	1.0
MZ22505261	1.0
MZ22505263	1.0526315789473684
MZ22505265	1.0
MZ22505268	1.0
MZ22505271	1.0
MZ22505272	1.0
MZ22505274	1.368421052631579
MZ22505276	1.5714285714285714
MZ22505277	1.0526315789473684
MZ22505279	1.0
MZ22505280	1.0526315789473684
MZ22505283	1.0
MZ22505284	1.2222222222222223
MZ22505285	1.0
MZ22505289	1.0
MZ22505294	1.0
MZ22505296	1.0526315789473684
MZ22505297	1.0526315789473684
MZ22505299	1.0
MZ22505302	1.0
MZ22505305	1.4210526315789473
MZ22505306	1.0
MZ22505308	1.0
MZ22505310	1.1176470588235294
MZ22505312	1.5263157894736843
MZ22505315	1.631578947368421
MZ22505316	1.0
MZ22505319	1.0
MZ22505320	1.125
MZ22505324	1.0
MZ22505326	1.0
MZ22505327	1.1578947368421053
MZ22505329	1.5
MZ22505331	1.0
MZ22505334	1.0526315789473684
MZ22505335	1.0
MZ22505336	1.0
MZ22505339	8.0
MZ22505340	1.0
MZ22505343	1.3157894736842106
MZ22505349	1.0
MZ22505353	1.0
MZ22505354	1.0
MZ22505357	1.0526315789473684
MZ22505359	1.0
MZ22505360	1.0555555555555556
MZ22505361	1.0526315789473684
MZ22505362	1.0
MZ22505364	1.0526315789473684
MZ22505366	1.0
MZ22505367	1.0
MZ22505369	1.0
MZ22505372	1.0
MZ22505374	1.2105263157894737
MZ22505376	1.368421052631579
MZ22505382	1.0
MZ22505385	1.0
MZ22505386	1.0526315789473684
MZ22505388	1.0
MZ22505392	1.105263157894737
MZ22505394	1.3157894736842106
MZ22505396	1.0
MZ22505398	1.0526315789473684
MZ22505399	1.6842105263157894
MZ22505401	1.0
MZ22505405	1.0
MZ22505407	1.0
MZ22505408	1.0
MZ22505410	1.0
MZ22505411	1.0526315789473684
MZ22505414	1.0
MZ22505415	1.0
MZ22505417	1.0
MZ22505418	1.375
MZ22505421	1.3333333333333333
MZ22505424	1.0
MZ22505425	1.0
MZ22505427	1.0833333333333333
MZ22505429	1.0
MZ22505430	1.0
MZ22505431	1.0
MZ22505432	1.2222222222222223
MZ22505434	1.0
MZ22505436	1.105263157894737
MZ22505441	1.0526315789473684
MZ22505442	1.25
MZ22505443	1.0
MZ22505445	1.0714285714285714
MZ22505454	1.0
MZ22505455	1.0
MZ22505457	1.0
MZ22505458	1.0
MZ22505459	1.263157894736842
MZ22505461	1.0
MZ22505465	1.125
MZ22505467	1.0
MZ22505470	1.1111111111111112
MZ22505475	1.0
MZ22505478	1.0
MZ22505481	1.0
MZ22505482	1.0
MZ22505483	1.0
MZ22505484	1.0526315789473684
MZ22505487	1.0
MZ22505491	1.0
MZ22505493	1.0
MZ22505494	1.0
MZ22505495	1.0
MZ22505499	1.0
MZ22505500	1.0
MZ22505504	1.0526315789473684
MZ22505507	1.0
MZ22505508	1.0909090909090908
MZ22505509	1.0526315789473684
MZ22505511	1.0
MZ22505514	1.1578947368421053
MZ22505515	1.105263157894737
MZ22505520	1.1666666666666667
MZ22505521	1.0
MZ22505522	1.0
MZ22505523	1.0
MZ22505527	1.0
MZ22505531	1.0
MZ22505532	1.0526315789473684
MZ22505535	1.0
MZ22505536	1.0
MZ22505539	1.0625
MZ22505541	1.0
MZ22505542	1.0
MZ22505544	1.0
MZ22505546	1.0
MZ22505547	1.0526315789473684
MZ22505550	1.0526315789473684
MZ22505551	1.0
MZ22505552	1.0526315789473684
MZ22505556	1.0526315789473684
MZ22505557	1.0
MZ22505558	1.0
MZ22505560	1.0
MZ22505562	1.0526315789473684
MZ22505563	1.0
MZ22505568	1.368421052631579
MZ22505571	1.0
MZ22505572	1.0
MZ22505573	1.0588235294117647
MZ22505574	1.0
MZ22505586	1.0526315789473684
MZ22505588	1.0
MZ22505589	1.1111111111111112
MZ22505592	1.0
MZ22505593	1.0
MZ22505596	1.0
MZ22505598	1.0588235294117647
MZ22505599	1.0526315789473684
MZ22505600	1.0588235294117647
MZ22505604	1.1111111111111112
MZ22505608	1.0526315789473684
MZ22505611	1.0526315789473684
MZ22505614	1.0
MZ22505615	1.0526315789473684
MZ22505617	1.0555555555555556
MZ22505618	1.0
MZ22505620	1.0526315789473684
MZ22505621	1.105263157894737
MZ22505624	1.0
MZ22505625	1.105263157894737
MZ22505626	1.0
MZ22505629	1.0
MZ22505634	1.0
MZ22505636	1.0
MZ22505637	1.0
MZ22505640	1.0526315789473684
MZ22505641	1.0
MZ22505642	1.4
MZ22505644	1.0526315789473684
MZ22505645	1.0
MZ22505649	1.105263157894737
MZ22505650	1.0
MZ22505652	1.0
MZ22505655	1.0
MZ22505657	1.0
MZ22505662	1.0
MZ22505668	1.2105263157894737
MZ22505670	1.0
MZ22505671	1.0
MZ22505672	1.0526315789473684
MZ22505673	1.105263157894737
MZ22505675	1.0
MZ22505676	1.0
MZ22505678	1.0526315789473684
MZ22505680	1.0
MZ22505681	1.0555555555555556
MZ22505682	1.0555555555555556
MZ22505684	1.0
MZ22505690	1.0625
MZ22505691	1.0
MZ22505694	1.0
MZ22505699	1.1111111111111112
MZ22505701	1.0
MZ22505703	1.0
MZ22505705	1.0
MZ22505706	1.0
MZ22505709	1.0555555555555556
MZ22505713	1.736842105263158
MZ22505714	1.0
MZ22505716	1.0
MZ22505718	1.0
MZ22505720	1.0
MZ22505721	1.0526315789473684
MZ22505724	1.0588235294117647
MZ22505725	1.0526315789473684
MZ22505727	1.2222222222222223
MZ22505728	1.1176470588235294
MZ22505729	1.0
MZ22505731	1.0
MZ22505732	1.4736842105263157
MZ22505733	1.0
MZ22505737	1.0
MZ22505739	1.0
MZ22505741	1.2222222222222223
MZ22505744	1.0
MZ22505745	1.0
MZ22505748	1.0
MZ22505749	1.105263157894737
MZ22505753	1.1111111111111112
MZ22505755	1.0
MZ22505758	1.0526315789473684
MZ22505761	1.0
MZ22505762	1.105263157894737
MZ22505766	1.0
MZ22505767	1.0526315789473684
MZ22505769	1.0
MZ22505772	1.0
MZ22505773	1.0
MZ22505777	1.0
MZ22505782	1.0
MZ22505783	1.5
MZ22505785	1.0
MZ22505788	1.0
MZ22505790	1.0
MZ22505794	1.0
MZ22505796	1.0526315789473684
MZ22505797	1.0
MZ22505799	1.0
MZ22505801	1.0
MZ22505802	1.0
MZ22505803	1.0588235294117647
MZ22505804	1.0526315789473684
MZ22505810	1.0526315789473684
MZ22505812	1.105263157894737
MZ22505813	1.2352941176470589
MZ22505814	1.0
MZ22505819	1.0526315789473684
MZ22505820	1.1111111111111112
MZ22505821	1.1111111111111112
MZ22505823	1.0
MZ22505824	1.0
MZ22505826	1.0
MZ22505830	1.0526315789473684
MZ22505831	1.0526315789473684
MZ22505832	1.0526315789473684
MZ22505834	1.0
MZ22505835	1.1176470588235294
MZ22505836	1.0526315789473684
MZ22505838	1.105263157894737
MZ22505839	1.0
MZ22505841	1.0
MZ22505843	1.0555555555555556
MZ22505844	1.0
MZ22505845	1.1428571428571428
MZ22505846	1.2105263157894737
MZ22505848	1.0
MZ22505849	1.0
MZ22505851	1.0526315789473684
MZ22505852	1.0526315789473684
MZ22505854	1.0
MZ22505855	1.0
MZ22505858	1.0526315789473684
MZ22505863	1.0
MZ22505868	1.0
MZ22505870	1.2105263157894737
MZ22505871	1.0526315789473684
MZ22505873	1.0
MZ22505875	1.0
MZ22505877	1.0
MZ22505881	1.0526315789473684
MZ22505882	1.0
MZ22505883	1.0
MZ22505885	1.0
MZ22505891	1.0
MZ22505892	1.0526315789473684
MZ22505894	1.0
MZ22505897	1.0
MZ22505901	1.1764705882352942
MZ22505902	1.0
MZ22505904	1.0555555555555556
MZ22505908	1.0769230769230769
MZ22505909	1.0
MZ22505911	1.0
MZ22505912	1.0
MZ22505915	1.0
MZ22505916	1.0
MZ22505918	1.0555555555555556
MZ22505920	1.0
MZ22505921	1.0526315789473684
MZ22505923	1.0
MZ22505924	1.0
MZ22505925	1.0
MZ22505926	1.0
MZ22505927	1.0
MZ22505929	1.0
MZ22505930	1.0526315789473684
MZ22505931	1.1764705882352942
MZ22505933	1.0
MZ22505934	1.0666666666666667
MZ22505935	1.0
MZ22505937	1.0625
MZ22505938	1.0
MZ22505942	1.0
MZ22505943	1.0
MZ22505945	1.0
MZ22505952	1.0
MZ22505953	1.0
MZ22505955	1.105263157894737
MZ22505961	1.0
MZ22505962	1.2105263157894737
MZ22505965	1.25
MZ22505967	1.0
MZ22505969	1.0
MZ22505970	1.0
MZ22505972	1.0
MZ22505974	1.0526315789473684
MZ22505975	1.0
MZ22505978	1.0
MZ22505979	1.0
MZ22505980	1.0
MZ22505981	1.0
MZ22505984	1.105263157894737
MZ22505985	1.1111111111111112
MZ22505986	1.0
MZ22505987	1.9444444444444444
MZ22505998	1.105263157894737
MZ22506002	1.0
MZ22506003	1.0625
MZ22506006	1.0526315789473684
MZ22506010	1.2
MZ22506015	1.105263157894737
MZ22506017	1.0
MZ22506019	1.0
MZ22506020	1.0
MZ22506023	1.0526315789473684
MZ22506024	1.0
MZ22506026	1.0
MZ22506030	1.0
MZ22506031	1.0
MZ22506034	1.1578947368421053
MZ22506037	1.0
MZ22506038	1.0
MZ22506039	1.0555555555555556
MZ22506043	1.0
MZ22506044	1.0
MZ22506047	1.0
MZ22506049	1.0
MZ22506050	1.0
MZ22506053	1.0
MZ22506055	1.0526315789473684
MZ22506059	1.0
MZ22506061	1.25
MZ22506062	1.0
MZ22506063	1.0
MZ22506065	1.0
MZ22506066	1.0
MZ22506067	1.0
MZ22506069	1.0
MZ22506071	1.0
MZ22506072	1.1666666666666667
MZ22506076	1.0526315789473684
MZ22506078	1.0
MZ22506079	1.0
MZ22506081	1.0
MZ22506082	1.0
MZ22506083	1.0
MZ22506086	1.0
MZ22506089	1.0
MZ22506091	1.0588235294117647
MZ22506092	1.3333333333333333
MZ22506093	1.0
MZ22506096	1.0
MZ22506097	1.0
MZ22506100	1.0526315789473684
MZ22506101	1.0
MZ22506104	1.0555555555555556
MZ22506110	1.0
MZ22506111	1.1111111111111112
MZ22506112	1.105263157894737
MZ22506119	1.0
MZ22506120	1.0666666666666667
MZ22506121	1.2777777777777777
MZ22506122	1.0526315789473684
MZ22506124	1.0
MZ22506125	1.0
MZ22506130	1.0
MZ22506133	1.0
MZ22506134	1.0
MZ22506135	1.0
MZ22506137	1.3157894736842106
MZ22506139	1.3888888888888888
MZ22506140	1.0526315789473684
MZ22506143	1.1111111111111112
MZ22506145	1.0
MZ22506146	1.0
MZ22506147	1.0555555555555556
MZ22506151	1.5263157894736843
MZ22506152	1.4210526315789473
MZ22506156	1.0555555555555556
MZ22506157	1.0
MZ22506158	1.0
MZ22506161	1.0
MZ22506162	1.0
MZ22506163	1.0
MZ22506164	1.0
MZ22506165	1.0
MZ22506167	1.0
MZ22506169	1.0
MZ22506170	1.0
MZ22506171	1.0588235294117647
MZ22506181	1.0
MZ22506182	1.263157894736842
MZ22506184	1.631578947368421
MZ22506186	1.0
MZ22506187	1.0
MZ22506188	1.0
MZ22506190	1.0
MZ22506192	1.0
MZ22506193	1.0
MZ22506196	1.0
MZ22506197	1.0
MZ22506200	1.0
MZ22506201	1.0
MZ22506204	1.0526315789473684
MZ22506206	1.0526315789473684
MZ22506207	1.0526315789473684
MZ22506208	1.0
MZ22506210	1.0
MZ22506212	1.0
MZ22506217	1.0
MZ22506219	1.0
MZ22506221	1.0
MZ22506222	1.0
MZ22506223	1.0555555555555556
MZ22506224	1.0
MZ22506225	1.0
MZ22506226	1.0
MZ22506227	1.0
MZ22506228	1.0
MZ22506233	1.0
MZ22506237	1.0
MZ22506238	1.0666666666666667
MZ22506241	1.1111111111111112
MZ22506244	1.0
MZ22506245	2.0
MZ22506246	1.0
MZ22506247	1.0
MZ22506253	1.0
MZ22506254	1.0
MZ22506258	1.0
MZ22506260	1.105263157894737
MZ22506261	1.0
MZ22506263	1.0588235294117647
MZ22506264	1.1111111111111112
MZ22506265	1.0
MZ22506266	1.0555555555555556
MZ22506267	1.0
MZ22506268	1.0526315789473684
MZ22506269	1.0
MZ22506271	1.0666666666666667
MZ22506272	1.1764705882352942
MZ22506275	1.0526315789473684
MZ22506278	1.0526315789473684
MZ22506280	1.0526315789473684
MZ22506282	1.0
MZ22506284	1.0
MZ22506286	1.0
MZ22506290	1.0526315789473684
MZ22506291	1.0
MZ22506292	1.0526315789473684
MZ22506296	1.0
MZ22506297	1.0
MZ22506298	1.105263157894737
MZ22506299	1.0
MZ22506301	1.0
MZ22506302	1.0
MZ22506303	1.0588235294117647
MZ22506304	1.0
MZ22506305	1.0
MZ22506306	1.0
MZ22506309	1.0
MZ22506312	1.0526315789473684
MZ22506316	1.0
MZ22506319	1.0
MZ22506321	1.1666666666666667
MZ22506327	1.0526315789473684
MZ22506328	1.0
MZ22506331	1.0526315789473684
MZ22506335	1.0
MZ22506336	1.0
MZ22506337	1.0555555555555556
MZ22506340	1.0
MZ22506344	1.0
MZ22506345	1.0
MZ22506346	1.0
MZ22506348	1.0
MZ22506349	1.0555555555555556
MZ22506353	1.0526315789473684
MZ22506356	1.0526315789473684
MZ22506359	1.0
MZ22506360	1.0
MZ22506363	1.105263157894737
MZ22506364	1.0
MZ22506366	1.0
MZ22506370	1.0555555555555556
MZ22506372	1.0555555555555556
MZ22506373	1.105263157894737
MZ22506375	1.0
MZ22506376	1.105263157894737
MZ22506377	1.0
MZ22506380	1.0
MZ22506381	1.0
MZ22506384	1.0
MZ22506386	1.0
MZ22506387	1.105263157894737
MZ22506391	1.0
MZ22506392	1.0
MZ22506394	1.0
MZ22506396	1.0
MZ22506397	1.0
MZ22506399	1.0
MZ22506403	1.0
MZ22506405	1.0
MZ22506408	1.0
MZ22506414	1.105263157894737
MZ22506416	1.0
MZ22506418	1.0
MZ22506419	1.0
MZ22506420	1.0
MZ22506421	1.1666666666666667
MZ22506423	1.0
MZ22506425	1.0
MZ22506427	1.0
MZ22506432	1.1176470588235294
MZ22506436	1.0
MZ22506437	1.0
MZ22506438	1.0
MZ22506439	1.0
MZ22506443	1.0
MZ22506447	1.0
MZ22506448	1.0
MZ22506449	4.2631578947368425
MZ22506450	1.0
MZ22506451	1.0
MZ22506452	1.0
MZ22506454	1.0
MZ22506455	1.0
MZ22506457	1.0588235294117647
MZ22506463	1.625
MZ22506467	1.0588235294117647
MZ22506469	1.0526315789473684
MZ22506470	1.0
MZ22506474	1.0
MZ22506475	1.0
MZ22506476	1.0526315789473684
MZ22506480	1.0526315789473684
MZ22506482	1.0
MZ22506483	1.0
MZ22506484	1.0
MZ22506488	1.0
MZ22506490	1.0526315789473684
MZ22506493	1.0555555555555556
MZ22506497	1.0
MZ22506499	1.0
MZ22506500	2.7777777777777777
MZ22506502	1.0
MZ22506505	1.0
MZ22506506	1.0625
MZ22506510	1.0
MZ22506511	1.0
MZ22506513	1.0
MZ22506515	1.0
MZ22506518	1.0
MZ22506519	1.0
MZ22506522	1.0
MZ22506526	1.0
MZ22506528	1.0526315789473684
MZ22506529	1.1578947368421053
MZ22506530	1.0
MZ22506531	1.0
MZ22506533	1.125
MZ22506534	1.1578947368421053
MZ22506535	1.0
MZ22506538	1.0
MZ22506539	1.0
MZ22506540	1.0
MZ22506541	1.0
MZ22506543	1.1666666666666667
MZ22506545	1.0
MZ22506550	1.0
MZ22506551	1.0
MZ22506552	1.0769230769230769
MZ22506553	1.1578947368421053
MZ22506554	1.0
MZ22506555	1.0
MZ22506558	1.0
MZ22506560	1.0
MZ22506564	1.0526315789473684
MZ22506565	1.0
MZ22506568	1.0
MZ22506569	1.0
MZ22506571	1.0526315789473684
MZ22506572	1.0
MZ22506574	1.0
MZ22506576	1.0
MZ22506577	1.0588235294117647
MZ22506579	1.0
MZ22506583	1.0526315789473684
MZ22506584	1.0
MZ22506585	1.0
MZ22506586	1.0
MZ22506591	2.0
MZ22506596	1.1333333333333333
MZ22506597	1.0
MZ22506599	1.0555555555555556
MZ22506603	1.263157894736842
MZ22506604	1.0
MZ22506605	1.0
MZ22506607	1.0
MZ22506608	1.0555555555555556
MZ22506609	1.0526315789473684
MZ22506611	1.0
MZ22506613	1.0
MZ22506620	1.0526315789473684
MZ22506621	1.0
MZ22506622	1.0
MZ22506624	1.263157894736842
MZ22506626	1.0
MZ22506628	1.0
MZ22506630	1.0526315789473684
MZ22506632	1.0
MZ22506634	1.0
MZ22506640	1.105263157894737
MZ22506643	1.0555555555555556
MZ22506644	1.0
MZ22506646	1.0
MZ22506647	1.0
MZ22506648	1.0526315789473684
MZ22506649	1.0
MZ22506650	1.0
MZ22506651	1.0526315789473684
MZ22506654	1.0
MZ22506656	1.0
MZ22506658	1.0625
MZ22506659	1.0
MZ22506660	1.0
MZ22506664	1.0
MZ22506665	1.0
MZ22506668	1.0
MZ22506669	1.0
MZ22506670	1.0
MZ22506671	1.368421052631579
MZ22506672	1.0
MZ22506673	1.0
MZ22506675	1.0
MZ22506676	1.0
MZ22506679	1.0
MZ22506680	1.0
MZ22506681	1.0588235294117647
MZ22506682	1.0526315789473684
MZ22506684	1.2105263157894737
MZ22506686	1.3333333333333333
MZ22506687	1.0588235294117647
MZ22506688	1.0
MZ22506695	1.0526315789473684
MZ22506696	1.0
MZ22506697	1.0526315789473684
MZ22506702	1.0
MZ22506704	1.1666666666666667
MZ22506705	1.0
MZ22506711	1.0
MZ22506712	1.0
MZ22506714	1.0
MZ22506716	1.0
MZ22506717	1.0
MZ22506719	1.631578947368421
MZ22506720	1.0
MZ22506722	1.125
MZ22506724	1.0
MZ22506726	1.0526315789473684
MZ22506728	1.3333333333333333
MZ22506729	1.0
MZ22506731	1.0526315789473684
MZ22506733	1.0
MZ22506734	1.875
MZ22506735	1.0
MZ22506740	1.0526315789473684
MZ22506743	1.1111111111111112
MZ22506744	2.625
MZ22506748	1.0
MZ22506749	1.0
MZ22506753	1.0
MZ22506754	2.6842105263157894
MZ22506758	1.0
MZ22506760	1.0526315789473684
MZ22506761	1.0555555555555556
MZ22506763	1.0
MZ22506766	1.631578947368421
MZ22506778	1.0
MZ22506779	1.0
MZ22506783	1.0
MZ22506784	1.6111111111111112
MZ22506786	1.0
MZ22506787	1.0
MZ22506788	1.0
MZ22506789	1.0
MZ22506790	1.125
MZ22506792	1.0
MZ22506793	1.0526315789473684
MZ22506795	1.0
MZ22506797	1.0526315789473684
MZ22506800	1.0526315789473684
MZ22506801	1.0
MZ22506808	1.1111111111111112
MZ22506809	1.0
MZ22506813	1.0
MZ22506814	1.0
MZ22506815	1.0
MZ22506816	1.0
MZ22506820	1.0
MZ22506825	1.0588235294117647
MZ22506826	1.0526315789473684
MZ22506828	1.0
MZ22506830	1.0666666666666667
MZ22506831	1.0
MZ22506832	1.0555555555555556
MZ22506833	1.0
MZ22506834	1.0
MZ22506835	1.105263157894737
MZ22506836	1.0
MZ22506837	1.0555555555555556
MZ22506842	1.0
MZ22506843	1.0
MZ22506847	1.0526315789473684
MZ22506849	1.1111111111111112
MZ22506853	1.0
MZ22506854	1.105263157894737
MZ22506856	1.0
MZ22506857	1.0
MZ22506858	1.0
MZ22506864	1.0
MZ22506868	1.0
MZ22506869	1.0
MZ22506870	1.0
MZ22506875	1.0
MZ22506879	1.0526315789473684
MZ22506881	1.0
MZ22506883	1.0
MZ22506885	1.1666666666666667
MZ22506886	1.0
MZ22506887	1.0
MZ22506892	1.0
MZ22506893	1.0
MZ22506894	1.0
MZ22506895	1.0526315789473684
MZ22506900	1.0
MZ22506902	1.375
MZ22506908	1.0526315789473684
MZ22506909	1.0555555555555556
MZ22506911	1.1111111111111112
MZ22506916	1.0
MZ22506919	1.1666666666666667
MZ22506924	1.0
MZ22506926	1.0
MZ22506929	1.0
MZ22506930	1.0555555555555556
MZ22506931	1.0526315789473684
MZ22506936	1.0
MZ22506941	1.631578947368421
MZ22506942	1.0
MZ22506943	1.0
MZ22506944	1.0
MZ22506945	1.0526315789473684
MZ22506946	1.0526315789473684
MZ22506950	1.0
MZ22506955	1.0526315789473684
MZ22506956	1.0
MZ22506958	1.0526315789473684
MZ22506961	1.0
MZ22506963	1.0833333333333333
MZ22506965	1.0588235294117647
MZ22506969	1.0
MZ22506973	1.0
MZ22506974	1.263157894736842
MZ22506980	1.0
MZ22506981	1.3529411764705883
MZ22506986	1.0555555555555556
MZ22506987	1.4736842105263157
MZ22506988	1.0
MZ22506989	1.0
MZ22506993	1.0
MZ22506994	1.0
MZ22506997	1.0
MZ22506998	1.0
MZ22507001	1.0
MZ22507004	1.0
MZ22507006	1.6111111111111112
MZ22507012	1.0
MZ22507013	1.0
MZ22507014	1.0
MZ22507015	1.0625
MZ22507016	1.0
MZ22507017	1.0
MZ22507018	1.0
MZ22507020	1.4444444444444444
MZ22507021	1.0
MZ22507023	1.0
MZ22507024	1.0526315789473684
MZ22507026	1.0
MZ22507027	1.0
MZ22507028	1.0
MZ22507032	1.0
MZ22507033	1.0
MZ22507034	1.0
MZ22507035	1.0
MZ22507036	1.0
MZ22507038	1.0526315789473684
MZ22507042	1.0526315789473684
MZ22507044	1.0
MZ22507046	1.0588235294117647
MZ22507048	1.0
MZ22507054	1.0
MZ22507055	1.0
MZ22507059	1.0
MZ22507060	1.0
MZ22507063	1.0
MZ22507064	1.0
MZ22507067	1.0
MZ22507069	1.0
MZ22507070	1.0
MZ22507074	1.0
MZ22507075	1.0
MZ22507077	1.0
MZ22507080	1.0
MZ22507081	1.0526315789473684
MZ22507082	1.1578947368421053
MZ22507084	1.0
MZ22507085	1.0
MZ22507087	1.0
MZ22507088	1.0
MZ22507090	1.0
MZ22507091	1.0
MZ22507093	1.2105263157894737
MZ22507094	1.0
MZ22507095	1.0
MZ22507099	1.125
MZ22507100	1.0
MZ22507108	1.0
MZ22507110	1.0555555555555556
MZ22507111	1.0
MZ22507112	1.0
MZ22507115	1.0526315789473684
MZ22507118	1.0
MZ22507119	1.0
MZ22507120	1.0
MZ22507121	1.0
MZ22507122	1.2105263157894737
MZ22507123	1.105263157894737
MZ22507125	1.0526315789473684
MZ22507127	1.0
MZ22507129	1.105263157894737
MZ22507130	1.1111111111111112
MZ22507131	1.0
MZ22507132	1.0
MZ22507133	1.1
MZ22507134	1.0
MZ22507135	1.0
MZ22507136	1.0
MZ22507137	1.1111111111111112
