orthogroup	ACN
MZ22500286	1.2105263157894737
MZ22500287	1.0
MZ22500289	1.105263157894737
MZ22500292	1.0
MZ22500294	1.0
MZ22500298	1.0
MZ22500300	1.0
MZ22500301	1.2307692307692308
MZ22500302	1.0625
MZ22500303	1.0526315789473684
MZ22500306	1.736842105263158
MZ22500307	1.4210526315789473
MZ22500308	1.105263157894737
MZ22500310	1.411764705882353
MZ22500311	1.0
MZ22500312	1.105263157894737
MZ22500314	1.2105263157894737
MZ22500316	1.0
MZ22500317	1.0526315789473684
MZ22500318	1.0526315789473684
MZ22500321	1.105263157894737
MZ22500323	1.105263157894737
MZ22500324	1.0526315789473684
MZ22500325	1.0526315789473684
MZ22500326	1.0
MZ22500327	1.0
MZ22500328	1.2105263157894737
MZ22500332	1.0
MZ22500333	1.0
MZ22500334	1.0
MZ22500338	1.0526315789473684
MZ22500339	1.0
MZ22500342	1.0
MZ22500344	1.0
MZ22500345	1.1578947368421053
MZ22500346	1.0555555555555556
MZ22500347	1.0526315789473684
MZ22500348	1.3125
MZ22500350	1.5263157894736843
MZ22500352	1.0526315789473684
MZ22500357	1.0
MZ22500359	1.0
MZ22500360	1.0526315789473684
MZ22500361	1.0
MZ22500362	1.0
MZ22500363	1.1176470588235294
MZ22500364	1.0
MZ22500365	1.0
MZ22500366	1.0526315789473684
MZ22500367	1.0
MZ22500369	1.1578947368421053
MZ22500373	1.0526315789473684
MZ22500374	1.0526315789473684
MZ22500377	1.0
MZ22500381	1.2222222222222223
MZ22500385	1.0555555555555556
MZ22500387	1.0
MZ22500388	1.368421052631579
MZ22500389	1.0
MZ22500390	1.0526315789473684
MZ22500391	1.0
MZ22500395	1.2352941176470589
MZ22500396	1.0
MZ22500398	1.0
MZ22500400	1.0
MZ22500402	1.0
MZ22500403	1.5263157894736843
MZ22500404	1.0
MZ22500405	1.0
MZ22500407	1.0
MZ22500408	1.0
MZ22500413	1.1578947368421053
MZ22500415	1.0
MZ22500421	1.0
MZ22500424	1.263157894736842
MZ22500427	1.263157894736842
MZ22500429	1.0
MZ22500430	1.1111111111111112
MZ22500432	1.0526315789473684
MZ22500433	1.125
MZ22500434	1.0
MZ22500438	1.1578947368421053
MZ22500440	1.0
MZ22500442	1.1578947368421053
MZ22500443	1.368421052631579
MZ22500445	1.368421052631579
MZ22500448	1.0
MZ22500449	1.0526315789473684
MZ22500450	1.0
MZ22500453	1.0
MZ22500456	1.0
MZ22500458	1.0
MZ22500459	1.0
MZ22500461	1.0526315789473684
MZ22500462	1.0
MZ22500466	1.0
MZ22500467	1.0
MZ22500468	1.0
MZ22500469	1.8888888888888888
MZ22500470	1.0526315789473684
MZ22500471	1.3636363636363635
MZ22500472	1.105263157894737
MZ22500473	1.0588235294117647
MZ22500474	1.0
MZ22500475	1.0526315789473684
MZ22500480	1.1578947368421053
MZ22500481	1.1111111111111112
MZ22500484	1.0
MZ22500485	1.0526315789473684
MZ22500486	1.0526315789473684
MZ22500487	1.1666666666666667
MZ22500490	1.0526315789473684
MZ22500500	1.0588235294117647
MZ22500501	1.5714285714285714
MZ22500502	1.0526315789473684
MZ22500504	1.0526315789473684
MZ22500506	1.105263157894737
MZ22500509	1.0526315789473684
MZ22500510	1.0526315789473684
MZ22500511	1.105263157894737
MZ22500512	1.0526315789473684
MZ22500515	1.2105263157894737
MZ22500517	1.0
MZ22500520	1.2105263157894737
MZ22500521	1.0526315789473684
MZ22500523	1.0526315789473684
MZ22500526	1.0
MZ22500528	1.1764705882352942
MZ22500529	2.0526315789473686
MZ22500533	1.0526315789473684
MZ22500536	1.0
MZ22500537	1.0
MZ22500539	1.0
MZ22500540	1.105263157894737
MZ22500547	1.105263157894737
MZ22500552	1.0
MZ22500553	1.105263157894737
MZ22500554	1.0
MZ22500555	1.0526315789473684
MZ22500557	1.0526315789473684
MZ22500558	1.0526315789473684
MZ22500562	1.0
MZ22500563	1.0
MZ22500565	1.105263157894737
MZ22500566	2.176470588235294
MZ22500570	1.1578947368421053
MZ22500571	1.3157894736842106
MZ22500572	1.3157894736842106
MZ22500573	1.105263157894737
MZ22500574	2.210526315789474
MZ22500576	1.0
MZ22500577	1.0
MZ22500579	1.0588235294117647
MZ22500580	1.0526315789473684
MZ22500581	1.0526315789473684
MZ22500582	1.0
MZ22500583	1.0
MZ22500584	1.3888888888888888
MZ22500585	1.0526315789473684
MZ22500589	1.368421052631579
MZ22500590	1.0
MZ22500591	1.3157894736842106
MZ22500597	1.0
MZ22500599	1.0526315789473684
MZ22500601	1.0
MZ22500603	1.2857142857142858
MZ22500605	1.105263157894737
MZ22500607	1.6111111111111112
MZ22500610	1.0
MZ22500611	1.0
MZ22500612	1.0
MZ22500613	1.1578947368421053
MZ22500614	1.0
MZ22500615	1.0714285714285714
MZ22500618	1.0
MZ22500620	1.0526315789473684
MZ22500623	1.1666666666666667
MZ22500624	1.0
MZ22500629	1.0
MZ22500630	1.0526315789473684
MZ22500633	1.0526315789473684
MZ22500634	1.0
MZ22500635	1.0
MZ22500636	1.0526315789473684
MZ22500637	1.0
MZ22500638	1.2105263157894737
MZ22500640	1.0
MZ22500642	1.105263157894737
MZ22500644	1.105263157894737
MZ22500645	1.0526315789473684
MZ22500647	1.2105263157894737
MZ22500648	1.0
MZ22500650	1.0526315789473684
MZ22500654	1.0
MZ22500655	1.0526315789473684
MZ22500658	1.0
MZ22500664	1.0
MZ22500665	1.4736842105263157
MZ22500666	1.0555555555555556
MZ22500668	1.0
MZ22500670	1.0
MZ22500671	1.0
MZ22500673	1.2105263157894737
MZ22500675	1.105263157894737
MZ22500677	1.0
MZ22500678	1.0526315789473684
MZ22500680	1.1578947368421053
MZ22500682	1.1578947368421053
MZ22500683	1.2941176470588236
MZ22500684	1.105263157894737
MZ22500687	1.0555555555555556
MZ22500688	1.0
MZ22500690	1.1428571428571428
MZ22500691	1.5263157894736843
MZ22500693	1.2105263157894737
MZ22500698	1.1578947368421053
MZ22500699	1.0
MZ22500701	1.0
MZ22500705	1.0
MZ22500708	1.0
MZ22500710	1.3157894736842106
MZ22500713	1.0833333333333333
MZ22500715	1.0
MZ22500721	1.0
MZ22500722	1.0625
MZ22500723	1.0
MZ22500725	1.0526315789473684
MZ22500726	1.0
MZ22500728	1.0526315789473684
MZ22500731	1.0
MZ22500733	1.0
MZ22500734	1.0
MZ22500736	1.263157894736842
MZ22500738	1.0
MZ22500740	1.0
MZ22500741	1.0
MZ22500742	1.105263157894737
MZ22500743	1.0526315789473684
MZ22500746	1.0526315789473684
MZ22500751	1.5263157894736843
MZ22500752	1.368421052631579
MZ22500754	1.0
MZ22500755	1.0526315789473684
MZ22500756	1.0
MZ22500757	1.0
MZ22500758	1.0
MZ22500762	1.0
MZ22500765	1.0
MZ22500767	1.0526315789473684
MZ22500769	1.0526315789473684
MZ22500770	1.0588235294117647
MZ22500772	1.105263157894737
MZ22500773	1.0526315789473684
MZ22500775	1.0
MZ22500776	1.0
MZ22500779	1.0
MZ22500781	1.0526315789473684
MZ22500783	1.0526315789473684
MZ22500784	1.0526315789473684
MZ22500785	1.2105263157894737
MZ22500788	1.1111111111111112
MZ22500790	1.0526315789473684
MZ22500791	1.0526315789473684
MZ22500793	1.0526315789473684
MZ22500794	1.0
MZ22500795	1.0
MZ22500799	1.2
MZ22500800	1.0
MZ22500802	1.0526315789473684
MZ22500804	1.105263157894737
MZ22500806	1.263157894736842
MZ22500810	1.1578947368421053
MZ22500811	1.0
MZ22500814	1.0
MZ22500817	1.0555555555555556
MZ22500818	1.0555555555555556
MZ22500820	1.2105263157894737
MZ22500821	1.8421052631578947
MZ22500822	1.105263157894737
MZ22500828	1.0526315789473684
MZ22500834	1.0
MZ22500835	1.0
MZ22500838	1.0
MZ22500839	1.0
MZ22500840	1.0
MZ22500841	1.0526315789473684
MZ22500842	1.3333333333333333
MZ22500843	1.0
MZ22500845	1.0526315789473684
MZ22500846	1.0
MZ22500847	1.2105263157894737
MZ22500848	1.0
MZ22500851	1.0
MZ22500853	1.263157894736842
MZ22500854	1.0526315789473684
MZ22500855	1.0526315789473684
MZ22500858	1.105263157894737
MZ22500859	1.0
MZ22500861	1.0
MZ22500862	1.105263157894737
MZ22500864	1.0526315789473684
MZ22500865	1.0
MZ22500866	1.4210526315789473
MZ22500867	1.0
MZ22500868	1.5555555555555556
MZ22500869	1.0526315789473684
MZ22500870	1.0526315789473684
MZ22500873	1.2105263157894737
MZ22500875	1.0
MZ22500876	2.0
MZ22500878	1.2105263157894737
MZ22500880	1.7894736842105263
MZ22500881	1.0588235294117647
MZ22500882	1.0526315789473684
MZ22500885	1.0
MZ22500886	5.2631578947368425
MZ22500888	1.0
MZ22500890	1.105263157894737
MZ22500892	1.368421052631579
MZ22500894	1.2105263157894737
MZ22500897	1.0
MZ22500899	1.0526315789473684
MZ22500900	1.7894736842105263
MZ22500902	1.0
MZ22500907	1.0
MZ22500908	1.0
MZ22500911	1.0526315789473684
MZ22500913	1.0
MZ22500916	1.105263157894737
MZ22500917	2.0
MZ22500918	1.0
MZ22500919	1.4210526315789473
MZ22500920	1.0526315789473684
MZ22500922	1.0
MZ22500923	2.0
MZ22500925	1.0526315789473684
MZ22500926	1.0
MZ22500927	1.0
MZ22500930	1.2222222222222223
MZ22500931	1.0
MZ22500934	1.0526315789473684
MZ22500935	1.0
MZ22500938	1.105263157894737
MZ22500939	1.0
MZ22500942	1.0
MZ22500943	1.2222222222222223
MZ22500944	1.0
MZ22500945	1.0
MZ22500949	1.0
MZ22500951	1.105263157894737
MZ22500953	1.105263157894737
MZ22500955	1.0526315789473684
MZ22500956	1.0
MZ22500957	1.0526315789473684
MZ22500959	1.0
MZ22500960	1.0
MZ22500961	1.1176470588235294
MZ22500962	1.105263157894737
MZ22500963	1.0714285714285714
MZ22500966	1.3157894736842106
MZ22500967	1.105263157894737
MZ22500969	1.0555555555555556
MZ22500974	1.368421052631579
MZ22500975	1.0
MZ22500976	1.1428571428571428
MZ22500977	1.0526315789473684
MZ22500978	1.0526315789473684
MZ22500979	1.0526315789473684
MZ22500980	1.0526315789473684
MZ22500981	1.0555555555555556
MZ22500982	1.0
MZ22500984	1.0
MZ22500986	1.0526315789473684
MZ22500988	2.125
MZ22500989	1.0666666666666667
MZ22500991	1.0526315789473684
MZ22500992	1.0526315789473684
MZ22500996	1.0
MZ22500997	1.0526315789473684
MZ22501001	1.0
MZ22501004	1.0
MZ22501006	1.0
MZ22501007	1.0
MZ22501008	1.105263157894737
MZ22501009	1.0
MZ22501010	1.2777777777777777
MZ22501013	1.0
MZ22501014	1.105263157894737
MZ22501016	1.105263157894737
MZ22501018	1.0
MZ22501026	1.0526315789473684
MZ22501028	1.105263157894737
MZ22501029	1.0555555555555556
MZ22501032	1.5
MZ22501033	1.0
MZ22501036	1.0
MZ22501037	1.4210526315789473
MZ22501038	1.0
MZ22501039	1.0
MZ22501040	1.0526315789473684
MZ22501042	1.0
MZ22501043	1.0
MZ22501044	1.0
MZ22501045	1.263157894736842
MZ22501046	1.0526315789473684
MZ22501049	1.105263157894737
MZ22501052	1.0
MZ22501053	1.0
MZ22501057	1.0
MZ22501058	1.3888888888888888
MZ22501059	1.0
MZ22501064	1.0
MZ22501066	1.3157894736842106
MZ22501068	1.263157894736842
MZ22501069	1.0
MZ22501071	1.2222222222222223
MZ22501072	1.0
MZ22501074	1.0526315789473684
MZ22501077	1.2307692307692308
MZ22501078	1.1428571428571428
MZ22501079	1.1666666666666667
MZ22501080	1.105263157894737
MZ22501082	1.105263157894737
MZ22501084	1.7222222222222223
MZ22501086	1.0526315789473684
MZ22501087	1.0
MZ22501090	1.0
MZ22501095	1.105263157894737
MZ22501096	1.0
MZ22501098	1.0
MZ22501099	1.7894736842105263
MZ22501100	1.1111111111111112
MZ22501109	1.0
MZ22501111	1.0
MZ22501117	1.0
MZ22501118	1.0526315789473684
MZ22501119	1.0
MZ22501124	1.0526315789473684
MZ22501130	1.0625
MZ22501132	1.0526315789473684
MZ22501133	1.0526315789473684
MZ22501136	1.1578947368421053
MZ22501137	1.0526315789473684
MZ22501140	1.0
MZ22501143	1.0526315789473684
MZ22501145	1.2222222222222223
MZ22501146	1.0
MZ22501147	1.0
MZ22501148	1.0526315789473684
MZ22501151	1.0
MZ22501153	1.0
MZ22501154	1.0526315789473684
MZ22501155	1.0526315789473684
MZ22501157	1.0
MZ22501158	1.105263157894737
MZ22501159	1.0526315789473684
MZ22501160	1.0
MZ22501162	1.1578947368421053
MZ22501163	1.0
MZ22501164	1.1111111111111112
MZ22501166	1.0526315789473684
MZ22501168	1.0526315789473684
MZ22501169	1.0555555555555556
MZ22501171	1.5555555555555556
MZ22501172	1.0
MZ22501173	1.0526315789473684
MZ22501175	1.0
MZ22501176	1.0
MZ22501177	1.0
MZ22501179	1.0
MZ22501182	1.0
MZ22501183	1.0
MZ22501185	1.263157894736842
MZ22501188	1.0555555555555556
MZ22501189	1.105263157894737
MZ22501192	1.4210526315789473
MZ22501193	1.0
MZ22501194	1.0
MZ22501199	1.0526315789473684
MZ22501201	1.0
MZ22501203	1.0
MZ22501207	1.0
MZ22501210	1.105263157894737
MZ22501211	1.0555555555555556
MZ22501213	1.0
MZ22501214	1.0526315789473684
MZ22501215	1.0
MZ22501217	1.0
MZ22501218	1.0
MZ22501221	1.0526315789473684
MZ22501222	1.0
MZ22501223	1.0
MZ22501224	1.0
MZ22501228	1.0
MZ22501233	1.0526315789473684
MZ22501235	1.0555555555555556
MZ22501236	1.105263157894737
MZ22501238	1.0
MZ22501243	1.0
MZ22501244	1.105263157894737
MZ22501246	1.7894736842105263
MZ22501248	1.0526315789473684
MZ22501250	1.0555555555555556
MZ22501253	1.0
MZ22501255	1.0526315789473684
MZ22501257	1.105263157894737
MZ22501258	1.4210526315789473
MZ22501259	1.1764705882352942
MZ22501260	1.0
MZ22501265	1.2
MZ22501266	1.0
MZ22501269	1.368421052631579
MZ22501272	1.0
MZ22501273	1.0526315789473684
MZ22501275	1.0526315789473684
MZ22501276	1.0
MZ22501277	1.0
MZ22501278	1.263157894736842
MZ22501280	1.0526315789473684
MZ22501281	1.0
MZ22501283	1.0
MZ22501288	1.105263157894737
MZ22501289	1.0
MZ22501295	1.2777777777777777
MZ22501296	1.1578947368421053
MZ22501297	1.263157894736842
MZ22501301	1.0
MZ22501303	1.263157894736842
MZ22501305	1.368421052631579
MZ22501307	1.105263157894737
MZ22501308	1.5263157894736843
MZ22501310	1.105263157894737
MZ22501314	1.4736842105263157
MZ22501318	1.0
MZ22501320	1.0
MZ22501321	1.3157894736842106
MZ22501323	1.0
MZ22501324	1.0
MZ22501326	1.2105263157894737
MZ22501328	1.6666666666666667
MZ22501331	1.0526315789473684
MZ22501332	2.473684210526316
MZ22501335	1.0
MZ22501336	1.3157894736842106
MZ22501339	1.0
MZ22501341	1.3333333333333333
MZ22501343	1.0
MZ22501345	1.105263157894737
MZ22501346	1.105263157894737
MZ22501347	1.0
MZ22501348	1.2222222222222223
MZ22501350	1.0555555555555556
MZ22501351	1.5263157894736843
MZ22501352	1.105263157894737
MZ22501355	1.0
MZ22501357	1.0
MZ22501359	1.0
MZ22501360	1.4
MZ22501361	1.375
MZ22501365	1.8421052631578947
MZ22501366	1.105263157894737
MZ22501367	1.263157894736842
MZ22501369	1.0
MZ22501370	1.0
MZ22501371	1.0
MZ22501372	1.105263157894737
MZ22501375	1.0
MZ22501377	1.0526315789473684
MZ22501379	1.0526315789473684
MZ22501385	1.0
MZ22501388	1.105263157894737
MZ22501390	1.0526315789473684
MZ22501392	1.0526315789473684
MZ22501393	1.0
MZ22501396	1.0
MZ22501398	1.1111111111111112
MZ22501404	1.0
MZ22501405	1.6470588235294117
MZ22501406	1.0
MZ22501407	1.105263157894737
MZ22501409	1.736842105263158
MZ22501410	1.1578947368421053
MZ22501411	1.0
MZ22501412	1.0
MZ22501415	1.0
MZ22501416	1.0526315789473684
MZ22501417	1.0
MZ22501419	1.1666666666666667
MZ22501420	1.0
MZ22501424	2.1176470588235294
MZ22501425	1.0555555555555556
MZ22501431	1.0526315789473684
MZ22501433	1.0
MZ22501434	1.0526315789473684
MZ22501438	1.0526315789473684
MZ22501439	1.2222222222222223
MZ22501444	1.0
MZ22501445	1.5789473684210527
MZ22501449	1.0
MZ22501455	1.0
MZ22501457	1.0
MZ22501458	1.0
MZ22501460	1.0526315789473684
MZ22501461	1.0
MZ22501464	1.1666666666666667
MZ22501465	1.1578947368421053
MZ22501467	1.0
MZ22501469	1.0
MZ22501474	1.0526315789473684
MZ22501475	1.0
MZ22501477	1.0526315789473684
MZ22501480	1.0
MZ22501481	1.0526315789473684
MZ22501483	1.105263157894737
MZ22501484	1.0526315789473684
MZ22501486	1.0
MZ22501491	1.5263157894736843
MZ22501492	1.1666666666666667
MZ22501496	1.0
MZ22501500	1.0
MZ22501503	1.0526315789473684
MZ22501505	1.0526315789473684
MZ22501506	1.4444444444444444
MZ22501507	1.0526315789473684
MZ22501510	1.0526315789473684
MZ22501511	1.0
MZ22501512	1.0526315789473684
MZ22501513	1.0
MZ22501515	1.0
MZ22501518	1.0
MZ22501520	1.0526315789473684
MZ22501521	1.0
MZ22501526	1.1578947368421053
MZ22501531	1.0526315789473684
MZ22501533	1.0
MZ22501534	1.0
MZ22501535	1.263157894736842
MZ22501537	1.3333333333333333
MZ22501541	1.0
MZ22501545	1.0
MZ22501546	1.0
MZ22501551	1.0526315789473684
MZ22501552	1.0
MZ22501553	1.0526315789473684
MZ22501554	1.2105263157894737
MZ22501557	1.7894736842105263
MZ22501559	1.0
MZ22501560	1.7894736842105263
MZ22501561	1.0
MZ22501565	1.0
MZ22501566	1.368421052631579
MZ22501571	1.0526315789473684
MZ22501572	1.0526315789473684
MZ22501577	1.0526315789473684
MZ22501578	1.0
MZ22501582	1.0
MZ22501587	1.0
MZ22501588	1.0
MZ22501591	1.631578947368421
MZ22501593	1.0714285714285714
MZ22501595	1.0
MZ22501598	1.0
MZ22501599	1.2105263157894737
MZ22501607	1.263157894736842
MZ22501608	1.3157894736842106
MZ22501609	1.105263157894737
MZ22501610	1.0
MZ22501611	1.0526315789473684
MZ22501613	1.105263157894737
MZ22501614	1.105263157894737
MZ22501625	1.4736842105263157
MZ22501627	1.0526315789473684
MZ22501628	1.0
MZ22501629	1.0
MZ22501630	1.1111111111111112
MZ22501631	1.2105263157894737
MZ22501632	1.0555555555555556
MZ22501633	1.0526315789473684
MZ22501636	1.0526315789473684
MZ22501638	1.0
MZ22501641	1.0
MZ22501642	1.0
MZ22501644	1.0526315789473684
MZ22501646	1.0526315789473684
MZ22501648	1.0
MZ22501650	1.0
MZ22501652	1.0526315789473684
MZ22501659	1.0526315789473684
MZ22501660	1.1111111111111112
MZ22501661	1.0526315789473684
MZ22501662	1.1764705882352942
MZ22501664	1.7894736842105263
MZ22501669	1.0
MZ22501670	1.0
MZ22501671	1.0
MZ22501674	1.105263157894737
MZ22501675	1.25
MZ22501676	1.0
MZ22501678	1.2105263157894737
MZ22501679	1.1578947368421053
MZ22501681	1.0
MZ22501683	1.1578947368421053
MZ22501685	1.263157894736842
MZ22501686	1.0
MZ22501690	1.0555555555555556
MZ22501692	1.0
MZ22501693	1.0
MZ22501695	1.4210526315789473
MZ22501698	1.1578947368421053
MZ22501701	1.0
MZ22501703	1.0526315789473684
MZ22501704	1.0526315789473684
MZ22501707	1.0
MZ22501708	1.0
MZ22501713	1.0
MZ22501716	1.0
MZ22501719	1.0
MZ22501721	1.0526315789473684
MZ22501727	1.0
MZ22501728	1.0
MZ22501729	1.2
MZ22501730	1.0526315789473684
MZ22501731	1.105263157894737
MZ22501733	1.0526315789473684
MZ22501734	1.1578947368421053
MZ22501735	1.0
MZ22501740	1.1111111111111112
MZ22501741	1.0
MZ22501745	1.0526315789473684
MZ22501746	1.105263157894737
MZ22501747	1.0
MZ22501748	1.0
MZ22501749	1.0
MZ22501750	1.0
MZ22501751	1.8125
MZ22501755	1.0
MZ22501756	1.0
MZ22501758	1.0
MZ22501759	1.0526315789473684
MZ22501760	1.0526315789473684
MZ22501761	1.0
MZ22501763	1.0
MZ22501764	1.0
MZ22501765	1.5294117647058822
MZ22501766	1.0
MZ22501769	1.0
MZ22501772	1.0
MZ22501776	1.0526315789473684
MZ22501777	1.0
MZ22501782	1.0
MZ22501784	1.0
MZ22501785	1.0526315789473684
MZ22501789	1.0
MZ22501790	1.0526315789473684
MZ22501796	1.0
MZ22501799	1.0
MZ22501800	1.0555555555555556
MZ22501801	1.263157894736842
MZ22501809	1.0526315789473684
MZ22501810	1.1111111111111112
MZ22501811	1.0
MZ22501815	1.0526315789473684
MZ22501822	1.0555555555555556
MZ22501823	1.2105263157894737
MZ22501828	1.0
MZ22501831	1.6111111111111112
MZ22501838	1.105263157894737
MZ22501839	1.0
MZ22501845	1.263157894736842
MZ22501848	1.0526315789473684
MZ22501849	1.0
MZ22501852	1.1578947368421053
MZ22501856	1.0
MZ22501858	1.0
MZ22501860	1.0
MZ22501861	1.736842105263158
MZ22501863	1.0526315789473684
MZ22501864	1.1578947368421053
MZ22501865	1.0
MZ22501866	1.0
MZ22501867	1.0
MZ22501868	1.0
MZ22501873	1.0
MZ22501875	1.4210526315789473
MZ22501876	1.0
MZ22501879	1.0526315789473684
MZ22501882	1.0526315789473684
MZ22501883	1.0555555555555556
MZ22501887	1.0
MZ22501889	1.0
MZ22501892	1.0
MZ22501894	1.0
MZ22501896	1.0
MZ22501897	1.0526315789473684
MZ22501902	1.0
MZ22501904	1.4444444444444444
MZ22501905	1.0
MZ22501906	1.0
MZ22501907	1.0
MZ22501908	1.0526315789473684
MZ22501909	1.1764705882352942
MZ22501910	1.0
MZ22501911	1.0
MZ22501912	1.0
MZ22501913	1.0
MZ22501915	1.0555555555555556
MZ22501916	1.0
MZ22501918	1.0526315789473684
MZ22501919	1.0
MZ22501922	1.0526315789473684
MZ22501924	1.105263157894737
MZ22501929	1.1875
MZ22501932	1.105263157894737
MZ22501933	1.0555555555555556
MZ22501934	1.1578947368421053
MZ22501939	1.0588235294117647
MZ22501940	1.0
MZ22501943	1.0
MZ22501944	1.4210526315789473
MZ22501950	1.0769230769230769
MZ22501951	1.0
MZ22501953	1.1578947368421053
MZ22501954	1.0
MZ22501956	1.0
MZ22501957	1.0
MZ22501958	1.0
MZ22501960	1.0
MZ22501961	1.0526315789473684
MZ22501964	1.0
MZ22501966	1.0526315789473684
MZ22501969	1.0
MZ22501970	1.0526315789473684
MZ22501971	1.0
MZ22501973	1.0588235294117647
MZ22501975	1.1578947368421053
MZ22501976	1.0
MZ22501977	1.0
MZ22501980	1.0526315789473684
MZ22501986	1.0
MZ22501987	1.0
MZ22501991	1.0
MZ22501992	1.0
MZ22501996	1.0
MZ22501997	1.0526315789473684
MZ22501999	1.0526315789473684
MZ22502000	1.0
MZ22502001	1.6470588235294117
MZ22502002	1.0
MZ22502005	1.0526315789473684
MZ22502012	1.0526315789473684
MZ22502015	1.0
MZ22502017	1.0526315789473684
MZ22502018	1.0
MZ22502021	1.5789473684210527
MZ22502023	1.0
MZ22502029	1.0
MZ22502030	1.263157894736842
MZ22502033	1.5263157894736843
MZ22502034	1.0555555555555556
MZ22502037	1.263157894736842
MZ22502039	1.0555555555555556
MZ22502042	1.0
MZ22502043	1.1176470588235294
MZ22502044	1.0588235294117647
MZ22502046	1.105263157894737
MZ22502048	1.2105263157894737
