gene	CAF
GB50150	0.7020000000000001
GB55523	0.955
GB52198	0.9279999999999999
GB54774,GB54774	0.899
GB53662	0.6940000000000001
GB45932	0.995
GB45760	0.9540000000000001
GB41836	0.7020000000000001
GB43178	0.9440000000000001
GB52592	0.87
GB47039	0.9209999999999999
GB55323	0.7020000000000001
GB42183	0.9440000000000001
GB49298	0.893
GB49246	0.7020000000000001
GB45776	0.389
GB41246,GB41246	0.929
GB46344	0.94
GB55362	0.956
GB45351	0.9209999999999999
GB43467	0.9540000000000001
GB41288	0.934
GB44538	0.66
GB45735	0.64
GB47254	0.7020000000000001
GB46594	0.7020000000000001
GB45225	0.893
GB54738	0.956
GB55486	0.9420000000000001
GB54987	0.7020000000000001
GB49947	0.9309999999999999
GB49985	0.7020000000000001
GB44573	0.914
GB46479	0.929
GB53688	0.66
GB45683	0.9540000000000001
GB46047	0.847
GB41347	0.7020000000000001
GB54366	0.441
GB47844	0.9420000000000001
GB46196	0.7020000000000001
GB51221	0.7020000000000001
GB45378	0.93
GB53798	0.7609999999999999
GB43123,GB43123	0.8240000000000001
GB47249	0.7020000000000001
GB45300	0.9490000000000001
GB46070	0.7020000000000001
GB54531,GB54533	0.623
GB53066	0.792
GB47589	0.7020000000000001
GB53647	0.7020000000000001
GB49186	0.7020000000000001
GB54657	0.7020000000000001
GB50459	0.6829999999999999
GB48589,GB51445	0.875
GB43186	0.6940000000000001
GB49301	0.7020000000000001
GB52114,GB52114	0.929
GB43901	0.7020000000000001
GB42360,GB43747	0.875
GB40405	0.976
GB46745	0.897
GB54758	0.943
GB41117	0.94
GB45014	0.7020000000000001
GB44940	0.915
GB43618	0.9420000000000001
GB45106	0.73
GB41305	0.9329999999999999
GB53339	0.665
GB41609	0.7020000000000001
GB54204	0.988
GB49468	0.9420000000000001
GB49080,GB51901	0.987
GB44798	0.7020000000000001
GB42241	0.9490000000000001
GB53009,GB49239,GB47762	0.953
GB40802	0.6940000000000001
GB40744	0.7020000000000001
GB45557	0.7020000000000001
GB46894	0.84
GB44550	0.9420000000000001
GB50943	0.9420000000000001
GB46342	0.728
GB54718	0.7020000000000001
GB47633	0.934
GB46878,GB46878	0.86
GB49268	0.95
GB44060	0.591
GB45155	0.9490000000000001
GB49556	0.94
GB45029	0.7020000000000001
GB46700	0.858
GB54338	0.976
GB52291	0.82
GB43707	0.868
GB54496	0.883
GB47201	0.951
GB46593	0.9259999999999999
GB41076	0.7020000000000001
GB49322	0.934
GB53530	0.6829999999999999
GB54505	0.7020000000000001
GB47477	0.664
GB44934	0.7020000000000001
GB45517	0.9440000000000001
GB55033	0.914
GB55525	0.643
GB45120	0.934
GB43983,GB43983	0.8290000000000001
GB45235	0.7020000000000001
GB51613	0.7020000000000001
GB44551	0.894
GB44554	0.935
GB55631	0.743
GB46579	0.894
GB45502	0.883
GB47732	0.9159999999999999
GB51385	0.638
GB48007	0.8590000000000001
GB53934	0.9440000000000001
GB46877	0.9420000000000001
GB52988	0.7020000000000001
GB45107	0.9420000000000001
GB43579	0.7020000000000001
GB51847	0.7020000000000001
GB48940	0.7020000000000001
GB47307	0.7020000000000001
GB45395	0.664
GB51591,GB51591	0.992
GB52691,GB54193	0.9840000000000001
GB40719	0.802
GB54775	0.7020000000000001
GB47667	0.636
GB55280	0.616
GB45054	0.7020000000000001
GB53708	0.7020000000000001
GB46091	0.647
GB54702	0.956
GB55967	0.7020000000000001
GB49646	0.207
GB43261	0.893
GB52741	0.7020000000000001
GB45566	0.9159999999999999
GB49778,GB40327	0.943
GB47744	0.7020000000000001
GB54271	0.621
GB50048	0.7020000000000001
GB45478	0.94
GB42846	0.935
GB42933	0.7020000000000001
GB54222	0.938
GB48102	0.7020000000000001
GB50370	0.956
GB45173	0.7020000000000001
GB43448	0.932
GB50767	0.9159999999999999
GB47405	0.7020000000000001
GB51218	0.0
GB52025	1.0
GB41998	0.7070000000000001
GB53034	0.934
GB53794	0.7020000000000001
GB51633,GB51633	0.943
GB46873	0.682
GB53300	0.7020000000000001
GB45005	0.6940000000000001
GB47277	0.9420000000000001
GB41400	0.7020000000000001
GB44373	0.878
GB49444	0.9670000000000001
GB51062	0.659
GB50705	0.73
GB48685,GB50292	0.929
GB41448	0.9440000000000001
GB49794	0.7
GB45453	0.48200000000000004
GB40495	0.9470000000000001
GB40021	0.89
GB55475	0.948
GB48675	0.89
GB44927	0.7020000000000001
GB53614	0.9420000000000001
GB40671	0.708
GB50681	0.956
GB49107	0.743
GB50274	0.9540000000000001
GB48643	0.7020000000000001
GB40500	0.955
GB51066	0.961
GB46786	0.7020000000000001
GB52746	0.914
GB43213	0.6940000000000001
GB49570	0.743
GB48030,GB46377	0.9840000000000001
GB53172	0.9420000000000001
GB45051	0.7020000000000001
GB52980	0.7020000000000001
GB46065	0.938
GB41312	0.9890000000000001
GB42327	0.915
GB41069	0.9420000000000001
GB40971	0.992
GB49961	0.7020000000000001
GB44804	0.95
GB55848	0.6940000000000001
GB42660	0.7020000000000001
GB52349	0.7020000000000001
GB44541	0.7020000000000001
GB47425	0.787
GB46653	0.914
GB55279	0.915
GB44972	0.591
GB54556	0.7020000000000001
GB53671	0.7020000000000001
GB44316	0.664
GB42675,GB42675	0.8490000000000001
GB43602	0.912
GB49990	0.7020000000000001
GB40411	0.19699999999999998
GB49651	0.9329999999999999
GB45662	0.7020000000000001
GB54699	0.636
GB44037	0.9420000000000001
GB46450	0.743
GB43897	0.938
GB46539	0.9440000000000001
GB41908	0.687
GB49613	0.7020000000000001
GB54422	0.862
GB51794	0.662
GB51257	0.935
GB49324	0.7020000000000001
GB54715	0.7020000000000001
GB45809,GB45809	0.84
GB40904	0.9440000000000001
GB44581	0.7020000000000001
GB55350	0.7020000000000001
GB41688	0.7020000000000001
GB46102	0.934
GB43159	0.706
GB48434	0.7020000000000001
GB41798	0.7020000000000001
GB55527	0.7020000000000001
GB48489	0.992
GB47779	0.9279999999999999
GB50160,GB50160	0.943
GB42884	0.9209999999999999
GB41659	0.7020000000000001
GB55147	0.7020000000000001
GB42959,GB42958	0.807
GB55809,GB50017	0.997
GB41250	0.66
GB50043,GB50043	0.907
GB46069	0.7020000000000001
GB55067	0.915
GB49275,GB49273	0.835
GB41974	0.7020000000000001
GB44350	0.7020000000000001
GB41910	0.934
GB40123	0.805
GB52307	0.998
GB42750	0.605
GB52473	0.945
GB42567	0.8029999999999999
GB46012	0.7020000000000001
GB54543	0.912
GB46429	0.991
GB53042	0.956
GB52008	0.66
GB40149	0.7020000000000001
GB43119	0.7020000000000001
GB50941	0.7020000000000001
GB45815	0.894
GB45207	0.904
GB42674	0.7020000000000001
GB43391	0.85
GB49969	0.9440000000000001
GB55148	0.9490000000000001
GB52091	0.7020000000000001
GB49652	0.7020000000000001
GB43719	0.932
GB47841	0.95
GB49688	0.997
GB44614	0.9209999999999999
GB53163	0.9790000000000001
GB45228	0.7020000000000001
GB52316	0.7020000000000001
GB44999	0.7020000000000001
GB42856	0.7020000000000001
GB48509	0.841
GB49235	0.7020000000000001
GB40670	0.9440000000000001
GB55846	0.591
GB51486	0.9420000000000001
GB54658	0.635
GB43889	0.7020000000000001
GB43954	0.743
GB41844	0.7020000000000001
GB42949	0.9540000000000001
GB45518	0.7020000000000001
GB55366	0.693
GB40901	0.9540000000000001
GB54325	0.66
GB41094,GB41094	0.9670000000000001
GB47748	0.929
GB45140	0.7020000000000001
GB46036	0.7020000000000001
GB45926	0.802
GB48847	0.7020000000000001
GB46431	0.948
GB50521,GB50521	0.79
GB41874	0.9990000000000001
GB44687	0.6829999999999999
GB50491	0.7020000000000001
GB50911	0.956
GB46165	0.7020000000000001
GB44114,GB47820	0.986
GB41825	0.9420000000000001
GB45777,GB48385	0.9840000000000001
GB50640	0.9520000000000001
GB51638	0.635
GB49534,GB49534	0.915
GB44516	0.7020000000000001
GB44661,GB44455	0.895
GB47488,GB46971	0.985
GB47334	0.935
GB52651	0.706
GB44533	0.7020000000000001
GB47876	0.9540000000000001
GB50261	0.7020000000000001
GB55074	0.7020000000000001
GB49478	0.7020000000000001
GB46746	0.337
GB53846	0.938
GB48386	0.7020000000000001
GB44082	0.7020000000000001
GB45273	0.738
GB45278	0.067
GB40287	0.065
GB44223	0.904
GB49870	0.893
GB50303	0.995
GB51264	0.483
GB48809	0.7020000000000001
GB46436	0.7020000000000001
GB47440	0.7020000000000001
GB49309	0.883
GB47018,GB47018,GB47018	0.995
GB43000,GB43000	0.904
GB45072	0.591
GB50105	0.7020000000000001
GB41136	0.7020000000000001
GB54083	0.9540000000000001
GB50730	0.956
GB49050	0.7020000000000001
GB45713,GB45708	0.991
GB54332	0.8009999999999999
GB52503	0.7020000000000001
GB45363	0.955
GB55985	0.647
GB47081	0.706
GB44742	0.66
GB42224	0.953
GB43171	0.7020000000000001
GB46684	0.9540000000000001
GB41876	0.9540000000000001
GB41864	0.983
GB43149	0.9490000000000001
GB50237	0.7020000000000001
GB49089	0.7020000000000001
GB52676	0.7020000000000001
GB40282	0.8490000000000001
GB51015	0.951
GB44347	0.8759999999999999
GB40788	0.875
GB48938	0.61
GB47549	0.647
GB51912	0.9420000000000001
GB52619,GB43636	0.981
GB43475	0.907
GB44690	0.7020000000000001
GB42436	0.7020000000000001
GB51967	0.715
GB46621	0.956
GB40563,GB55130	0.91
GB44031	0.932
GB51237	0.203
GB48889,GB48889	0.91
GB48786	0.985
GB44307	0.976
GB55757	0.953
GB50245	0.769
GB54627	0.6829999999999999
GB45463,GB45463,GB54870	0.9840000000000001
GB46973	0.9440000000000001
GB50960	0.647
GB49528	0.6829999999999999
GB54622	0.929
GB40580	0.8590000000000001
GB49906	0.9540000000000001
GB54124	0.9490000000000001
GB54493	0.996
GB49037	0.9490000000000001
GB55896	0.872
GB54522	0.7020000000000001
GB50586	0.7020000000000001
GB45067	0.934
GB51431	0.998
GB54742	0.934
GB47102	0.9540000000000001
GB48360	0.743
GB49579	0.81
GB47230	0.7020000000000001
GB54436	0.9940000000000001
GB44387,GB44387	0.893
GB44295	0.7020000000000001
GB45568	0.68
GB43122	0.7020000000000001
GB51828	0.904
GB45349	0.7020000000000001
GB45343	0.951
GB45052	0.6940000000000001
GB41156	0.983
GB50244	0.665
GB44353	0.7020000000000001
GB46627	0.6940000000000001
GB52247	0.664
GB54428	0.66
GB45126	0.7020000000000001
GB43561	0.66
GB48055	0.428
GB49896	0.636
GB41902	0.935
GB43052	0.853
GB44176	0.9420000000000001
GB42854	0.655
GB42063	0.894
GB47106	0.7020000000000001
GB42559	0.9440000000000001
GB54242,GB54242	0.997
GB48160	0.904
GB50178	0.787
GB48370	0.7020000000000001
GB52948	0.655
GB49590	0.9420000000000001
GB55359	0.935
GB40217	0.7020000000000001
GB52158	0.997
GB47194	0.9259999999999999
GB44570,GB45484	0.7240000000000001
GB41487	0.9309999999999999
GB40863	0.965
GB44592	0.9440000000000001
GB45297	0.7020000000000001
GB52797	0.7020000000000001
GB55056	0.696
GB45031	0.935
GB42501	0.987
GB44900	0.7020000000000001
GB50537	0.898
GB50777	0.7020000000000001
GB52557	0.929
GB42783	0.853
GB55333	0.7020000000000001
GB42211	0.935
GB51525	0.929
GB46290	0.934
GB54809	0.7020000000000001
GB51836	0.956
GB53949	0.9620000000000001
GB55704	0.9440000000000001
GB46908	0.9159999999999999
GB48266	0.9520000000000001
GB53376	0.7020000000000001
GB41819	0.992
GB48596	0.9440000000000001
GB49505	0.67
GB44199,GB44199	0.8540000000000001
GB55387	0.8290000000000001
GB42892	0.904
GB47962	0.904
GB55765	0.478
GB51749	0.9279999999999999
GB53237	0.998
GB45457	0.9209999999999999
GB42215	0.598
GB54784	0.956
GB50157	0.929
GB45194	0.66
GB50126	0.953
GB46300	0.9490000000000001
GB50069	0.7020000000000001
GB53944	0.7020000000000001
GB47942	0.847
GB47350	0.95
GB49190	0.7020000000000001
GB52012	0.75
GB44982	0.621
GB47177	0.887
GB50493	0.647
GB45133	0.7020000000000001
GB45413	0.847
GB43715	0.019
GB48125	0.915
GB54391	0.934
GB45695	0.94
GB53598	0.9490000000000001
GB40944	0.7020000000000001
GB47429	0.696
GB49527	0.987
GB42960	0.6940000000000001
GB44315	0.7020000000000001
GB45663	0.742
GB44412	0.7020000000000001
GB41188	0.593
GB53323	0.9440000000000001
GB50871	0.7
GB49612	0.7020000000000001
GB55403	0.6940000000000001
GB55274	0.124
GB44072	0.894
GB54214	0.9420000000000001
GB51505	0.6940000000000001
GB55940	0.7020000000000001
GB40437	0.934
GB49327	0.5429999999999999
GB42651	0.7020000000000001
GB49494	0.938
GB46339	0.935
GB54989	0.7020000000000001
GB53035	0.9209999999999999
GB43366	0.9420000000000001
GB54994	0.7020000000000001
GB51333	0.7020000000000001
GB47737	0.9420000000000001
GB44682	0.7020000000000001
GB51063	0.929
GB54239	0.7020000000000001
GB45555	0.7020000000000001
GB52978	0.655
GB41294	0.94
GB55660	0.7020000000000001
GB45875	0.624
GB44611	0.7020000000000001
GB44293	0.664
GB48684	0.7020000000000001
GB41171	0.589
GB47503	0.7020000000000001
GB47846	0.7020000000000001
GB43435	0.89
GB45525,GB45524,GB44248	0.986
GB50506	0.7020000000000001
GB52195	0.862
GB43637	0.7020000000000001
GB51580	0.985
GB52704	0.7020000000000001
GB41693	0.7020000000000001
GB42487	0.9520000000000001
GB46042	0.7020000000000001
GB48337	0.8909999999999999
GB44121	0.664
GB43113	0.7020000000000001
GB50367	0.86
GB52498	0.9570000000000001
GB55485	0.97
GB44099	0.7020000000000001
GB50071	0.8590000000000001
GB49120	0.995
GB42450	0.7020000000000001
GB43162	0.899
GB46685	0.915
GB44636	0.7020000000000001
GB50352	0.78
GB48746	0.902
GB43738	0.997
GB42652	0.94
GB45175	0.7020000000000001
GB46523	0.9420000000000001
GB46692	0.0
GB52045	0.9279999999999999
GB40867,GB40947,GB40867	0.983
GB51354	0.7020000000000001
GB42451	0.7020000000000001
GB44436	0.9279999999999999
GB48066,GB48782	0.977
GB46189	0.7020000000000001
GB43551	0.7020000000000001
GB47329	0.6940000000000001
GB48678	0.6829999999999999
GB46512	0.9420000000000001
GB53251	0.935
GB47387	0.8640000000000001
GB47423	0.904
GB51885	0.887
GB47250	0.929
GB42358	0.938
GB53654	0.7020000000000001
GB49486	0.935
GB46672	0.647
GB49604	0.9840000000000001
GB45872	0.6829999999999999
GB45684	0.868
GB41036	0.7020000000000001
GB41982	0.934
GB47222	0.935
GB43015	0.934
GB48199	0.998
GB45128	0.904
GB47471	0.9079999999999999
GB49525	0.9279999999999999
GB49841	0.852
GB51999	0.647
GB51738	0.929
GB44590	0.609
GB50891	0.7020000000000001
GB50039	0.938
GB49909	0.696
GB50190	0.7020000000000001
GB52627	0.7020000000000001
GB47300	0.5589999999999999
GB50802	0.7020000000000001
GB54111	0.884
GB48416	0.975
GB48237	0.934
GB55489,GB55489	0.8590000000000001
GB52588	0.9440000000000001
GB54789	0.7020000000000001
GB44163	0.6829999999999999
GB41261	0.9490000000000001
GB50511	0.955
GB43087	0.94
GB49966	0.55
GB43411	0.7020000000000001
GB40674	0.7020000000000001
GB51726	0.643
GB45923	0.872
GB55299	0.956
GB44534	0.7020000000000001
GB53788	0.7020000000000001
GB47076	0.7020000000000001
GB50290	0.7020000000000001
GB53166	0.621
GB48456	0.7020000000000001
GB48075	0.638
GB40363	0.938
GB44333	0.7020000000000001
GB45180	0.657
GB45425	0.904
GB40766	0.7020000000000001
GB48873	0.914
GB51560	0.7020000000000001
GB47413,GB47413	0.915
GB51093	0.9490000000000001
GB47189	0.915
GB49701	0.9490000000000001
GB50471	0.915
GB47556	0.684
GB44410	0.9420000000000001
GB50015	0.9329999999999999
GB41867	0.7020000000000001
GB55877,GB55877	0.94
GB48692	0.7020000000000001
GB43256	0.94
GB44327	0.934
GB42551	0.9420000000000001
GB50031	0.934
GB55893	0.7020000000000001
GB54190	0.7020000000000001
GB45314	0.657
GB47260	0.7020000000000001
GB55930	0.78
GB43697	0.7020000000000001
GB44325	0.7020000000000001
GB52047	0.94
GB54935	0.6579999999999999
GB44175	0.9420000000000001
GB53782	0.905
GB50281	0.7020000000000001
GB40999	0.992
GB54144	0.895
GB47042	0.55
GB45778	0.546
GB47043	0.615
GB46773,GB40332	0.992
GB49169	1.0
GB45985	0.9229999999999999
GB45487	0.938
GB44757	0.943
GB46972	0.929
GB45534	0.94
GB55390	0.893
GB49456	0.966
GB52929	0.7020000000000001
GB55971	0.687
GB40335	0.915
GB52360	0.865
GB42534	0.9890000000000001
GB42023	0.9420000000000001
GB50418	0.996
GB55537	0.7020000000000001
GB50748	0.585
GB40577	0.9540000000000001
GB52785	0.978
GB47007	0.9440000000000001
GB42945	0.9279999999999999
GB41304	0.7020000000000001
GB47232	0.935
GB54608	0.8370000000000001
GB49330	0.9420000000000001
GB42096	0.6940000000000001
GB49622	0.7020000000000001
GB41211	0.7020000000000001
GB44526	0.7020000000000001
GB53700	0.9490000000000001
GB48539	0.9420000000000001
GB42747	0.94
GB46640	0.809
GB41397	0.7020000000000001
GB52904	0.935
GB53045,GB53043	0.746
GB49130	0.956
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	0.0
GB43107,GB43108	0.915
GB45495,GB40976	0.7070000000000001
GB45618,GB45618	0.975
GB43549	0.6940000000000001
GB50648	0.616
GB41704	0.7020000000000001
GB44156	0.9159999999999999
GB54145	0.9420000000000001
GB43079	0.614
GB42454	0.7020000000000001
GB41463,GB41464	0.9279999999999999
GB48608	0.713
GB43277	0.609
GB49315	0.991
GB42020	0.7020000000000001
GB50741	0.703
GB50812	0.9890000000000001
GB41281	0.912
GB48469	0.7020000000000001
GB48563	0.935
GB43984,GB45309	0.9
GB41212,GB53028,GB40624,GB49394	0.91
GB48557	0.6940000000000001
GB40064	0.737
GB42848	0.904
GB52427	0.941
GB52282	0.7020000000000001
GB41856	0.9159999999999999
GB54986	0.956
GB40076	0.7
GB40980	0.9540000000000001
GB52423	0.7020000000000001
GB41315	0.652
GB44285	0.94
GB49967	0.647
GB49152	0.7020000000000001
GB45776,GB45776	0.602
GB51634	0.7020000000000001
GB49466	0.9520000000000001
GB42732	0.706
GB45733	0.7020000000000001
GB51968	0.9490000000000001
GB41002,GB41003	0.8190000000000001
GB42313	0.7020000000000001
GB52825	0.7020000000000001
GB53333	0.7020000000000001
GB51751	0.998
GB40592,GB53981	0.929
GB46480	0.741
GB40274	0.6829999999999999
GB48677	0.7020000000000001
GB46360,GB46360	0.894
GB49124	0.7020000000000001
GB55619	0.955
GB46609	0.9540000000000001
GB48765	0.401
GB47984	0.223
GB42223	0.7020000000000001
GB50409	0.94
GB55278	0.0
GB44579	0.706
GB53520	0.7659999999999999
GB51494	0.915
GB49843	0.953
GB43487	0.937
GB50957	0.897
GB52953	0.7020000000000001
GB46960	0.7020000000000001
GB55505	0.7020000000000001
GB47635	0.185
GB51040	0.9420000000000001
GB46257	0.934
GB47235	0.665
GB51119	0.66
GB54261	0.894
GB50771	0.682
GB40158	0.94
GB43502	0.7020000000000001
GB44222	0.934
GB55632	0.895
GB51198	0.655
GB49559	0.7020000000000001
GB40816	0.9420000000000001
GB43095	0.9990000000000001
GB42190	0.7020000000000001
GB44567	0.893
GB54881	0.7020000000000001
GB53126	0.605
GB44936	0.93
GB49852	0.883
GB47278	0.525
GB52314	0.904
GB46273	0.9279999999999999
GB55389	0.6829999999999999
GB53862	0.9209999999999999
GB52937	0.7020000000000001
GB48122	0.995
GB43836	0.66
GB40693	0.9420000000000001
GB53830	0.6940000000000001
GB40654	0.7020000000000001
GB52211	0.7020000000000001
GB41827	0.662
GB40415	0.89
GB46048	0.935
GB41872	0.9540000000000001
GB45345	0.953
GB51361	0.9540000000000001
GB41451	0.7020000000000001
GB48457	0.7020000000000001
GB44187	0.956
GB51464	0.7020000000000001
GB49571	0.7020000000000001
GB48526	0.743
GB41840	0.722
GB51819	0.787
GB52052	0.9490000000000001
GB42817	0.687
GB42865	0.9490000000000001
GB50065	0.34
GB43622	0.7020000000000001
GB46322	0.7020000000000001
GB50932	0.6940000000000001
GB51000,GB51000	0.935
GB49349	0.9420000000000001
GB42721	0.647
GB49098	0.9440000000000001
GB45071	0.7020000000000001
GB44828	0.7020000000000001
GB40466,GB40466	0.915
GB46929	0.94
GB49946	0.934
GB45868	0.7020000000000001
GB51080	0.955
GB53812	0.7020000000000001
GB55448	0.564
GB52597	0.754
GB44918	0.956
GB45127	0.7020000000000001
GB40388	0.9490000000000001
GB54590	0.8590000000000001
GB46151	0.9159999999999999
GB42295	0.956
GB50299	0.743
GB50146	0.6940000000000001
GB54651	0.904
GB53683	0.9440000000000001
GB46452	0.8809999999999999
GB53685,GB53685	0.993
GB48378	0.904
GB41037	0.866
GB42297	0.805
GB50130	0.934
GB43831	0.9490000000000001
GB55348	0.995
GB51938	0.904
GB54512	0.995
GB47435	0.948
GB47073	0.9420000000000001
GB45692	0.904
GB54264	0.6940000000000001
GB43441	0.9420000000000001
GB45131	0.915
GB53199	0.7020000000000001
GB55931	0.7020000000000001
GB47838	0.7020000000000001
GB51725	0.9420000000000001
GB46054	0.9440000000000001
GB49188	0.7020000000000001
GB50653	0.973
GB53062	0.7020000000000001
GB46918,GB50327	0.943
GB50365	0.7020000000000001
GB43245	0.948
GB47451	0.934
GB48157	0.687
GB46954	0.818
GB40359	0.995
GB49533	0.655
GB49589	0.9329999999999999
GB44961	0.84
GB43172	0.883
GB51655	0.7020000000000001
GB51029	0.7020000000000001
GB40704	0.7020000000000001
GB50955,GB48208	0.9790000000000001
GB55830	0.977
GB53607	0.953
GB53380	0.7020000000000001
GB43293	0.7020000000000001
GB53411	0.626
GB41590	0.7120000000000001
GB50228	0.7020000000000001
GB48532	0.743
GB41610	0.7020000000000001
GB51058	0.165
GB53582,GB53582	0.929
GB40946	0.7020000000000001
GB49146	0.665
GB54268	0.895
GB53148	0.624
GB54140	0.9490000000000001
GB48817	0.7020000000000001
GB45429	0.9420000000000001
GB52722	0.7020000000000001
GB40614	0.953
GB49518	0.7020000000000001
GB53092	0.953
GB45341	0.6940000000000001
GB45732	0.9
GB51209	0.7020000000000001
GB40578	0.9490000000000001
GB43191	0.7020000000000001
GB44123	0.8029999999999999
GB42167	0.695
GB44656	0.7020000000000001
GB43953	0.912
GB47184	0.7020000000000001
GB47461	0.7020000000000001
GB51302	0.7020000000000001
GB51833	0.986
GB46338	0.73
GB55006	0.935
GB42268	0.877
GB45392	0.7020000000000001
GB53239	0.904
GB44371	0.94
GB44184	0.6829999999999999
GB53196,GB53196	0.943
GB47847	0.991
GB52893	0.647
GB40765	0.915
GB50226	0.953
GB52926	0.483
GB45833	0.664
GB53849	0.998
GB43271	0.922
GB51190	0.5720000000000001
GB47502	0.934
GB46240	0.706
GB53174	0.934
GB44168	0.44
GB45275	0.6829999999999999
GB50259	0.7020000000000001
GB50090	0.91
GB52559	0.7020000000000001
GB45955	0.997
GB45213	0.956
GB41290	0.887
GB40545	0.7020000000000001
GB43097,GB43098	0.877
GB54728	0.935
GB48598	0.9490000000000001
GB43906	0.956
GB42515	0.9159999999999999
GB45902	0.934
GB41713	0.81
GB49087	0.7020000000000001
GB53029	0.9159999999999999
GB44276	0.642
GB41753	0.743
GB42781	0.9420000000000001
GB49054,GB43751	0.764
GB51744	0.94
GB51964	0.113
GB47379	0.647
GB46218	0.67
GB54354	0.743
GB46267	0.977
GB46371	0.9420000000000001
GB54097	0.997
GB52456	0.7020000000000001
GB47661	0.993
GB47768	0.94
GB46327	0.904
GB42196,GB49726	0.9690000000000001
GB41342	0.7020000000000001
GB49425	0.895
GB46728	0.7020000000000001
GB48967	0.7020000000000001
GB44073	0.7020000000000001
GB42661	0.934
GB51541	0.7020000000000001
GB51418	0.934
GB50262	0.893
GB44616	0.659
GB42919	0.986
GB55094,GB55094,GB55094,GB55094	0.991
GB43552	0.605
GB55784	0.9940000000000001
GB42681	0.992
GB44331	0.9420000000000001
GB47575	0.938
GB54201	0.7020000000000001
GB52755	0.9990000000000001
GB48467	0.997
GB53013	0.909
GB55743	0.67
GB44766,GB44766	0.904
GB44615	0.7020000000000001
GB49074	0.993
GB45852	0.9520000000000001
GB41173	0.917
GB44901	0.955
GB42716,GB55345	0.888
GB41024	0.809
GB52057	0.956
GB53308	0.626
GB47343	0.917
GB52388,GB52408	0.0
GB42425	0.512
GB49231	0.9440000000000001
GB51599	0.9159999999999999
GB48165	0.9490000000000001
GB48452	0.7020000000000001
GB53238	0.895
GB40711	0.7020000000000001
GB51630	0.943
GB49396	0.7190000000000001
GB55507	0.7020000000000001
GB43145	0.6829999999999999
GB55831	0.5770000000000001
GB42771	0.7020000000000001
GB44996	0.9
GB49117	0.479
GB48778	0.993
GB40273	0.9209999999999999
GB49780	0.773
GB47110	0.7020000000000001
GB48982	0.9440000000000001
GB50619	0.6829999999999999
GB51393	0.7190000000000001
GB44364	0.9420000000000001
GB48690	0.935
GB54282	0.862
GB49355	0.9990000000000001
GB53682	0.934
GB46740	0.655
GB40479	0.8190000000000001
GB46466	0.7020000000000001
GB52325	0.693
GB55307	0.938
GB47061	0.9420000000000001
GB45087	0.5379999999999999
GB50972	0.7020000000000001
GB40842	0.633
GB44010	0.9359999999999999
GB47114	0.7020000000000001
GB55506	0.7020000000000001
GB42680	0.7020000000000001
GB49584	0.7020000000000001
GB45645	0.883
GB41195	0.743
GB44882	0.997
GB52845	0.9490000000000001
GB47626	0.7020000000000001
GB44319	0.9490000000000001
GB49704	0.7020000000000001
GB44910	0.9540000000000001
GB41520,GB41521	0.9840000000000001
GB42383	0.895
GB53378	0.7020000000000001
GB50609	0.621
GB44507	0.7020000000000001
GB44556	0.9490000000000001
GB42143	0.948
GB55517	0.706
GB50442	0.887
GB53088	0.7020000000000001
GB48024	0.992
GB41807	1.0
GB51338	0.655
GB42286	0.935
GB40866	0.7020000000000001
GB44761	0.7020000000000001
GB40118	0.893
GB51095	0.7020000000000001
GB48951	0.7
GB51632	0.96
GB42744	0.9840000000000001
GB44344	0.9420000000000001
GB55096	0.9420000000000001
GB54762	0.7020000000000001
GB52037	0.7020000000000001
GB50166	0.9940000000000001
GB44943	0.8759999999999999
GB50078	0.6940000000000001
GB40907	0.7020000000000001
GB42382	0.66
GB40427	0.7020000000000001
GB45507	0.932
GB42855	0.636
GB55190	0.374
GB46542	0.7020000000000001
GB40106	0.7020000000000001
GB53665	0.638
GB41730	0.9490000000000001
GB45361	0.647
GB55259	0.997
GB49883	0.956
GB54957	0.664
GB51148	0.9420000000000001
GB55369	0.7
GB42516	0.7020000000000001
GB51818	0.878
GB52244	0.605
GB54101	0.773
GB54337	0.696
GB52687	0.9440000000000001
GB43200	0.6940000000000001
GB49285	0.9159999999999999
GB48623	0.912
GB52979	0.6829999999999999
GB41164	0.7020000000000001
GB42296	0.7020000000000001
GB48669	0.953
GB51937	0.7020000000000001
GB49869	0.9259999999999999
GB45151	0.997
GB49269,GB49269	0.9279999999999999
GB44078	0.94
GB47411	0.6829999999999999
GB48262	0.73
GB44791,GB44791,GB44791	0.993
GB53033	0.66
GB54674	0.7829999999999999
GB50973	0.698
GB44941	0.7
GB44850	0.929
GB47450	0.9420000000000001
GB42021	0.7020000000000001
GB42997	0.7020000000000001
GB53295	0.7020000000000001
GB52275	0.665
GB43963	0.655
GB55986	0.997
GB55890	0.929
GB45340	0.659
GB50626	0.955
GB51608	0.713
GB52751	0.934
GB50474	0.992
GB40925	0.718
GB45189	0.7020000000000001
GB55575,GB43649	0.929
GB40909	0.9490000000000001
GB49025	0.7020000000000001
GB44548	0.79
GB55693,GB55693	0.8290000000000001
GB45152	0.9440000000000001
GB47151	0.621
GB55491	0.7020000000000001
