gene	CAF
GB44649	0.6940000000000001
GB44291	0.7020000000000001
GB47970	0.9420000000000001
GB52021	0.986
GB53343	0.807
GB41239	0.6829999999999999
GB50769	0.654
GB41494	0.743
GB51812	0.914
GB48531	0.992
GB51045	0.934
GB54606	0.507
GB50161	0.983
GB53531,GB53570,GB53570	0.973
GB47418	0.929
GB45719	0.66
GB49084	0.9420000000000001
GB48881	0.7020000000000001
GB53976	0.94
GB50135	0.9490000000000001
GB48422	0.9209999999999999
GB48167	0.7020000000000001
GB48573	0.9940000000000001
GB44411	0.9420000000000001
GB50949	0.956
GB41233	0.7020000000000001
GB54137	0.9279999999999999
GB46713	0.7020000000000001
GB47889	0.894
GB48834	0.7020000000000001
GB48232	0.73
GB50470	0.7020000000000001
GB53605	0.7020000000000001
GB47185	0.7020000000000001
GB54723	0.6940000000000001
GB52077	0.9
GB47963	0.706
GB43185	0.85
GB55837,GB55837	0.943
GB41775	0.7020000000000001
GB42814	0.94
GB55675	0.89
GB53713	0.904
GB45266	0.7020000000000001
GB49941	0.7020000000000001
GB44062	0.7020000000000001
GB53802	0.7020000000000001
GB42835	0.86
GB53721	0.914
GB49108	0.7020000000000001
GB40763	0.94
GB40672	0.9440000000000001
GB45179	0.9
GB52010	0.7020000000000001
GB49804	0.934
GB52526	0.935
GB48339	0.986
GB50038	0.7020000000000001
GB50101	0.66
GB55381	0.743
GB50212	0.184
GB42037	0.992
GB49174	0.664
GB55015	0.9420000000000001
GB53859	0.737
GB51705	0.785
GB41740,GB41740	0.89
GB49489	0.91
GB48601	0.9490000000000001
GB40028	0.904
GB43736	0.7020000000000001
GB49567,GB49564	0.899
GB50421	0.7020000000000001
GB53710	0.6940000000000001
GB40928	0.225
GB53616	0.7020000000000001
GB50695	0.7020000000000001
GB53036	0.7020000000000001
GB45009	0.7020000000000001
GB55766	0.6940000000000001
GB50020	0.9540000000000001
GB46879	0.998
GB53956	0.6940000000000001
GB46217	0.7020000000000001
GB53262	0.9420000000000001
GB46751	0.6940000000000001
GB50947	0.9159999999999999
GB48061	0.935
GB45758,GB53875	0.987
GB44762	0.94
GB47239	0.9540000000000001
GB43220	0.9840000000000001
GB52144	0.725
GB40357	0.9420000000000001
GB54109	0.8490000000000001
GB54602	0.9540000000000001
GB44445	0.9420000000000001
GB50650	0.8759999999999999
GB48425	0.7140000000000001
GB48665,GB48665	0.927
GB47746	0.9490000000000001
GB40908	0.935
GB41444	0.934
GB46563	0.73
GB41465	0.955
GB41165	0.995
GB47615	0.9420000000000001
GB44009	0.94
GB51035	0.7020000000000001
GB44602	0.659
GB49686	0.9490000000000001
GB42493	0.883
GB49409	0.9490000000000001
GB46818	0.7020000000000001
GB43917	0.94
GB45686	0.7020000000000001
GB49366	0.696
GB45536	0.9420000000000001
GB49911	0.915
GB45150	0.9420000000000001
GB54773	0.955
GB47281	0.7020000000000001
GB42236	0.993
GB51391	0.655
GB47466	0.7020000000000001
GB45272	0.7020000000000001
GB44061	0.94
GB44679	0.7020000000000001
GB47269	0.9540000000000001
GB44065	0.833
GB54906	0.992
GB54260,GB54260	0.995
GB50837	0.802
GB41860	0.523
GB51060	0.7020000000000001
GB52611	0.94
GB54716,GB49620	0.9940000000000001
GB55936	0.802
GB43439	0.935
GB42414	0.7020000000000001
GB46724	0.9440000000000001
GB41694	0.932
GB46696,GB46966,GB46966	0.993
GB46510	0.9
GB46035	0.7020000000000001
GB44338	0.948
GB54395	0.7020000000000001
GB51715	0.6940000000000001
GB55292	0.929
GB53357	0.9420000000000001
GB40594	0.647
GB52601	0.924
GB52701	0.715
GB40565	0.6940000000000001
GB51124	0.948
GB40453	0.9420000000000001
GB53592	0.706
