gene	CNV
GB44210	0.0
GB44196	0.249925628
GB51019	0.15058465
GB50482	0.0
GB42246	0.0
GB51481	0.15058465
GB52650	0.0
GB51734	0.15058465
GB51542,GB51542	0.15058465
GB53064	0.24266086899999997
GB54031	0.15058465
GB47459	0.15058465
GB40678	0.0
GB53787	0.0
GB50807	0.249925628
GB43718	0.0
GB46618	0.0
GB47808	0.15058465
GB42921	0.0
GB54939	0.15058465
GB49511	0.15058465
GB54998	0.20538978800000002
GB51512	0.0
GB41803	0.0
GB45348	0.291661041
GB54477	0.27034500100000003
GB44193	0.15789473699999998
GB55911	0.0
GB54230	0.0
GB45612	0.15058465
GB51113,GB51113	0.318181818
GB45982	0.15058465
GB45114	0.0
GB42016	0.321401013
GB45373	0.0
GB46526,GB42007	0.21956860600000003
GB55059	0.15058465
GB51692	0.0
GB52975	0.0
GB48556	0.0
GB40567	0.339411255
GB49517	0.431219681
GB55917	0.159894048
GB53133	0.24266086899999997
GB44703	0.6870225609999999
GB46925	0.15058465
GB42866	0.15058465
GB50406	0.321401743
GB44862,GB44862,GB44862	0.369183283
GB45530	0.15058465
GB48137	0.15058465
GB41888	0.152317024
GB50508,GB48687,GB50508	0.433959108
GB41052	0.240370085
GB41454	0.15058465
GB44305	0.0
GB49977	0.308327165
GB43158	0.294165364
GB47113	0.0
GB52280	0.291661041
GB42740	0.0
GB43077	0.0
GB52321	0.207566616
GB42496	0.0
GB50749	0.207566616
GB42804	0.15058465
GB40206	0.0
GB51041	0.20538978800000002
GB42244	0.5936586189999999
GB43978	0.15058465
GB41149,GB41149	0.214528212
GB53611	0.20538978800000002
GB47568,GB42394	0.20981281100000002
GB55457	0.159894048
GB49541	0.152317024
GB52192	0.0
GB52993	0.20538978800000002
GB50593,GB50593,GB50593	0.318181818
GB45135,GB45135	0.47229050100000003
GB43080	0.20538978800000002
GB55764	0.0
GB48403,GB47348	0.353270435
GB53205	0.0
GB45259	0.15789473699999998
GB47476	0.15058465
GB40134,GB40132,GB40132	0.406545728
GB41983	0.252487623
GB46045	0.37521685299999996
GB55425	0.20538978800000002
GB44523	0.159894048
GB54852	2.641251711
GB50286	0.0
GB43446	0.0
GB45472	0.15058465
GB52426	0.15058465
GB55495	0.0
GB41746	0.15058465
GB53145,GB53145	0.27034500100000003
GB47422	0.24266086899999997
GB44252	0.0
GB43743	0.15058465
GB48932	0.15058465
GB49730	0.0
GB43140	0.0
GB40350	0.0
GB49373	0.20538978800000002
GB53821	0.20538978800000002
GB52346	0.0
GB52417	0.294165364
GB51246	0.27034500100000003
GB42762	0.335064165
GB43369	0.15058465
GB41681	0.15058465
GB45512	0.0
GB46478	0.0
GB52779	0.291661041
GB52708	0.15058465
GB43497	0.24266086899999997
GB50219	0.27034500100000003
GB42875	0.584216222
GB46689	0.15058465
GB55022	0.294165364
GB55574	0.20538978800000002
GB41449	0.0
GB52907	0.0
GB42062	0.15058465
GB49045	0.333333333
GB50974	0.351878566
GB41893	0.37206149
GB51381	0.303656088
GB44759	0.152317024
GB53140,GB53140	0.20538978800000002
GB45064	0.15596827
GB50295	0.0
GB46613	0.0
GB40880	0.20538978800000002
GB47351	0.36357462700000004
GB55822	0.20538978800000002
GB43137	0.15058465
GB49933	0.0
GB44021	0.0
GB50113	0.0
GB55142	0.0
GB42455,GB42455	0.20538978800000002
GB52189	0.15058465
GB55995	0.0
GB51985	0.152317024
GB47271	0.318181818
GB52661	0.152317024
GB51515	0.15058465
GB41177	0.15058465
GB52436	0.0
GB49644	0.0
GB44198	0.15596827
GB55904	0.0
GB50700	0.207566616
GB52435	0.0
GB51502,GB43039	0.24266086899999997
GB55540	0.0
GB54805	0.0
GB44359	0.15058465
GB43203	0.0
GB43480	0.0
GB53388	0.351878566
GB50400	0.323376259
GB53670	0.15058465
GB42979,GB42979	0.207566616
GB43238	0.15058465
GB51792	0.20538978800000002
GB53725	0.27034500100000003
GB44532	0.27034500100000003
GB47368	0.0
GB54534	0.245015204
GB43662	0.8456066259999999
GB51399	0.27034500100000003
GB42423	0.0
GB43935	0.152317024
GB41909	0.0
GB41596	0.321401013
GB47449	0.0
GB46490	0.36635433799999995
GB53852	0.0
GB51895	0.0
GB55461	0.0
GB44416	0.294165364
GB47572	0.20538978800000002
GB53970	0.0
GB47812	0.0
GB41714	0.0
GB54798	0.20538978800000002
GB41747	0.217005559
GB47036,GB47036	0.523133481
GB52079	0.0
GB47807	0.272727273
GB50184	0.24266086899999997
GB45724	0.0
GB41366	0.0
GB52563	0.661943235
GB44884	0.15058465
GB55787	0.15058465
GB54287	0.152317024
GB47179	0.454343755
GB53012	0.20538978800000002
GB45937	0.308327165
GB53979	0.37961378
GB42616	0.20327890699999998
GB40361	0.15058465
GB54910	0.0
GB51965	0.0
GB43839,GB43839	0.384707681
GB42646	0.152317024
GB54668,GB54668	0.15058465
GB45417	0.15058465
GB49111	0.15058465
GB43404,GB50225	0.263498412
GB41839	0.0
GB46242	0.0
GB49544	0.567435874
GB48113,GB48114	0.245015204
GB43456	0.0
GB52266	0.15058465
GB42751	0.27034500100000003
GB53937	0.24266086899999997
GB43216	0.0
GB42739	0.5493406479999999
GB48775	0.0
GB54158	0.20538978800000002
GB49859	0.0
GB55426	0.0
GB52947	0.0
GB45755	0.152317024
GB42735	0.20538978800000002
GB47242	0.15058465
GB46599	0.0
GB50195	0.775706109
GB48625	0.0
GB52109	0.15058465
GB50635	0.24266086899999997
GB49931	0.318181818
GB50660	0.0
GB48483	0.318181818
GB55378	0.0
GB49995	0.20538978800000002
GB48523	0.15058465
GB42670	0.15058465
GB48639	0.0
GB40204	0.42689296200000004
GB44808	0.20538978800000002
GB54551,GB54502	0.11039701099999999
GB42058	0.0
GB45905	0.15058465
GB44117	0.20538978800000002
GB45881	0.0
GB45690	0.152317024
GB52457	0.36635433799999995
GB48530	0.15058465
GB48399,GB42391	0.15058465
GB49197,GB49197	0.24266086899999997
GB50345	0.20538978800000002
GB43730	0.24266086899999997
GB44650	0.207566616
GB47231	0.0
GB52589	0.0
GB44754	0.15058465
GB53284	0.0
GB53353	0.15789473699999998
GB49388	0.0
GB49096	0.0
GB55658	0.337016686
GB40859	0.0
GB52541	0.0
GB55641,GB45533	0.27034500100000003
GB40033	0.0
GB50395	0.0
GB42066	0.0
GB49844	0.15058465
GB41174	0.294165364
GB55751	0.0
GB47683	0.15058465
GB40280	0.435697535
GB40878	0.152317024
GB55002	0.0
GB51706	0.15058465
GB49921	0.0
GB44594	0.15058465
GB50204	0.0
GB54425	0.0
GB44933	0.0
GB54593	0.15058465
GB41507	0.20538978800000002
GB51273	0.15058465
GB51852	0.0
GB43909	0.15058465
GB45970	0.191833261
GB42683,GB52566	0.245015204
GB51775	0.252487623
GB44330	0.0
GB45277	0.47153992299999997
GB47414	0.0
GB48117	0.152317024
GB55225	0.272727273
GB54995	0.15058465
GB54893	0.0
GB41919,GB41921	0.21956860600000003
GB40581,GB40581	0.24266086899999997
GB51219	0.20538978800000002
GB45442	0.296922996
GB44429	0.0
GB47138	0.20538978800000002
GB51133	0.15058465
GB42967	0.15596827
GB50959	0.15058465
GB51544	0.0
GB40603	0.245015204
GB51511,GB51511	0.20538978800000002
GB48426	0.0
GB48396	0.24266086899999997
GB46691	0.0
GB42220	0.207566616
GB54700	0.15058465
GB53083	0.0
GB51953	0.207566616
GB49406	0.0
GB53690	0.0
GB44912	0.0
GB51612	0.0
GB50141	0.0
GB53073	0.0
GB41723	0.0
GB52328	0.15058465
GB55820	0.152317024
GB46016	0.20538978800000002
GB43407	0.0
GB43945	0.20538978800000002
GB52916	0.0
GB45968	0.15058465
GB48247	0.0
GB41900	0.0
GB43074	0.0
GB45623	0.0
GB54273	0.24266086899999997
GB47961,GB41597	0.15596827
GB47437	0.318181818
GB51134	0.337016686
GB49642	0.24266086899999997
GB42756	0.337016686
GB53963,GB50291	0.15058465
GB44414	0.15058465
GB53825	0.0
GB55715	0.0
GB54378	0.20538978800000002
GB43239	0.207566616
GB55775	0.0
GB45212	0.0
GB54348	0.0
GB53306	0.0
GB55146	0.318181818
GB49438,GB49438	0.15058465
GB55826	0.324718612
GB44890	0.0
GB45762	0.0
GB54649	0.0
GB51748	0.15058465
GB53231	0.15058465
GB54780	0.152317024
GB54127	0.15058465
GB54921,GB54921	0.207566616
GB43465,GB41957	0.15789473699999998
GB55770	0.15058465
GB48158	0.0
GB48463	0.237047394
GB51696	0.394622064
GB46731	0.0
GB45370	0.27034500100000003
GB52304	0.0
GB46018	0.15058465
GB54119	0.0
GB43470	0.294165364
GB53865,GB53865,GB53865	0.297380857
GB53651	0.0
GB50246	0.15058465
GB45564	0.212132034
GB40657	0.0
GB47280	0.152317024
GB54269	0.0
GB48229	0.45807190200000003
GB55578	0.0
GB44174	0.0
GB54885	0.15058465
GB42076	0.0
GB49290	0.298726339
GB40316	0.152317024
GB42925	0.152317024
GB45967	0.308327165
GB51702	0.0
GB43817	0.21956860600000003
GB50133	0.15058465
GB52224	0.0
GB48347	0.15058465
GB55567	0.0
GB55579	0.15058465
GB55239	0.0
GB40803	0.15058465
GB45646	0.0
GB40893	0.15058465
GB53657	0.294165364
GB48923	0.15058465
GB42731	0.0
GB44648,GB44647	0.20538978800000002
GB51120	0.0
GB45214	0.27034500100000003
GB44881	0.0
GB45084	0.15789473699999998
GB55244	0.0
GB54035	0.152317024
GB54213	0.207566616
GB50359	0.24266086899999997
GB53606	0.0
GB50369	0.20538978800000002
GB54664	0.20538978800000002
GB44000	0.321401743
GB42977	0.20538978800000002
GB41345	0.0
GB49680	0.0
GB51693	0.0
GB49480,GB49480	0.20538978800000002
GB46693	0.0
GB50538	0.0
GB53122,GB53118,GB49568	0.156173762
GB43908	1.18067393
GB52086	0.0
GB54143,GB54143	0.56288567
GB41883	0.0
GB40420	0.20538978800000002
GB51500	0.454343755
GB42401	0.351878566
GB54313	0.0
GB50605,GB50606	0.328684105
GB46982	0.15411035
GB52165	0.0
GB45001	0.0
GB49755	0.0
GB55272	0.15058465
GB49184	0.0
GB42138	0.297380857
GB40823	0.39058637799999996
GB51130	0.0
GB40014	0.15058465
GB55164	0.24266086899999997
GB53384	0.245015204
GB50997	0.0
GB44247	0.0
GB42619	0.255124984
GB48949	0.0
GB52249	0.0
GB42505	0.17371499399999998
GB50224,GB50224	0.152317024
GB41423	0.0
GB55746	0.252487623
GB42054,GB42054	0.27034500100000003
GB54206	0.0
GB51242	0.159894048
GB47208	0.0
GB44906	0.0
GB55913	0.0
GB42200	0.0
GB45958	0.164130361
GB42763	0.0
GB52567	0.318181818
GB50958	0.0
GB54198	0.20538978800000002
GB40400	0.24266086899999997
GB47428	0.15058465
GB53243	0.0
GB42773	0.0
GB40627	0.27034500100000003
GB53396	0.20538978800000002
GB48097	0.24743583
GB50415	0.0
GB55790	0.8752764909999999
GB40310	0.15411035
GB46457	0.15058465
GB53089	0.15058465
GB51159	0.159894048
GB51348,GB51348	0.15596827
GB40017	0.0
GB55847	0.0
GB42844	0.308327165
GB55411	0.0
GB45479	0.15058465
GB53791,GB53791	0.27034500100000003
GB43463	0.0
GB43093	0.159894048
GB48074	0.461756051
GB44885	0.152317024
GB53173	0.0
GB50743	0.24266086899999997
GB44321	0.152317024
GB54053	0.15058465
GB55573	0.0
GB54216	0.0
GB45284	0.20538978800000002
GB46739	0.24266086899999997
GB48474	0.0
GB54225,GB54226,GB54226	0.351878566
GB41855	0.152317024
GB43881	0.0
GB52989	0.27034500100000003
GB45873	0.20538978800000002
GB44537	0.0
GB44067	0.0
GB49223	0.0
GB54389	0.15058465
GB46212	0.0
GB54625	0.15058465
GB43567	0.0
GB41424	0.15058465
GB55188	0.207566616
GB43685	0.0
GB51717	0.0
GB43556	0.24266086899999997
GB44027	0.0
GB44433	0.0
GB41122	0.15058465
GB49320	0.0
GB52106	0.15058465
GB49325	0.0
GB54582	0.269563276
GB53740	0.0
GB46800	0.15411035
GB42325	0.207566616
GB41608	0.0
GB54751	0.501848435
GB54600	0.15058465
GB55618	0.0
GB44155	0.161970886
GB42352	0.20538978800000002
GB43314	0.20981281100000002
GB45156	0.0
GB52673	0.0
GB48261	0.152317024
GB49391	0.0
GB40676	0.0
GB41450	0.0
GB54592	0.429138601
GB50669	0.0
GB47894	0.333333333
GB45292	0.152317024
GB41601	0.0
GB41680	0.0
GB54176	0.27034500100000003
GB48946	0.0
GB50419	0.15058465
GB52618	0.27034500100000003
GB49800	0.0
GB51641	0.0
GB49419	0.207566616
GB48263	0.15789473699999998
GB43163	0.0
GB51189	0.15058465
GB42201	0.24266086899999997
GB41592	0.0
GB40774	0.15058465
GB51745	0.207566616
GB45388,GB51874	0.20538978800000002
GB44709	0.15789473699999998
GB44535	0.0
GB41356	0.191833261
GB55793,GB55793	0.15058465
GB40100	0.0
GB52453	0.0
GB42853	0.354860432
GB43276	0.0
GB50789	0.0
GB45360	0.0
GB53011	0.15058465
GB55854	0.15058465
GB41278,GB49900	0.24743583
GB50283,GB50283	0.268018
GB51210	0.15058465
GB45355	0.464930031
GB49126	0.0
GB45138	0.20538978800000002
GB42847,GB48093	0.15058465
GB41875	0.0
GB42894,GB42894	0.20538978800000002
GB40203	0.245015204
GB52679	0.15058465
GB55907	0.252487623
GB48571	0.15058465
GB46301	0.15596827
GB53021	0.0
GB54609	0.321401743
GB40598	0.20538978800000002
GB41226	0.0
GB40507	0.0
GB52432,GB54695	0.207566616
GB51355	0.0
GB40515	0.0
GB46251	0.0
GB48162	0.20538978800000002
GB44510	0.441098516
GB40740	0.24266086899999997
GB40540	0.0
GB55700	0.0
GB44481	0.15058465
GB48375	0.24266086899999997
GB46487	0.159894048
GB47339	0.0
GB43189	0.6777542040000001
GB43899	0.15058465
GB40818	0.20538978800000002
GB48925	0.15058465
GB50971	0.0
GB41783	0.24266086899999997
GB49150	0.15058465
GB53989	0.319438282
GB42548	0.15789473699999998
GB47195	0.272727273
GB51940	0.337016686
GB48551	0.15058465
GB54843	0.15058465
GB51763	0.15058465
GB46271	0.15058465
GB44263	0.0
GB41378	0.161970886
GB48997	0.15789473699999998
GB41629	0.15058465
GB55627	0.0
GB54680	0.20538978800000002
GB54114	0.0
GB40263	0.321401743
GB41835	0.0
GB42579	0.0
GB55723	0.245015204
GB46886	0.0
GB42222	0.0
GB55973	0.0
GB43198	0.0
GB46262,GB46260,GB46262	0.372677996
GB53737	0.0
GB50171	0.15058465
GB52849	0.0
GB44029	0.27034500100000003
GB41297	0.152317024
GB45195	0.0
GB55644	0.15789473699999998
GB44758	0.0
GB55801	0.0
GB51422	0.152317024
GB54909	0.0
GB45142	0.15058465
GB55008,GB49845	0.20375342800000001
GB44643	0.15058465
GB40845	0.15058465
GB42150	0.331593404
GB43857	0.0
GB41193	0.291661041
GB52171	0.20981281100000002
GB42869,GB50987	0.23681375899999998
GB55652	0.27034500100000003
GB53974	0.297380857
GB55714	0.0
GB54263	0.0
GB41038	0.0
GB49426	0.0
GB43786	0.0
GB45694	0.0
GB47182	0.0
GB47632	0.0
GB43562	0.0
GB41869	0.0
GB43722	0.318181818
GB45229	0.45807190200000003
GB41810	0.20538978800000002
GB48101	0.0
GB47625,GB42004	0.293972368
GB47596,GB47596	0.337016686
GB44743	0.20538978800000002
GB55352	0.0
GB50814	0.15058465
GB40025	0.15058465
GB44779	0.0
GB46362	0.20538978800000002
GB51016,GB51016	0.224971654
GB51111	0.0
GB49026	0.15058465
GB50819	0.15058465
GB46114	0.0
GB47918,GB56032	0.244539123
GB45091	0.152317024
GB53540	0.0
GB51649	0.24266086899999997
GB43338	0.0
GB48487	0.0
GB49459	0.0
GB44646	0.0
GB45819,GB42408,GB44278,GB44278,GB42409	0.287095986
GB45679	0.207566616
GB52212,GB52212	0.460977223
GB42152	0.0
GB55557	0.207566616
GB50525	0.293972368
GB41547	0.20981281100000002
GB46509	0.20538978800000002
GB44947	0.20538978800000002
GB41804	1.4353311880000001
GB47925	0.15058465
GB47468	0.0
GB53729	0.0
GB43234	0.36357462700000004
GB41668	0.15058465
GB44896	0.15058465
GB48821	0.0
GB52084	0.15058465
GB47888	0.0
GB40075	0.0
GB43892	0.0
GB40706	0.15058465
GB45389	0.15058465
GB45693,GB45693	0.15058465
GB42942	0.20538978800000002
GB51185	0.171163299
GB54803	0.36357462700000004
GB49297	0.0
GB44216,GB44968,GB50868,GB54361	0.226063574
GB55492	0.0
GB41744	0.0
GB48658	0.20538978800000002
GB42603,GB42808,GB42885	0.090535746
GB47391	0.15058465
GB48336	0.0
GB50104	0.0
GB49042	0.15058465
GB42484	0.296327382
GB47091	0.0
GB54169	0.15058465
GB50372	0.0
GB44624	0.5936586189999999
GB48868	0.245015204
GB43855	0.0
GB41722	0.168720132
GB40414	0.0
GB42895	0.27034500100000003
GB40916,GB46759	0.284754632
GB54959	0.321401743
GB52737	0.15058465
GB50854	0.0
GB54092	0.0
GB43160	0.0
GB40741	0.0
GB40341	0.392522705
GB44034	0.15058465
GB46963	0.207566616
GB53697	0.0
GB49193	0.0
GB41649	0.0
GB47204	0.20538978800000002
GB43157	0.159894048
GB50909,GB50909	0.214528212
GB49537	0.561131718
GB42418	0.0
GB42669	0.0
GB47309	0.15411035
GB43874	0.0
GB54953	0.152317024
GB47950	0.0
GB41734	0.24266086899999997
GB48031	0.0
GB43264	0.168720132
GB55645	0.0
GB41035	0.0
GB48001	0.0
GB40283	0.0
GB41544,GB41544	0.20981281100000002
GB40016	0.0
GB40504	0.15058465
GB48254	0.0
GB44126	0.0
GB40977	0.0
GB53676	0.20538978800000002
GB52253	0.15058465
GB55880,GB41941	0.15411035
GB41406	0.0
GB54246	0.24266086899999997
GB46813	0.297380857
GB44649	0.0
GB44291	0.0
GB47970	0.15058465
GB52021	0.34336797799999996
GB53343	0.168720132
GB41239	0.0
GB50769	0.0
GB41494	0.0
GB51812	0.509175077
GB48531	0.324262104
GB51045	0.20538978800000002
GB54606	0.0
GB50161	0.395284708
GB53531,GB53570,GB53570	0.22941573399999998
GB47418	0.15058465
GB45719	0.0
GB49084	0.15058465
GB48881	0.0
GB53976	0.20538978800000002
GB50135	0.15058465
GB48422	0.24266086899999997
GB48167	0.0
GB48573	0.492548018
GB44411	0.152317024
GB50949	0.15058465
GB41233	0.0
GB54137	0.176383421
GB46713	0.0
GB47889	0.293972368
GB48834	0.0
GB48232	0.0
GB50470	0.0
GB53605	0.0
GB47185	0.0
GB54723	0.0
GB52077	0.207566616
GB47963	0.0
GB43185	0.245015204
GB55837,GB55837	0.15058465
GB41775	0.0
GB42814	0.15058465
GB55675	0.24266086899999997
GB53713	0.20538978800000002
GB45266	0.0
GB49941	0.0
GB44062	0.0
GB53802	0.0
GB42835	0.0
GB53721	0.24266086899999997
GB49108	0.0
GB40763	0.15058465
GB40672	0.15058465
GB45179	0.161970886
GB52010	0.0
GB49804	0.152317024
GB52526	0.15058465
GB48339	0.337016686
GB50038	0.0
GB50101	0.0
GB55381	0.0
GB50212	0.0
GB42037	0.337016686
GB49174	0.0
GB55015	0.15058465
GB53859	0.0
GB51705	0.212132034
GB41740,GB41740	0.27034500100000003
GB49489	0.24266086899999997
GB48601	0.15058465
GB40028	0.207566616
GB43736	0.0
GB49567,GB49564	0.24266086899999997
GB50421	0.0
GB53710	0.0
GB40928	0.0
GB53616	0.0
GB50695	0.0
GB53036	0.0
GB45009	0.0
GB55766	0.0
GB50020	0.15058465
GB46879	0.294165364
GB53956	0.0
GB46217	0.0
GB53262	0.15058465
GB46751	0.0
GB50947	0.20538978800000002
GB48061	0.15058465
GB45758,GB53875	0.337016686
GB44762	0.15058465
GB47239	0.15058465
GB43220	0.372677996
GB52144	0.0
GB40357	0.15058465
GB54109	0.24266086899999997
GB54602	0.15058465
GB44445	0.15058465
GB50650	0.24266086899999997
GB48425	0.0
GB48665,GB48665	0.20538978800000002
GB47746	0.15058465
GB40908	0.15058465
GB41444	0.20538978800000002
GB46563	0.0
GB41465	0.15058465
GB41165	0.318181818
GB47615	0.15058465
GB44009	0.20538978800000002
GB51035	0.0
GB44602	0.0
GB49686	0.15058465
GB42493	0.15596827
GB49409	0.15058465
GB46818	0.0
GB43917	0.15411035
GB45686	0.0
GB49366	0.0
GB45536	0.15058465
GB49911	0.20538978800000002
GB45150	0.15058465
GB54773	0.15058465
GB47281	0.0
GB42236	0.335299919
GB51391	0.0
GB47466	0.0
GB45272	0.0
GB44061	0.15411035
GB44679	0.0
GB47269	0.15058465
GB44065	0.24743583
GB54906	0.318181818
GB54260,GB54260	0.34015067200000004
GB50837	0.291661041
GB41860	0.34523170299999995
GB51060	0.0
GB52611	0.20538978800000002
GB54716,GB49620	0.445361771
GB55936	0.321401013
GB43439	0.15411035
GB42414	0.0
GB46724	0.15058465
GB41694	0.20538978800000002
GB46696,GB46966,GB46966	0.318181818
GB46510	0.27034500100000003
GB46035	0.0
GB44338	0.15058465
GB54395	0.0
GB51715	0.0
GB55292	0.20538978800000002
GB53357	0.15058465
GB40594	0.0
GB52601	0.207566616
GB52701	0.339411255
GB40565	0.0
GB51124	0.152317024
GB40453	0.15058465
GB53592	0.0
GB50150	0.0
GB55523	0.15058465
GB52198	0.20538978800000002
GB54774,GB54774	0.27034500100000003
GB53662	0.0
GB45932	0.307692308
GB45760	0.15058465
GB41836	0.0
GB43178	0.15058465
GB52592	0.0
GB47039	0.20538978800000002
GB55323	0.0
GB42183	0.152317024
GB49298	0.24266086899999997
GB49246	0.0
GB45776	0.0
GB41246,GB41246	0.21956860600000003
GB46344	0.20538978800000002
GB55362	0.15789473699999998
GB45351	0.15596827
GB43467	0.15058465
GB41288	0.159894048
GB44538	0.0
GB45735	0.17917767
GB47254	0.0
GB46594	0.0
GB45225	0.20538978800000002
GB54738	0.15058465
GB55486	0.15058465
GB54987	0.0
GB49947	0.152317024
GB49985	0.0
GB44573	0.20538978800000002
GB46479	0.15058465
GB53688	0.0
GB45683	0.15058465
GB46047	0.166378066
GB41347	0.0
GB54366	0.0
GB47844	0.15058465
GB46196	0.0
GB51221	0.0
GB45378	0.20538978800000002
GB53798	0.395985775
GB43123,GB43123	0.34015067200000004
GB47249	0.0
GB45300	0.15058465
GB46070	0.0
GB54531,GB54533	0.331593404
GB53066	0.0
GB47589	0.0
GB53647	0.0
GB49186	0.0
GB54657	0.0
GB50459	0.0
GB48589,GB51445	0.207566616
GB43186	0.0
GB49301	0.0
GB52114,GB52114	0.152317024
GB43901	0.0
GB42360,GB43747	0.27034500100000003
GB40405	0.383006808
GB46745	0.161970886
GB54758	0.15058465
GB41117	0.152317024
