gene	ACN
GB53339	1.0
GB41609	1.0
GB54204	1.75
GB49468	1.0243902440000001
GB49080,GB51901	2.2682926830000003
GB44798	1.0
GB42241	1.0243902440000001
GB53009,GB49239,GB47762	3.0
GB40802	1.0
GB40744	1.0
GB45557	1.0
GB46894	1.078947368
GB44550	1.0243902440000001
GB50943	1.0243902440000001
GB46342	1.0
GB54718	1.0
GB47633	1.025
GB46878,GB46878	1.076923077
GB49268	1.315789474
GB44060	1.0
GB45155	1.0243902440000001
GB49556	1.0243902440000001
GB45029	1.0
GB46700	1.105263158
GB54338	1.384615385
GB52291	1.117647059
GB43707	1.12195122
GB54496	1.076923077
GB47201	1.027027027
GB46593	1.025641026
GB41076	1.0
GB49322	1.048780488
GB53530	1.0
GB54505	1.0
GB47477	1.0
GB44934	1.0
GB45517	1.0243902440000001
GB55033	1.048780488
GB55525	1.0
GB45120	1.048780488
GB43983,GB43983	1.075
GB45235	1.0
GB51613	1.0
GB44551	1.05
GB44554	1.0243902440000001
GB55631	1.0
GB46579	1.054054054
GB45502	1.05
GB47732	1.048780488
GB51385	1.0
GB48007	1.0731707320000001
GB53934	1.0243902440000001
GB46877	1.0243902440000001
GB52988	1.0
GB45107	1.0243902440000001
GB43579	1.0
GB51847	1.0
GB48940	1.0
GB47307	1.0
GB45395	1.205128205
GB51591,GB51591	1.12195122
GB52691,GB54193	1.390243902
GB40719	1.034482759
GB54775	1.0
GB47667	1.0
GB55280	1.0
GB45054	1.0
GB53708	1.0
GB46091	1.0
GB54702	1.027027027
GB55967	1.0
GB49646	1.0
GB43261	1.048780488
GB52741	1.0
GB45566	1.048780488
GB49778,GB40327	1.0243902440000001
GB47744	1.0
GB54271	1.0
GB50048	1.0
GB45478	1.054054054
GB42846	1.0243902440000001
GB42933	1.0
GB54222	1.025
GB48102	1.0
GB50370	1.0243902440000001
GB45173	1.0
GB43448	1.0731707320000001
GB50767	1.051282051
GB47405	1.0
GB51218	30.12195122
GB52025	1.5121951219999998
GB41998	1.0625
GB53034	1.048780488
GB53794	1.0
GB51633,GB51633	1.0243902440000001
GB46873	1.0
GB53300	1.0
GB45005	1.0
GB47277	1.0243902440000001
GB41400	1.0
GB44373	1.0731707320000001
GB49444	1.057142857
GB51062	1.0
GB50705	1.0
GB48685,GB50292	1.048780488
GB41448	1.0243902440000001
GB49794	1.0
GB45453	1.0
GB40495	1.028571429
GB40021	1.03125
GB55475	1.0243902440000001
GB48675	1.05
GB44927	1.0
GB53614	1.0243902440000001
GB40671	1.0
GB50681	1.0243902440000001
GB49107	1.0
GB50274	1.0243902440000001
GB48643	1.0
GB40500	1.0243902440000001
GB51066	1.03030303
GB46786	1.0
GB52746	1.048780488
GB43213	1.0
GB49570	1.0
GB48030,GB46377	1.9756097559999999
GB53172	1.0243902440000001
GB45051	1.0
GB52980	1.0
GB46065	1.025
GB41312	1.081081081
GB42327	1.048780488
GB41069	1.0243902440000001
GB40971	1.097560976
GB49961	1.0
GB44804	1.025
GB55848	1.0
GB42660	1.0
GB52349	1.0
GB44541	1.0
GB47425	1.12195122
GB46653	1.048780488
GB55279	1.027027027
GB44972	1.0
GB54556	1.0
GB53671	1.0
GB44316	1.0
GB42675,GB42675	1.075
GB43602	1.048780488
GB49990	1.0
GB40411	1.0
GB49651	1.025
GB45662	1.0
GB54699	1.0
GB44037	1.0243902440000001
GB46450	1.0
GB43897	1.0555555559999998
GB46539	1.025
GB41908	1.0
GB49613	1.0
GB54422	1.097560976
GB51794	1.0
GB51257	1.0243902440000001
GB49324	1.0
GB54715	1.0
GB45809,GB45809	1.097560976
GB40904	1.025641026
GB44581	1.0
GB55350	1.0
GB41688	1.0
GB46102	1.048780488
GB43159	1.0
GB48434	1.0
GB41798	1.0
GB55527	1.0
GB48489	1.052631579
GB47779	1.0731707320000001
GB50160,GB50160	1.0243902440000001
GB42884	1.048780488
GB41659	1.0
GB55147	1.0
GB42959,GB42958	1.2727272729999999
GB55809,GB50017	1.097560976
GB41250	1.0
GB50043,GB50043	1.048780488
GB46069	1.0
GB55067	1.029411765
GB49275,GB49273	2.263157895
GB41974	1.0
GB44350	1.0
GB41910	1.048780488
GB40123	1.0
GB52307	1.151515152
GB42750	1.0
GB52473	1.1
GB42567	1.076923077
GB46012	1.0
GB54543	1.048780488
GB46429	1.243902439
GB53042	1.0243902440000001
GB52008	1.0
GB40149	1.0
GB43119	1.0
GB50941	1.0
GB45815	1.025641026
GB45207	1.025
GB42674	1.0
GB43391	1.027027027
GB49969	1.0243902440000001
GB55148	1.0243902440000001
GB52091	1.0
GB49652	1.0
GB43719	1.05
GB47841	1.025641026
GB49688	1.105263158
GB44614	1.025
GB53163	1.2068965520000001
GB45228	1.0
GB52316	1.0
GB44999	1.0
GB42856	1.0
GB48509	1.0909090909999999
GB49235	1.0
GB40670	1.0243902440000001
GB55846	1.0
GB51486	1.0243902440000001
GB54658	1.0
GB43889	1.0
GB43954	1.0
GB41844	1.0
GB42949	1.0243902440000001
GB45518	1.0
GB55366	1.0
GB40901	1.0243902440000001
GB54325	1.0
GB41094,GB41094	1.1714285709999999
GB47748	1.0243902440000001
GB45140	1.0
GB46036	1.0
GB45926	1.054054054
GB48847	1.0
GB46431	1.0243902440000001
GB50521,GB50521	1.027777778
GB41874	1.170731707
GB44687	1.0
GB50491	1.0
GB50911	1.027027027
GB46165	1.0
GB44114,GB47820	1.87804878
GB41825	1.025
GB45777,GB48385	2.0487804880000002
GB50640	1.0243902440000001
GB51638	1.0
GB49534,GB49534	1.048780488
GB44516	1.0
GB44661,GB44455	1.0731707320000001
GB47488,GB46971	1.6
GB47334	1.0243902440000001
GB52651	1.0
GB44533	1.0
GB47876	1.0243902440000001
GB50261	1.0
GB55074	1.0
GB49478	1.0
GB46746	1.0
GB53846	1.025
GB48386	1.0
GB44082	1.0
GB45273	1.033333333
GB45278	1.974358974
GB40287	1.952380952
GB44223	1.12195122
GB49870	1.025
GB50303	1.0731707320000001
GB51264	1.038461538
GB48809	1.0
GB46436	1.0
GB47440	1.0
GB49309	1.05
GB47018,GB47018,GB47018	1.0731707320000001
GB43000,GB43000	1.0731707320000001
GB45072	1.0
GB50105	1.0
GB41136	1.0
GB54083	1.0243902440000001
GB50730	1.0243902440000001
GB49050	1.0
GB45713,GB45708	1.170731707
GB54332	1.0
GB52503	1.0
GB45363	1.0243902440000001
GB55985	1.0
GB47081	1.0
GB44742	1.0
GB42224	1.025
GB43171	1.0
GB46684	1.0243902440000001
GB41876	1.0243902440000001
GB41864	1.081081081
GB43149	1.026315789
GB50237	1.0
GB49089	1.0
GB52676	1.0
GB40282	1.052631579
GB51015	1.0731707320000001
GB44347	1.075
GB40788	1.2682926829999999
GB48938	1.0
GB47549	1.0
GB51912	1.025
GB52619,GB43636	2.0
GB43475	1.08
GB44690	1.0
GB42436	1.0
GB51967	1.0
GB46621	1.0243902440000001
GB40563,GB55130	1.05
GB44031	1.028571429
GB51237	1.0
GB48889,GB48889	1.048780488
GB48786	1.170731707
GB44307	1.097560976
GB55757	1.153846154
GB50245	1.0
GB54627	1.0
GB45463,GB45463,GB54870	1.097560976
GB46973	1.025
GB50960	1.0
GB49528	1.0
GB54622	1.048780488
GB40580	1.0731707320000001
GB49906	1.0243902440000001
GB54124	1.117647059
GB54493	1.0731707320000001
GB49037	1.048780488
GB55896	1.097560976
GB54522	1.0
GB50586	1.0
GB45067	1.048780488
GB51431	1.097560976
GB54742	1.048780488
GB47102	1.0243902440000001
GB48360	1.0
GB49579	1.0
GB47230	1.0
GB54436	1.051282051
GB44387,GB44387	1.0731707320000001
GB44295	1.0
GB45568	1.0
GB43122	1.0
GB51828	1.025
GB45349	1.0
GB45343	1.027027027
GB45052	1.0
GB41156	1.078947368
GB50244	1.0
GB44353	1.0
GB46627	1.0
GB52247	1.0
GB54428	1.487179487
GB45126	1.0
GB43561	1.0
GB48055	1.0
GB49896	1.0
GB41902	1.0243902440000001
GB43052	1.12195122
GB44176	1.0243902440000001
GB42854	1.0
GB42063	1.025
GB47106	1.0
GB42559	1.0243902440000001
GB54242,GB54242	1.12195122
GB48160	1.048780488
GB50178	1.066666667
GB48370	1.0
GB52948	1.0
GB49590	1.0243902440000001
GB55359	1.0243902440000001
GB40217	1.0
GB52158	1.108108108
GB47194	1.048780488
GB44570,GB45484	1.1
GB41487	1.025
GB40863	1.041666667
GB44592	1.0243902440000001
GB45297	1.0
GB52797	1.0
GB55056	1.0
GB45031	1.0243902440000001
GB42501	1.097560976
GB44900	1.0
GB50537	1.054054054
GB50777	1.0
GB52557	1.097560976
GB42783	1.026315789
GB55333	1.0
GB42211	1.0243902440000001
GB51525	1.048780488
GB46290	1.048780488
GB54809	1.0
GB51836	1.0243902440000001
GB53949	1.146341463
GB55704	1.0243902440000001
GB46908	1.048780488
GB48266	1.025
GB53376	1.0
GB41819	1.0731707320000001
GB48596	1.0243902440000001
GB49505	1.0
GB44199,GB44199	1.108108108
GB55387	1.097560976
GB42892	1.054054054
GB47962	1.025641026
GB55765	1.0
GB51749	1.025
GB53237	1.048780488
GB45457	1.048780488
GB42215	1.0
GB54784	1.0243902440000001
GB50157	1.081081081
GB45194	1.0
GB50126	1.025
GB46300	1.0243902440000001
GB50069	1.0
GB53944	1.0
GB47942	1.028571429
GB47350	1.025
GB49190	1.0
GB52012	1.1
GB44982	1.0
GB47177	1.075
GB50493	1.0
GB45133	1.0
GB45413	1.097560976
GB43715	1.888888889
GB48125	1.048780488
GB54391	1.05
GB45695	1.0243902440000001
GB53598	1.027777778
GB40944	1.0
GB47429	1.0
GB49527	1.051282051
GB42960	1.0
GB44315	1.0
GB45663	1.315789474
GB44412	1.0
GB41188	1.0
GB53323	1.048780488
GB50871	1.0
GB49612	1.0
GB55403	1.0
GB55274	1.0
GB44072	1.0731707320000001
GB54214	1.0243902440000001
GB51505	1.0
GB55940	1.0
GB40437	1.029411765
GB49327	1.125
GB42651	1.0
GB49494	1.025
GB46339	1.0243902440000001
GB54989	1.0
GB53035	1.025
GB43366	1.048780488
GB54994	1.0
GB51333	1.0
GB47737	1.027777778
GB44682	1.0
GB51063	1.048780488
GB54239	1.0
GB45555	1.0
GB52978	1.0
GB41294	1.0243902440000001
GB55660	1.0
GB45875	2.4
GB44611	1.0
GB44293	1.0
GB48684	1.0
GB41171	1.0909090909999999
GB47503	1.0
GB47846	1.0
GB43435	1.025641026
GB45525,GB45524,GB44248	1.926829268
GB50506	1.0
GB52195	1.051282051
GB43637	1.0
GB51580	1.225
GB52704	1.0
GB41693	1.0
GB42487	1.0243902440000001
GB46042	1.0
GB48337	1.048780488
GB44121	1.0
GB43113	1.0
GB50367	1.15
GB52498	1.03030303
GB55485	1.0555555559999998
GB44099	1.0
GB50071	1.075
GB49120	1.0731707320000001
GB42450	1.0
GB43162	1.05
GB46685	1.025641026
GB44636	1.0
GB50352	1.0
GB48746	1.029411765
GB43738	1.5121951219999998
GB42652	1.048780488
GB45175	1.0
GB46523	1.0243902440000001
GB46692	3.162162162
GB52045	1.05
GB40867,GB40947,GB40867	1.085714286
GB51354	1.0
GB42451	1.0
GB44436	1.048780488
GB48066,GB48782	1.75
GB46189	1.0
GB43551	1.0
GB47329	1.0
GB48678	1.0
GB46512	1.0243902440000001
GB53251	1.0243902440000001
GB47387	1.075
GB47423	1.051282051
GB51885	1.083333333
GB47250	1.0731707320000001
GB42358	1.054054054
GB53654	1.0
GB49486	1.025
GB46672	1.0
GB49604	1.15
GB45872	1.0
GB45684	1.078947368
GB41036	1.0
GB41982	1.048780488
GB47222	1.0243902440000001
GB43015	1.048780488
GB48199	1.125
GB45128	1.048780488
GB47471	1.129032258
GB49525	1.05
GB49841	1.102564103
GB51999	1.0
GB51738	1.048780488
GB44590	1.0
GB50891	1.0
GB50039	1.025
GB49909	1.0
GB50190	1.0
GB52627	1.0
GB47300	1.611111111
GB50802	1.0
GB54111	1.052631579
GB48416	1.041666667
GB48237	1.048780488
GB55489,GB55489	1.097560976
GB52588	1.0243902440000001
GB54789	1.0
GB44163	1.0
GB41261	1.028571429
GB50511	1.0243902440000001
GB43087	1.0243902440000001
GB49966	1.205882353
GB43411	1.0
GB40674	1.0
GB51726	1.0
GB45923	1.097560976
GB55299	1.0243902440000001
GB44534	1.0
GB53788	1.0
GB47076	1.0
GB50290	1.0
GB53166	1.0
GB48456	1.0
GB48075	1.0
GB40363	1.025
GB44333	1.0
GB45180	1.0
GB45425	1.048780488
GB40766	1.0
GB48873	1.048780488
GB51560	1.0
GB47413,GB47413	1.048780488
GB51093	1.0243902440000001
GB47189	1.048780488
GB49701	1.025
GB50471	1.1
GB47556	1.117647059
GB44410	1.0243902440000001
GB50015	1.025
GB41867	1.0
GB55877,GB55877	1.027027027
GB48692	1.0
GB43256	1.0243902440000001
GB44327	1.025641026
GB42551	1.025
GB50031	1.048780488
GB55893	1.0
GB54190	1.0
GB45314	1.0
GB47260	1.0
GB55930	1.111111111
GB43697	1.0
GB44325	1.0
GB52047	1.025
GB54935	1.04
GB44175	1.0243902440000001
GB53782	1.0731707320000001
GB50281	1.0
GB40999	1.075
GB54144	1.025641026
GB47042	1.0
GB45778	1.0
GB47043	1.0
GB46773,GB40332	1.0731707320000001
GB49169	1.55
GB45985	1.025641026
GB45487	1.027027027
GB44757	1.048780488
GB46972	1.048780488
GB45534	1.0243902440000001
GB55390	1.769230769
GB49456	1.15
GB52929	1.0
GB55971	1.0
GB40335	1.075
GB52360	1.052631579
GB42534	1.108108108
GB42023	1.0243902440000001
GB50418	1.675
GB55537	1.0
GB50748	1.0
GB40577	1.0243902440000001
GB52785	1.146341463
GB47007	1.0243902440000001
GB42945	1.025
GB41304	1.0
GB47232	1.025
GB54608	1.027777778
GB49330	1.0243902440000001
GB42096	1.0
GB49622	1.0
GB41211	1.0
GB44526	1.0
GB53700	1.0243902440000001
GB48539	1.0243902440000001
GB42747	1.0243902440000001
GB46640	1.0909090909999999
GB41397	1.0
GB52904	1.0243902440000001
GB53045,GB53043	1.9756097559999999
GB49130	1.0243902440000001
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	5.184210526
GB43107,GB43108	1.057142857
GB45495,GB40976	1.536585366
GB45618,GB45618	1.083333333
GB43549	1.0
GB50648	1.0
GB41704	1.0
GB44156	1.025641026
GB54145	1.0243902440000001
GB43079	1.0
GB42454	1.0
GB41463,GB41464	1.048780488
GB48608	1.0
GB43277	1.0
GB49315	1.146341463
GB42020	1.0
GB50741	1.0
GB50812	1.051282051
GB41281	1.048780488
GB48469	1.0
GB48563	1.0243902440000001
GB43984,GB45309	1.025641026
GB41212,GB53028,GB40624,GB49394	5.243902439
GB48557	1.0
GB40064	1.0
GB42848	1.075
GB52427	1.025641026
GB52282	1.0
GB41856	1.048780488
GB54986	1.0243902440000001
GB40076	1.0
GB40980	1.0243902440000001
GB52423	1.0
GB41315	1.0
GB44285	1.0243902440000001
GB49967	1.0
GB49152	1.0
GB45776,GB45776	2.35483871
GB51634	1.0
GB49466	1.0243902440000001
GB42732	1.0
GB45733	1.0
GB51968	1.0243902440000001
GB41002,GB41003	1.029411765
GB42313	1.0
GB52825	1.0
GB53333	1.0
GB51751	1.12195122
GB40592,GB53981	1.0731707320000001
GB46480	1.0
GB40274	1.0
GB48677	1.0
GB46360,GB46360	1.048780488
GB49124	1.0
GB55619	1.0243902440000001
GB46609	1.0243902440000001
GB48765	1.15
GB47984	1.454545455
GB42223	1.0
GB50409	1.048780488
GB55278	5.948717949
GB44579	1.0
GB53520	1.09375
GB51494	1.048780488
GB49843	1.025
GB43487	1.025
GB50957	1.05
GB52953	1.0
GB46960	1.0
GB55505	1.0
GB47635	1.0
GB51040	1.0243902440000001
GB46257	1.025
GB47235	1.0
GB51119	1.0
GB54261	1.076923077
GB50771	1.0
GB40158	1.025641026
GB43502	1.0
GB44222	1.025641026
GB55632	1.048780488
GB51198	1.0
GB49559	1.0
GB40816	1.025
GB43095	1.12195122
GB42190	1.0
GB44567	1.051282051
GB54881	1.0
GB53126	1.0
GB44936	1.048780488
GB49852	1.025641026
GB47278	1.0
GB52314	1.048780488
GB46273	1.025
GB55389	1.0
GB53862	1.0555555559999998
GB52937	1.0
GB48122	1.048780488
GB43836	1.0
GB40693	1.025
GB53830	1.0
GB40654	1.0
GB52211	1.0
GB41827	1.0
GB40415	1.026315789
GB46048	1.0243902440000001
GB41872	1.0243902440000001
GB45345	1.027777778
GB51361	1.0243902440000001
GB41451	1.0
GB48457	1.0
GB44187	1.0243902440000001
GB51464	1.0
GB49571	1.0
GB48526	1.0
GB41840	1.0
GB51819	1.041666667
GB52052	1.1578947370000001
GB42817	1.0
GB42865	1.0243902440000001
GB50065	1.0
GB43622	1.0
GB46322	1.0
GB50932	1.0
GB51000,GB51000	1.048780488
GB49349	1.0243902440000001
GB42721	1.0
GB49098	1.048780488
GB45071	1.0
GB44828	1.0
GB40466,GB40466	1.048780488
GB46929	1.025
GB49946	1.048780488
GB45868	1.0
GB51080	1.027027027
GB53812	1.0
GB55448	1.0
GB52597	1.071428571
GB44918	1.0243902440000001
GB45127	1.0
GB40388	1.048780488
GB54590	1.175
GB46151	1.051282051
GB42295	1.0243902440000001
GB50299	1.0
GB50146	1.0
GB54651	1.025641026
GB53683	1.025
GB46452	1.0731707320000001
GB53685,GB53685	1.075
GB48378	1.0731707320000001
GB41037	1.054054054
GB42297	1.1
GB50130	1.05
GB43831	1.0243902440000001
GB55348	1.097560976
GB51938	1.078947368
GB54512	1.0731707320000001
GB47435	1.0243902440000001
GB47073	1.0243902440000001
GB45692	1.05
GB54264	1.0
GB43441	1.0243902440000001
GB45131	1.048780488
GB53199	1.0
GB55931	1.0
GB47838	1.0
GB51725	1.0243902440000001
GB46054	1.075
GB49188	1.0
GB50653	1.153846154
GB53062	1.0
GB46918,GB50327	1.0243902440000001
GB50365	1.0
GB43245	1.184210526
GB47451	1.025641026
GB48157	1.0
GB46954	1.28
GB40359	1.05
GB49533	1.0
GB49589	1.048780488
GB44961	1.0731707320000001
GB43172	1.12195122
GB51655	1.0
GB51029	1.0
GB40704	1.0
GB50955,GB48208	2.341463415
GB55830	1.058823529
GB53607	1.048780488
GB53380	1.0
GB43293	1.0
GB53411	1.0
GB41590	1.15
GB50228	1.0
GB48532	1.0
GB41610	1.0
GB51058	1.0
GB53582,GB53582	1.048780488
GB40946	1.0
GB49146	1.0
GB54268	1.048780488
GB53148	1.0
GB54140	1.025
GB48817	1.0
GB45429	1.0243902440000001
GB52722	1.0
GB40614	1.025
GB49518	1.0
GB53092	1.048780488
GB45341	1.0
GB45732	1.128205128
GB51209	1.0
GB40578	1.025
GB43191	1.0
GB44123	1.026315789
GB42167	1.0
GB44656	1.0
GB43953	1.025
GB47184	1.0
GB47461	1.0
GB51302	1.0
GB51833	1.068965517
GB46338	1.052631579
GB55006	1.0243902440000001
GB42268	1.026315789
GB45392	1.0
GB53239	1.075
GB44371	1.0243902440000001
GB44184	1.0
GB53196,GB53196	1.0243902440000001
GB47847	1.0731707320000001
GB52893	1.0
GB40765	1.05
GB50226	1.025
GB52926	1.05
GB45833	1.0
GB53849	1.0731707320000001
GB43271	1.121212121
GB51190	1.0
GB47502	1.048780488
GB46240	1.0
GB53174	1.048780488
GB44168	1.0
GB45275	1.0
GB50259	1.0
GB50090	1.0731707320000001
GB52559	1.0
GB45955	1.146341463
GB45213	1.0243902440000001
GB41290	1.0
GB40545	1.0
GB43097,GB43098	1.097560976
GB54728	1.05
GB48598	1.0243902440000001
GB43906	1.0243902440000001
GB42515	1.048780488
GB45902	1.025
GB41713	1.0
GB49087	1.0
GB53029	1.05
GB44276	1.0
GB41753	1.0
GB42781	1.0243902440000001
GB49054,GB43751	1.9756097559999999
GB51744	1.025
GB51964	1.675
GB47379	1.0
GB46218	1.0
GB54354	1.0
GB46267	1.146341463
GB46371	1.025
GB54097	1.12195122
GB52456	1.0
GB47661	1.048780488
GB47768	1.0243902440000001
GB46327	1.075
GB42196,GB49726	1.8
GB41342	1.0
GB49425	1.05
GB46728	1.0
GB48967	1.0
GB44073	1.0
GB42661	1.054054054
GB51541	1.0
GB51418	1.025
GB50262	1.057142857
GB44616	1.0
GB42919	1.1
GB55094,GB55094,GB55094,GB55094	1.170731707
GB43552	1.0
GB55784	1.3170731709999999
GB42681	1.097560976
GB44331	1.0243902440000001
GB47575	1.025
GB54201	1.0
GB52755	2.097560976
GB48467	1.048780488
GB53013	1.05
GB55743	1.0
GB44766,GB44766	1.3
GB44615	1.0
GB49074	1.097560976
GB45852	1.0243902440000001
GB41173	1.025641026
GB44901	1.025
GB42716,GB55345	1.05
GB41024	1.170731707
GB52057	1.0243902440000001
GB53308	1.0
GB47343	1.05
GB52388,GB52408	3.833333333
GB42425	1.086956522
GB49231	1.0243902440000001
GB51599	1.048780488
GB48165	1.0243902440000001
GB48452	1.0
GB53238	1.048780488
GB40711	1.0
GB51630	1.195121951
GB49396	1.0
GB55507	1.0
GB43145	1.0
GB55831	1.0
GB42771	1.0
GB44996	1.076923077
GB49117	1.0
GB48778	1.048780488
GB40273	1.048780488
GB49780	1.0
GB47110	1.0
GB48982	1.0243902440000001
GB50619	1.0
GB51393	1.0
GB44364	1.048780488
GB48690	1.0243902440000001
GB54282	1.075
GB49355	1.0731707320000001
GB53682	1.025641026
GB46740	1.0
GB40479	1.097560976
GB46466	1.0
GB52325	1.0
GB55307	1.025
GB47061	1.0243902440000001
GB45087	1.0
GB50972	1.0
GB40842	1.0
GB44010	1.025
GB47114	1.0
GB55506	1.0
GB42680	1.0
GB49584	1.0
GB45645	1.052631579
GB41195	1.0
GB44882	1.051282051
GB52845	1.0243902440000001
GB47626	1.0
GB44319	1.025
GB49704	1.0
GB44910	1.0243902440000001
GB41520,GB41521	2.0
GB42383	1.0606060609999999
GB53378	1.0
GB50609	1.0
GB44507	1.0
GB44556	1.0243902440000001
GB42143	1.0243902440000001
GB55517	1.0
GB50442	1.0731707320000001
GB53088	1.0
GB48024	1.170731707
GB41807	1.170731707
GB51338	1.0
GB42286	1.0243902440000001
GB40866	1.0
GB44761	1.0
GB40118	1.025
GB51095	1.0
GB48951	1.0
GB51632	1.609756098
GB42744	1.051282051
GB44344	1.025
GB55096	1.0243902440000001
GB54762	1.0
GB52037	1.0
GB50166	1.051282051
GB44943	1.052631579
GB50078	1.0
GB40907	1.0
GB42382	1.0
GB40427	1.0
GB45507	1.048780488
GB42855	1.0
GB55190	1.0
GB46542	1.0
GB40106	1.0
GB53665	1.0
GB41730	1.0243902440000001
GB45361	1.0
GB55259	1.048780488
GB49883	1.0243902440000001
GB54957	1.0
GB51148	1.027777778
GB55369	1.0
GB42516	1.0
GB51818	1.076923077
GB52244	1.0
GB54101	1.0
GB54337	1.0
GB52687	1.0243902440000001
GB43200	1.0
GB49285	1.025641026
GB48623	1.048780488
GB52979	1.0
GB41164	1.0
GB42296	1.0
GB48669	1.025
GB51937	1.0
GB49869	1.0731707320000001
GB45151	1.048780488
GB49269,GB49269	1.058823529
GB44078	1.025
GB47411	1.0
GB48262	1.0
GB44791,GB44791,GB44791	1.05
GB53033	1.0
GB54674	1.045454545
GB50973	1.064516129
GB44941	1.0
GB44850	1.025
GB47450	1.025641026
GB42021	1.0
GB42997	1.0
GB53295	1.0
GB52275	1.0
GB43963	1.0
GB55986	1.05
GB55890	1.048780488
GB45340	1.0
GB50626	1.0243902440000001
GB51608	1.0
GB52751	1.025
GB50474	1.0731707320000001
GB40925	1.0
GB45189	1.0
GB55575,GB43649	1.025
GB40909	1.0243902440000001
GB49025	1.0
GB44548	1.0555555559999998
GB55693,GB55693	1.125
GB45152	1.0243902440000001
GB47151	1.0
GB55491	1.0
GB53768	1.0
GB54847	1.128205128
GB48836	1.0
GB51508	1.048780488
GB50897	1.048780488
GB50337	1.0
GB43270	1.05
GB40948	1.0243902440000001
GB46023	1.048780488
GB40824	1.0243902440000001
GB50132,GB48490	1.025
GB41651	1.0731707320000001
GB49714,GB49714	1.051282051
GB53155	1.0
GB42841	1.0
GB54812	1.0243902440000001
GB42354	1.0
GB52542	1.025
GB48046,GB41540	2.108108108
GB44271	1.05
GB52510	1.048780488
GB43805	2.535714286
GB47845	1.05
GB52992	1.027027027
GB45492	1.0
GB49749	1.0243902440000001
GB55459	1.0
GB54918,GB54918	1.051282051
GB53753	1.025
GB54347	1.0
GB49943	1.1
GB50257	1.0
GB41811	1.0
GB51211,GB51211	1.05
GB55187	1.0
GB47736	1.025641026
GB45287	1.0243902440000001
GB53289	1.0243902440000001
GB55576	1.0
GB54571	1.0
GB49827	1.0
GB44288	1.0
GB54052	1.0
GB48661	1.0243902440000001
GB55587	1.0
GB51504	1.026315789
GB54228	1.0
GB46304,GB46308	1.225
GB44848	1.12195122
GB45408	1.0
GB54731	1.027027027
GB54049	1.0
GB51441,GB51441	1.027777778
GB49558	1.0555555559999998
GB55569	1.0243902440000001
GB51698	1.04
GB55508	1.0
GB45655	1.0
GB48811	1.0
GB44048	1.0243902440000001
GB49535,GB49535,GB46266	2.097560976
GB46231	1.0243902440000001
GB55400	1.048780488
GB48521,GB48521	1.05
GB40853	1.0731707320000001
GB41962	1.032258065
GB52576	1.025
GB43104	1.025641026
GB41701	1.0243902440000001
GB53331	1.052631579
GB44880	1.0
GB43217	1.0
GB55919	1.0
GB50021	1.0
GB44770	1.048780488
GB40548	1.0
GB42159	1.146341463
GB50701	1.048780488
GB48367	1.025
GB53439	1.0
GB43295	1.0
GB53268	1.0
GB51817	1.052631579
GB49284	1.025641026
GB50526	1.025641026
GB56009,GB56009,GB56009	1.075
GB43676	1.0243902440000001
GB46910	1.0243902440000001
GB48326	1.025
GB48028	1.0243902440000001
GB53936	1.027027027
GB50066	1.0
GB45952	1.0
GB48462	1.125
GB54574	1.175
GB40541	1.0
GB54050	1.076923077
GB41710	1.0
GB41032	1.0
GB44909	1.0
GB53793	1.117647059
GB52616	1.0
GB55521	1.025
GB41769	1.0243902440000001
GB48112	1.0
GB49081	1.0243902440000001
GB43192	1.0
GB40296	1.025
GB55665	1.0
GB48313	1.0
GB42920	1.0
GB41280	1.0243902440000001
GB52724	1.225
GB42965	1.0
GB51694	1.0
GB44662	1.0
GB42494	1.0
GB54167	1.0
GB40343	1.0
GB49012	1.0
GB55054,GB55054	1.026315789
GB49076	1.048780488
GB54867,GB53933	1.634146341
GB51697	1.086956522
GB55929	1.225
GB44517	1.048780488
GB46709	1.0243902440000001
GB55494	1.048780488
GB47393	1.0
GB44346	1.0
GB50527	1.025
GB51713	1.0
GB42564	1.0
GB52763	1.0243902440000001
GB41182	1.0
GB48750	1.0243902440000001
GB50877	1.0
GB42850	1.0243902440000001
GB54927	1.0
GB48816	1.025
GB55622,GB55621	1.8285714290000001
GB44829	1.0
GB48911	1.0
GB52569	1.0
GB48136	1.0243902440000001
GB49637	1.0
GB43867	1.05
GB42156	1.027027027
GB52623	1.0243902440000001
GB40480	1.0
GB44997	1.0
GB55624	1.0
GB52686	1.0
GB45436	1.0243902440000001
GB42840	1.0
GB45879,GB47131	1.081081081
GB55302	1.075
GB52820,GB53324	1.804878049
GB46641	1.0
GB54599	1.025
GB44575	1.0
GB51995	1.105263158
GB54971	1.0731707320000001
GB46788	1.0
GB55158	1.048780488
GB49004	1.5161290319999998
GB51495	1.048780488
GB40637	1.095238095
GB53820	1.0
GB50921,GB56021	1.125
GB55112	1.0
GB41617	1.0
GB42606	1.058823529
GB55530	1.3
GB42249	1.0
GB54988,GB54988,GB51379	1.097560976
GB43687	1.195121951
GB40775	1.0
GB41738	1.05
GB49219	1.0
GB41455	1.0
GB54499	1.146341463
GB45184	1.0
GB41063	1.0
GB40804	1.0
