gene	ACN
GB42505	1.033333333
GB50224,GB50224	1.025
GB41423	1.0
GB55746	1.081081081
GB42054,GB42054	1.097560976
GB54206	1.0
GB51242	1.027777778
GB47208	1.0
GB44906	1.0
GB55913	1.0
GB42200	1.0
GB45958	1.029411765
GB42763	1.0
GB52567	1.0731707320000001
GB50958	1.0
GB54198	1.048780488
GB40400	1.0731707320000001
GB47428	1.0243902440000001
GB53243	1.0
GB42773	1.0
GB40627	1.097560976
GB53396	1.048780488
GB48097	1.076923077
GB50415	1.0
GB55790	1.292682927
GB40310	1.025641026
GB46457	1.0243902440000001
GB53089	1.0243902440000001
GB51159	1.027777778
GB51348,GB51348	1.026315789
GB40017	1.0
GB55847	1.0
GB42844	1.146341463
GB55411	1.0
GB45479	1.0243902440000001
GB53791,GB53791	1.097560976
GB43463	1.0
GB43093	1.027777778
GB48074	1.175
GB44885	1.025
GB53173	1.0
GB50743	1.0731707320000001
GB44321	1.025
GB54053	1.0243902440000001
GB55573	1.0
GB54216	1.0
GB45284	1.048780488
GB46739	1.0731707320000001
GB48474	1.0
GB54225,GB54226,GB54226	1.12195122
GB41855	1.025
GB43881	1.0
GB52989	1.097560976
GB45873	1.048780488
GB44537	1.0
GB44067	1.0
GB49223	1.0
GB54389	1.0243902440000001
GB46212	1.0
GB54625	1.0243902440000001
GB43567	1.0
GB41424	1.0243902440000001
GB55188	1.05
GB43685	1.0
GB51717	1.0
GB43556	1.0731707320000001
GB44027	1.0
GB44433	1.0
GB41122	1.0243902440000001
GB49320	1.0
GB52106	1.0243902440000001
GB49325	1.0
GB54582	1.096774194
GB53740	1.0
GB46800	1.025641026
GB42325	1.05
GB41608	1.0
GB54751	1.153846154
GB54600	1.0243902440000001
GB55618	1.0
GB44155	1.028571429
GB42352	1.048780488
GB43314	1.051282051
GB45156	1.0
GB52673	1.0
GB48261	1.025
GB49391	1.0
GB40676	1.0
GB41450	1.0
GB54592	1.275
GB50669	1.0
GB47894	1.2
GB45292	1.025
GB41601	1.0
GB41680	1.0
GB54176	1.097560976
GB48946	1.0
GB50419	1.0243902440000001
GB52618	1.097560976
GB49800	1.0
GB51641	1.0
GB49419	1.05
GB48263	1.027027027
GB43163	1.0
GB51189	1.0243902440000001
GB42201	1.0731707320000001
GB41592	1.0
GB40774	1.0243902440000001
GB51745	1.05
GB45388,GB51874	1.048780488
GB44709	1.027027027
GB44535	1.0
GB41356	1.041666667
GB55793,GB55793	1.0243902440000001
GB40100	1.0
GB52453	1.0
GB42853	1.125
GB43276	1.0
GB50789	1.0
GB45360	1.0
GB53011	1.0243902440000001
GB55854	1.0243902440000001
GB41278,GB49900	1.076923077
GB50283,GB50283	1.095238095
GB51210	1.0243902440000001
GB45355	1.225
GB49126	1.0
GB45138	1.048780488
GB42847,GB48093	1.0243902440000001
GB41875	1.0
GB42894,GB42894	1.048780488
GB40203	1.075
GB52679	1.0243902440000001
GB55907	1.081081081
GB48571	1.0243902440000001
GB46301	1.026315789
GB53021	1.0
GB54609	1.075
GB40598	1.048780488
GB41226	1.0
GB40507	1.0
GB52432,GB54695	1.05
GB51355	1.0
GB40515	1.0
GB46251	1.0
GB48162	1.048780488
GB44510	1.097560976
GB40740	1.0731707320000001
GB40540	1.0
GB55700	1.0
GB44481	1.0243902440000001
GB48375	1.0731707320000001
GB46487	1.027777778
GB47339	1.0
GB43189	1.475
GB43899	1.0243902440000001
GB40818	1.048780488
GB48925	1.0243902440000001
GB50971	1.0
GB41783	1.0731707320000001
GB49150	1.0243902440000001
GB53989	1.166666667
GB42548	1.027027027
GB47195	1.1
GB51940	1.097560976
GB48551	1.0243902440000001
GB54843	1.0243902440000001
GB51763	1.0243902440000001
GB46271	1.0243902440000001
GB44263	1.0
GB41378	1.028571429
GB48997	1.027027027
GB41629	1.0243902440000001
GB55627	1.0
GB54680	1.048780488
GB54114	1.0
GB40263	1.075
GB41835	1.0
GB42579	1.0
GB55723	1.075
GB46886	1.0
GB42222	1.0
GB55973	1.0
GB43198	1.0
GB46262,GB46260,GB46262	1.170731707
GB53737	1.0
GB50171	1.0243902440000001
GB52849	1.0
GB44029	1.097560976
GB41297	1.025
GB45195	1.0
GB55644	1.027027027
GB44758	1.0
GB55801	1.0
GB51422	1.025
GB54909	1.0
GB45142	1.0243902440000001
GB55008,GB49845	2.024390244
GB44643	1.0243902440000001
GB40845	1.0243902440000001
GB42150	1.195121951
GB43857	1.0
GB41193	1.12195122
GB52171	1.051282051
GB42869,GB50987	2.0256410259999997
GB55652	1.097560976
GB53974	1.05
GB55714	1.0
GB54263	1.0
GB41038	1.0
GB49426	1.0
GB43786	1.0
GB45694	1.0
GB47182	1.0
GB47632	1.0
GB43562	1.0
GB41869	1.0
GB43722	1.0731707320000001
GB45229	1.15
GB41810	1.048780488
GB48101	1.0
GB47625,GB42004	1.125
GB47596,GB47596	1.097560976
GB44743	1.048780488
GB55352	1.0
GB50814	1.0243902440000001
GB40025	1.0243902440000001
GB44779	1.0
GB46362	1.048780488
GB51016,GB51016	1.0606060609999999
GB51111	1.0
GB49026	1.0243902440000001
GB50819	1.0243902440000001
GB46114	1.0
GB47918,GB56032	1.756097561
GB45091	1.025
GB53540	1.0
GB51649	1.0731707320000001
GB43338	1.0
GB48487	1.0
GB49459	1.0
GB44646	1.0
GB45819,GB42408,GB44278,GB44278,GB42409	3.2439024389999997
GB45679	1.05
GB52212,GB52212	2.0
GB42152	1.0
GB55557	1.05
GB50525	1.125
GB41547	1.051282051
GB46509	1.048780488
GB44947	1.048780488
GB41804	2.146341463
GB47925	1.0243902440000001
GB47468	1.0
GB53729	1.0
GB43234	1.146341463
GB41668	1.0243902440000001
GB44896	1.0243902440000001
GB48821	1.0
GB52084	1.0243902440000001
GB47888	1.0
GB40075	1.0
GB43892	1.0
GB40706	1.0243902440000001
GB45389	1.0243902440000001
GB45693,GB45693	1.0243902440000001
GB42942	1.048780488
GB51185	1.032258065
GB54803	1.146341463
GB49297	1.0
GB44216,GB44968,GB50868,GB54361	3.7560975610000003
GB55492	1.0
GB41744	1.0
GB48658	1.048780488
GB42603,GB42808,GB42885	2.9756097560000003
GB47391	1.0243902440000001
GB48336	1.0
GB50104	1.0
GB49042	1.0243902440000001
GB42484	1.128205128
GB47091	1.0
GB54169	1.0243902440000001
GB50372	1.0
GB44624	1.263157895
GB48868	1.075
GB43855	1.0
GB41722	1.03125
GB40414	1.0
GB42895	1.097560976
GB40916,GB46759	1.9756097559999999
GB54959	1.075
GB52737	1.0243902440000001
GB50854	1.0
GB54092	1.0
GB43160	1.0
GB40741	1.0
GB40341	1.097560976
GB44034	1.0243902440000001
GB46963	1.05
GB53697	1.0
GB49193	1.0
GB41649	1.0
GB47204	1.048780488
GB43157	1.027777778
GB50909,GB50909	1.054054054
GB49537	1.195121951
GB42418	1.0
GB42669	1.0
GB47309	1.025641026
GB43874	1.0
GB54953	1.025
GB47950	1.0
GB41734	1.0731707320000001
GB48031	1.0
GB43264	1.03125
GB55645	1.0
GB41035	1.0
GB48001	1.0
GB40283	1.0
GB41544,GB41544	1.051282051
GB40016	1.0
GB40504	1.0243902440000001
GB48254	1.0
GB44126	1.0
GB40977	1.0
GB53676	1.048780488
GB52253	1.0243902440000001
GB55880,GB41941	1.025641026
GB41406	1.0
GB54246	1.0731707320000001
GB46813	1.05
GB44649	1.0
GB44291	1.0
GB47970	1.0243902440000001
GB52021	1.102564103
GB53343	1.03125
GB41239	1.0
GB50769	1.0
GB41494	1.0
GB51812	1.588235294
GB48531	1.634146341
GB51045	1.048780488
GB54606	1.0
GB50161	1.333333333
GB53531,GB53570,GB53570	1.9
GB47418	1.0243902440000001
GB45719	1.0
GB49084	1.0243902440000001
GB48881	1.0
GB53976	1.048780488
GB50135	1.0243902440000001
GB48422	1.0731707320000001
GB48167	1.0
GB48573	1.3
GB44411	1.025
GB50949	1.0243902440000001
GB41233	1.0
GB54137	1.034482759
GB46713	1.0
GB47889	1.125
GB48834	1.0
GB48232	1.0
GB50470	1.0
GB53605	1.0
GB47185	1.0
GB54723	1.0
GB52077	1.05
GB47963	1.0
GB43185	1.075
GB55837,GB55837	1.0243902440000001
GB41775	1.0
GB42814	1.0243902440000001
GB55675	1.0731707320000001
GB53713	1.048780488
GB45266	1.0
GB49941	1.0
GB44062	1.0
GB53802	1.0
GB42835	1.0
GB53721	1.0731707320000001
GB49108	1.0
GB40763	1.0243902440000001
GB40672	1.0243902440000001
GB45179	1.028571429
GB52010	1.0
GB49804	1.025
GB52526	1.0243902440000001
GB48339	1.097560976
GB50038	1.0
GB50101	1.0
GB55381	1.0
GB50212	1.0
GB42037	1.097560976
GB49174	1.0
GB55015	1.0243902440000001
GB53859	1.0
GB51705	1.052631579
GB41740,GB41740	1.097560976
GB49489	1.0731707320000001
GB48601	1.0243902440000001
GB40028	1.05
GB43736	1.0
GB49567,GB49564	1.0731707320000001
GB50421	1.0
GB53710	1.0
GB40928	1.0
GB53616	1.0
GB50695	1.0
GB53036	1.0
GB45009	1.0
GB55766	1.0
GB50020	1.0243902440000001
GB46879	1.048780488
GB53956	1.0
GB46217	1.0
GB53262	1.0243902440000001
GB46751	1.0
GB50947	1.048780488
GB48061	1.0243902440000001
GB45758,GB53875	1.097560976
GB44762	1.0243902440000001
GB47239	1.0243902440000001
GB43220	1.170731707
GB52144	1.0
GB40357	1.0243902440000001
GB54109	1.0731707320000001
GB54602	1.0243902440000001
GB44445	1.0243902440000001
GB50650	1.0731707320000001
GB48425	1.0
GB48665,GB48665	1.048780488
GB47746	1.0243902440000001
GB40908	1.0243902440000001
GB41444	1.048780488
GB46563	1.0
GB41465	1.0243902440000001
GB41165	1.0731707320000001
GB47615	1.0243902440000001
GB44009	1.048780488
GB51035	1.0
GB44602	1.0
GB49686	1.0243902440000001
GB42493	1.026315789
GB49409	1.0243902440000001
GB46818	1.0
GB43917	1.025641026
GB45686	1.0
GB49366	1.0
GB45536	1.0243902440000001
GB49911	1.048780488
GB45150	1.0243902440000001
GB54773	1.0243902440000001
GB47281	1.0
GB42236	1.083333333
GB51391	1.0
GB47466	1.0
GB45272	1.0
GB44061	1.025641026
GB44679	1.0
GB47269	1.0243902440000001
GB44065	1.076923077
GB54906	1.0731707320000001
GB54260,GB54260	1.1
GB50837	1.12195122
GB41860	1.243902439
GB51060	1.0
GB52611	1.048780488
GB54716,GB49620	1.1
GB55936	1.170731707
GB43439	1.025641026
GB42414	1.0
GB46724	1.0243902440000001
GB41694	1.048780488
GB46696,GB46966,GB46966	1.0731707320000001
GB46510	1.097560976
GB46035	1.0
GB44338	1.0243902440000001
GB54395	1.0
GB51715	1.0
GB55292	1.048780488
GB53357	1.0243902440000001
GB40594	1.0
GB52601	1.05
GB52701	1.219512195
GB40565	1.0
GB51124	1.025
GB40453	1.0243902440000001
GB53592	1.0
GB50150	1.0
GB55523	1.0243902440000001
GB52198	1.048780488
GB54774,GB54774	1.097560976
GB53662	1.0
GB45932	1.054054054
GB45760	1.0243902440000001
GB41836	1.0
GB43178	1.0243902440000001
GB52592	1.0
GB47039	1.048780488
GB55323	1.0
GB42183	1.025
GB49298	1.0731707320000001
GB49246	1.0
GB45776	1.0
GB41246,GB41246	1.057142857
GB46344	1.048780488
GB55362	1.027027027
GB45351	1.026315789
GB43467	1.0243902440000001
GB41288	1.027777778
GB44538	1.0
GB45735	1.035714286
GB47254	1.0
GB46594	1.0
GB45225	1.048780488
GB54738	1.0243902440000001
GB55486	1.0243902440000001
GB54987	1.0
GB49947	1.025
GB49985	1.0
GB44573	1.048780488
GB46479	1.0243902440000001
GB53688	1.0
GB45683	1.0243902440000001
GB46047	1.03030303
GB41347	1.0
GB54366	1.0
GB47844	1.0243902440000001
GB46196	1.0
GB51221	1.0
GB45378	1.048780488
GB53798	1.529411765
GB43123,GB43123	1.222222222
GB47249	1.0
GB45300	1.0243902440000001
GB46070	1.0
GB54531,GB54533	1.195121951
GB53066	1.0
GB47589	1.0
GB53647	1.0
GB49186	1.0
GB54657	1.0
GB50459	1.0
GB48589,GB51445	1.05
GB43186	1.0
GB49301	1.0
GB52114,GB52114	1.025
GB43901	1.0
GB42360,GB43747	1.097560976
GB40405	1.1891891890000001
GB46745	1.028571429
GB54758	1.0243902440000001
GB41117	1.025
GB45014	1.0
GB44940	1.048780488
GB43618	1.0243902440000001
GB45106	1.0
GB41305	1.025
